plan_row_id,replay_phase,context_id,g566_dataset_row_id,g566_instance_uid,g566_evaluation_uid,g566_identity_digest,g566_scenario_sha256,g566_physical_map_sha256,g566_assignment_sha256,split,map,map_family,agents,agent_count,seed,budget_ms,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,horizon_id,role,candidate_id,theta_id,materialized_method,generated_theta_uid,sampling_policy,model_path,variant_id,actor_training_seed,expected_updateparams_fingerprint,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
g566_blind_three_tier_00000000,blind_three_tier,g566_valid_000005,g566_valid_000005,e7b483e561f49ac810690b9393986bc8aa462f7bb144a975a6381a31e6d00e5d,ce8855c91b02a0c79e0a849145600338d430a4693e4d22442d9c8cf9eb9a4139,1de330a219a782b0b032fda07f6232adb08421f64720160d018e1dd9a77e09d0,cc6f5be98d1acd72e24b039bfb03d3c4eb4b980d66aa984038eedead54c3ea07,7ed06f65e284271f3673e1a421485098568a1776fa5c2694648905e9d3d22e0a,be0def584a34d544664ab39c15d924f21e1674b293718776ffbd5814dec66301,BLIND,g566-connector-24x24-a-v2,connector,48,48,566000006,1500,1500,1500,1.5,3,budget1500_ltm3,no_ltm_diagnostic,lacam_star,lacam_star,lacam_star,,LaCAM* no-LTM diagnostic,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_blind_three_tier_00000001,blind_three_tier,g566_valid_000006,g566_valid_000006,e7b2dfc7b76ba33bdd00824a57590bd245ed71b4dbfca0942256a41071bf9921,1da3ebedbb089abedd2227e0babfa704862e00ead1d469cc6560f3cf70c92fc7,b556718bf60b8e6750125dc8c14bea964f9d48727db2c94a80cfcee275adeed2,df0fc8b71e6c4ffb27d751a43ead4c1b739d668aa1ba59dd35560722a789693d,7ed06f65e284271f3673e1a421485098568a1776fa5c2694648905e9d3d22e0a,6eba51393a8fbd9431f35cd1cc05c83d3201d2448c6eb68616373144197aa080,BLIND,g566-tunnel-24x24-a-v3,tunnel,64,64,566000007,3000,3000,3000,3.0,4,budget3000_ltm4,no_ltm_diagnostic,lacam_star,lacam_star,lacam_star,,LaCAM* no-LTM diagnostic,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_blind_three_tier_00000002,blind_three_tier,g566_valid_000011,g566_valid_000011,b9e803c3b8acf7a344d3dede4423e904116eee0050418ede2078830135cf4d47,0a77cab316f5e0043e015dac99b70bb469fbadc34c7547b1fca2d27287710048,f9ddd1d345674dc0547892f66d7d6ca7e0ce6d9a6755f4d53cde1158655e1185,0f9d6dc7b430eba6e70e51fb3e16ab1f5f94723d2cd4cb1da3406c679bf1732a,d216df2ba9f3a87cc7366684d6cb2866597f236cafa68491b9535be6aedb7859,98e32d5e6154b4860eefae1027cfdfdb47d42e4ef80229e8f489712ff32ea8cf,BLIND,g566-city-64x48-a-v0,city,24,24,566000012,8000,8000,8000,8.0,8,budget8000_ltm8,no_ltm_diagnostic,lacam_star,lacam_star,lacam_star,,LaCAM* no-LTM diagnostic,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_blind_three_tier_00000003,blind_three_tier,g566_valid_000012,g566_valid_000012,c642af5273c385ddbb1e22424cd731b864e16531930535a98b7a2464c5e35e40,dfe38c81424470ed3f84ba1c239115bccfc92a3364599019b93adba661b740b1,dc776c5f3c0a1578d237fc1942ab7228b0e55c175cc93e3bae5c60fb90713442,80f19427f8db2ec48a3cca686479e538dc86d81cb514859c0b2f9e809574d046,5ed14184c68f04bbab1a1b247fbd9945de3921ea29c07364751d452e22b38a7c,6e0a446c0dabfad0ccc7526d1afec9a38b8a3855c33e2691bff234d582376544,BLIND,g566-cross-64x40-a-v1,cross,32,32,566000013,750,750,750,0.75,2,budget750_ltm2,no_ltm_diagnostic,lacam_star,lacam_star,lacam_star,,LaCAM* no-LTM diagnostic,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_blind_three_tier_00000004,blind_three_tier,g566_valid_000016,g566_valid_000016,d43e4161291b41a314656eb1b351d4c0faf0f39b670257d38a4cfd89207db95d,a87ee593890a7a132eac2309eb1bd8e8e90be8d3b3d54098c3f4f0396dc785bf,f99596cce5c2bd5d24157bc03514d9c9d80b5f023108fb470ece2195bc7a4601,993eabf4389241681415f2584bdd45477ed68823700126c5f291c9f4303dbe97,f70a0dee7a364f728b1bc5683323cae69589f8026102005940ab7822667334dd,ea74939a07390ed4cf4199f1070d71959bb67683483c67c16018fffd10b8fb97,BLIND,g566-chambers-64x48-a-v1,chambers,8,8,566000017,750,750,750,0.75,2,budget750_ltm2,no_ltm_diagnostic,lacam_star,lacam_star,lacam_star,,LaCAM* no-LTM diagnostic,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_blind_three_tier_00000005,blind_three_tier,g566_valid_000032,g566_valid_000032,08a8e7a927d8bd1980ba1e19c9133a409d25b5611d6e956c4da2c599e4d6999f,7ab6938846ed8c91956f247980246691ab53aa48916d6e805d2af3052aca2103,9e0af867c647bda9c52aa6f5928d6a8786f7def22d49ac152c8e19ad43262ed3,85a6d3665bee048e7c8934a9c2c76ea825e5726b13e23b87de1acba5ec095891,c9c36c264d2cc5216b9a017865098dc7b577cad6b3bb372f98221e148547593b,089041ff0c3475a290b4f9e0993d8fdb6f6d4d40d5ce900de3387ee3b3ca599a,BLIND,g566-city-32x32-a-v1,city,8,8,566000033,750,750,750,0.75,2,budget750_ltm2,no_ltm_diagnostic,lacam_star,lacam_star,lacam_star,,LaCAM* no-LTM diagnostic,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_blind_three_tier_00000006,blind_three_tier,g566_valid_000033,g566_valid_000033,e295e9ca0811d286d80c1d8bb829fcd1a4b165b3235fa0a2d0dcdcdd467f37f2,3d8b79fe481e41fd344e67914175a041f4c4b099d192fa5836b5c18cfdb6b0d6,de4ec23c10491aea796750b761723f2be05e67f9603ccd024d6a6e7fd5c729af,1658429f24e81266f05599e9d375c8a15b5eab07b2e3373e8791db313aa8337e,786e3a5172c0f76f76ec5c16eeed80fbfd8b5bbaa106a2ba04aeea26601b6a2b,21aa053ece4cf6a51f5ce923dad6c29464a888e3e813b71411292a1721d152c2,BLIND,g566-cross-32x32-a-v2,cross,12,12,566000034,1500,1500,1500,1.5,3,budget1500_ltm3,no_ltm_diagnostic,lacam_star,lacam_star,lacam_star,,LaCAM* no-LTM diagnostic,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_blind_three_tier_00000007,blind_three_tier,g566_valid_000037,g566_valid_000037,d869f5f316a0397507b3c1d66f27637abdabceb26d7df552d652f4c03e5f7f98,c60c784d50c37ba94a0aae6a5d8e04232d4f600f03994c337cc84971b6a1a598,576b4713274c8bbd3a55201d41830d1e3cd59c93c09122f53edc3607136912e5,4867db2165a44c3a5735cc4c0d03622989992120226b905dae580642f5567eb2,19b790dd92af1ce161aafcb2dc4b45a439f5f48471e023c1383ba8742281246e,7d69886ff9557756e7634e2e16b2fa646bf4181e7236bd3d5ce94f307f5ce8dd,BLIND,g566-chambers-48x32-a-v2,chambers,48,48,566000038,1500,1500,1500,1.5,3,budget1500_ltm3,no_ltm_diagnostic,lacam_star,lacam_star,lacam_star,,LaCAM* no-LTM diagnostic,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_blind_three_tier_00000008,blind_three_tier,g566_valid_000053,g566_valid_000053,30f65387954a8a8a2ffd124daaeb7411e9a76af70d69df56d03332a72f40d084,26b0e2b54b4815ef62b290fcabb534b415c7dbc4c4e16d09e9ed52448e897940,9f76cd8b72690a37e49223d0b868036c63e6a3bb9d7b400145f65914016efddb,3b70ac5a4781883737ea533c01cc023141e346d91565d52a7921a8a63aa3533b,b64bb9d484fa71de1953b9ca8f03cf543a99a72f9b4522c619c53a32976b5916,6e8ad2259f7fa2ca7b01cc16f3d0c79b657b2d568fe58a420f60ba55ff29b775,BLIND,g566-city-32x32-a-v3,city,48,48,566000055,2000,2000,2000,2.0,4,budget2000_ltm4,no_ltm_diagnostic,lacam_star,lacam_star,lacam_star,,LaCAM* no-LTM diagnostic,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_blind_three_tier_00000009,blind_three_tier,g566_valid_000054,g566_valid_000054,0bdc8c3a15c07974105a234149df1c8c8ab5e2146effb8bd6f59ab680d23f3db,74a70956041229cbbac31cc380b937e9d0baf2f915a52d395cf389f51e8d4179,36a15f66585d9384077ed76665c4b4221f3684fc3d30995e57e4e4c219fd7f39,52c7faaa78598e65b0d1963b90261a5229f644f7d0eb46cb6a0f80daa0b44e8e,9723335b4876c1e2b891a0b8dd49ef6fb69627644d7666b0c48b6a189a662a61,4884ad0f4bad6594de0846cbd90483b75c17256468b4b5a2168b4d80e5ede1ef,BLIND,g566-cross-32x32-a-v0,cross,64,64,566000056,5000,5000,5000,5.0,6,budget5000_ltm6,no_ltm_diagnostic,lacam_star,lacam_star,lacam_star,,LaCAM* no-LTM diagnostic,,,,,False,False,False,False,False,,,,,,,,,,,,,,,,,,
