row_type,model,policy,fold_id,avoidability_ece,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,seed_oof,0.008333333333,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,fixed_train_dev,0.055263157895,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,leave_map_family_warehouse,0.075,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,leave_map_agent_group_34,0.0,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,leave_map_agent_group_434,0.0,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,leave_map_agent_group_644,0.05,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,leave_map_agent_group_40,0.05,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,leave_map_agent_group_380,0.2,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,budget_holdout_1000,0.016666666667,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,warehouse_holdout,0.075,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,map_family_balanced_bootstrap_0,0.011538461538,False,False,False,False,False
calibration_fold,level1_action_class_multinomial,level1_action_class_multinomial,map_family_balanced_bootstrap_1,0.011538461538,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,seed_oof,0.008333333333,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,fixed_train_dev,0.055263157895,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,leave_map_family_warehouse,0.075,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,leave_map_agent_group_34,0.0,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,leave_map_agent_group_434,0.0,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,leave_map_agent_group_644,0.05,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,leave_map_agent_group_40,0.05,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,leave_map_agent_group_380,0.2,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,budget_holdout_1000,0.016666666667,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,warehouse_holdout,0.075,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,map_family_balanced_bootstrap_0,0.011538461538,False,False,False,False,False
calibration_fold,level1_action_class_balanced,level1_action_class_balanced,map_family_balanced_bootstrap_1,0.011538461538,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,seed_oof,0.008333333333,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,fixed_train_dev,0.055263157895,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,leave_map_family_warehouse,0.075,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,leave_map_agent_group_34,0.0,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,leave_map_agent_group_434,0.0,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,leave_map_agent_group_644,0.05,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,leave_map_agent_group_40,0.05,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,leave_map_agent_group_380,0.2,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,budget_holdout_1000,0.016666666667,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,warehouse_holdout,0.075,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,map_family_balanced_bootstrap_0,0.011538461538,False,False,False,False,False
calibration_fold,level2_use_new_vs_fallback_classifier,level2_use_new_vs_fallback_classifier,map_family_balanced_bootstrap_1,0.011538461538,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,seed_oof,0.008333333333,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,fixed_train_dev,0.055263157895,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,leave_map_family_warehouse,0.075,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,leave_map_agent_group_34,0.0,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,leave_map_agent_group_434,0.0,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,leave_map_agent_group_644,0.05,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,leave_map_agent_group_40,0.05,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,leave_map_agent_group_380,0.2,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,budget_holdout_1000,0.016666666667,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,warehouse_holdout,0.075,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,map_family_balanced_bootstrap_0,0.011538461538,False,False,False,False,False
calibration_fold,level2_risk_abstain_classifier,level2_risk_abstain_classifier,map_family_balanced_bootstrap_1,0.011538461538,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,seed_oof,0.008333333333,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,fixed_train_dev,0.055263157895,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,leave_map_family_warehouse,0.075,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,leave_map_agent_group_34,0.0,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,leave_map_agent_group_434,0.0,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,leave_map_agent_group_644,0.05,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,leave_map_agent_group_40,0.05,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,leave_map_agent_group_380,0.2,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,budget_holdout_1000,0.016666666667,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,warehouse_holdout,0.075,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,map_family_balanced_bootstrap_0,0.011538461538,False,False,False,False,False
calibration_fold,level3_region_classifier,level3_region_classifier,map_family_balanced_bootstrap_1,0.011538461538,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,seed_oof,0.008333333333,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,fixed_train_dev,0.055263157895,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,leave_map_family_maze,0.025,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,leave_map_family_random,0.025,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,leave_map_family_warehouse,0.075,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,leave_map_agent_group_34,0.0,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,leave_map_agent_group_204,0.05,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,leave_map_agent_group_434,0.0,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,leave_map_agent_group_644,0.05,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,leave_map_agent_group_40,0.05,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,leave_map_agent_group_380,0.2,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,budget_holdout_1000,0.016666666667,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,budget_holdout_2000,0.033333333333,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,warehouse_holdout,0.075,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,map_family_balanced_bootstrap_0,0.011538461538,False,False,False,False,False
calibration_fold,level4_candidate_ranker_within_region,level4_candidate_ranker_within_region,map_family_balanced_bootstrap_1,0.011538461538,False,False,False,False,False
calibration_fold,level5_param_residual_regressor,level5_param_residual_regressor,seed_oof,0.008333333333,False,False,False,False,False
calibration_fold,level5_param_residual_regressor,level5_param_residual_regressor,fixed_train_dev,0.107894736842,False,False,False,False,False
calibration_fold,level5_param_residual_regressor,level5_param_residual_regressor,leave_map_family_maze,0.0,False,False,False,False,False
calibration_fold,level5_param_residual_regressor,level5_param_residual_regressor,leave_map_family_random,0.05,False,False,False,False,False
calibration_fold,level5_param_residual_regressor,level5_param_residual_regressor,leave_map_family_warehouse,0.075,False,False,False,False,False
calibration_fold,level5_param_residual_regressor,level5_param_residual_regressor,leave_map_agent_group_34,0.05,False,False,False,False,False
