candidate_id,stage,candidate_family,candidate_rows,raw_generated_rows,success_regression_count_vs_static_flow,success_gain_count_vs_static_flow,success_rate_delta_vs_static_flow,both_success_quality_pairs_vs_static_flow,both_success_quality_delta_mean_vs_static_flow,bootstrap_ci_upper,better_count_vs_static_flow,worse_count_vs_static_flow,support_strata,support_seed_blocks,fingerprint_match_rate,candidate_recognized_all,cost_finite_all,theta_in_bounds_all,shortlist_ready,not_ready_reason,distance_from_current_static_flow,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g554_c00495,stage0b,,10,10,0,0,-1,10,-0.036513518198,-0.0173136910024,9,1,10,3,1,True,True,True,False,materialization_gate_not_met,4.76853535604,0.565776565777,1.47703222703,1.02760977761,0.684484434484,1.40492415492,1.27435777436,0.470926720927,0.906932006932,0.990692490692,0.707578207578,1.30124530125,0.755793555794,0.795954295954,0.800642300642,8.90444090444,1,0,0,False,False,False,False,False
g554_c00552,stage0b,,10,10,0,0,-1,10,-0.035661960858,-0.0144444636625,9,1,10,3,1,True,True,True,False,materialization_gate_not_met,0.5,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.5,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c00078,stage0b,,10,10,0,0,-1,10,-0.035296709312,-0.0142436668217,8,2,10,3,1,True,True,True,False,materialization_gate_not_met,2.30148549178,1.25,1.19275534901,1.25,0.75,0.75,0.960226991477,1.05078386328,0.934979808105,1,0.5,0.876718246564,0.322328992329,0.770337864088,1,10.587969838,1,0,0,False,False,False,False,False
g554_c00512,stage0b,,10,10,0,0,-1,10,-0.035149477613,-0.00530885505576,8,2,10,3,1,True,True,True,False,materialization_gate_not_met,3.03964631797,1.25,1.2850511913,1.25,0.75,0.75,0.959831328581,0.942585801961,0.907645644521,1,0.83933098386,0.665779668441,0.368191808192,0.702846702847,1,8.43108188842,0,0,1,False,False,False,False,False
g554_c00728,stage0b,,10,10,0,0,-1,10,-0.033230704754,0.00321287088948,8,2,10,3,1,True,True,True,False,materialization_gate_not_met,4.52397493649,0.992123492123,1.47474722475,2.08921683922,0.901602151602,0.590791840792,1.38037638038,0.742998242998,0.955632355632,0.998394498394,1.32554882555,1.0975990976,0.238792238792,1.06715831716,0.994326994327,8.58997658998,0,1,0,False,False,False,False,False
g554_c00894,stage0b,,10,10,0,0,-1,10,-0.033127341669,-0.00570207555639,7,1,10,3,1,True,True,True,False,materialization_gate_not_met,2.65822601733,1.25,1.28430526868,1.25,0.75,0.75,0.96278029403,1.03520620708,0.92148009273,1,0.955608655609,1.15794668411,0.320641790642,0.692692208317,1,11.3748193248,0,1,0,False,False,False,False,False
g554_c00711,stage0b,,10,10,0,0,-1,10,-0.032979130881,0.000687708298407,7,1,10,3,1,True,True,True,False,materialization_gate_not_met,2.67108632366,1.25,1.28701225576,1.25,0.75,0.75,0.939581139581,0.630486525486,0.964691377091,1,0.675,0.929118541761,0.313777574977,0.729108264108,0.953330798331,9.47494038369,0,0,1,False,False,False,False,False
g554_c00874,stage0b,,10,10,0,0,-1,10,-0.031530926316,-0.0150838766949,9,1,10,3,1,True,True,True,False,materialization_gate_not_met,0.964824775936,1.25,1.30648356149,1.25,0.75,0.75,1.04204820405,0.274981084981,0.980722446472,1,1.0235979876,0.0770211994578,0.379728980618,0.905010174442,1,11.5131265551,1,0,0,False,False,False,False,False
g554_c00388,stage0b,,10,10,0,0,-1,10,-0.031126846405,-0.00999679967444,8,1,10,3,1,True,True,True,False,materialization_gate_not_met,2.46704967885,1.25,1.28090349965,1.25,0.75,0.75,1.03469531595,0.968720562471,0.98508987634,1,0.966517641518,0.864416771166,0.373968673969,0.726176554302,1,11.5381666007,0,0,1,False,False,False,False,False
g554_c00673,stage0b,,10,10,0,0,-1,10,-0.029759250544,-0.0078396958385,8,1,10,3,1,True,True,True,False,materialization_gate_not_met,1.03993632721,1.25,1.25,1.25,0.75,0.75,1,0.65,0.95,1,1,0.396372457255,0.446799561401,0.918360713281,1,11,1,0,0,False,False,False,False,False
