row_type,eval_scope,model,contexts,top1_safe_oracle_capture_rate,top3_safe_oracle_capture_rate,top5_safe_oracle_capture_rate,safe_policy_sim_utility,candidate_induced_no_solution_count,budget_sensitive_candidate_failure_count,selected_safe_positive_count,avoidable_risk_ece,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
model_summary,leave_one_map_agent_group,old14_plus_g518_no_new_baseline,10,0.1,0.0,0.0,0.0,0,0,0,0.0,False,False,False,False,False
model_summary,leave_one_map_agent_group,best_fixed_g522_train_candidate,10,0.1,0.1,0.1,0.019992476066,0,0,4,0.0,False,False,False,False,False
model_summary,leave_one_map_agent_group,context_opportunity_classifier_runtime_safe,10,0.0,0.1,0.3,0.084429878744,1,1,0,0.081655562254,False,False,False,False,False
model_summary,leave_one_map_agent_group,candidate_utility_ridge_runtime_safe,10,0.1,0.2,0.3,0.008563936157999998,0,0,4,0.030780031955000002,False,False,False,False,False
model_summary,leave_one_map_agent_group,candidate_avoidable_risk_ridge_runtime_safe,10,0.1,0.1,0.3,0.008563936157999998,0,0,4,0.030780031955000002,False,False,False,False,False
model_summary,leave_one_map_agent_group,two_head_utility_risk_runtime_safe,10,0.1,0.1,0.3,0.008563936157999998,0,0,4,0.030780031955000002,False,False,False,False,False
model_summary,leave_one_map_agent_group,pairwise_preference_ranker_runtime_safe,10,0.1,0.1,0.3,0.008563936157999998,0,0,4,0.030780031955000002,False,False,False,False,False
model_summary,leave_one_map_agent_group,context_gate_then_candidate_ranker_runtime_safe,10,0.1,0.1,0.3,0.008563936157999998,0,0,4,0.030780031955000002,False,False,False,False,False
model_summary,leave_one_map_agent_group,topk_then_risk_gate_selector,10,0.1,0.1,0.3,0.008563936157999998,0,0,4,0.030780031955000002,False,False,False,False,False
model_summary,leave_one_map_agent_group,conformal_abstention_runtime_safe,10,0.1,0.1,0.3,0.008563936157999998,0,0,4,0.030780031955000002,False,False,False,False,False
model_summary,leave_one_map_agent_group,old14_plus_g518_no_new_baseline,10,0.1,0.0,0.0,0.0,0,0,0,0.0,False,False,False,False,False
model_summary,leave_one_map_agent_group,old14_plus_g518_no_new_baseline,10,0.1,0.0,0.0,0.0,0,0,0,0.0,False,False,False,False,False
model_summary,leave_one_map_agent_group,best_fixed_g522_train_candidate,10,0.1,0.1,0.1,0.017061566219999998,0,0,2,0.0,False,False,False,False,False
model_summary,leave_one_map_agent_group,context_opportunity_classifier_runtime_safe,10,0.1,0.1,0.2,0.034113608267999994,0,0,3,0.03854426123600001,False,False,False,False,False
model_summary,leave_one_map_agent_group,candidate_utility_ridge_runtime_safe,10,0.0,0.0,0.1,0.019011077775000003,0,0,1,0.019804652371999996,False,False,False,False,False
model_summary,leave_one_map_agent_group,candidate_avoidable_risk_ridge_runtime_safe,10,0.0,0.0,0.1,0.019011077775000003,0,0,1,0.019804652371999996,False,False,False,False,False
model_summary,leave_one_map_agent_group,two_head_utility_risk_runtime_safe,10,0.0,0.0,0.1,0.019011077775000003,0,0,1,0.019804652371999996,False,False,False,False,False
model_summary,leave_one_map_agent_group,pairwise_preference_ranker_runtime_safe,10,0.0,0.0,0.1,0.019011077775000003,0,0,1,0.019804652371999996,False,False,False,False,False
model_summary,leave_one_map_agent_group,context_gate_then_candidate_ranker_runtime_safe,10,0.0,0.0,0.1,0.019011077775000003,0,0,1,0.019804652371999996,False,False,False,False,False
model_summary,leave_one_map_agent_group,topk_then_risk_gate_selector,10,0.0,0.0,0.1,0.019011077775000003,0,0,1,0.019804652371999996,False,False,False,False,False
model_summary,leave_one_map_agent_group,conformal_abstention_runtime_safe,10,0.0,0.0,0.1,0.019011077775000003,0,0,1,0.019804652371999996,False,False,False,False,False
model_summary,leave_one_map_agent_group,old14_plus_g518_no_new_baseline,10,0.1,0.0,0.0,0.0,0,0,0,0.0,False,False,False,False,False
model_summary,leave_one_map_agent_group,old14_plus_g518_no_new_baseline,10,0.2,0.0,0.0,0.0,0,0,0,0.0,False,False,False,False,False
model_summary,leave_one_map_agent_group,best_fixed_g522_train_candidate,10,0.2,0.2,0.2,0.0068948727890000006,0,0,5,0.0,False,False,False,False,False
model_summary,leave_one_map_agent_group,context_opportunity_classifier_runtime_safe,10,0.0,0.0,0.2,0.020710803864999995,1,1,2,0.022389054196000013,False,False,False,False,False
model_summary,leave_one_map_agent_group,candidate_utility_ridge_runtime_safe,10,0.0,0.2,0.5,0.0072600806140000005,1,1,4,0.017382839595000005,False,False,False,False,False
model_summary,leave_one_map_agent_group,candidate_avoidable_risk_ridge_runtime_safe,10,0.0,0.2,0.5,0.0072600806140000005,1,1,4,0.017382839595000005,False,False,False,False,False
model_summary,leave_one_map_agent_group,two_head_utility_risk_runtime_safe,10,0.0,0.2,0.5,0.0072600806140000005,1,1,4,0.017382839595000005,False,False,False,False,False
model_summary,leave_one_map_agent_group,pairwise_preference_ranker_runtime_safe,10,0.0,0.2,0.5,0.0072600806140000005,1,1,4,0.017382839595000005,False,False,False,False,False
model_summary,leave_one_map_agent_group,context_gate_then_candidate_ranker_runtime_safe,10,0.0,0.2,0.5,0.0072600806140000005,1,1,4,0.017382839595000005,False,False,False,False,False
model_summary,leave_one_map_agent_group,topk_then_risk_gate_selector,10,0.0,0.2,0.5,0.0072600806140000005,1,1,4,0.017382839595000005,False,False,False,False,False
model_summary,leave_one_map_agent_group,conformal_abstention_runtime_safe,10,0.0,0.2,0.5,0.0072600806140000005,1,1,4,0.017382839595000005,False,False,False,False,False
model_summary,leave_one_map_agent_group,old14_plus_g518_no_new_baseline,10,0.2,0.0,0.0,0.0,0,0,0,0.0,False,False,False,False,False
