evaluation_uid,instance_uid,split,physical_map_sha256,map,map_family,agent_count,budget_ms,label_state,original_row_count,positive_rows,safe_nonimproving_rows,safe_rows,harmful_rows,censored_rows,noise_margin,candidate_rows,min_verified_coverage,verified_no_positive_requires_coverage,verified_no_positive_supported,candidate_rows_count_as_independent_contexts,g563_split,g563_physical_group,g563_split_seed
01f6c93fbd85ccfa89e2f59b3a21cac50dd0813f6acd384044fa209cf6308d24,92b98e930af0e54fa365ce9d42585f488944229f76ca801027aa08961289ef1f,train,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,256,5000,MIXED_FRONTIER,65,12,1,13,52,0,0.0,65,4,True,False,False,train,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,563
0200c783089e16be39708e8b5685b366c474262bee093926edf3eff48bbd4699,84f6dfa2d6a4dff1ac4b969de7f87fc50fd085d76769fc14bd343ce690633c24,validation,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,16,2000,MIXED_FRONTIER,65,12,3,15,50,0,0.0,65,4,True,False,False,train,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,563
0244a74454cd672d1feed82d2a9031bb33f37992134b44b942c30ab4cce30a49,8e00c8f223f1057904ff540b043e737dfba8b4bcc3ffd33fbac65a374242c0dd,train,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,64,2000,MIXED_FRONTIER,65,21,1,22,43,0,0.0,65,4,True,False,False,heldout,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,563
02fe53cdc2fda88a8cf316aec26ca8dc4227ca830aed40a1adc9944741a344ec,50469471331c6c084ff04840014cc6b6757eac0568fe6f6b0cfb166c80548f18,train,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,g559-synth-game-brc-32,game,32,5000,MIXED_FRONTIER,65,25,1,26,39,0,0.0,65,4,True,False,False,train,302e62361819ff53cd7fb6fa94a70715501e8cd760db0c448d754511df4102e1,563
030ebcdecfb69f65804c0b5bce6062ee5dba163a4c029ab4061083decca436f3,86fa81ce4132eb0dc360ce28dc484bdf9f560a119ed93ab58d535b0e70d7a2a2,train,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,32,5000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,train,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,563
0317414a6c403897a7b3718349753ff42ff00ae3e0cfcd47028ac6f05a6691bd,2833b2ac6786b14fc058009772caeaafd4ab9e67766f26f0f8021f5fd3142ed1,train,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,64,2000,MIXED_FRONTIER,65,30,1,31,34,0,0.0,65,4,True,False,False,train,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,563
0334f551e3ad9fa8614a9c127b190870c9eb2799d898c66f56aea13a9add753f,978c6a92a6f69ac63f1e03bca3f1978734a67928e5604c1d936541729d574c0c,validation,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,32,5000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,validation,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,563
035fb4174b57632c35df3a7b516bc9c2c392b50fb806d8060a2c2f2709a2ccc5,e57dc4cc88f776d79c3df3e9010c71cda806af663d371fb24ffcec168ae0c289,train,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,128,2000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,validation,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,563
037135fbddc3b1474459a08fa686b4f96c4471323cbbde32068a78783b07121d,c327d7ebb3a3a0dac040b7c5c05da8f0de42136c8c50e423ca355d351c27dd9e,validation,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,32,5000,MIXED_FRONTIER,65,30,1,31,34,0,0.0,65,4,True,False,False,validation,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,563
03850c6033fbe3b8fc08f60ab04c55210eb9dbc1a3743974fd92307a5e7a3d77,a29b6c40a25f2e6b048fec3e33c226e1f0e17e73e655cf70dccaece70fbeee12,train,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,16,500,MIXED_FRONTIER,65,10,2,12,53,0,0.0,65,4,True,False,False,train,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,563
03b2cd257e67a3b8b12790a7d07365e34484d5387466512cd4ecc5396e8e2bec,2f94fefb3d1098588b60b673c0965a371c173ef9be9744f4f3576830661b815a,heldout,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,g559-synth-warehouse-b-36,warehouse,256,5000,MIXED_FRONTIER,65,22,1,23,42,0,0.0,65,4,True,False,False,validation,55f3b8abd889abf71aea1f354e70e49f8907e4bdfd6c513d1f9978c6b1ffcc8f,563
03c2f2073fb203e0510396958f690dd45fb66286067d61d8663a54c7f8389757,8ee5a0b3dac0b7a5bbba27e32d38fe6f9a12ad09edde75a042b73e5f086b1d2d,train,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,g559-synth-tree-42,irregular_bottleneck,256,1000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,train,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,563
03d43c1e7346df28866a893a89f24bdc4b8eb745323349faf6de48ed3bbce213,90ed86db568001419f0dcbcf745b2ff39d3e4d6e5b8a15f34268bf09ae606dfb,validation,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,16,2000,MIXED_FRONTIER,65,20,4,24,41,0,0.0,65,4,True,False,False,train,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,563
03e5b60f62e58c7ff259866734d1d074e6d8eab9a6784be5abda1258ec9831b5,1f602e036fab296c35e70007f9a1315c40716ffa848794900a378ab0121d97a6,validation,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,16,2000,MIXED_FRONTIER,65,30,1,31,34,0,0.0,65,4,True,False,False,train,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,563
042cd12c8d8fc297ccdcbbf7605c4b396b6a158feb72546183d2a47c500fe7c5,536d4004a940ccaeace48892e94b41593473acfba17ff9706f4c294d841b562a,validation,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,maze-32-32-2,maze,16,2000,MIXED_FRONTIER,65,22,3,25,40,0,0.0,65,4,True,False,False,train,5254a343a7522f22640390a6fa1428d1f6ca6c9523a15c311ab0b8a3c275d855,563
0446a37a68b99abfdd7b991b5c0c8243d7bf54f5681715edb74447a8071b0f03,07c3b54134c4b7eb27336bf768d06bcf3852de6ac7617e822d5100aed6a684b8,validation,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,16,2000,MIXED_FRONTIER,65,20,3,23,42,0,0.0,65,4,True,False,False,train,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,563
047b6f5248feb73cea7d83ae48ca9fa0fe3e7831a7a9e37ab128ad1da0a0db03,0b5f315d9004eecbae903bd5a62b394ff6378454d09b4eb786f84566ede33e5a,train,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,256,5000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,train,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,563
04e01663ac1b96402c8db69a75990cb450c91692bb6d413a57177adcd605eed8,447dd367dde4977dc22793f4a4bcdfb29de53ffb1abe12aea812c8e379d5563f,train,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,16,500,MIXED_FRONTIER,65,43,1,44,21,0,0.0,65,4,True,False,False,train,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,563
04e378c4729deb5a05913fbeca5793471c96df474d4c35f2770677faa03895f2,869f03a4182c8d1660fc2352d08ffdd19df7a9d8fe3a47ed028ef90198610000,train,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,g559-synth-connector-32,irregular_bottleneck,16,500,MIXED_FRONTIER,65,1,2,3,62,0,0.0,65,4,True,False,False,train,f8c0bbf70e0153a3e8c79747ca8d5272633b79baddd59cc9c40ddc4b440d41a1,563
04f2d1f6dd359269d3bf16a0a52bfbb165fd897cfbb32d05a5037e8d3265f791,1c5c1d0cd6da04423e04b5275c3cd9c34181f10eebd33e8bd7531a865341f21d,train,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,128,500,MIXED_FRONTIER,65,5,2,7,58,0,0.0,65,4,True,False,False,blind,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,563
04fa4051d6ea0697bc07352737e85dfc2524bdda86462d9ed0da3f91925d4a13,7ec738457a88979bd6ef5709b20933faf99ecb7f06fb1bc69b56accde21c14b8,train,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,128,500,MIXED_FRONTIER,65,8,1,9,56,0,0.0,65,4,True,False,False,blind,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,563
04fa62e4e0e31ee4a57ebd9ae17d00d8aea47f0afd3f2d6ca28f5c6a2e34fe32,a192ffda48b2c4ccbf8c1fe446fcf5fd1cab76acb9b5354a256b08fc9ce37825,train,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,64,2000,HARMFUL_SUPPORTED,65,0,1,1,64,0,0.0,65,4,True,False,False,train,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,563
050bbaee48a8873755735e85be3162d84f9ca57d66a9b707ef5a9f15ee1672de,32fe74123012d2476515bb15dedda9f6ba13015308cf2eb3bfc3150dacf20496,train,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,96,1000,MIXED_FRONTIER,65,30,1,31,34,0,0.0,65,4,True,False,False,train,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,563
0514e52b25125dbb172571ccd112ab11e60f29b7316a6a8604ee57a0d6ec9768,b8aa873f7c6de439dbbe51ac6b85b54cfeb459121bf27dd4adfa4d223ada3e1a,validation,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,random-32-32-20,random,256,1000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,train,726bdb48f5e308daa9df7017c3497369e61e39c16da3ed88a77a4665c29a4557,563
052ca4dd171e5097bed0466d5d874973eddbb81a990d4ddce2e0d69a1ed62016,edb6b764becc6fd0b5024b889a08a2acf8a105010163d34aaee4beff68b86799,train,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,96,1000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,train,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,563
0533a8460587ec4931ffab49d9a89bf9f1cbd9209ac28c717c93f9d21642de15,40cf5f14a8c8f29c71b4592bb2db1647e47f45f133d9ce2cd44e659867c8e646,train,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,g559-synth-city-boston-32,city,96,1000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,train,913cd60123dcc70877c92842394a55e2f5c7749cebdc1748188776fd5714327d,563
056c005cdaaa5fcc2c010306bd6764f0d1badf06be3d118c96476240bd954dc6,caab15b956c2f788f19b938268e22becf84d706dfec7c4e60c42e8e10d6bc502,validation,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,16,2000,MIXED_FRONTIER,65,35,1,36,29,0,0.0,65,4,True,False,False,train,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,563
056d656a245583c4d084119a1a50554602fa4eee80dfc3bb5ad9a82e5decc251,28aa21eae63131c03b6d971a90bfd53823c2faf31bf21bb43013af00876ec192,train,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,g559-synth-tree-42,irregular_bottleneck,256,1000,POSITIVE_SUPPORTED,65,29,1,30,0,35,0.0,65,4,True,False,False,train,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,563
056d7557c03055e16cd37f0dd20f3bed84ba2127bd2d5e3005b1653f36cf5e68,5292b6aaf2820f5b2bed4c1c22e1a2f323c493ae5afda13f22b055fd21388b10,train,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,room-32-32-4,room,64,500,MIXED_FRONTIER,65,8,1,9,56,0,0.0,65,4,True,False,False,train,f6f86ccb27119d017e3463c169904daa4e8d5782cb153e152829b26c0d9be77c,563
05839627fd0e8eaa6de9baf30c6047eb54d7384e4877a4db63457a6003fe0b8e,cea848b89cac6c426a01fc1ac810657d99299655477368a7238107eaad37f64a,train,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,random-32-32-10,random,128,500,MIXED_FRONTIER,65,16,1,17,48,0,0.0,65,4,True,False,False,blind,7f11aca3d4470c8f10b48705de9f56ab611bcbc595c5175215bbcc2b3e3aff83,563
05aa2eb79caf1762a294632b69cf489411594e854ad1f5fa7d24325e8aff4119,c7756798f7a33e9a18733a7989c48c62bdb317418ee3dd3f9ac03956fddfcd14,validation,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,maze-36-32-4,maze,32,5000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,validation,1a385655eefa597ff90a1b67c4953fe9452091ff2b8a377cef7c505f6be9b673,563
05c404a618e848184d49702b943b6a4a1d4e36b8370c7b69a57633bbc78d8fd4,36335961e2d8db0a0c16d65cce431f474328b2b7cf342f89ff148047b02b692d,train,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,64,2000,MIXED_FRONTIER,65,6,1,7,58,0,0.0,65,4,True,False,False,heldout,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,563
05eceb39ddcf744b5ab811843b02b6eb7675d79295da21c0be45385561d633fc,adc6b85c77cfa0873e4dfe085f2fdd93a6c3922c517184146fc6d9527c27172a,train,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,empty-32-32,empty,64,2000,MIXED_FRONTIER,65,9,1,10,55,0,0.0,65,4,True,False,False,heldout,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,563
060d9e5f41d17a4e552f5545a9f639e7ea8a092a5249e026dd1fca78d085145e,83f9592ee2ca9c152d1e2ae4bb43a4f5ad8c5190a3ad5c4c19d775cbc679bf5c,heldout,fb119aacaf305ebcce9e07dd0659ab15f993a9486d1697355aeabc66dac86ab0,g559-synth-string-40,irregular_bottleneck,128,500,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,validation,fb119aacaf305ebcce9e07dd0659ab15f993a9486d1697355aeabc66dac86ab0,563
065c0b8d52ec0ff9551809c8d979d898d48bf895f91adf10de2252fda95c8258,1e2355369117e8b3cb50e33afa66e85ea20cf4872753590524b3cc9d825a6de5,train,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,32,5000,MIXED_FRONTIER,65,23,1,24,41,0,0.0,65,4,True,False,False,train,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,563
068171e441cff4934effb54b2794afd2baaa9a3d3e176144c74c260be28b6507,e9b89cfba4d5c8bcf9f573ba3b1f43c22b2dcd6e5d949937154f74a989eccb0b,train,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,g559-synth-city-paris-32,city,128,2000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,validation,21e432e5dcbbbb3ea52105da5f8e7460164527ceeaa04f55b94e194c9ed1dbe3,563
06ad4d686b13f9bf3c283e14138b16fad39ad82e88f0f9a2312f0d2002c6ede8,523031fcdb5acd0634ed1e857fecb28f3a81369ccd9f12de222de9da34384104,validation,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,g559-synth-warehouse-a-32,warehouse,128,2000,MIXED_FRONTIER,65,30,1,31,34,0,0.0,65,4,True,False,False,heldout,7ef6c3d699f085e83aae4a74af4d3a80e228e2acd4a8d94abfbc6ba844e7a611,563
06d281b99339bf390b6f0ff8bdd5a764f5f80ee8aec25b993c175f61ed911a66,519907f9cf7728e42db0d56ee053dbb829d74de606b1fb2a85a3f6950ab12b77,train,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,64,2000,MIXED_FRONTIER,65,8,1,9,56,0,0.0,65,4,True,False,False,train,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,563
06d72a5ab93252cb3acc4efcef42a234f0f9a186f73030e02569d46b8feef4cb,6630c707ea120f0e73c93db55bbd6868dab32b3682f44fc0667c194c9d8212e4,validation,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,g559-synth-game-den-32,game,16,2000,MIXED_FRONTIER,65,26,3,29,36,0,0.0,65,4,True,False,False,train,a239412a61015e89d0a73526ad7fa1e554931ce6416e2a2e037c8552a5438927,563
06ddc996f4da0a0c98714acffddba28924359c0aeaf764925d07f9e4c0b42322,6e88cd714289bc8810373f5263155a39119e0cfcc7120ac18d6c46d4b5797f18,heldout,fb119aacaf305ebcce9e07dd0659ab15f993a9486d1697355aeabc66dac86ab0,g559-synth-string-40,irregular_bottleneck,128,500,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,validation,fb119aacaf305ebcce9e07dd0659ab15f993a9486d1697355aeabc66dac86ab0,563
06e9d758feccf197a6c916e4639395c0e8df12a158f05d3916ae73e8c7b2a5e0,0d3058a39f0bf455c0c6a381a590f2b42302221b38c234664af3edc5f9a6be2a,train,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,room-40-32-8,room,96,1000,MIXED_FRONTIER,65,12,1,13,52,0,0.0,65,4,True,False,False,blind,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,563
072416c87794ee03d643ed6f4acdd8d71657a4bbd7eb7910ba8cb72cc0b86ce4,85b1ba7dd4090a4c324d950c90fb41870c0570102945638576675e6df4ed8827,train,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,room-40-32-8,room,96,1000,MIXED_FRONTIER,65,2,1,3,62,0,0.0,65,4,True,False,False,blind,81fd9752b406bc567b72d22846c6720c24ee9d5a4c186f373f8729fcf70493aa,563
073906f4e30cdc84fd9b4934a651a4307e3ea28787378e3d78f0c12e78756f9a,0381dc76c665bddb3b38137309d37e2299e94e01c1193ce01dd9a0f83e05b344,train,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,256,5000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,train,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,563
0754bdf9f89c734c263f6f29df516698bd88c834a1c6112be07d7502f1e97a4f,1383e67eb01961235c62c8d11b00d8c7bd9b2efe63bda73f6a343f7c7c869e95,train,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,g559-synth-loop-chain-36,irregular_bottleneck,64,2000,MIXED_FRONTIER,65,2,1,3,62,0,0.0,65,4,True,False,False,train,705cdf48a35a0295bf5a8e5af285b169482d88764daa4b987519558109fa0dc3,563
075ce09cc2785aefd69ee45b8a4b782437633ae1d376fc92d7d641d0cf719647,f926cb2f4900067573401f9364cd048d9419980af4d551e9190b78f062ab91ff,train,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,g559-synth-game-lak-32,game,256,5000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,train,3d8211e6194a40724c7ffe8c552d48777ac9d2b767bf94623ae9f0c376a447f4,563
078f53b1cf2ba5bf46dbd3629e12e06fa34ee3c0b3d3808d50095b5f504c09fa,3d406deb2ae655635918c804e65372b6c5c2ceeabd1ab2e30f5f81bdc449383e,train,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,g559-synth-tree-42,irregular_bottleneck,256,1000,CENSORED_UNKNOWN,65,0,1,1,0,64,0.0,65,4,True,False,False,train,02ec7ff7cd6494f443d4281a55993c0b0831fddd7c59687d20ff7ac63920160f,563
0795c0a4f56e18d976527c123ae9daa2006533a1819491d7b4155401bbb2d617,bc19330916ecf0f6f1be7aff5eda154e2e74d4444b086835fb0cca3db8b5b2c0,train,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,random-8-8-20,random,32,5000,MIXED_FRONTIER,65,28,1,29,36,0,0.0,65,4,True,False,False,train,2185f788d0e510a82194855d7ac44ffd2ef0c59ad334345e4dd6a29c52a569cc,563
