affects_selected_flow_shield_comparison,agents,classification,left_expanded_nodes,left_makespan,left_method,left_ratio,left_returncode,left_returncode_classification,left_runtime_ms,left_success,left_sum_of_loss,left_time_to_first_solution_ms,ltm_iteration_budget,map,method,mismatched_fields,mode,repeat_index,right_expanded_nodes,right_makespan,right_method,right_ratio,right_returncode,right_returncode_classification,right_runtime_ms,right_success,right_sum_of_loss,right_time_to_first_solution_ms,scen,seed,source,time_budget_sec
False,100,returncode2_no_solution_equivalent,194,193,lacam_star_ltm,1.18636995828,0,ok,3116.967,True,10236,2963,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,185,,repair5g_dual_additive_parity,,2,returncode2_no_solution_equivalent,3129.0517,False,,,warehouse-10-20-10-2-1-random-104.scen,104,g3_broader,3
False,100,returncode2_no_solution_equivalent,194,193,lacam_star_ltm,1.18636995828,0,ok,3116.967,True,10236,2963,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,163,,repair5g_dual_c_equiv_additive,,2,returncode2_no_solution_equivalent,3129.4369,False,,,warehouse-10-20-10-2-1-random-104.scen,104,g3_broader,3
False,100,returncode2_no_solution_equivalent,210,208,lacam_star_ltm,1.22826872141,0,ok,6522.183,True,10202,2760,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,118,,repair5f_candidate_additive_ltm,,2,returncode2_no_solution_equivalent,3139.1826,False,,,warehouse-10-20-10-2-1-random-105.scen,105,g3_broader,3
False,100,returncode2_no_solution_equivalent,210,208,lacam_star_ltm,1.22826872141,0,ok,6522.183,True,10202,2760,,warehouse-10-20-10-2-1,laur_disable,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,137,,laur_disable,,2,returncode2_no_solution_equivalent,3139.352,False,,,warehouse-10-20-10-2-1-random-105.scen,105,g3_broader,3
False,100,returncode2_no_solution_equivalent,210,208,lacam_star_ltm,1.22826872141,0,ok,6522.183,True,10202,2760,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,138,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3135.7531,False,,,warehouse-10-20-10-2-1-random-105.scen,105,g3_broader,3
False,100,returncode2_no_solution_equivalent,210,208,lacam_star_ltm,1.22826872141,0,ok,6522.183,True,10202,2760,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,147,,repair5g_dual_additive_parity,,2,returncode2_no_solution_equivalent,3133.4265,False,,,warehouse-10-20-10-2-1-random-105.scen,105,g3_broader,3
False,100,returncode2_no_solution_equivalent,210,208,lacam_star_ltm,1.22826872141,0,ok,6522.183,True,10202,2760,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,,172,,repair5g_dual_c_equiv_additive,,2,returncode2_no_solution_equivalent,3134.1985,False,,,warehouse-10-20-10-2-1-random-105.scen,105,g3_broader,3
False,50,time_budget_sensitivity,280,179,lacam_star_ltm,1.07862407862,0,ok,3110.098,True,3951,1493,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"sum_of_loss,sum_of_loss_ratio",,2,360,179,repair5f_candidate_additive_ltm,1.07671307671,0,ok,3070.9692,True,3944,1479,warehouse-10-20-10-2-1-random-68.scen,68,g3_determinism_repeat,3
False,50,time_budget_sensitivity,409,238,lacam_star_ltm,1.13361323784,0,ok,3123.0507,True,4590,1469,,warehouse-10-20-10-2-1,laur_disable,"sum_of_loss,sum_of_loss_ratio,makespan",,2,427,186,laur_disable,1.12249938256,0,ok,4930.6205,True,4545,1492,warehouse-10-20-10-2-1-random-73.scen,73,g3_determinism_repeat,3
False,50,time_budget_sensitivity,409,238,lacam_star_ltm,1.13361323784,0,ok,3123.0507,True,4590,1469,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"sum_of_loss,sum_of_loss_ratio,makespan",,2,426,186,repair5g_dual_c_equiv_additive,1.12249938256,0,ok,3086.8923,True,4545,1434,warehouse-10-20-10-2-1-random-73.scen,73,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,162,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3123.707,False,,,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1,199,198,repair5f_candidate_additive_ltm,1.13603568149,2,returncode2_no_solution_equivalent,3108.2189,True,8660,2969,warehouse-10-20-10-2-1-random-66.scen,66,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,162,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3123.707,False,,,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1,200,198,repair5g_dual_c_equiv_additive,1.13603568149,2,returncode2_no_solution_equivalent,6727.6003,True,8660,2903,warehouse-10-20-10-2-1-random-66.scen,66,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,199,198,lacam_star_ltm,1.13603568149,2,returncode2_no_solution_equivalent,3107.5844,True,8660,2977,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,126,,repair5f_candidate_additive_ltm,,2,returncode2_no_solution_equivalent,3127.885,False,,,warehouse-10-20-10-2-1-random-66.scen,66,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,199,198,lacam_star_ltm,1.13603568149,2,returncode2_no_solution_equivalent,3107.5844,True,8660,2977,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,195,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3125.4436,False,,,warehouse-10-20-10-2-1-random-66.scen,66,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,191,190,lacam_star_ltm,1.16549253731,0,ok,3081.4175,True,9761,2943,,warehouse-10-20-10-2-1,always_additive_defer,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,0,118,,always_additive_defer,,2,returncode2_no_solution_equivalent,3133.7892,False,,,warehouse-10-20-10-2-1-random-67.scen,67,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,191,190,lacam_star_ltm,1.16549253731,0,ok,3081.4175,True,9761,2943,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,0,83,,repair5f_candidate_additive_ltm,,2,returncode2_no_solution_equivalent,3160.3203,False,,,warehouse-10-20-10-2-1-random-67.scen,67,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,191,190,lacam_star_ltm,1.16549253731,0,ok,3081.4175,True,9761,2943,,warehouse-10-20-10-2-1,laur_disable,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,0,189,,laur_disable,,2,returncode2_no_solution_equivalent,3127.0656,False,,,warehouse-10-20-10-2-1-random-67.scen,67,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,191,190,lacam_star_ltm,1.16549253731,0,ok,3081.4175,True,9761,2943,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,0,168,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3133.1746,False,,,warehouse-10-20-10-2-1-random-67.scen,67,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,191,190,lacam_star_ltm,1.16549253731,0,ok,3081.4175,True,9761,2943,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,0,185,,repair5g_dual_additive_parity,,2,returncode2_no_solution_equivalent,3131.3525,False,,,warehouse-10-20-10-2-1-random-67.scen,67,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,191,190,lacam_star_ltm,1.16549253731,0,ok,3081.4175,True,9761,2943,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,0,1,,repair5g_dual_c_equiv_additive,,2,returncode2_no_solution_equivalent,3447.8691,False,,,warehouse-10-20-10-2-1-random-67.scen,67,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,260,259,lacam_star_ltm,1.18293766662,2,returncode2_no_solution_equivalent,3084.0973,True,9318,2967,,warehouse-10-20-10-2-1,always_additive_defer,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,113,,always_additive_defer,,2,returncode2_no_solution_equivalent,3117.3199,False,,,warehouse-10-20-10-2-1-random-68.scen,68,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,260,259,lacam_star_ltm,1.18293766662,2,returncode2_no_solution_equivalent,3084.0973,True,9318,2967,,warehouse-10-20-10-2-1,laur_disable,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,210,,laur_disable,,2,returncode2_no_solution_equivalent,3129.1311,False,,,warehouse-10-20-10-2-1-random-68.scen,68,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,260,259,lacam_star_ltm,1.18293766662,2,returncode2_no_solution_equivalent,3084.0973,True,9318,2967,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,215,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3133.5822,False,,,warehouse-10-20-10-2-1-random-68.scen,68,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,260,259,lacam_star_ltm,1.18293766662,2,returncode2_no_solution_equivalent,3084.0973,True,9318,2967,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,208,,repair5g_dual_additive_parity,,2,returncode2_no_solution_equivalent,3133.6187,False,,,warehouse-10-20-10-2-1-random-68.scen,68,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,260,259,lacam_star_ltm,1.18293766662,2,returncode2_no_solution_equivalent,3084.0973,True,9318,2967,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,253,,repair5g_dual_c_equiv_additive,,2,returncode2_no_solution_equivalent,3133.2853,False,,,warehouse-10-20-10-2-1-random-68.scen,68,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,237,235,lacam_star_ltm,1.18993559655,2,returncode2_no_solution_equivalent,6681.4033,True,10901,2897,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,91,,repair5f_candidate_additive_ltm,,2,returncode2_no_solution_equivalent,3130.078,False,,,warehouse-10-20-10-2-1-random-69.scen,69,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,237,235,lacam_star_ltm,1.18993559655,2,returncode2_no_solution_equivalent,6681.4033,True,10901,2897,,warehouse-10-20-10-2-1,laur_disable,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,232,,laur_disable,,2,returncode2_no_solution_equivalent,3129.8136,False,,,warehouse-10-20-10-2-1-random-69.scen,69,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,237,235,lacam_star_ltm,1.18993559655,2,returncode2_no_solution_equivalent,6681.4033,True,10901,2897,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,199,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3142.1578,False,,,warehouse-10-20-10-2-1-random-69.scen,69,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,152,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3128.5093,False,,,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1,197,196,laur_force_additive_direct,1.14987179487,2,returncode2_no_solution_equivalent,3118.6996,True,8969,2987,warehouse-10-20-10-2-1-random-70.scen,70,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,152,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3128.5093,False,,,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1,197,196,repair5g_dual_c_equiv_additive,1.14987179487,2,returncode2_no_solution_equivalent,3118.9458,True,8969,2996,warehouse-10-20-10-2-1-random-70.scen,70,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,188,186,lacam_star_ltm,1.11029329765,2,returncode2_no_solution_equivalent,6684.9159,True,9956,2861,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,58,,repair5f_candidate_additive_ltm,,2,returncode2_no_solution_equivalent,3136.1539,False,,,warehouse-10-20-10-2-1-random-71.scen,71,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,188,186,lacam_star_ltm,1.11029329765,2,returncode2_no_solution_equivalent,6684.9159,True,9956,2861,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,183,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3122.5274,False,,,warehouse-10-20-10-2-1-random-71.scen,71,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,188,186,lacam_star_ltm,1.11029329765,2,returncode2_no_solution_equivalent,6684.9159,True,9956,2861,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,124,,repair5g_dual_additive_parity,,2,returncode2_no_solution_equivalent,3132.1802,False,,,warehouse-10-20-10-2-1-random-71.scen,71,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,5,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3115.4735,False,,,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,191,190,repair5f_candidate_additive_ltm,1.160380603,2,returncode2_no_solution_equivalent,3122.3992,True,10122,2996,warehouse-10-20-10-2-1-random-72.scen,72,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,110,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3142.118,False,,,,warehouse-10-20-10-2-1,always_additive_defer,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1,187,186,always_additive_defer,1.16390041494,2,returncode2_no_solution_equivalent,3115.832,True,9537,2986,warehouse-10-20-10-2-1-random-73.scen,73,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,110,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3142.118,False,,,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1,187,186,repair5f_candidate_additive_ltm,1.16390041494,2,returncode2_no_solution_equivalent,3079.5983,True,9537,2950,warehouse-10-20-10-2-1-random-73.scen,73,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,110,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3142.118,False,,,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1,187,186,repair5g_dual_c_equiv_additive,1.16390041494,2,returncode2_no_solution_equivalent,3119.3784,True,9537,2988,warehouse-10-20-10-2-1-random-73.scen,73,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,187,186,lacam_star_ltm,1.16390041494,2,returncode2_no_solution_equivalent,3098.0748,True,9537,2968,,warehouse-10-20-10-2-1,always_additive_defer,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,118,,always_additive_defer,,2,returncode2_no_solution_equivalent,3123.036,False,,,warehouse-10-20-10-2-1-random-73.scen,73,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,187,186,lacam_star_ltm,1.16390041494,2,returncode2_no_solution_equivalent,3098.0748,True,9537,2968,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,92,,repair5f_candidate_additive_ltm,,2,returncode2_no_solution_equivalent,3114.7503,False,,,warehouse-10-20-10-2-1-random-73.scen,73,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,187,186,lacam_star_ltm,1.16390041494,2,returncode2_no_solution_equivalent,3098.0748,True,9537,2968,,warehouse-10-20-10-2-1,laur_disable,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,66,,laur_disable,,2,returncode2_no_solution_equivalent,3125.6447,False,,,warehouse-10-20-10-2-1-random-73.scen,73,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,187,186,lacam_star_ltm,1.16390041494,2,returncode2_no_solution_equivalent,3098.0748,True,9537,2968,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,44,,laur_force_additive_direct,,2,returncode2_no_solution_equivalent,3121.3958,False,,,warehouse-10-20-10-2-1-random-73.scen,73,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,187,186,lacam_star_ltm,1.16390041494,2,returncode2_no_solution_equivalent,3098.0748,True,9537,2968,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,69,,repair5g_dual_additive_parity,,2,returncode2_no_solution_equivalent,3141.62,False,,,warehouse-10-20-10-2-1-random-73.scen,73,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,187,186,lacam_star_ltm,1.16390041494,2,returncode2_no_solution_equivalent,3098.0748,True,9537,2968,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,23,,repair5g_dual_c_equiv_additive,,2,returncode2_no_solution_equivalent,3114.2151,False,,,warehouse-10-20-10-2-1-random-73.scen,73,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,124,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3121.7093,False,,,,warehouse-10-20-10-2-1,laur_force_additive_direct,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,2,186,185,laur_force_additive_direct,1.17809281205,2,returncode2_no_solution_equivalent,3095.3195,True,10637,2966,warehouse-10-20-10-2-1-random-74.scen,74,g3_determinism_repeat,3
False,100,returncode2_no_solution_equivalent,19,,lacam_star_ltm,,2,returncode2_no_solution_equivalent,3111.8066,False,,,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,0,234,232,repair5g_dual_c_equiv_additive,1.21707558587,0,ok,6216.014,True,11062,2830,warehouse-10-20-10-2-1-random-75.scen,75,g3_determinism_repeat,3
