split,map_name,agents,sample_count,use_nonadditive_target_count,top1,top3,decision_accuracy,high_margin_opportunity_count,high_margin_capture_rate,global_additive_or_defer_rate
validation,empty-48-48,50,100,49,0.40816326530612246,0.8775510204081632,0.61,27,0.8148148148148148,0.3
validation,empty-48-48,100,100,57,0.43859649122807015,0.8596491228070176,0.68,28,0.75,0.43
validation,empty-48-48,200,100,47,0.1276595744680851,0.7659574468085106,0.6,14,0.42857142857142855,0.65
validation,empty-48-48,400,100,59,0.1864406779661017,0.7627118644067796,0.57,17,0.35294117647058826,0.64
validation,maze-32-32-4,50,100,76,0.14473684210526316,0.4473684210526316,0.76,48,0.5208333333333334,0.0
validation,maze-32-32-4,100,100,70,0.21428571428571427,0.5,0.68,54,0.5925925925925926,0.04
validation,maze-32-32-4,200,100,82,0.024390243902439025,0.6219512195121951,0.23,79,0.02531645569620253,0.95
validation,maze-32-32-4,400,62,43,0.0,0.6511627906976745,0.25806451612903225,43,0.0,0.7903225806451613
