safety_threshold,top1,top3,harmful_recall,harmful_precision,mean_selected_delta,fallback_rate,unsafe_fallback_rate,low_confidence_fallback_rate
0.05,0.3485838779956427,0.7211328976034859,0.9794050343249427,0.18384879725085912,0.001912665891412673,0.8104575163398693,0.3660130718954248,0.4444444444444444
0.1,0.38344226579520696,0.7211328976034859,0.9679633867276888,0.20950965824665677,0.002594354261971723,0.7625272331154684,0.35076252723311546,0.4117647058823529
0.2,0.38344226579520696,0.7211328976034859,0.9565217391304348,0.22655826558265582,0.0028651785918797626,0.7320261437908496,0.33769063180827885,0.39433551198257083
0.3,0.38562091503267976,0.7211328976034859,0.919908466819222,0.2427536231884058,0.002950030582969806,0.7080610021786492,0.2984749455337691,0.4095860566448802
