label_v2_row_id,source_round,source_row_key,context_key,checkpoint_id,checkpoint_iteration,map,map_family,agents,seed,nominal_budget_ms,horizon_id,short_budget_ms,base_time_limit_sec,ltm_max_iterations,traffic_before_hash,trace_window_hash,update_checkpoint_hash,candidate_id,theta_id,theta_family,theta_fingerprint,static_flow_success,additive_success,candidate_success,static_flow_ratio,additive_ratio,candidate_ratio,candidate_minus_static_ratio_delta,candidate_minus_additive_ratio_delta,success_regression_vs_static_flow,success_regression_vs_additive,success_gain_vs_static_flow,success_gain_vs_additive,both_success_vs_static_flow,both_success_vs_additive,fingerprint_match,candidate_recognized,cost_finite_all,cost_within_bounds_all,theta_in_bounds,theta_in_safe_library,theta_in_forbidden_library,support_distance_to_safe_positive,support_distance_to_hard_negative,near_hard_negative,out_of_distribution_context,hard_negative_success_regression_vs_static_flow,hard_negative_success_regression_vs_additive,hard_negative_fingerprint_or_cost,hard_negative_out_of_support,safe_candidate,useful_candidate,safe_useful_candidate,quality_gain_candidate,quality_worse_candidate,forbidden_theta,abstain_to_static_flow,allow_theta,risk_score_label,utility_score_label,support_score_label,policy_action_label,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,counts_as_new_g552_label_v2_row,real_solver_source_reused,source_reuse_index
g552_label_v2_00000632,g549_fulltheta,random-32-32-20|50|1412|2000|c0_short1000_t050_i2|random-32-32-20|50|1412|1000|0|14650fb0739d0383|random-32-32-20|50|1412|2000|c0_short1000_t050_i2|repair5g549_theta_549000633,random-32-32-20|50|1412|1000|0|14650fb0739d0383,random-32-32-20|50|1412|2000|c0_short1000_t050_i2,,random-32-32-20,random,50,1412,2000,c0_short1000_t050_i2,1000,0.5,2,,random-32-32-20|50|1412|1000|0|14650fb0739d0383,random-32-32-20|50|1412|2000|c0_short1000_t050_i2,repair5g549_theta_549000633,repair5g549_theta_549000633,alpha_flow_wait_progress_sweep,,True,True,False,1.16651745748,1.22381378693,,,,True,True,False,False,False,False,True,True,True,True,True,False,False,1,0.25,True,False,True,True,False,False,False,False,False,False,False,True,True,False,1,,0.75,ABSTAIN_TO_STATIC_FLOW,1.25,1.25,1.25,0.75,0.75,1,0.00483749032502,0.95,1,1,0.515430469139,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,0
g552_label_v2_00000633,g549_fulltheta,random-32-32-20|50|1412|2000|c0_short1000_t050_i2|random-32-32-20|50|1412|1000|0|14650fb0739d0383|random-32-32-20|50|1412|2000|c0_short1000_t050_i2|repair5g549_theta_549000634,random-32-32-20|50|1412|1000|0|14650fb0739d0383,random-32-32-20|50|1412|2000|c0_short1000_t050_i2,,random-32-32-20,random,50,1412,2000,c0_short1000_t050_i2,1000,0.5,2,,random-32-32-20|50|1412|1000|0|14650fb0739d0383,random-32-32-20|50|1412|2000|c0_short1000_t050_i2,repair5g549_theta_549000634,repair5g549_theta_549000634,edge_cost_clamp_sweep,,True,True,False,1.16651745748,1.22381378693,,,,True,True,False,False,False,False,True,True,True,True,True,False,False,1,0.25,True,False,True,True,False,False,False,False,False,False,False,True,True,False,1,,0.75,ABSTAIN_TO_STATIC_FLOW,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.605431789136,10.5511668977,1,0,0,False,False,False,False,False,True,True,0
g552_label_v2_00001035,g549_fulltheta,random-32-32-20|50|1400|2000|c0_short1000_t050_i2|random-32-32-20|50|1400|1000|0|14650fb0739d0383|random-32-32-20|50|1400|2000|c0_short1000_t050_i2|repair5g549_theta_549001476,random-32-32-20|50|1400|1000|0|14650fb0739d0383,random-32-32-20|50|1400|2000|c0_short1000_t050_i2,,random-32-32-20,random,50,1400,2000,c0_short1000_t050_i2,1000,0.5,2,,random-32-32-20|50|1400|1000|0|14650fb0739d0383,random-32-32-20|50|1400|2000|c0_short1000_t050_i2,repair5g549_theta_549001476,repair5g549_theta_549001476,alpha_cong_commit_nonprogress_sweep,,True,True,False,1.14744801512,1.28638941399,,,,True,True,False,False,False,False,True,True,True,True,True,False,False,1,0.25,True,False,True,True,False,False,False,False,False,False,False,True,True,False,1,,0.75,ABSTAIN_TO_STATIC_FLOW,1.25,1.58239033522,1.25,0.75,0.75,1,1,0.95,1,0.723924552151,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,0
g552_label_v2_00001292,g549_fulltheta,random-32-32-20|50|1402|2000|c0_short1000_t050_i2|random-32-32-20|50|1402|1000|0|14650fb0739d0383|random-32-32-20|50|1402|2000|c0_short1000_t050_i2|repair5g549_theta_549001733,random-32-32-20|50|1402|1000|0|14650fb0739d0383,random-32-32-20|50|1402|2000|c0_short1000_t050_i2,,random-32-32-20,random,50,1402,2000,c0_short1000_t050_i2,1000,0.5,2,,random-32-32-20|50|1402|1000|0|14650fb0739d0383,random-32-32-20|50|1402|2000|c0_short1000_t050_i2,repair5g549_theta_549001733,repair5g549_theta_549001733,alpha_flow_wait_progress_sweep,,True,True,False,1.13449781659,1.22969432314,,,,True,True,False,False,False,False,True,True,True,True,True,False,False,1,0.25,True,False,True,True,False,False,False,False,False,False,False,True,True,False,1,,0.75,ABSTAIN_TO_STATIC_FLOW,1.25,1.25,1.25,0.75,0.75,1,0.829923340153,0.95,1,1,0.590031319937,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,0
g552_label_v2_00001503,g549_fulltheta,random-32-32-20|50|1403|2000|c0_short1000_t050_i2|random-32-32-20|50|1403|1000|0|14650fb0739d0383|random-32-32-20|50|1403|2000|c0_short1000_t050_i2|repair5g549_theta_549001744,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,,random-32-32-20,random,50,1403,2000,c0_short1000_t050_i2,1000,0.5,2,,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,repair5g549_theta_549001744,repair5g549_theta_549001744,edge_cost_clamp_sweep,,True,False,False,1.22636363636,,,,,True,False,False,False,False,False,True,True,True,True,True,False,False,1,0.25,True,False,True,False,False,False,False,False,False,False,False,True,True,False,1,,0.75,ABSTAIN_TO_STATIC_FLOW,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.632338735323,9.89876420247,1,0,0,False,False,False,False,False,True,True,0
g552_label_v2_00001506,g549_fulltheta,random-32-32-20|50|1403|2000|c0_short1000_t050_i2|random-32-32-20|50|1403|1000|0|14650fb0739d0383|random-32-32-20|50|1403|2000|c0_short1000_t050_i2|repair5g549_theta_549001747,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,,random-32-32-20,random,50,1403,2000,c0_short1000_t050_i2,1000,0.5,2,,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,repair5g549_theta_549001747,repair5g549_theta_549001747,g543_true_near_signal_neighborhood,,True,False,False,1.22636363636,,,,,True,False,False,False,False,False,True,True,True,True,True,False,False,1,0.25,True,False,True,False,False,False,False,False,False,False,False,True,True,False,1,,0.75,ABSTAIN_TO_STATIC_FLOW,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.111751176498,0.602603194794,0.71728506543,1,11,1,0,0,False,False,False,False,False,True,True,0
g552_label_v2_00001508,g549_fulltheta,random-32-32-20|50|1403|2000|c0_short1000_t050_i2|random-32-32-20|50|1403|1000|0|14650fb0739d0383|random-32-32-20|50|1403|2000|c0_short1000_t050_i2|repair5g549_theta_549001749,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,,random-32-32-20,random,50,1403,2000,c0_short1000_t050_i2,1000,0.5,2,,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,repair5g549_theta_549001749,repair5g549_theta_549001749,surrogate_guided_theta_if_model_exists,,True,False,False,1.22636363636,,,,,True,False,False,False,False,False,True,True,True,True,True,False,False,1,0.25,True,False,True,False,False,False,False,False,False,False,False,True,True,False,1,,0.75,ABSTAIN_TO_STATIC_FLOW,1.25,1.41701636597,1.25,0.75,0.75,1,1,0.95,1,1.19517010966,1.21737026526,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,0
g552_label_v2_00001509,g549_fulltheta,random-32-32-20|50|1403|2000|c0_short1000_t050_i2|random-32-32-20|50|1403|1000|0|14650fb0739d0383|random-32-32-20|50|1403|2000|c0_short1000_t050_i2|repair5g549_theta_549001750,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,,random-32-32-20,random,50,1403,2000,c0_short1000_t050_i2,1000,0.5,2,,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,repair5g549_theta_549001750,repair5g549_theta_549001750,negative_control,,True,False,False,1.22636363636,,,,,True,False,False,False,False,False,True,True,True,True,True,False,False,1,0.25,True,False,True,False,False,False,False,False,False,False,False,True,True,False,1,,0.75,ABSTAIN_TO_STATIC_FLOW,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.03141293717,0.174991150018,0.35,0.75,1,10.9831820336,0,0,1,False,False,False,False,False,True,True,0
g552_label_v2_00001511,g549_fulltheta,random-32-32-20|50|1403|2000|c0_short1000_t050_i2|random-32-32-20|50|1403|1000|0|14650fb0739d0383|random-32-32-20|50|1403|2000|c0_short1000_t050_i2|repair5g549_theta_549001752,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,,random-32-32-20,random,50,1403,2000,c0_short1000_t050_i2,1000,0.5,2,,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,repair5g549_theta_549001752,repair5g549_theta_549001752,lambda_flow_lambda_cong_sweep,,True,False,False,1.22636363636,,,,,True,False,False,False,False,False,True,True,True,True,True,False,False,1,0.25,True,False,True,False,False,False,False,False,False,False,False,True,True,False,1,,0.75,ABSTAIN_TO_STATIC_FLOW,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.31813536373,0.319961360077,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,0
g552_label_v2_00001512,g549_fulltheta,random-32-32-20|50|1403|2000|c0_short1000_t050_i2|random-32-32-20|50|1403|1000|0|14650fb0739d0383|random-32-32-20|50|1403|2000|c0_short1000_t050_i2|repair5g549_theta_549001753,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,,random-32-32-20,random,50,1403,2000,c0_short1000_t050_i2,1000,0.5,2,,random-32-32-20|50|1403|1000|0|14650fb0739d0383,random-32-32-20|50|1403|2000|c0_short1000_t050_i2,repair5g549_theta_549001753,repair5g549_theta_549001753,alpha_flow_wait_progress_sweep,,True,False,False,1.22636363636,,,,,True,False,False,False,False,False,True,True,True,True,True,False,False,1,0.25,True,False,True,False,False,False,False,False,False,False,False,True,True,False,1,,0.75,ABSTAIN_TO_STATIC_FLOW,1.25,1.25,1.25,0.75,0.75,1,0.846897056206,0.95,1,1,0.797342905314,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,0
