map,agents,method,runs,successes,success_rate,sum_of_loss_ratio_mean,expanded_nodes_mean,time_to_first_solution_ms_mean,returned_solutions_count_mean,low_level_pibt_calls_mean,laur_overhead_ms_mean,laur_inference_count_mean,laur_additive_fallback_count_mean,laur_safety_disabled_count_mean,fallback_defer_rate,non_additive_update_rate,selected_harmful_update_rate,selected_rules,ratio_delta_vs_ltm,expanded_delta_vs_ltm,ttfs_delta_vs_ltm
maze-32-32-4,50,always_additive_defer,3,3,1.0,1.1401441011333333,432.6666666666667,191.33333333333334,1.0,21433.333333333332,0.0013666666666666666,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,-2.666666666666657
maze-32-32-4,50,lacam_star,3,3,1.0,1.1470132688133334,6760.666666666667,3096.3766,1.0,,0.0,0.0,0.0,0.0,,,,{},0.006869167680000121,6328.0,2902.3766
maze-32-32-4,50,lacam_star_ltm,3,3,1.0,1.1401441011333333,432.6666666666667,194.0,1.0,21433.333333333332,0.0,0.0,0.0,0.0,,,,{},,,
maze-32-32-4,50,oracle_teacher_forced_best_safe_update_static_proxy,3,3,1.0,1.1328595356366666,433.3333333333333,192.33333333333334,1.0,21515.666666666668,0.0,0.0,1.0,0.0,0.25,0.75,,"{""block_light"": 3, ""decay_090"": 3, ""wait_light"": 3}",-0.007284565496666673,0.6666666666666288,-1.6666666666666572
maze-32-32-4,50,repair3_safe_runtime,3,3,1.0,1.15399561856,442.0,191.0,1.0,21900.0,0.30596666666666666,3.0,1.0,0.0,0.25,0.75,,"{""block_light"": 6, ""commit_heavy"": 3}",0.013851517426666682,9.333333333333314,-3.0
maze-32-32-4,50,repair5d_composite_diagnostic_distilled,3,3,1.0,1.1545778601899999,440.3333333333333,189.33333333333334,1.0,21816.666666666668,0.3052666666666667,3.0,1.0,0.0,0.25,0.75,,"{""commit_heavy"": 9}",0.01443375905666655,7.666666666666629,-4.666666666666657
maze-32-32-4,50,repair5d_force_additive_defer_parity,3,3,1.0,1.1401441011333333,432.6666666666667,190.66666666666666,1.0,21433.333333333332,0.0013666666666666666,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,-3.333333333333343
maze-32-32-4,100,always_additive_defer,3,3,1.0,1.2851182965933334,482.3333333333333,393.3333333333333,1.0,48214.666666666664,0.0013,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,-0.6666666666666856
maze-32-32-4,100,lacam_star,3,3,1.0,1.31428648418,11325.666666666666,3149.351133333333,1.0,,0.0,0.0,0.0,0.0,,,,{},0.029168187586666505,10843.333333333332,2755.351133333333
maze-32-32-4,100,lacam_star_ltm,3,3,1.0,1.2851182965933334,482.3333333333333,394.0,1.0,48214.666666666664,0.0,0.0,0.0,0.0,,,,{},,,
maze-32-32-4,100,oracle_teacher_forced_best_safe_update_static_proxy,3,3,1.0,1.26637622155,465.3333333333333,397.0,1.0,46156.0,0.0,0.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 3, ""block_light"": 6}",-0.01874207504333336,-17.0,3.0
maze-32-32-4,100,repair3_safe_runtime,3,3,1.0,1.2689469156366666,463.6666666666667,397.6666666666667,1.0,46055.666666666664,0.30593333333333333,3.0,1.0,0.0,0.25,0.75,,"{""block_light"": 9}",-0.016171380956666814,-18.66666666666663,3.6666666666666856
maze-32-32-4,100,repair5d_composite_diagnostic_distilled,3,3,1.0,1.2848718756066666,466.3333333333333,392.0,1.0,46459.0,0.29673333333333335,3.0,1.0,0.0,0.25,0.75,,"{""commit_heavy"": 9}",-0.00024642098666682877,-16.0,-2.0
maze-32-32-4,100,repair5d_force_additive_defer_parity,3,3,1.0,1.2851182965933334,482.3333333333333,390.3333333333333,1.0,48214.666666666664,0.0013,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,-3.6666666666666856
random-32-32-20,50,always_additive_defer,3,3,1.0,1.1178396362133334,279.0,161.33333333333334,1.0,22213.0,0.0016333333333333334,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,3.6666666666666856
random-32-32-20,50,lacam_star,3,3,1.0,1.1221591878866668,17504.666666666668,3241.4994666666666,1.0,,0.0,0.0,0.0,0.0,,,,{},0.004319551673333422,17225.666666666668,3083.8328
random-32-32-20,50,lacam_star_ltm,3,3,1.0,1.1178396362133334,279.0,157.66666666666666,1.0,22213.0,0.0,0.0,0.0,0.0,,,,{},,,
random-32-32-20,50,oracle_teacher_forced_best_safe_update_static_proxy,3,3,1.0,1.1178396362133334,201.66666666666666,157.66666666666666,1.0,9882.0,0.0,0.0,1.0,0.0,0.25,0.75,,"{""wait_heavy"": 3, ""wait_light"": 6}",0.0,-77.33333333333334,0.0
random-32-32-20,50,repair3_safe_runtime,3,3,1.0,1.1178396362133334,252.0,158.0,1.0,17357.333333333332,0.30546666666666666,3.0,1.0,0.0,0.25,0.75,,"{""block_light"": 3, ""commit_heavy"": 6}",0.0,-27.0,0.3333333333333428
random-32-32-20,50,repair5d_composite_diagnostic_distilled,3,3,1.0,1.1178396362133334,252.0,159.66666666666666,1.0,17357.333333333332,0.3181333333333333,3.0,1.0,0.0,0.25,0.75,,"{""commit_heavy"": 9}",0.0,-27.0,2.0
random-32-32-20,50,repair5d_force_additive_defer_parity,3,3,1.0,1.1178396362133334,279.0,158.0,1.0,22213.0,0.0014333333333333333,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,0.3333333333333428
random-32-32-20,100,always_additive_defer,3,3,1.0,1.2777344629866667,223.66666666666666,319.6666666666667,1.0,22157.666666666668,0.0015999999999999999,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,0.33333333333337123
random-32-32-20,100,lacam_star,3,3,1.0,1.27971949887,7668.666666666667,3113.005,1.0,,0.0,0.0,0.0,0.0,,,,{},0.0019850358833333193,7445.0,2793.6716666666666
random-32-32-20,100,lacam_star_ltm,3,3,1.0,1.2777344629866667,223.66666666666666,319.3333333333333,1.0,22157.666666666668,0.0,0.0,0.0,0.0,,,,{},,,
