g566_evaluation_uid,g566_dataset_row_id,split,map,map_family,agents,budget_ms,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
e9803aef70a8c26cf505342e824c19e98c288b1a3f09b90b6fc9d205bda66a1e,g566_valid_003018,VALIDATION,g566-corners-48x48-a-v2,other,16,2000,False,False,False,False,False
0673d9c78f9cb0acbc8b9bea42f32bd467869580c73f51e9cd99c2de165cbdaf,g566_valid_003274,VALIDATION,g566-corners-48x48-a-v2,other,16,500,False,False,False,False,False
fd4a5f8a7ad325aac8173434151246869da63e03023ffc7644f167a204f5da8f,g566_valid_003530,VALIDATION,g566-corners-48x48-a-v2,other,16,2000,False,False,False,False,False
851d4e4a2eb11923e9a664621b76fad1a7aa991ea5332b5ae509374683cd97d4,g566_valid_000010,VALIDATION,g566-corners-48x48-a-v3,other,16,3000,False,False,False,False,False
4a059ebc9acd69898eaa881f5bdcfde6e9c9de5e1acabc7a441f1dda8fabc0d5,g566_valid_000266,VALIDATION,g566-corners-48x48-a-v3,other,16,750,False,False,False,False,False
bcfaa356fa85de2f42825befef41c841591a5ffefb94f344ba38f5ad1c616f03,g566_valid_000522,VALIDATION,g566-corners-48x48-a-v3,other,16,3000,False,False,False,False,False
0759a230e7a6d559c6ff9854469b5a7296559d535538cbbb47c0631c2ad60d34,g566_valid_000778,VALIDATION,g566-corners-48x48-a-v3,other,16,750,False,False,False,False,False
40a8d2f6ea141f80bdc94fa935cd12178d207ac8a980ce5aa296c178826cf5ec,g566_valid_001034,VALIDATION,g566-corners-48x48-a-v3,other,16,3000,False,False,False,False,False
368b6b2269ab4488566bfeca684d71787db00a55b19ead68f0d5619ca4bb15f2,g566_valid_001290,VALIDATION,g566-corners-48x48-a-v3,other,16,750,False,False,False,False,False
0a3a879b9c349abebae45eec7dab4d5afdd2c12d20e3fd7e119e766f107dc92b,g566_valid_001546,VALIDATION,g566-corners-48x48-a-v3,other,16,3000,False,False,False,False,False
60f6a88e165c76c3bc786f3da8f804da5dffe8ebe2d310d0403b0ae6bb9df50d,g566_valid_001802,VALIDATION,g566-corners-48x48-a-v3,other,16,750,False,False,False,False,False
b39d4e1d75336aee7c89204abab93c7a25ac393a9a28534edf780426dfecde6e,g566_valid_002058,VALIDATION,g566-corners-48x48-a-v3,other,16,3000,False,False,False,False,False
97338fdd4c26b64b293be6d2e97ed55099f412c23282c6d436f35365efba7214,g566_valid_002314,VALIDATION,g566-corners-48x48-a-v3,other,16,750,False,False,False,False,False
165a54f3ba39f8219732788595e7c62410952b5847364c950afb2f5249ddd1dd,g566_valid_002570,VALIDATION,g566-corners-48x48-a-v3,other,16,3000,False,False,False,False,False
2021c1788d25a99fd5fc6255ca7e782c00286dfc1433c0f25a21b4da3a3d2b92,g566_valid_002826,VALIDATION,g566-corners-48x48-a-v3,other,16,750,False,False,False,False,False
a795aa7d468e5de830cb290b81354e175a268b9c1d0f958b529484e1ffeef85b,g566_valid_003082,VALIDATION,g566-corners-48x48-a-v3,other,16,3000,False,False,False,False,False
62afcf338c6d48add0cdd0f9120478dfd1b63c101e455e8e4fbde0539d22b404,g566_valid_003338,VALIDATION,g566-corners-48x48-a-v3,other,16,750,False,False,False,False,False
a8f4f5ed2ecb3164252b4e2eb864ec9505d6b9afbdd9b4695bda6371306b51af,g566_valid_003594,VALIDATION,g566-corners-48x48-a-v3,other,16,3000,False,False,False,False,False
426aef338d09d25a02555f762003bfe35f2b87330aa48ee169a0dd744f912651,g566_valid_000082,CALIBRATION,g566-empty-16x16-v0,other,16,5000,False,False,False,False,False
80ffe92ff8b6dfdd679c1989fb8da39685d5abb9d876c32e2d65356ee4d1e1a9,g566_valid_000338,CALIBRATION,g566-empty-16x16-v0,other,16,1000,False,False,False,False,False
c208b3728313485608e54ad6bfb6e2510b330c39792e6494f487a7bf92d5e6d0,g566_valid_000594,CALIBRATION,g566-empty-16x16-v0,other,16,5000,False,False,False,False,False
91aec58d5b0fe6e047c549cb5215ad1db447e124e43c77fe4168f4696245f94d,g566_valid_000850,CALIBRATION,g566-empty-16x16-v0,other,16,1000,False,False,False,False,False
a116ae2defed9d4566edc9a836ce74f8bb202c341c1f112c58d6945279ac1ea0,g566_valid_001106,CALIBRATION,g566-empty-16x16-v0,other,16,5000,False,False,False,False,False
4f4a1ec89897f21605765e653b9ef6ea18fe036a53b8a6a8a55c224da7683960,g566_valid_001362,CALIBRATION,g566-empty-16x16-v0,other,16,1000,False,False,False,False,False
06deaa36873c94d5b134bab9f4e0e3cfb5d0edbb821757a57d0a17c75e06a39d,g566_valid_001618,CALIBRATION,g566-empty-16x16-v0,other,16,5000,False,False,False,False,False
00095359bb90713696dfa96de1e4731f1f4fea4fbd35a157cd2e555786967894,g566_valid_001874,CALIBRATION,g566-empty-16x16-v0,other,16,1000,False,False,False,False,False
e8bd18460b9490652f7f11bd85919036aed520b15fadfc1569578c965dae67a0,g566_valid_002130,CALIBRATION,g566-empty-16x16-v0,other,16,5000,False,False,False,False,False
0775d2ffd8e851eafedf709c3999bb7196d3924873740817946fd62bede5fe33,g566_valid_002386,CALIBRATION,g566-empty-16x16-v0,other,16,1000,False,False,False,False,False
2913198bd5c9793afe271bc895100dd747169716e3b71a16a8ae3f18202f267f,g566_valid_002642,CALIBRATION,g566-empty-16x16-v0,other,16,5000,False,False,False,False,False
a1692bfd93525c663603449bef97f7873ef2dd618bb2482ab1c5cc9d452c5d35,g566_valid_002898,CALIBRATION,g566-empty-16x16-v0,other,16,1000,False,False,False,False,False
51e4a93d731ae5d323f5a4316fc90b1ca51e51d8eb20940ee79d947ca78a05b9,g566_valid_003154,CALIBRATION,g566-empty-16x16-v0,other,16,5000,False,False,False,False,False
32a42f51ec7346b01979ec27678dc609e539d479990df0dc585868e7d608e2ae,g566_valid_003410,CALIBRATION,g566-empty-16x16-v0,other,16,1000,False,False,False,False,False
149d491a0ea7a336d52d60c20c6026928863249322b0a28df03132b881b6913c,g566_valid_000231,CALIBRATION,g566-empty-16x16-v0,other,80,1500,False,False,False,False,False
a6ff9391ee44803f57b1c844888ee1011f68dc679c777d05977c81c3e1831f68,g566_valid_000487,CALIBRATION,g566-empty-16x16-v0,other,80,8000,False,False,False,False,False
a7b18ab161cca304ab5b9896ce848afdb21f3e264e0a41d3a248e34c3f24f431,g566_valid_000743,CALIBRATION,g566-empty-16x16-v0,other,80,1500,False,False,False,False,False
6691795e6851e8bee686ab18bc8a0d4b3be29acc6f5a931ae7e7e2aab035775d,g566_valid_000999,CALIBRATION,g566-empty-16x16-v0,other,80,8000,False,False,False,False,False
45ce24a18599482e77a0db3a5b0ac62222b99ef40ea2870526eb42b6555c51b6,g566_valid_001255,CALIBRATION,g566-empty-16x16-v0,other,80,1500,False,False,False,False,False
ad5d50f744275a4ab544628edf2046394ac97ad73d362289ffaf84e535c48a22,g566_valid_001511,CALIBRATION,g566-empty-16x16-v0,other,80,8000,False,False,False,False,False
f0f8abe99677fffef0686f69252ae634edde27e57cde42c42be2249f157c55c1,g566_valid_001767,CALIBRATION,g566-empty-16x16-v0,other,80,1500,False,False,False,False,False
ac02d74c433a9e816d812608115e1ef9951e39ddd7bb28cd79f934ea42da7f15,g566_valid_002023,CALIBRATION,g566-empty-16x16-v0,other,80,8000,False,False,False,False,False
11ee1daefd570e3d8f7b6ad6da2a68e1feb66ca6246b8c2970f4c5c7663d15e5,g566_valid_002279,CALIBRATION,g566-empty-16x16-v0,other,80,1500,False,False,False,False,False
ee9fa07954ddbb6d3fc547b3197b58a72773976bb38709710ee5a19b67baaad3,g566_valid_002535,CALIBRATION,g566-empty-16x16-v0,other,80,8000,False,False,False,False,False
416ee6cfe55ad9058370555e979f357147052a487f95ee5e8ca61e7a5ac1a734,g566_valid_002791,CALIBRATION,g566-empty-16x16-v0,other,80,1500,False,False,False,False,False
16c174ea6913711712266909b7455f9ce4f76586ceae4c6d46418ad9ded25417,g566_valid_003047,CALIBRATION,g566-empty-16x16-v0,other,80,8000,False,False,False,False,False
b483c2543510694ab93c572a9cc7fb278f0d7e381567b88f7e6820b2d6a49efd,g566_valid_003303,CALIBRATION,g566-empty-16x16-v0,other,80,1500,False,False,False,False,False
969402f6871f3c43df35ef73496c9e2c13e512578ddaf8f354194074a28389d6,g566_valid_003559,CALIBRATION,g566-empty-16x16-v0,other,80,8000,False,False,False,False,False
111cd5c724243a18b02c63366aa29ac59525cc3f92152645e1dacc238ed5bd51,g566_valid_000146,CALIBRATION,g566-empty-16x16-v1,other,16,8000,False,False,False,False,False
250d4bf5f6e9869a550c2a9d52f2e7550a7cb827da7bbac43633e6bd5ef903ee,g566_valid_000402,CALIBRATION,g566-empty-16x16-v1,other,16,1500,False,False,False,False,False
87e7ae9787e7474ded7ad758227dd18dd1fcb42c53a65bc4e9b8e740dd5fddea,g566_valid_000658,CALIBRATION,g566-empty-16x16-v1,other,16,8000,False,False,False,False,False
190585eca0a1cc6e77a16a030094f770d0e4ad0490a736e320c79fbedcae3672,g566_valid_000914,CALIBRATION,g566-empty-16x16-v1,other,16,1500,False,False,False,False,False
532739111baf64e20c2fec7746f24c2d2d192eb184ebd0930dcd095f26e25f15,g566_valid_001170,CALIBRATION,g566-empty-16x16-v1,other,16,8000,False,False,False,False,False
d6a3a8321c960a9812ecca2389af67c8bf8ef36118d05f5d5d747f24edde0546,g566_valid_001426,CALIBRATION,g566-empty-16x16-v1,other,16,1500,False,False,False,False,False
5923ee529b2e039879e2683c31975c27a0aa7c72e6d6d99168a1ee811386a88d,g566_valid_001682,CALIBRATION,g566-empty-16x16-v1,other,16,8000,False,False,False,False,False
f995374c925ada591315e08204b03df935e49863e10943c922794b7421f2ced5,g566_valid_001938,CALIBRATION,g566-empty-16x16-v1,other,16,1500,False,False,False,False,False
63ac990bb8a9f49cca5572a317272d29755537203d10772a695c7e4de121bfad,g566_valid_002194,CALIBRATION,g566-empty-16x16-v1,other,16,8000,False,False,False,False,False
801aa7b6dd20bec0155d27d4b43375deabab17737ef647bf484a7aca0ccc99ac,g566_valid_002450,CALIBRATION,g566-empty-16x16-v1,other,16,1500,False,False,False,False,False
951fc8c803795bf3077870cc0bd67c92d765f79b41afc08d5e6fc0a240fd31a7,g566_valid_002706,CALIBRATION,g566-empty-16x16-v1,other,16,8000,False,False,False,False,False
bfbb738ad7c1b528fff3354719b0e2ca1cd6f057473541cc848f645a9511939d,g566_valid_002962,CALIBRATION,g566-empty-16x16-v1,other,16,1500,False,False,False,False,False
56cbca17f8f8731e52282245db37b246b5fac6e3abbffea8602aad9274df37a5,g566_valid_003218,CALIBRATION,g566-empty-16x16-v1,other,16,8000,False,False,False,False,False
1a1cac7d98577a4779debc0db215669cce58bf80bad3e9dbcdf3e8dbb3ced5e9,g566_valid_003474,CALIBRATION,g566-empty-16x16-v1,other,16,1500,False,False,False,False,False
323462d5f17adc491e44e108081f9d853c61594786f41c913e0674ffe3870072,g566_valid_000039,CALIBRATION,g566-empty-16x16-v1,other,80,500,False,False,False,False,False
99207bb7d5d5b7e2b37a0c9fcc0b5441287deabbbcabf746dba3f6cb815b6fc7,g566_valid_000295,CALIBRATION,g566-empty-16x16-v1,other,80,2000,False,False,False,False,False
f0f8c3a1151959b6e3ce0f71c51c94cad94c8803d958998c2c492aff0ab3d479,g566_valid_000551,CALIBRATION,g566-empty-16x16-v1,other,80,500,False,False,False,False,False
6bd4bedd307b4620f3cd24b7233c56fc86b21bb61e6f7f9dbc35931a8aa7f16b,g566_valid_000807,CALIBRATION,g566-empty-16x16-v1,other,80,2000,False,False,False,False,False
24ab68f5bd7a7ef907321de86537c0a218c10fcdc4c09b3a458e0969e4581b63,g566_valid_001063,CALIBRATION,g566-empty-16x16-v1,other,80,500,False,False,False,False,False
56a5e0707d0c8f602aa03fcb047dcd547b8786a7fd68335bfe5a77690d6a66bf,g566_valid_001319,CALIBRATION,g566-empty-16x16-v1,other,80,2000,False,False,False,False,False
7effa2cfb10af5c7a9db266e8b8844f3ca132dd18731be235e14fce577a65868,g566_valid_001575,CALIBRATION,g566-empty-16x16-v1,other,80,500,False,False,False,False,False
a1a97d7d07900a9896a5be74d6ef008333a92e4e197298993ed7572e91a7c42b,g566_valid_001831,CALIBRATION,g566-empty-16x16-v1,other,80,2000,False,False,False,False,False
62d976fd4084439e604c2ecdbcb1c93f1e613ab2e8cf158fb1a6eb079fd7624f,g566_valid_002087,CALIBRATION,g566-empty-16x16-v1,other,80,500,False,False,False,False,False
31f171c6d51f5000f5c3501104ea1c4b15a717e15d456e268d8b71d51fcbfaef,g566_valid_002343,CALIBRATION,g566-empty-16x16-v1,other,80,2000,False,False,False,False,False
027ae7c503388e54feaf0e8414fa882ca7c9e61dfc2abe69628d140a059890c4,g566_valid_002599,CALIBRATION,g566-empty-16x16-v1,other,80,500,False,False,False,False,False
de9b32fb66f12cdd1e2ca1fe6931b1730f0b5564961c35d9578cd130a9e89d44,g566_valid_002855,CALIBRATION,g566-empty-16x16-v1,other,80,2000,False,False,False,False,False
a1f75e3d59268cb892f617ebb62f3b04f9c7486166fb94c4377a2a3140d437d3,g566_valid_003111,CALIBRATION,g566-empty-16x16-v1,other,80,500,False,False,False,False,False
5cec3c942c398dc5469c3b4fbb41771ca5a687273ae30c70a684d20c1374cd58,g566_valid_003367,CALIBRATION,g566-empty-16x16-v1,other,80,2000,False,False,False,False,False
a04d951caed325be08e607ba4c65a9d9c38b7ddf423cfa2266c1b07e5282c0ca,g566_valid_003623,CALIBRATION,g566-empty-16x16-v1,other,80,500,False,False,False,False,False
658c8c7e286b306b9973e54347c53bd48eb947bb0d23fb878e7d99a047631a55,g566_valid_000210,CALIBRATION,g566-empty-16x16-v2,other,16,500,False,False,False,False,False
18cf9564a6ecc3119787e63a4df1e3896b51d2fcfbdb73d0df729dea93935c8d,g566_valid_000466,CALIBRATION,g566-empty-16x16-v2,other,16,2000,False,False,False,False,False
e3128bd1d8901e170414f8f935faee1af62ac1e7cb0941392b3db6c3c8039f7f,g566_valid_000722,CALIBRATION,g566-empty-16x16-v2,other,16,500,False,False,False,False,False
881daed55aa13f603ac1c27846ea0e505c0fe82d4227a01cba8c82e04b0ad5ff,g566_valid_000978,CALIBRATION,g566-empty-16x16-v2,other,16,2000,False,False,False,False,False
801e30d3294d71378748d8ec958616176c2d61e5caf8bda68e06476352345d8e,g566_valid_001234,CALIBRATION,g566-empty-16x16-v2,other,16,500,False,False,False,False,False
e717f83416071367ed0f4840a37a3b39b9c6de8fe36496bca52db427308d1b59,g566_valid_001490,CALIBRATION,g566-empty-16x16-v2,other,16,2000,False,False,False,False,False
750a490d3ceb951448b1fde523bef9b1e576e4913f72ba1b564b77cf2f4b49f3,g566_valid_001746,CALIBRATION,g566-empty-16x16-v2,other,16,500,False,False,False,False,False
43efea9b40505d1ed72837d7308aaf18d13fa2c40c48161eba6c44ffc11c84ab,g566_valid_002002,CALIBRATION,g566-empty-16x16-v2,other,16,2000,False,False,False,False,False
c60ec13f050e42cdabd01269fed7db799187e9cbf996878945f88d4a12024108,g566_valid_002258,CALIBRATION,g566-empty-16x16-v2,other,16,500,False,False,False,False,False
590b1b3de2e87220da4e8304873241317a22cd546ed72cbd58239dcde30a9a4c,g566_valid_002514,CALIBRATION,g566-empty-16x16-v2,other,16,2000,False,False,False,False,False
7dfecd945f7b8402922f38ef171577b59d2482d5406edca47ccf0801085696a5,g566_valid_002770,CALIBRATION,g566-empty-16x16-v2,other,16,500,False,False,False,False,False
f0877bd3230498c9594954d2d326471b62d52280d2788169590b46a4e46c3dfb,g566_valid_003026,CALIBRATION,g566-empty-16x16-v2,other,16,2000,False,False,False,False,False
60e238b703a0df394d55638603fc2e71841dab3d6f25f54e466190d07ec70d86,g566_valid_003282,CALIBRATION,g566-empty-16x16-v2,other,16,500,False,False,False,False,False
d88d1b6f502102fb16705a911829a7dac5a2a54e3cd99c7b4dad040cf8a986aa,g566_valid_003538,CALIBRATION,g566-empty-16x16-v2,other,16,2000,False,False,False,False,False
50b3e57d68dd85fb3d2d1aebc26dd78ff4f94229e0ec4e1a561af1350b8bc18a,g566_valid_000103,CALIBRATION,g566-empty-16x16-v2,other,80,750,False,False,False,False,False
32dbf1c9364bddc6348c9b045b8e71d9bb2f643fd0022c82ced4c2784388f61b,g566_valid_000359,CALIBRATION,g566-empty-16x16-v2,other,80,3000,False,False,False,False,False
70d88edcd8ef22fa42473f437546399438364b74cd2381334fedfeb8517729a5,g566_valid_000615,CALIBRATION,g566-empty-16x16-v2,other,80,750,False,False,False,False,False
f993064bd1dae70ea0120866d9bdd88aa7d5a8acc9dd0d2d9529bd8845f51933,g566_valid_000871,CALIBRATION,g566-empty-16x16-v2,other,80,3000,False,False,False,False,False
7b574a2f7e2e1bb613b76725a5ec140c4b9a0b7a3777ccfa12350a3a78d64105,g566_valid_001127,CALIBRATION,g566-empty-16x16-v2,other,80,750,False,False,False,False,False
45741d543e0110627f19f6b03ebb5f616c26f459ce2618a7d0075ebfd7e3c578,g566_valid_001383,CALIBRATION,g566-empty-16x16-v2,other,80,3000,False,False,False,False,False
05f52ffe9eb835f253d64f2ce50855ce247d2d07c1251ef04565a717026b331b,g566_valid_001639,CALIBRATION,g566-empty-16x16-v2,other,80,750,False,False,False,False,False
0c9691c5bd670568e179473d402f848f7b836f56089775c678b634248f99fa00,g566_valid_001895,CALIBRATION,g566-empty-16x16-v2,other,80,3000,False,False,False,False,False
d14b64b2044ee4f72dddc595e200c4e323c57f6a868a964bd88f414d30ba7d1e,g566_valid_002151,CALIBRATION,g566-empty-16x16-v2,other,80,750,False,False,False,False,False
99d0034981b3337dd35d7f4392bc15532b85b7813c07e37438496be1b31f1125,g566_valid_002407,CALIBRATION,g566-empty-16x16-v2,other,80,3000,False,False,False,False,False
774e0878da909aac52dd18da6a0a2cbf3aa3e28f4449234631db81c2507a4dcd,g566_valid_002663,CALIBRATION,g566-empty-16x16-v2,other,80,750,False,False,False,False,False
d46b30ba8bd1e5f0d114d59cd4a7f6d22a93c749448fc46a7089a067de857b60,g566_valid_002919,CALIBRATION,g566-empty-16x16-v2,other,80,3000,False,False,False,False,False
8a01a155d64497210128852cf873899972d35c932f354ef41855e459b3c8d475,g566_valid_003175,CALIBRATION,g566-empty-16x16-v2,other,80,750,False,False,False,False,False
3c17e005c0a15ff986ef85dbb085102c402739a6adcb05b23051bcbe6769ed17,g566_valid_003431,CALIBRATION,g566-empty-16x16-v2,other,80,3000,False,False,False,False,False
337e64278e011ac62cf8dc6b3d7f025ac95c9bdc8e33caf170db5abe0f73a8d3,g566_valid_000018,CALIBRATION,g566-empty-16x16-v3,other,16,3000,False,False,False,False,False
4805d889866c944c72455886c7d9f65527bb54e69f8b274d8ee6c6802bae0467,g566_valid_000274,CALIBRATION,g566-empty-16x16-v3,other,16,750,False,False,False,False,False
6d5831f96b6230f8a0327400ce67225943eec3205dc6fea64a55578192f3ca7c,g566_valid_000530,CALIBRATION,g566-empty-16x16-v3,other,16,3000,False,False,False,False,False
3d70794ff54d7474d714af94463ed759c94e43dd0068036a616f3432ccb2e084,g566_valid_000786,CALIBRATION,g566-empty-16x16-v3,other,16,750,False,False,False,False,False
467c83ddffc4fc31edd3f0128f2a7e36441798f53ceb672e3dd3e25814e4c274,g566_valid_001042,CALIBRATION,g566-empty-16x16-v3,other,16,3000,False,False,False,False,False
5b4143e22e6c586452f89d1b2c0cfabee38639133a4bcb522ddbd2e92e6a1390,g566_valid_001298,CALIBRATION,g566-empty-16x16-v3,other,16,750,False,False,False,False,False
3bb4e45e00f1a1a7727b86475aa609484116979dcf59786c7cdb4f55004b4ab0,g566_valid_001554,CALIBRATION,g566-empty-16x16-v3,other,16,3000,False,False,False,False,False
c7ca9c80f7dd50824b030996e13d7d850b37be8dd6fd99072a9b7e70368eb44b,g566_valid_001810,CALIBRATION,g566-empty-16x16-v3,other,16,750,False,False,False,False,False
c2b59df30f4c80e36c8092a2d529eb93c2074f0defbccd3636fddd149e638301,g566_valid_002066,CALIBRATION,g566-empty-16x16-v3,other,16,3000,False,False,False,False,False
fcdfb5886d85fde2ccf23a927d3a9f525acadd0a864fc1ce851a3382c0d029ef,g566_valid_002322,CALIBRATION,g566-empty-16x16-v3,other,16,750,False,False,False,False,False
cb759515c1cc89ce932f8b6e0be22fe0f087830ad06d303516672d00f6ec5341,g566_valid_002578,CALIBRATION,g566-empty-16x16-v3,other,16,3000,False,False,False,False,False
95f7f9d8a56d9fa0bd2b04cbbb69ec8682271add09a3efabb8e83424bdb8256e,g566_valid_002834,CALIBRATION,g566-empty-16x16-v3,other,16,750,False,False,False,False,False
5fbc561d2964c8c01996b58da2f6fdcf1765d98ecda42019126e10f43b2b8c56,g566_valid_003090,CALIBRATION,g566-empty-16x16-v3,other,16,3000,False,False,False,False,False
fa9f4fa35ee688c60fda71dd7516d14344eec99fd6058e4f1b5a76b4ecbce355,g566_valid_003346,CALIBRATION,g566-empty-16x16-v3,other,16,750,False,False,False,False,False
020ff919387ceab66c3316b34e5a3ae4ea6ec3df13b81ff04b3da4916ce956d7,g566_valid_003602,CALIBRATION,g566-empty-16x16-v3,other,16,3000,False,False,False,False,False
cc4f178d417eb73d9bf4afdb1c1a9863927a20b40804d7f54bb4eaa940160c3f,g566_valid_000167,CALIBRATION,g566-empty-16x16-v3,other,80,1000,False,False,False,False,False
715fd0e7995a33114fb8ad87a94236c5c0ad1fd0bda8dbfa4f19dc359db6dc10,g566_valid_000423,CALIBRATION,g566-empty-16x16-v3,other,80,5000,False,False,False,False,False
b7561ad86dfe3f037d0c085eeb279cb774d5a96cc6e3ead8954ce7b4fe7b1a85,g566_valid_000679,CALIBRATION,g566-empty-16x16-v3,other,80,1000,False,False,False,False,False
fb5e15fa3a09783d2f02a00fd9feb6f4bf6a02ccbb6cd3bbf7f4f09f819c3b01,g566_valid_000935,CALIBRATION,g566-empty-16x16-v3,other,80,5000,False,False,False,False,False
f4db9a4722c891092ccb408de15e9496a2d8116d561e0abb3b93b401ba852b62,g566_valid_001191,CALIBRATION,g566-empty-16x16-v3,other,80,1000,False,False,False,False,False
5b51a596414c685a3d40efe01df8ade410ecc6b793c022e8586a5c9dd73a59d1,g566_valid_001447,CALIBRATION,g566-empty-16x16-v3,other,80,5000,False,False,False,False,False
209f86ef8ade798329b24b3990b166af867a6fbf296f5a5fa2f12c5aee6ab1b2,g566_valid_001703,CALIBRATION,g566-empty-16x16-v3,other,80,1000,False,False,False,False,False
31442eb699d0478027c46c23d5eabcf8a990d1805699a9a3c35e1cee6b456350,g566_valid_001959,CALIBRATION,g566-empty-16x16-v3,other,80,5000,False,False,False,False,False
0cadac78986dade7cb6386afacb4e86503563d76d5e6a1bbb771e3deb061fc86,g566_valid_002215,CALIBRATION,g566-empty-16x16-v3,other,80,1000,False,False,False,False,False
ab74cb1cb3039185d0499ffa3ae5ff41e02ea8085c48ef44e8ef36a9863972b9,g566_valid_002471,CALIBRATION,g566-empty-16x16-v3,other,80,5000,False,False,False,False,False
63cf7147e72acdae6aee15cc9761a7a4d190d9e0df350fda2621f8ee92685194,g566_valid_002727,CALIBRATION,g566-empty-16x16-v3,other,80,1000,False,False,False,False,False
50652caa6290a8005cf8e1fb08a42128aae6a2f28d747bdfc99fef83e99bf337,g566_valid_002983,CALIBRATION,g566-empty-16x16-v3,other,80,5000,False,False,False,False,False
25d5d1527f7cef0fd860efb5b2ab38129a96ec86e9961da67365a88c38272da4,g566_valid_003239,CALIBRATION,g566-empty-16x16-v3,other,80,1000,False,False,False,False,False
21bf430c99deb45f666a7de82a3fbf99b5b6d7dbde798a9fc81c4c0ad170ed92,g566_valid_003495,CALIBRATION,g566-empty-16x16-v3,other,80,5000,False,False,False,False,False
64f6b2ec3a6c1311899983d638b84ea5f6bff1bc23e2021c49c12d5f64dc659f,g566_valid_000125,CALIBRATION,g566-empty-32x32-v0,other,48,3000,False,False,False,False,False
378a097f6406cf696790a2dcf41769536f048b24c380dbfbed2114d5d7a8332d,g566_valid_000381,CALIBRATION,g566-empty-32x32-v0,other,48,750,False,False,False,False,False
a712df68c5208f808949c2196ad5cf0f4c406fe0209b58b75f05b038313620fe,g566_valid_000637,CALIBRATION,g566-empty-32x32-v0,other,48,3000,False,False,False,False,False
2eb0c054a50fbe6707a468702a84b61a4644d96f46637f5fc5bdbe07c5b1d33a,g566_valid_000893,CALIBRATION,g566-empty-32x32-v0,other,48,750,False,False,False,False,False
46917c98f21a9bf5a3507524cd626d8086e9472bf3e1e1a84584a20d2770df07,g566_valid_001149,CALIBRATION,g566-empty-32x32-v0,other,48,3000,False,False,False,False,False
eeab6ca44a9f3658dcc8e3054e083750a87b000a8ccc3da635d19704efb15bea,g566_valid_001405,CALIBRATION,g566-empty-32x32-v0,other,48,750,False,False,False,False,False
f6f47086e01ae1832a537d1f6362f7cbe1a8fef59e40da45e8db8fe298f26a0c,g566_valid_001661,CALIBRATION,g566-empty-32x32-v0,other,48,3000,False,False,False,False,False
eb7fe8d68ef28c7b5070ad73097208f7d5cb503e2806e979de34eea2c261fe57,g566_valid_001917,CALIBRATION,g566-empty-32x32-v0,other,48,750,False,False,False,False,False
29d33e865896376c5753e26cfff23fce48597dbebeef3337eb0ecdd960c661b5,g566_valid_002173,CALIBRATION,g566-empty-32x32-v0,other,48,3000,False,False,False,False,False
d5f66eb2b75b558fe2c6b06942ebfbf54ef089904389434d502d4696a9799bdf,g566_valid_002429,CALIBRATION,g566-empty-32x32-v0,other,48,750,False,False,False,False,False
73b013e14438b913978df364f38e616ccbd6dce77f2de4984825690a8dae6ad6,g566_valid_002685,CALIBRATION,g566-empty-32x32-v0,other,48,3000,False,False,False,False,False
c3868423cbc5b8b1377bae764d11d33b611d4ba6e02359d60a8e637ee6aea061,g566_valid_002941,CALIBRATION,g566-empty-32x32-v0,other,48,750,False,False,False,False,False
31e80e2ac7d0689022c298a267aad892dc3c1b9159a17c35bd9c23e5b95c1076,g566_valid_003197,CALIBRATION,g566-empty-32x32-v0,other,48,3000,False,False,False,False,False
a7819d6c84fe8ad8c41f0dab71b6b355470105f667ec87d3f9838e05908899a4,g566_valid_003453,CALIBRATION,g566-empty-32x32-v0,other,48,750,False,False,False,False,False
bc7beeca5fd2e081bf740bf125b25152302f6c4d4acf20be13c7ce948a22444b,g566_valid_000189,CALIBRATION,g566-empty-32x32-v1,other,48,5000,False,False,False,False,False
eda8803479cea7fdd4afea7ed587264be0d83f2c0ca94738757d02bb029a6d1a,g566_valid_000445,CALIBRATION,g566-empty-32x32-v1,other,48,1000,False,False,False,False,False
740fe049f4658fad39a24f6797eda101aa56cd2fcd24a3bfec511cf812661a27,g566_valid_000701,CALIBRATION,g566-empty-32x32-v1,other,48,5000,False,False,False,False,False
199dd6ae609fca589227a739b76cde7347c5b76cdfacc371fc9decef065266a1,g566_valid_000957,CALIBRATION,g566-empty-32x32-v1,other,48,1000,False,False,False,False,False
323fb28b6b174bb88c49767d7e08634d11ced1da3e98d6dbe7fe1a7435c5c1f5,g566_valid_001213,CALIBRATION,g566-empty-32x32-v1,other,48,5000,False,False,False,False,False
993753428faeef52551bcc51a674e17054f7e4092776cb08d75d10163a650ce9,g566_valid_001469,CALIBRATION,g566-empty-32x32-v1,other,48,1000,False,False,False,False,False
e3c528706e1a6f4a76b171e5a13eaf784479bd63a41cf88dc5dbe1f5bc802dc1,g566_valid_001725,CALIBRATION,g566-empty-32x32-v1,other,48,5000,False,False,False,False,False
7390ae5f88dbb129ae43c6e573660a6a3bea7fd896ccc847fe6cb7e0642c1c0a,g566_valid_001981,CALIBRATION,g566-empty-32x32-v1,other,48,1000,False,False,False,False,False
