plan_row_id,context_key,map,map_family,agents,seed,budget_ms,ltm_max_iterations,role,candidate_id,method,model_selection_source,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g534_prospective_plan_000000,maze-32-32-4|50|212|1000,maze-32-32-4,maze,50,212,1000,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000001,maze-32-32-4|50|212|1000,maze-32-32-4,maze,50,212,1000,2,g533_best_fixed_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000002,maze-32-32-4|50|212|1000,maze-32-32-4,maze,50,212,1000,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000003,maze-32-32-4|50|212|1000,maze-32-32-4,maze,50,212,1000,2,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000004,maze-32-32-4|50|212|1000,maze-32-32-4,maze,50,212,1000,2,model_selected_candidate,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000005,maze-32-32-4|50|212|1000,maze-32-32-4,maze,50,212,1000,2,model_selected_safety_fallback,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000006,maze-32-32-4|50|212|2000,maze-32-32-4,maze,50,212,2000,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000007,maze-32-32-4|50|212|2000,maze-32-32-4,maze,50,212,2000,2,g533_best_fixed_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000008,maze-32-32-4|50|212|2000,maze-32-32-4,maze,50,212,2000,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000009,maze-32-32-4|50|212|2000,maze-32-32-4,maze,50,212,2000,2,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000010,maze-32-32-4|50|212|2000,maze-32-32-4,maze,50,212,2000,2,model_selected_candidate,repair5g59_wait_conservative,repair5g59_wait_conservative,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000011,maze-32-32-4|50|212|2000,maze-32-32-4,maze,50,212,2000,2,model_selected_safety_fallback,repair5g59_wait_conservative,repair5g59_wait_conservative,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000012,maze-32-32-4|50|213|1000,maze-32-32-4,maze,50,213,1000,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000013,maze-32-32-4|50|213|1000,maze-32-32-4,maze,50,213,1000,2,g533_best_fixed_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000014,maze-32-32-4|50|213|1000,maze-32-32-4,maze,50,213,1000,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000015,maze-32-32-4|50|213|1000,maze-32-32-4,maze,50,213,1000,2,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000016,maze-32-32-4|50|213|1000,maze-32-32-4,maze,50,213,1000,2,model_selected_candidate,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000017,maze-32-32-4|50|213|1000,maze-32-32-4,maze,50,213,1000,2,model_selected_safety_fallback,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000018,maze-32-32-4|50|213|2000,maze-32-32-4,maze,50,213,2000,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000019,maze-32-32-4|50|213|2000,maze-32-32-4,maze,50,213,2000,2,g533_best_fixed_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000020,maze-32-32-4|50|213|2000,maze-32-32-4,maze,50,213,2000,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000021,maze-32-32-4|50|213|2000,maze-32-32-4,maze,50,213,2000,2,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000022,maze-32-32-4|50|213|2000,maze-32-32-4,maze,50,213,2000,2,model_selected_candidate,repair5g59_wait_conservative,repair5g59_wait_conservative,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000023,maze-32-32-4|50|213|2000,maze-32-32-4,maze,50,213,2000,2,model_selected_safety_fallback,repair5g59_wait_conservative,repair5g59_wait_conservative,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000024,maze-32-32-4|50|214|1000,maze-32-32-4,maze,50,214,1000,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000025,maze-32-32-4|50|214|1000,maze-32-32-4,maze,50,214,1000,2,g533_best_fixed_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000026,maze-32-32-4|50|214|1000,maze-32-32-4,maze,50,214,1000,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000027,maze-32-32-4|50|214|1000,maze-32-32-4,maze,50,214,1000,2,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000028,maze-32-32-4|50|214|1000,maze-32-32-4,maze,50,214,1000,2,model_selected_candidate,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000029,maze-32-32-4|50|214|1000,maze-32-32-4,maze,50,214,1000,2,model_selected_safety_fallback,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000030,maze-32-32-4|50|214|2000,maze-32-32-4,maze,50,214,2000,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000031,maze-32-32-4|50|214|2000,maze-32-32-4,maze,50,214,2000,2,g533_best_fixed_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000032,maze-32-32-4|50|214|2000,maze-32-32-4,maze,50,214,2000,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000033,maze-32-32-4|50|214|2000,maze-32-32-4,maze,50,214,2000,2,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000034,maze-32-32-4|50|214|2000,maze-32-32-4,maze,50,214,2000,2,model_selected_candidate,repair5g59_wait_conservative,repair5g59_wait_conservative,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000035,maze-32-32-4|50|214|2000,maze-32-32-4,maze,50,214,2000,2,model_selected_safety_fallback,repair5g59_wait_conservative,repair5g59_wait_conservative,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000036,maze-32-32-4|50|215|1000,maze-32-32-4,maze,50,215,1000,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000037,maze-32-32-4|50|215|1000,maze-32-32-4,maze,50,215,1000,2,g533_best_fixed_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000038,maze-32-32-4|50|215|1000,maze-32-32-4,maze,50,215,1000,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000039,maze-32-32-4|50|215|1000,maze-32-32-4,maze,50,215,1000,2,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000040,maze-32-32-4|50|215|1000,maze-32-32-4,maze,50,215,1000,2,model_selected_candidate,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000041,maze-32-32-4|50|215|1000,maze-32-32-4,maze,50,215,1000,2,model_selected_safety_fallback,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000042,maze-32-32-4|50|215|2000,maze-32-32-4,maze,50,215,2000,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000043,maze-32-32-4|50|215|2000,maze-32-32-4,maze,50,215,2000,2,g533_best_fixed_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000044,maze-32-32-4|50|215|2000,maze-32-32-4,maze,50,215,2000,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000045,maze-32-32-4|50|215|2000,maze-32-32-4,maze,50,215,2000,2,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000046,maze-32-32-4|50|215|2000,maze-32-32-4,maze,50,215,2000,2,model_selected_candidate,repair5g59_wait_conservative,repair5g59_wait_conservative,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000047,maze-32-32-4|50|215|2000,maze-32-32-4,maze,50,215,2000,2,model_selected_safety_fallback,repair5g59_wait_conservative,repair5g59_wait_conservative,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000048,maze-32-32-4|50|216|1000,maze-32-32-4,maze,50,216,1000,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000049,maze-32-32-4|50|216|1000,maze-32-32-4,maze,50,216,1000,2,g533_best_fixed_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000050,maze-32-32-4|50|216|1000,maze-32-32-4,maze,50,216,1000,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000051,maze-32-32-4|50|216|1000,maze-32-32-4,maze,50,216,1000,2,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000052,maze-32-32-4|50|216|1000,maze-32-32-4,maze,50,216,1000,2,model_selected_candidate,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000053,maze-32-32-4|50|216|1000,maze-32-32-4,maze,50,216,1000,2,model_selected_safety_fallback,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000054,maze-32-32-4|50|216|2000,maze-32-32-4,maze,50,216,2000,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000055,maze-32-32-4|50|216|2000,maze-32-32-4,maze,50,216,2000,2,g533_best_fixed_candidate,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000056,maze-32-32-4|50|216|2000,maze-32-32-4,maze,50,216,2000,2,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000057,maze-32-32-4|50|216|2000,maze-32-32-4,maze,50,216,2000,2,best_family_static_candidate,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000058,maze-32-32-4|50|216|2000,maze-32-32-4,maze,50,216,2000,2,model_selected_candidate,repair5g59_wait_conservative,repair5g59_wait_conservative,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000059,maze-32-32-4|50|216|2000,maze-32-32-4,maze,50,216,2000,2,model_selected_safety_fallback,repair5g59_wait_conservative,repair5g59_wait_conservative,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
g534_prospective_plan_000060,maze-32-32-4|50|217|1000,maze-32-32-4,maze,50,217,1000,2,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,torch_prediction_mode_by_map_family_agent_budget,False,False,False,False,False
