pool_id,source,source_id,distance_from_current_static_flow,distance_from_legacy_helper,active_field_deltas,global_fixed_candidate,context_dependent,theta_family,support_rows_existing,success_regression_count_existing,quality_delta_existing,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,support_strata_existing
g554_pool_001829527213,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001575_t035,0.549960060081,0.916706606586,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0602868995871,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.404940090121,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_599491660406,g553_high_quality_nearmiss,repair5g549_theta_549001575,2.07131445737,0.604647790707,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0602868995871,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.15697168606,0.35,0.75,1,11,0,0,1,False,False,False,False,False,4
g554_pool_002057590958,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000030_t035,0.761243262505,1.03822058855,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.0566518380327,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.10916478167,0.472267005465,0.35,0.75,1,11.2289352421,1,0,0,False,False,False,False,False,
g554_pool_528043534982,g553_high_quality_nearmiss,repair5g549_theta_549000030,2.67498075004,1.20831408337,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0566518380327,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.3118993762,1.34933430133,0.35,0.75,1,11.6541006918,0,0,1,False,False,False,False,False,4
g554_pool_492268041143,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001085_t035,0.609732940535,0.856933726132,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0552287701643,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.494599410802,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_367415398861,g553_high_quality_nearmiss,repair5g549_theta_549001085,2.24209411581,0.775427449147,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_high_quality_nearmiss,28,0,-0.0552287701643,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.41314117372,0.35,0.75,1,11,0,1,0,False,False,False,False,False,4
g554_pool_390998492768,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001685_t035,0.576389207221,0.890277459445,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0547561474792,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.444583810832,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_365250486115,g553_high_quality_nearmiss,repair5g549_theta_549001685,2.14682630635,0.68015963968,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_high_quality_nearmiss,28,0,-0.0547561474792,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.27023945952,0.35,0.75,1,11,0,1,0,False,False,False,False,False,4
g554_pool_072690359634,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000015_t035,0.612108735781,0.854557930885,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0533903319636,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.498163103672,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_344624357089,g553_high_quality_nearmiss,repair5g549_theta_549000015,2.24888210223,0.782215435567,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0533903319636,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.42332315335,0.35,0.75,1,11,0,0,1,False,False,False,False,False,4
g554_pool_019338586495,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001087_t035,0.574653219444,1.32332768209,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,28,0,-0.0532998325548,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.118494153012,0.429826335347,0.894842747815,1,11,1,0,0,False,False,False,False,False,
g554_pool_556795234420,g553_high_quality_nearmiss,repair5g549_theta_549001087,1.64186634127,1.05712671075,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_high_quality_nearmiss,28,0,-0.0532998325548,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.338554722891,0.57807524385,1.16383642233,1,11,1,0,0,False,False,False,False,False,4
g554_pool_371695283124,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000830_t035,0.82126849247,1.39313282874,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,29,0,-0.0532001878767,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.869523760953,0.251101747797,0.35,0.75,1,10.0264356471,1,0,0,False,False,False,False,False,
g554_pool_759218927262,g553_zero_regression_low_support,repair5g549_theta_549000830,2.84648140704,1.75656998686,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,29,0,-0.0532001878767,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.627210745579,0.717433565133,0.35,0.75,1,8.21838756322,0,0,1,False,False,False,False,False,4
g554_pool_467714252590,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001080_t035,0.640621953763,1.33323814853,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.0525249675419,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.856744236511,0.160537853924,0.35,0.75,1,10.5586361827,1,0,0,False,False,False,False,False,
g554_pool_680614083184,g553_high_quality_nearmiss,repair5g549_theta_549001080,2.3303484393,1.58544232912,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0525249675419,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.590697818604,0.458679582641,0.35,0.75,1,9.73896052208,0,0,1,False,False,False,False,False,4
g554_pool_979477536492,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001100_t035,0.643391148225,1.25628800243,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.0514865059895,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.88130998738,0.220327359345,0.35,0.75,1,10.6087350825,1,0,0,False,False,False,False,False,
g554_pool_237772154543,g553_high_quality_nearmiss,repair5g549_theta_549001100,2.33826042348,1.36558476883,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0514865059895,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.660885678229,0.629506740987,0.35,0.75,1,9.8821002358,0,0,1,False,False,False,False,False,4
g554_pool_151746659883,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001067_t035,0.539941700534,1.33113650481,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,28,0,-0.0482740461267,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.0866038967923,0.406221682557,0.914910832678,1,11,1,0,0,False,False,False,False,False,
g554_pool_498603839109,g553_high_quality_nearmiss,repair5g549_theta_549001067,1.54269057295,1.07943763279,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_high_quality_nearmiss,28,0,-0.0482740461267,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.247439705121,0.510633378733,1.22117380765,1,11,1,0,0,False,False,False,False,False,4
g554_pool_430192580061,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000020_t035,0.932546569905,1.23523554453,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.0479109793974,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.900789548421,0.452983269032,0.35,0.75,1,9.99461091078,1,0,0,False,False,False,False,False,
g554_pool_449827053543,g553_high_quality_nearmiss,repair5g549_theta_549000020,3.16441877116,1.69775210449,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0479109793974,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.716541566917,1.29423791152,0.35,0.75,1,8.12745974508,0,0,1,False,False,False,False,False,4
g554_pool_422038049860,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001065_t035,0.627979804041,0.838686862625,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0472730108595,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.521969706062,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_327889796740,g553_high_quality_nearmiss,repair5g549_theta_549001065,2.29422801155,0.82756134488,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0472730108595,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.49134201732,0.35,0.75,1,11,0,0,1,False,False,False,False,False,4
g554_pool_314484100469,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001935_t035,0.54692941614,0.919737250527,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.047155833394,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.40039412421,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_682632118644,g553_high_quality_nearmiss,repair5g549_theta_549001935,2.06265547469,0.59598880802,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.047155833394,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.14398321203,0.35,0.75,1,11,0,0,1,False,False,False,False,False,4
g554_pool_241713731892,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000346_t035,0.721002337997,1.161002338,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.045984385921,1.25,1.20011844976,1.25,0.75,0.75,1,0.35,0.95,1,0.832236235528,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_546288269167,g553_zero_regression_low_support,repair5g549_theta_549000346,2.06000667998,0.593340013318,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.045984385921,1.25,1.10748128504,1.25,0.75,0.75,1,1,0.95,1,0.52067495865,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_984301944071,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000327_t035,0.481698611602,1.24946343607,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,30,0,-0.0459730089582,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.104176381647,0.422507674984,0.802016370967,1,11,1,0,0,False,False,False,False,False,
g554_pool_598201184342,g553_zero_regression_low_support,repair5g549_theta_549000327,1.37628174744,0.846086007828,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,30,0,-0.0459730089582,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.297646804706,0.55716478567,0.898618202764,1,11,1,0,0,False,False,False,False,False,4
g554_pool_023015501073,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001926_t035,0.837209455581,1.27720945558,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.045909203097,1.25,0.987505249989,1.25,0.75,0.75,1,0.35,0.95,1,0.886119677761,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_783398004118,g553_high_quality_nearmiss,repair5g549_theta_549001926,2.39202701595,0.925360349279,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.045909203097,1.25,0.50001499997,1.25,0.75,0.75,1,1,0.95,1,0.674627650745,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_687990621299,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000612_t035,0.634663390673,1.17922918154,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0458273013125,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.826387047226,0.271575656849,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_935991648298,g553_zero_regression_low_support,repair5g549_theta_549000612,1.81332397335,0.645416709167,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.0458273013125,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.503962992074,0.775930448139,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_633446647178,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000727_t035,0.481069922442,1.22850156091,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,30,0,-0.0457450842129,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.119426271147,0.407500229999,0.811971401057,1,11,1,0,0,False,False,False,False,False,
g554_pool_264064508689,g553_zero_regression_low_support,repair5g549_theta_549000727,1.3744854927,0.786194935943,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,30,0,-0.0457450842129,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.341217917564,0.514286371427,0.927061145878,1,11,1,0,0,False,False,False,False,False,4
g554_pool_231357811935,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000230_t035,0.785665513678,1.15231756038,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,30,0,-0.04548555898,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.964096371807,0.405010964977,0.35,0.75,1,10.200981698,1,0,0,False,False,False,False,False,
g554_pool_384112008117,g553_zero_regression_low_support,repair5g549_theta_549000230,2.74475861048,1.27809194381,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,30,0,-0.04548555898,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.897418205164,1.15717418565,0.35,0.75,1,8.71709056582,0,0,1,False,False,False,False,False,4
g554_pool_124491078103,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000735_t035,0.552307505386,0.914359161281,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0448146535514,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.408461258079,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_900961634196,g553_zero_regression_low_support,repair5g549_theta_549000735,2.07802144396,0.611354777293,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,30,0,-0.0448146535514,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.16703216594,0.35,0.75,1,11,0,0,1,False,False,False,False,False,4
g554_pool_671688097018,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000600_t035,0.830571823861,1.35350555799,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,30,0,-0.0442056120873,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.859084331831,0.2877996994,0.35,0.75,1,10.1288412423,1,0,0,False,False,False,False,False,
g554_pool_777305899817,g553_zero_regression_low_support,repair5g549_theta_549000600,2.87306235388,1.6433492133,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,30,0,-0.0442056120873,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.597383805232,0.82228485543,0.35,0.75,1,8.51097497805,0,0,1,False,False,False,False,False,4
g554_pool_852555807730,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000005_t035,0.620863618272,0.845803048395,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0438816432961,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.511295427408,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_571517672798,g553_high_quality_nearmiss,repair5g549_theta_549000005,2.27389605221,0.80722938554,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_high_quality_nearmiss,28,0,-0.0438816432961,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.46084407831,0.35,0.75,1,11,0,1,0,False,False,False,False,False,4
g554_pool_875682759953,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001026_t035,0.819987600025,1.25998760003,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,29,0,-0.0436909153783,1.25,1.41699551601,1.25,0.75,0.75,1,0.35,0.95,1,0.826942146116,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_146787194641,g553_zero_regression_low_support,repair5g549_theta_549001026,2.34282171436,0.87615504769,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,29,0,-0.0436909153783,1.25,1.72713004574,1.25,0.75,0.75,1,1,0.95,1,0.505548988902,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_428116677201,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001096_t035,0.761761506476,1.20176150648,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.04357942304,1.25,1.13548539153,1.25,0.75,0.75,1,0.35,0.95,1,0.843183513633,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_954188934901,g553_high_quality_nearmiss,repair5g549_theta_549001096,2.17646144708,0.709794780411,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.04357942304,1.25,0.922815404369,1.25,0.75,0.75,1,1,0.95,1,0.551952896094,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_466356938277,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001692_t035,0.430509498981,1.23342797314,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.043131017738,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.901364597271,0.0778111443777,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_207751527535,g553_high_quality_nearmiss,repair5g549_theta_549001692,1.23002713995,0.800270399459,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.043131017738,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.718184563631,0.222317555365,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_251735232254,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000225_t035,0.573882512235,0.892784154431,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0427575918456,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.440823768353,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_417785400733,g553_zero_regression_low_support,repair5g549_theta_549000225,2.13966432067,0.672997654007,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,30,0,-0.0427575918456,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.25949648101,0.35,0.75,1,11,0,0,1,False,False,False,False,False,4
g554_pool_377692290391,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001957_t035,0.491914032422,1.21846181933,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,28,0,-0.042440290439,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.135089159822,0.4137001176,0.802786806926,1,11,1,0,0,False,False,False,False,False,
g554_pool_254634527639,g553_high_quality_nearmiss,repair5g549_theta_549001957,1.40546866406,0.75750995998,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_high_quality_nearmiss,28,0,-0.042440290439,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.385969028062,0.532000335999,0.900819448361,1,11,1,0,0,False,False,False,False,False,4
g554_pool_515194793661,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000710_t035,0.764359656265,1.07985090528,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,30,0,-0.0417555474613,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.898345503309,0.443381563236,0.35,0.75,1,11.348469803,1,0,0,False,False,False,False,False,
g554_pool_630264754577,g553_zero_regression_low_support,repair5g549_theta_549000710,2.68388473222,1.21721806555,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,30,0,-0.0417555474613,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.709558580883,1.26680446639,0.35,0.75,1,11.9956280087,0,0,1,False,False,False,False,False,4
g554_pool_312557329866,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001070_t035,0.883530917942,1.22739311022,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.0416055234214,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.867560964878,0.422103355793,0.35,0.75,1,10.2412414175,1,0,0,False,False,False,False,False,
g554_pool_346198149193,g553_high_quality_nearmiss,repair5g549_theta_549001070,3.02437405125,1.55770738459,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0416055234214,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.621602756794,1.20600958798,0.35,0.75,1,8.83211833576,0,0,1,False,False,False,False,False,4
g554_pool_654773392559,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000247_t035,0.555787417175,1.25805141265,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,30,0,-0.0412288374489,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.153302003396,0.450067494865,0.810627141246,1,11,1,0,0,False,False,False,False,False,
g554_pool_524526313307,g553_zero_regression_low_support,repair5g549_theta_549000247,1.58796404907,0.870623083754,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,30,0,-0.0412288374489,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.438005723989,0.635907128186,0.923220403559,1,11,1,0,0,False,False,False,False,False,4
g554_pool_585377699915,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001931_t035,0.537361415277,1.11813057374,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.041211167817,1.25,1.25,1.25,0.75,0.75,1,0.272509104982,0.95,1,0.905587338825,0.337412205175,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_286225359579,g553_high_quality_nearmiss,repair5g549_theta_549001931,1.53531832936,0.470849258302,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.041211167817,1.25,1.25,1.25,0.75,0.75,1,0.778597442805,0.95,1,0.730249539501,0.96403487193,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_471398947931,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000507_t035,0.548917660081,1.13148040162,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,30,0,-0.0411995219562,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.243077943844,0.395481254037,0.812517662465,1,11,1,0,0,False,False,False,False,False,
