pool_id,source,source_id,distance_from_current_static_flow,distance_from_legacy_helper,active_field_deltas,global_fixed_candidate,context_dependent,theta_family,support_rows_existing,success_regression_count_existing,quality_delta_existing,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,support_strata_existing
g554_pool_797227334927,g553_high_quality_nearmiss,repair5g549_theta_549001042,1.53270353459,0.303612392776,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.0230580699986,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.815175369649,0.821818356363,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_850156987269,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001942_t035,0.407792444415,1.15845322309,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.022930737558,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.950210499579,0.117004415991,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_682844637324,g553_high_quality_nearmiss,repair5g549_theta_549001942,1.16512126976,0.586056827887,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.022930737558,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.857744284511,0.334298331403,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_498979731651,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001550_t035,0.998760837486,1.24418782663,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.02293011964,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.1573505853,0.495929758142,0.35,0.75,1,10.0768383463,1,0,0,False,False,False,False,False,
g554_pool_762998964097,g553_high_quality_nearmiss,repair5g549_theta_549001550,3.35360239279,1.88693572613,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.02293011964,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.44957310085,1.41694216612,0.35,0.75,1,8.36239527521,0,0,1,False,False,False,False,False,4
g554_pool_694414451079,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000140_t035,0.822417890165,1.05221741057,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,30,0,-0.022924731108,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.859940780118,0.507650359699,0.35,0.75,1,11.2557003886,1,0,0,False,False,False,False,False,
g554_pool_131406226981,g553_zero_regression_low_support,repair5g549_theta_549000140,2.84976540048,1.38309873381,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,30,0,-0.022924731108,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.599830800338,1.45042959914,0.35,0.75,1,11.7305725389,0,0,1,False,False,False,False,False,4
g554_pool_030825095335,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001121_t035,0.518433901132,1.05248789702,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,29,0,-0.022871432241,1.25,1.25,1.25,0.75,0.75,1,0.275342209316,0.95,1,0.947872434255,0.369048851902,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_084554105639,g553_zero_regression_low_support,repair5g549_theta_549001121,1.48123971752,0.355865808269,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,29,0,-0.022871432241,1.25,1.25,1.25,0.75,0.75,1,0.786692026616,0.95,1,0.851064097872,1.05442529115,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_970675734615,g553_zero_regression_low_support_shrinkage_to_hand,repair5g550_theta_550000005_t035,0.675819738358,1.11581973836,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,200,0,-0.0227469364649,1.25,1.31238860022,1.25,0.75,0.75,1,0.35,0.95,1,0.887424475151,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_376562541472,g553_zero_regression_low_support,repair5g550_theta_550000005,1.93091353817,0.464246871503,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,200,0,-0.0227469364649,1.25,1.42825314349,1.25,0.75,0.75,1,1,0.95,1,0.678355643289,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,15
g554_pool_856102100554,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000527_t035,0.486067684949,1.29718351605,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,30,0,-0.02247007168,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.0716631266736,0.302680339639,0.873928364644,1,11,1,0,0,False,False,False,False,False,
g554_pool_494139322448,g553_zero_regression_low_support,repair5g549_theta_549000527,1.38876481414,0.982429093477,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,30,0,-0.02247007168,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.204751790496,0.214800970398,1.10408104184,1,11,1,0,0,False,False,False,False,False,4
g554_pool_741370806840,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000307_t035,0.60006871028,1.28018213672,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,30,0,-0.0224620206655,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.16991493017,0.453768387463,0.846352007297,1,11,1,0,0,False,False,False,False,False,
g554_pool_739403886613,g553_zero_regression_low_support,repair5g549_theta_549000307,1.71448202937,0.933853723962,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,30,0,-0.0224620206655,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.485471229058,0.646481107038,1.02529144942,1,11,1,0,0,False,False,False,False,False,4
g554_pool_046000566302,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001515_t035,0.568827472346,0.897839194321,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0223577189316,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.433241208519,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_935649629263,g553_high_quality_nearmiss,repair5g549_theta_549001515,2.12522134956,0.658554682893,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_high_quality_nearmiss,28,0,-0.0223577189316,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.23783202434,0.35,0.75,1,11,0,0,1,False,False,False,False,False,4
g554_pool_586082309162,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549001156_t035,0.765544998909,1.20554499891,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,29,0,-0.0222840143571,1.25,1.09510553479,1.25,0.75,0.75,1,0.35,0.95,1,0.871703906592,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_403728239537,g553_zero_regression_low_support,repair5g549_theta_549001156,2.18727142546,0.72060475879,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,29,0,-0.0222840143571,1.25,0.807444385111,1.25,0.75,0.75,1,1,0.95,1,0.633439733121,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_299282780730,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000940_t035,0.633742717508,1.17266721966,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,29,0,-0.0221773348463,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.905812738375,0.275806623387,0.35,0.75,1,10.6972625055,1,0,0,False,False,False,False,False,
g554_pool_234572716550,g553_zero_regression_low_support,repair5g549_theta_549000940,2.31069347862,1.12666824667,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,29,0,-0.0221773348463,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.730893538213,0.788018923962,0.35,0.75,1,10.1350357299,0,0,1,False,False,False,False,False,4
g554_pool_861754463786,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000766_t035,0.685292259416,1.12529225942,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,29,0,-0.0221377645145,1.25,1.1650493949,1.25,0.75,0.75,1,0.35,0.95,1,0.896001557997,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_694600783418,g553_zero_regression_low_support,repair5g549_theta_549000766,1.95797788405,0.491311217379,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,29,0,-0.0221377645145,1.25,1.00728398543,1.25,0.75,0.75,1,1,0.95,1,0.702861594277,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_785463854564,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001922_t035,0.553508002983,0.957360775279,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.022125867154,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.977898944202,0.377110420778,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_068583690051,g553_high_quality_nearmiss,repair5g549_theta_549001922,1.58145143709,0.114784770428,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.022125867154,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.936854126292,1.07745834508,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_797842569987,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001041_t035,0.443374563251,1.17153206694,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0218863435533,1.25,1.25,1.25,0.75,0.75,1,0.24737005526,0.95,1,0.92588001824,0.257037805925,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_700341931711,g553_high_quality_nearmiss,repair5g549_theta_549001041,1.26678446643,0.623424953149,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.0218863435533,1.25,1.25,1.25,0.75,0.75,1,0.706771586457,0.95,1,0.788228623543,0.734393731213,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_640425696943,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000652_t035,0.673288963422,0.882340525319,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0218768304138,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.955518588963,0.523211328577,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_111870413959,g553_zero_regression_low_support,repair5g549_theta_549000652,1.92368275263,0.457016085968,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.0218768304138,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.872910254179,1.49488951022,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_718577718657,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000329_t035,0.529386198227,1.22059595581,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0215492246155,1.25,1.08791019668,1.25,0.75,0.75,1,0.35,0.95,1,0.988014098972,0.161592681815,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_529917741794,g553_zero_regression_low_support,repair5g549_theta_549000329,1.51253199494,0.763607492785,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.0215492246155,1.25,0.786886276227,1.25,0.75,0.75,1,1,0.95,1,0.965754568491,0.461693376613,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_633925075407,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000296_t035,0.624591180816,1.06459118082,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0214348247956,1.25,1.19358571283,1.25,0.75,0.75,1,0.35,0.95,1,0.933873582253,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_958255221292,g553_zero_regression_low_support,repair5g549_theta_549000296,1.78454623091,0.317879564239,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.0214348247956,1.25,1.08881632237,1.25,0.75,0.75,1,1,0.95,1,0.811067377865,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_503386089555,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001248_t035,0.678319690027,1.55817305032,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,28,0,-0.021252463501,1.25,1.25,1.25,0.75,0.75,1,0.0750916498167,0.95,1,0.945631668737,0.35,0.35,0.75,0.752091470817,11,1,0,0,False,False,False,False,False,
g554_pool_750405828673,g553_high_quality_nearmiss,repair5g549_theta_549001248,1.93805625722,1.72811347711,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_high_quality_nearmiss,28,0,-0.021252463501,1.25,1.25,1.25,0.75,0.75,1,0.214547570905,0.95,1,0.844661910676,1,0.35,0.75,0.29168991662,11,1,0,0,False,False,False,False,False,4
g554_pool_434136745114,g553_zero_regression_low_support_shrinkage_to_hand,repair5g550_theta_550000023_t035,0.83895294118,1.12868627451,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,190,0,-0.0212226670965,1.25,1.17774851768,1.25,0.75,0.75,1,0.3885,0.95,1,0.976598244676,0.4165,0.3598,0.80775,0.9825,11.35,1,0,0,False,False,False,False,False,
g554_pool_890176779247,g553_zero_regression_low_support,repair5g550_theta_550000023,2.39700840337,0.930341736698,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,190,0,-0.0212226670965,1.25,1.04356719338,1.25,0.75,0.75,1,1.11,0.95,1,0.933137841931,1.19,0.378,0.915,0.95,12,1,0,0,False,False,False,False,False,14
g554_pool_223796546023,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000324_t035,0.823811937377,1.26381193738,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,30,0,-0.0210501501336,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.958892057216,9.97732794534,1,0,0,False,False,False,False,False,
g554_pool_447077863316,g553_zero_regression_low_support,repair5g549_theta_549000324,2.3537483925,0.887081725836,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,30,0,-0.0210501501336,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.882548734903,8.07807984384,1,0,0,False,False,False,False,False,4
g554_pool_417582544223,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000033_t035,0.176728296543,1.28993837012,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0209708261357,1.25,1.25,1.25,0.75,0.75,1,0.216452254595,0.95,1,1,0.00534973930053,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_572333345738,g553_high_quality_nearmiss,repair5g549_theta_549000033,0.504937990124,0.961728676543,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.0209708261357,1.25,1.25,1.25,0.75,0.75,1,0.61843501313,0.95,1,1,0.0152849694301,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_984062205725,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000323_t035,0.330678988642,1.13598767802,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0207282418618,1.25,1.25,1.25,0.75,0.75,1,0.186231127538,0.95,1,1,0.272541129918,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_365616375382,g553_zero_regression_low_support,repair5g549_theta_549000323,0.944797110406,0.521869556261,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.0207282418618,1.25,1.25,1.25,0.75,0.75,1,0.532088935822,0.95,1,1,0.778688942622,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_502410706091,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549001963_t035,0.251126247747,1.21554041892,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.020646154932,1.25,1.25,1.25,0.75,0.75,1,0.299525463449,0.95,1,1,0.0172588154824,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_206226575499,g553_high_quality_nearmiss,repair5g549_theta_549001963,0.717503564993,0.749163101674,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.020646154932,1.25,1.25,1.25,0.75,0.75,1,0.855787038426,0.95,1,1,0.0493109013782,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_945688433107,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000577_t035,0.465809515464,1.15882942276,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,30,0,-0.020442877191,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.16023506953,0.341328662343,0.835183704633,1,11,1,0,0,False,False,False,False,False,
g554_pool_635586259885,g553_zero_regression_low_support,repair5g549_theta_549000577,1.3308843299,0.587131684069,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,30,0,-0.020442877191,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.457814484371,0.325224749551,0.993382013236,1,11,1,0,0,False,False,False,False,False,4
g554_pool_034372898258,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000635_t035,0.501776006448,0.964890660219,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0204052365554,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.332664009672,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_928931710102,g553_zero_regression_low_support,repair5g549_theta_549000635,1.93364573271,0.533020933958,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_agent_progress,True,False,g553_zero_regression_low_support,30,0,-0.0204052365554,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.950468599063,0.35,0.75,1,11,0,1,0,False,False,False,False,False,4
g554_pool_668504908129,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000021_t035,0.589847590305,1.04595819808,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0201093777132,1.25,1.25,1.25,0.75,0.75,1,0.388765922468,0.95,1,0.915430439139,0.291397937204,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_170503782210,g553_high_quality_nearmiss,repair5g549_theta_549000021,1.68527882944,0.441858116283,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.0201093777132,1.25,1.25,1.25,0.75,0.75,1,1.11075977848,0.95,1,0.758372683255,0.832565534869,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_358508031013,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000269_t035,0.634446552106,1.07659120782,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0200871555667,1.25,1.12937030876,1.25,0.75,0.75,1,0.35,0.95,1,0.974318206364,0.348391508217,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_455406632097,g553_zero_regression_low_support,repair5g549_theta_549000269,1.81270443459,0.352165355669,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.0200871555667,1.25,0.905343739313,1.25,0.75,0.75,1,1,0.95,1,0.926623446753,0.995404309191,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_032272536270,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000241_t035,0.656725736548,1.00885631229,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,30,0,-0.0200636478156,1.25,1.25,1.25,0.75,0.75,1,0.4375,0.95,1,0.900542308916,0.310902068196,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_833484921450,g553_zero_regression_low_support,repair5g549_theta_549000241,1.87635924728,0.558637082725,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,30,0,-0.0200636478156,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,0.71583516833,0.888291623417,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_699118517020,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000096_t035,0.623739492517,1.06373949252,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0199793611383,1.25,1.25838283323,1.25,0.75,0.75,1,0.35,0.95,1,0.8963001074,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_861196870057,g553_high_quality_nearmiss,repair5g549_theta_549000096,1.78211283578,0.315446169109,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.0199793611383,1.25,1.2739509521,1.25,0.75,0.75,1,1,0.95,1,0.703714592571,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_621512800732,g553_zero_regression_low_support_shrinkage_to_hand,repair5g550_theta_550000050_t035,0.608401627788,1.47531503888,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,188,0,-0.0199181261837,1.25,1.34625,1.25,0.75,0.75,1,0.166257672829,0.95,1,0.9615,0.250305734287,0.3353,0.799875,1,10.461,1,0,0,False,False,False,False,False,
g554_pool_016452950036,g553_zero_regression_low_support,repair5g550_theta_550000050,1.73829036511,1.49137630156,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,True,False,g553_zero_regression_low_support,188,0,-0.0199181261837,1.25,1.525,1.25,0.75,0.75,1,0.47502192237,0.95,1,0.89,0.715159240819,0.308,0.8925,1,9.46,1,0,0,False,False,False,False,False,15
g554_pool_793360460235,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000996_t035,0.749237831524,1.18923783152,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,29,0,-0.01989258372,1.25,1.00767964714,1.25,0.75,0.75,1,0.35,0.95,1,0.957951784097,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_062804962489,g553_zero_regression_low_support,repair5g549_theta_549000996,2.14067951864,0.674012851974,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,29,0,-0.01989258372,1.25,0.557656134688,1.25,0.75,0.75,1,1,0.95,1,0.879862240276,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
g554_pool_540199345478,g553_high_quality_nearmiss_shrinkage_to_hand,repair5g549_theta_549000006_t035,0.752954474089,1.19295447409,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,28,0,-0.0198693686058,1.25,1.02678085894,1.25,0.75,0.75,1,0.35,0.95,1,0.938954172092,0.35,0.35,0.75,1,11,1,0,0,False,False,False,False,False,
g554_pool_954461730172,g553_high_quality_nearmiss,repair5g549_theta_549000006,2.1512984974,0.684631830737,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_high_quality_nearmiss,28,0,-0.0198693686058,1.25,0.612231025538,1.25,0.75,0.75,1,1,0.95,1,0.825583348833,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,4
