normalized_context_key,normalized_trace_context_key,map,map_family,map_agent_group,agents,seed,iteration,traffic_before_hash_full,short_budget_ms,candidate_id,candidate_role,audit_candidate_region,feature_blocked_reason_vertex_conflict_rate,feature_blocked_reason_edge_swap_rate,feature_blocked_reason_reserved_block_rate,feature_blocked_reason_backtrack_rate,feature_blocked_reason_unknown_rate,feature_blocked_progress_event_rate,feature_blocked_nonprogress_event_rate,feature_competing_neighbor_count_mean,feature_competing_neighbor_count_max,feature_committed_local_position_mean,feature_blocked_local_position_mean,feature_wait_local_position_mean,feature_goal_progress_local_position_mean,feature_local_margin_top1_top2_mean,feature_local_margin_blocked_vs_committed_mean,feature_candidate_predicted_weight_on_blocked_progress_edges,feature_candidate_predicted_weight_on_committed_progress_edges,feature_candidate_predicted_weight_on_wait_edges,feature_candidate_predicted_blocked_minus_committed_weight,feature_candidate_predicted_progress_minus_wait_weight,feature_candidate_predicted_goal_progress_local_position_shift,feature_candidate_predicted_wait_local_position_shift,feature_candidate_predicted_goal_progress_rank_shift,feature_candidate_predicted_wait_rank_shift,feature_candidate_predicted_blocked_edge_relief_metric,feature_candidate_predicted_nonprogress_penalty_metric,feature_candidate_predicted_flow_shield_on_progress_edges,feature_candidate_predicted_flow_shield_on_wait_edges,feature_candidate_predicted_congestion_decay_effect,feature_candidate_predicted_flow_decay_effect,feature_goal_aware_congestion_on_goal_progress_edges,feature_goal_aware_flow_on_goal_progress_edges,feature_goal_aware_congestion_on_blocked_edges,feature_goal_aware_flow_on_blocked_edges,feature_goal_aware_c_minus_f_alignment,feature_goal_aware_update_balance,feature_param_alpha_cong_committed,feature_param_alpha_cong_blocked,feature_param_alpha_flow_progress,feature_param_alpha_flow_wait_or_nonprogress,feature_param_rho_cong,feature_param_rho_flow,feature_param_flow_shield_beta,feature_param_max_flow_shield,feature_param_c_only,feature_mix_alpha_cong_committed_blocked_progress_event_rate,feature_mix_alpha_cong_committed_competing_neighbor_count_mean,feature_mix_alpha_cong_committed_local_margin_blocked_vs_committed_mean,feature_mix_alpha_cong_committed_goal_aware_c_minus_f_alignment,feature_mix_alpha_cong_blocked_blocked_progress_event_rate,feature_mix_alpha_cong_blocked_competing_neighbor_count_mean,feature_mix_alpha_cong_blocked_local_margin_blocked_vs_committed_mean,feature_mix_alpha_cong_blocked_goal_aware_c_minus_f_alignment,feature_mix_alpha_flow_progress_blocked_progress_event_rate,feature_mix_alpha_flow_progress_competing_neighbor_count_mean,feature_mix_alpha_flow_progress_local_margin_blocked_vs_committed_mean,feature_mix_alpha_flow_progress_goal_aware_c_minus_f_alignment,feature_mix_alpha_flow_wait_or_nonprogress_blocked_progress_event_rate,feature_mix_alpha_flow_wait_or_nonprogress_competing_neighbor_count_mean,feature_mix_alpha_flow_wait_or_nonprogress_local_margin_blocked_vs_committed_mean,feature_mix_alpha_flow_wait_or_nonprogress_goal_aware_c_minus_f_alignment,feature_mix_rho_cong_blocked_progress_event_rate,feature_mix_rho_cong_competing_neighbor_count_mean,feature_mix_rho_cong_local_margin_blocked_vs_committed_mean,feature_mix_rho_cong_goal_aware_c_minus_f_alignment,feature_mix_rho_flow_blocked_progress_event_rate,feature_mix_rho_flow_competing_neighbor_count_mean,feature_mix_rho_flow_local_margin_blocked_vs_committed_mean,feature_mix_rho_flow_goal_aware_c_minus_f_alignment,feature_mix_flow_shield_beta_blocked_progress_event_rate,feature_mix_flow_shield_beta_competing_neighbor_count_mean,feature_mix_flow_shield_beta_local_margin_blocked_vs_committed_mean,feature_mix_flow_shield_beta_goal_aware_c_minus_f_alignment,feature_mix_max_flow_shield_blocked_progress_event_rate,feature_mix_max_flow_shield_competing_neighbor_count_mean,feature_mix_max_flow_shield_local_margin_blocked_vs_committed_mean,feature_mix_max_flow_shield_goal_aware_c_minus_f_alignment,feature_mix_c_only_blocked_progress_event_rate,feature_mix_c_only_competing_neighbor_count_mean,feature_mix_c_only_local_margin_blocked_vs_committed_mean,feature_mix_c_only_goal_aware_c_minus_f_alignment,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,target_safe_g522_positive,target_delta_vs_old14_plus_g518,target_candidate_induced_no_solution,target_budget_sensitive_failure,target_static_failure_recovery,target_oracle_region,target_oracle_candidate,target_region_top2_positive,target_candidate_top3_positive,target_rank_effect_explains_win,audit_win_requires_blocked_edge_relief,audit_win_requires_wait_penalty,audit_failure_requires_priority_block_reason,audit_failure_requires_high_competing_rank_margin
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,1000,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.06673922507618632,0.4341314758380496,0.007248585111014367,0.023835437527209395,0.265302568567697,-0.4823683064867218,0.007248585111014367,-0.4823683064867218,0.007248585111014367,0.012513604701784933,0.014658249891162385,0.16882890727035263,0.005637788419677841,0.0,0.0,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,0.8499999999999999,0.9,1.4,1.0,0.45,0.95,1.0,0.35,0.75,0.0,0.042903787548976925,3.919721375709,-2.0982558139560004,0.9,0.06673922507618632,6.097344362213999,-3.263953488376,1.4,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.021451893774488463,1.9598606878545,-1.0491279069780002,0.45,0.04528733130169786,4.137483674359499,-2.214825581398,0.95,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.01668480626904658,1.5243360905534997,-0.815988372094,0.35,0.0357531562908141,3.2664344797575,-1.74854651163,0.75,0.0,0.0,-0.0,0.0,False,False,False,False,False,False,0.001017294,False,False,False,D_fractional_coverage,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,False,False,False,False,True,False,False
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,1000,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,g518_retained,g518_retained,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.0715063125816282,0.4341314758380496,0.007248585111014367,0.02860252503265128,0.265302568567697,-0.4823683064867218,0.007248585111014367,-0.4823683064867218,0.007248585111014367,0.016088920330866348,0.01328907270352634,0.2170657379190248,0.007248585111014367,0.0,0.0,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,0.95,0.9,1.5,1.0,0.45,0.95,1.0,0.45,0.75,0.0,0.042903787548976925,3.919721375709,-2.0982558139560004,0.9,0.0715063125816282,6.532868959515,-3.49709302326,1.5,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.021451893774488463,1.9598606878545,-1.0491279069780002,0.45,0.04528733130169786,4.137483674359499,-2.214825581398,0.95,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.021451893774488463,1.9598606878545,-1.0491279069780002,0.45,0.0357531562908141,3.2664344797575,-1.74854651163,0.75,0.0,0.0,-0.0,0.0,False,False,False,False,False,False,0.02441505596,False,False,False,D_fractional_coverage,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,False,False,False,False,True,False,False
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,1000,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.07865694383979102,0.4341314758380496,0.007248585111014367,0.035753156290814096,0.265302568567697,-0.4823683064867218,0.007248585111014367,-0.4823683064867218,0.007248585111014367,0.012513604701784933,0.01727579451458424,0.16882890727035263,0.005637788419677841,0.0,0.0,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,1.0999999999999999,0.9,1.65,1.0,0.45,0.95,1.0,0.35,0.75,0.0,0.042903787548976925,3.919721375709,-2.0982558139560004,0.9,0.07865694383979102,7.186155855466499,-3.8468023255859998,1.65,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.021451893774488463,1.9598606878545,-1.0491279069780002,0.45,0.04528733130169786,4.137483674359499,-2.214825581398,0.95,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.01668480626904658,1.5243360905534997,-0.815988372094,0.35,0.0357531562908141,3.2664344797575,-1.74854651163,0.75,0.0,0.0,-0.0,0.0,False,False,False,False,False,False,0.002543235,False,False,False,D_fractional_coverage,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,False,False,False,False,True,False,False
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,1000,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max0p75_c0,g518_retained,g518_retained,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.05482150631258162,0.5788419677840662,0.011275576839355681,-0.002383543752720942,0.14471049194601657,-0.4823683064867218,0.011275576839355681,-0.4823683064867218,0.011275576839355681,0.01966423595994776,0.00833587287766652,0.265302568567697,0.008859381802350894,0.0,0.0,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,0.6499999999999997,1.2,1.15,1.0,0.7,0.95,1.0,0.55,0.75,0.0,0.05720505006530256,5.226295167611999,-2.797674418608,1.2,0.05482150631258162,5.008532868961499,-2.6811046511659997,1.15,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.03336961253809316,3.0486721811069994,-1.631976744188,0.7,0.04528733130169786,4.137483674359499,-2.214825581398,0.95,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.026218981279930345,2.3953852851555,-1.2822674418620001,0.55,0.0357531562908141,3.2664344797575,-1.74854651163,0.75,0.0,0.0,-0.0,0.0,False,False,False,False,False,False,0.01932858597,False,False,False,D_fractional_coverage,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,False,False,False,False,True,False,False
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,1000,repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,g518_retained,g518_retained,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.05482150631258162,0.5788419677840662,0.011275576839355681,-0.002383543752720942,0.14471049194601657,-0.4823683064867218,0.011275576839355681,-0.4823683064867218,0.011275576839355681,0.02145189377448846,0.007409664780148019,0.2894209838920331,0.009664780148019156,0.0,0.0,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,0.6499999999999997,1.2,1.15,1.0,0.7,0.95,1.0,0.6,0.75,0.0,0.05720505006530256,5.226295167611999,-2.797674418608,1.2,0.05482150631258162,5.008532868961499,-2.6811046511659997,1.15,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.03336961253809316,3.0486721811069994,-1.631976744188,0.7,0.04528733130169786,4.137483674359499,-2.214825581398,0.95,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.02860252503265128,2.6131475838059997,-1.398837209304,0.6,0.0357531562908141,3.2664344797575,-1.74854651163,0.75,0.0,0.0,-0.0,0.0,False,False,False,False,False,False,0.02085452696,False,False,False,D_fractional_coverage,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,False,False,False,True,True,False,False
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,1000,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,g518_retained,g518_retained,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.06435568132346539,0.5788419677840662,0.011275576839355681,0.007150631258162827,0.14471049194601657,-0.4823683064867218,0.011275576839355681,-0.4823683064867218,0.011275576839355681,0.02145189377448846,0.00869830213321724,0.2894209838920331,0.009664780148019156,0.0,0.0,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,0.8499999999999999,1.2,1.35,1.0,0.7,0.95,1.0,0.6,0.75,0.0,0.05720505006530256,5.226295167611999,-2.797674418608,1.2,0.06435568132346539,5.8795820635635,-3.1473837209340005,1.35,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.03336961253809316,3.0486721811069994,-1.631976744188,0.7,0.04528733130169786,4.137483674359499,-2.214825581398,0.95,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.02860252503265128,2.6131475838059997,-1.398837209304,0.6,0.0357531562908141,3.2664344797575,-1.74854651163,0.75,0.0,0.0,-0.0,0.0,False,False,False,False,False,False,0.01627670397,False,False,False,D_fractional_coverage,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,False,False,False,True,True,False,False
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,g518_retained,g518_retained,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.059588593818023505,0.6029603831084023,0.005637788419677841,0.0,0.3135393992163692,-0.4823683064867218,0.005637788419677841,-0.4823683064867218,0.005637788419677841,0.01072594688724423,0.0140944710491946,0.14471049194601654,0.004832390074009578,0.0,0.0,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,1.15,1.25,1.25,1.0,0.35,0.95,1.0,0.3,0.75,0.0,0.059588593818023505,5.4440574662625,-2.9142441860500004,1.25,0.059588593818023505,5.4440574662625,-2.9142441860500004,1.25,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.01668480626904658,1.5243360905534997,-0.815988372094,0.35,0.04528733130169786,4.137483674359499,-2.214825581398,0.95,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.01430126251632564,1.3065737919029998,-0.699418604652,0.3,0.0357531562908141,3.2664344797575,-1.74854651163,0.75,0.0,0.0,-0.0,0.0,False,False,False,False,False,False,0.002543235,False,False,False,D_fractional_coverage,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,False,False,False,False,True,False,False
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,g518_retained,g518_retained,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.059588593818023505,0.6029603831084023,0.00805398345668263,0.0,0.2411841532433609,-0.4823683064867218,0.00805398345668263,-0.4823683064867218,0.00805398345668263,0.012513604701784933,0.013087723117109274,0.16882890727035263,0.005637788419677841,0.0,0.0,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,1.0,1.25,1.25,1.0,0.5,0.95,1.0,0.35,0.75,0.0,0.059588593818023505,5.4440574662625,-2.9142441860500004,1.25,0.059588593818023505,5.4440574662625,-2.9142441860500004,1.25,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.023835437527209402,2.177622986505,-1.16569767442,0.5,0.04528733130169786,4.137483674359499,-2.214825581398,0.95,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.01668480626904658,1.5243360905534997,-0.815988372094,0.35,0.0357531562908141,3.2664344797575,-1.74854651163,0.75,0.0,0.0,-0.0,0.0,False,False,False,False,False,False,0.003051882,False,False,False,D_fractional_coverage,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,False,False,False,False,True,False,False
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,1000,repair5g522_grid_c0p83_b1p50_f1p04_w0p64_dc0p97_df1p00_beta0p68_max1p00_c0,g522_response_surface,D_fractional_coverage,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.0715063125816282,0.40036569438397906,0.010309098824553766,0.0319394862864606,0.19294732259468872,-0.5016630387461907,0.010309098824553766,-0.5016630387461907,0.010309098824553766,0.03241619503700479,0.0077318241184153235,0.3280104484109708,0.010953417501088377,0.0,0.0,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,0.6499999999999999,0.83,1.5,1.04,0.64,0.97,1.0,0.68,1.0,0.0,0.039566826295167605,3.6148541575982995,-1.9350581395372,0.83,0.0715063125816282,6.532868959515,-3.49709302326,1.5,0.04957771005659556,4.5294558119304,-2.4246511627936003,1.04,0.030509360034828036,2.7873574227263997,-1.4920930232576002,0.64,0.04624074880278624,4.2245885938197,-2.2614534883748,0.97,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.03241619503700479,2.9615672616468,-1.5853488372112001,0.68,0.047670875054418804,4.35524597301,-2.33139534884,1.0,0.0,0.0,-0.0,0.0,False,False,False,False,False,True,-0.01271617497,False,False,False,D_fractional_coverage,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,True,False,False,True,True,False,False
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,1000,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,g522_response_surface,D_fractional_coverage,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.07484327383543753,0.41966042664344794,0.012725293861558556,0.03336961253809317,0.16400522420548536,-0.5450761863299955,0.012725293861558556,-0.5450761863299955,0.012725293861558556,0.02291062255115368,0.01163317370483239,0.26047888550282977,0.00869830213321724,0.0,0.0,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,0.52,0.87,1.57,1.13,0.79,0.91,0.95,0.54,0.89,0.0,0.04147366129734436,3.7890639965186996,-2.0283139534908,0.87,0.07484327383543753,6.8377361776256995,-3.6602906976788003,1.57,0.05386808881149324,4.921427949501299,-2.6344767441892,1.13,0.03765999129299086,3.4406443186779,-1.8418023255836002,0.79,0.043380496299521114,3.9632738354390997,-2.1215697674444,0.91,0.04528733130169786,4.137483674359499,-2.214825581398,0.95,0.025742272529386157,2.3518328254254,-1.2589534883736002,0.54,0.04242707879843274,3.8761689159788997,-2.0749418604676,0.89,0.0,0.0,-0.0,0.0,False,False,False,False,False,True,-0.02085452695,False,False,False,D_fractional_coverage,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,True,True,True,True,True,False,False
