instance_index,map,map_family,solver_seed,solver_scenario_path,solver_scenario_sha256,solver_scenario_pair_count,start_goal_assignment_sha256,actual_solver_scenario_from_instance_assignment,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
2831,g565-synth-bridge-b-48,narrow_bridge,9831,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-b-48-random-9831.scen,c64c35d326f9d49eabdaeee9bb851ca1583baa4fbdb9e1fdaa999175ad01b47e,256,fc68a9aa059388ee600bf170e4355f0524e7aa0a17aa5a6d2a2e693521869f85,True,False,False,False,False,False
2832,g565-synth-labyrinth-a-40,labyrinth,9832,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-a-40-random-9832.scen,1abe68db8ae2fc92ea89a68c5903f0bb195954c6476ff169a76558d1efb85c06,16,ca6e3ed208037bc54439fce2b8fe0b8c9524e58cbbd5f3f683618cfb8a21467d,True,False,False,False,False,False
2833,g565-synth-labyrinth-b-48,labyrinth,9833,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-b-48-random-9833.scen,4053adc20489aa1693ddf47749e4e71e17fcb3d1cb198f732596a6c35d9ee714,32,d7157794bbf6a2c81367af45abfdb6d39c902577a32246ce2aa4b0c955849d57,True,False,False,False,False,False
2834,g565-synth-checker-a-40,checker,9834,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-a-40-random-9834.scen,e513145c3b635e2bfb89f3b76235d77c1795ce3db6bef2218f2fd648455aff17,64,4ffa14cc2485091d7ba1ad629b2dbd45ba032259ddaaccf9c747739c4b39173d,True,False,False,False,False,False
2835,g565-synth-checker-b-48,checker,9835,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-b-48-random-9835.scen,372650cd504dd9f7b09a04ee8ea5e66204bdd000e6f926a66f50d3b1d45a515d,96,ee4cd905afa20fe13aa852fdb9bcb68b2fbd97b55c76e78289737d7108b05585,True,False,False,False,False,False
2836,g565-synth-corridor-grid-a-44,corridor_grid,9836,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-a-44-random-9836.scen,8ab7ef8442e9b6dc8ae73ff0ac007836f593c615ef0eb67bf5c2dc4e10a2c34d,128,200b6d1a832d31a52d8a8df540f18a8d849f7d99e1eff43ac07d67f5f6a11ec7,True,False,False,False,False,False
2837,g565-synth-corridor-grid-b-52,corridor_grid,9837,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-b-52-random-9837.scen,d0fa5a98b25fcca48f2c6ca49b81f96c0bf15f522441178e017c7ce73fa1efc7,256,297d1a7ea1c6ce9110f582f1008de8b4e24a2f2b12cb2afe756d4ef4c5786ac9,True,False,False,False,False,False
2838,g565-synth-hub-spoke-a-44,hub_spoke,9838,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-a-44-random-9838.scen,c10f9c65e6ce2c221a93261e8da4f1fdd1c8a6bc682285316b151152c63819a8,16,3b2f01e14a1b9b5c170dc2a3cd0a6c59220e75ceb08e69b439e30b4307717789,True,False,False,False,False,False
2839,g565-synth-hub-spoke-b-52,hub_spoke,9839,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-b-52-random-9839.scen,4531dacb26567683f6413c45410766d7cdb12d88312d0f9b371191cae7bfea59,32,27b106dc828698229bbeff2871528a17bc4ebd8524240d88ff7449afa906194e,True,False,False,False,False,False
2840,empty-8-8,empty,9840,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-9840.scen,f13dd84d76ed2034bc39528095f0a4b986b3ca2ebe3c4a250534faa62ffc4425,64,0014a689fa43835db1831adf13ed8ba8cc9aa23771c84a4e337ef255de359583,True,False,False,False,False,False
2841,empty-16-16,empty,9841,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-9841.scen,59999bba56e05e5306561037dde3db1de5bfb5249c956d6f7127073493c6e4e5,96,78fe5b15f7d9a460aaa4165f858d6c9a1edf8242d3446148d1b6de87d2f9e66f,True,False,False,False,False,False
2842,empty-32-32,empty,9842,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-9842.scen,30d6ec8845a6bbbcff0a9cf2980297f24b2d943530a34df613f8f606ab3c131d,128,efcce14a799d13c55e6ac4621ef1166b1627d63a661290aaf0457f827ea1e045,True,False,False,False,False,False
2843,random-8-8-20,random,9843,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-9843.scen,f55a7150287fd9423ab18db7ecb0239297fccfc2578282d6df97aeff74bc4c99,32,79ea683d42c9eb3b569b10949142684380af42cca9fd1ceef825d3fafed5b7a9,True,False,False,False,False,False
2844,random-32-32-10,random,9844,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-9844.scen,639cffddb0ae20088984da6fe807f60011604acb5e8700b5d305bc03752cddaf,16,492961378b485f3229a1988f8e68d0e9597e5d34b4f07bab0c4b8cced7c83203,True,False,False,False,False,False
2845,random-32-32-20,random,9845,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-9845.scen,bd72a1fca6349092ef09c45ee558b5cc0d4c04c88d8a147db3034e2ae4664140,32,95d7b01edd8c53792e72ce986c6fedc25d1fc5a232706e10abf2c227081e194c,True,False,False,False,False,False
2846,maze-32-32-2,maze,9846,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-9846.scen,045c1692d2a9439b6fac5cb717f6006440c1e1d3aa62b88bcc30f031e76b019d,64,66877d31b2313b5a171daa752ad3b8aa5b658943a2e403083ba494fa48151cc0,True,False,False,False,False,False
2847,maze-36-32-4,maze,9847,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-9847.scen,02415e21a332136bf4b11e2638d498e976d5564464b02ff580f86a4b75164c61,96,de9a89a58e3656b091af05086fac4cb556aa608143b0eccf2dc9d570126a94a0,True,False,False,False,False,False
2848,room-32-32-4,room,9848,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-9848.scen,7d43de3636a3d27f9e5ecb71ba3ba9e226fdd7f101e8cdf421aa73924b575601,128,57a49cdb1d71f9d18a3997d730a5898fe8d362f35619cb4ddc1df4b672cec89d,True,False,False,False,False,False
2849,room-40-32-8,room,9849,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-9849.scen,3e09c22293c9892572c1cb270cdc851df9849a2a564a1eaee3c7540cd5df2ff5,256,b220969af23f74a9cf059d55b62f9889d985719b3868511566a441cb8b393f08,True,False,False,False,False,False
2850,g559-synth-warehouse-a-32,warehouse,9850,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-9850.scen,a7bf5bad9c4067dc5152b3b286952ef7fb3248addd63e2aad1a1f59d683a09d3,16,e5f1cd1ad99ed176afd06e1fd8c42102fdb25df446f987e1ea1d575ef11c5179,True,False,False,False,False,False
2851,g559-synth-warehouse-b-36,warehouse,9851,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-9851.scen,336c1513c74066c40ef731ea6424d9f37da58a319d073bd4f36830beda3cfbea,32,245266bdd7e7ffe5890d4b27e99713b447ed571927c1b414f398b182cf2750eb,True,False,False,False,False,False
2852,g559-synth-connector-32,irregular_bottleneck,9852,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-9852.scen,83841c73c3989347fefe58e9a85fbb8d04e2cfb95048d97264db0b22d2a103ad,64,670e2993aadfa31c2b42daf6d9ff76ca1ed9853438eb049f40d369a0f3a78cfe,True,False,False,False,False,False
2853,g559-synth-corners-34,irregular_bottleneck,9853,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-9853.scen,ff36ec787553f6735b8e280f3b6db6b27099ffbc11127c8e66e9295ad8ee62f9,96,d4715d5efd0f49ce1af021cf83b100dabd39aac83c2513c5f7f457bb7a2556c7,True,False,False,False,False,False
2854,g559-synth-loop-chain-36,irregular_bottleneck,9854,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-9854.scen,5d0b15a0a479e5b4aa40453354bfb61fe2f8d5efd5a94a21d4e11d7a3fef88cf,128,801551df61b1d43b6d3c547dd7f3e41195a3621ccc04c45ab59354b5f702207a,True,False,False,False,False,False
2855,g559-synth-tunnel-38,irregular_bottleneck,9855,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-9855.scen,f1be6ff4288a75a476d299ad97f44b87085c929cb5b57a2f212a4da9c8f2c4d4,256,9460b037b94a702ddbe5752fdd0a9f972c85dc691a3a447d462cad4ee7b7cbaa,True,False,False,False,False,False
2856,g559-synth-string-40,irregular_bottleneck,9856,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-9856.scen,1791c991e56172b7a0b6e8bdb82acb4fa603c807ea575c125222d8b8bf2d93e7,16,111d74730b5f1bf08aa70851a7ab3f59933702a20fc7667d177f4a46dba80141,True,False,False,False,False,False
2857,g559-synth-tree-42,irregular_bottleneck,9857,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-9857.scen,f11d5c2c52d08ce65ede616faae3d85647a4866b9f764df868bb448bacfaba64,32,3c72ab9cacfaffff43c4bc709102b39e333354175d64c4e273eb2b2306b29a40,True,False,False,False,False,False
2858,g559-synth-game-den-32,game,9858,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-9858.scen,7824daa059f8830457e949d7fb3a7fa042187cf866814ca481cbb9674cf6edea,64,5fac5367cfa734de72a087dc0b24d313df310666c3bf674e3003a264b84606ad,True,False,False,False,False,False
2859,g559-synth-game-brc-32,game,9859,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-9859.scen,7590d7ad9b47596e2a00d5d9e8e64b17dbb08d00713f27f7b4da8e4c804198ef,96,f5edb676988976f88db4f36ae1c819e6ca1ed34066d406476fd2fcca584d3145,True,False,False,False,False,False
2860,g559-synth-city-berlin-32,city,9860,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-9860.scen,73f5a1b8887d8a97ef7728ecf4f069939aff331a5a343c1f0f44de3ddceb4cc8,128,62d59c3c76e6e2e039e35c2211d437753fabe77f2fb415e3c6caad90561f9e0f,True,False,False,False,False,False
2861,g559-synth-city-boston-32,city,9861,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-9861.scen,ac61e753e6d1a516c08d629934a0abbc73bca68f99a64066f5d886f90980d1fe,256,3f7f7e3848b51f99a0b344dae53695cf7799194dce7257e2a4e5ad69994620c0,True,False,False,False,False,False
2862,g559-synth-city-paris-32,city,9862,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-9862.scen,c47c969d37441d5c8ad3f1fd8ad46be4e4faa0bbaa742c76debea0eaaa23dd34,16,737517fe0db29a0e1519e88cd76889e8cf6856f2beb841f73153769df638a225,True,False,False,False,False,False
2863,g559-synth-game-lak-32,game,9863,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-9863.scen,983e60b1ba8eccc2e6d98f0be5e3f7f68c74e06cd5b8dbbb2014a8601397f91d,32,d2cbecf6e6231c575bef0484ae3b7cc2b069680034a97aea4d2af5f6c8003393,True,False,False,False,False,False
2864,g565-synth-open-cross-40,open_cross,9864,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-cross-40-random-9864.scen,e0f4ab32b20a3add9b5638ebc3a7ee89eb8870d603eee93a6fdbe1c442d6386b,64,8d8e96bd0bbd5eef8c1f18d8780edb074f635ae184afe9e40009d0a8bcd96d65,True,False,False,False,False,False
2865,g565-synth-open-halls-44,open_cross,9865,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-halls-44-random-9865.scen,b1ac97e62c51d6e0178f5df8645688fc8b30b75b4d303beb64f4a156abebf46a,96,55dd550f653343542eda4114ef8e935bc5b4dfe0a867025bf2f0b823dd71f708,True,False,False,False,False,False
2866,g565-synth-ring-a-40,ring,9866,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-a-40-random-9866.scen,e8dbcb80230dca2bb65fc0a18975d511c64b765aa7256b42d2a038085ab2ecc3,128,20e20cf2b40b338a99fefd68f06df41e66a845264d2156dfa91f32668c173537,True,False,False,False,False,False
2867,g565-synth-ring-b-48,ring,9867,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-b-48-random-9867.scen,36f21e508571f73cd7ee1a86addf86d1ee318c78b760aaca8ea0c865416e73b4,256,bcfb7b6520a67f908bbfbcccea3a4088a8e45fe85eafb3e4f6599ee8860683a1,True,False,False,False,False,False
2868,g565-synth-islands-a-40,islands,9868,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-a-40-random-9868.scen,4cca4d0d15b6f03c3598fafc8ab62d895f1790fd055a60ee06d895bd3123af19,16,388d326d8da457937771ab18cc561ed16edb2ff7512288668dd81c7b6469a89a,True,False,False,False,False,False
2869,g565-synth-islands-b-48,islands,9869,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-b-48-random-9869.scen,ec5dbc2575f4752a92aa1b98af272306e5c8d1706813b143c88bca9034d7b4b3,32,e23b1cad424732fe4e2f5a3150691c0f85716bbce16f57ed2d0798e4b7999485,True,False,False,False,False,False
2870,g565-synth-bridge-a-40,narrow_bridge,9870,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-a-40-random-9870.scen,ea672c46e86517ce4e7312a9f5c862eec2c46debba7414eb57f6b442ffc71b3a,64,9f1ce2eee55216ef00703478b30e41d345dbf385f7af17d86a464a552b90bc5d,True,False,False,False,False,False
2871,g565-synth-bridge-b-48,narrow_bridge,9871,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-bridge-b-48-random-9871.scen,629a7cec1ef980b78d2dc37aea29e4bfe1c77073d497481e9cb331417f3da232,96,6eb3da87af5b5b6ce156551e83652781f458125437e04c71ad991d3fa8dae461,True,False,False,False,False,False
2872,g565-synth-labyrinth-a-40,labyrinth,9872,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-a-40-random-9872.scen,f576af5f368a5773729bb4e7cfeef48d335d8ce57da35ff1e66dd748acf39558,128,9dc7cdfae0ef711a8c4a1bef3c957868e487dda1d4eeeaeac42e638c3618c353,True,False,False,False,False,False
2873,g565-synth-labyrinth-b-48,labyrinth,9873,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-labyrinth-b-48-random-9873.scen,2f56ad99de259af8488554b40962ed1c826a6a219c0ed565b442dc3226bd1daa,256,864dba7dc2953bf23dd0c7a1476e429b2eea857bb737b803d9ac287cfca73750,True,False,False,False,False,False
2874,g565-synth-checker-a-40,checker,9874,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-a-40-random-9874.scen,2c9be00cf07afcc18e4f2365d2640169ea3bef9cebf85024beccc0e47e63321c,16,9c0aa025c1433a0bd0f9fac943a9757fe082920b64fbcc1255f3c66ef98e4064,True,False,False,False,False,False
2875,g565-synth-checker-b-48,checker,9875,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-checker-b-48-random-9875.scen,04c742ed4c5e9313e5a2a058d4d20c1adbfeacb1e5d67641caa813e312c695c7,32,df2e1db2e9cd46bd98fead94a0b8e02667ce0fe180df50f2dd2099b6b192ceb3,True,False,False,False,False,False
2876,g565-synth-corridor-grid-a-44,corridor_grid,9876,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-a-44-random-9876.scen,2dc93b2614d429f171623a958f3b09a1c25a83c191cfba82b9b483d2efe8d55e,64,ce5e7efdeac18075328eac42af7557ed04ed8c82b78e9986f6062807f18c6c0c,True,False,False,False,False,False
2877,g565-synth-corridor-grid-b-52,corridor_grid,9877,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-corridor-grid-b-52-random-9877.scen,4ee7d397ce49d4f5c5ee47f53391e44a8aad911d022bb38fc413045c18541ae4,96,5afe2091005f1a199cee69b512e6dcfcabf2bda8d273460c4c73e757c3a1b427,True,False,False,False,False,False
2878,g565-synth-hub-spoke-a-44,hub_spoke,9878,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-a-44-random-9878.scen,989bc9b73585e5d8f1e97c4e51f9a623e91305fb2639244bc1f6c8a3287256ee,128,9033d83125038602e355e54c405ab69033e430ed40dea3070abda1623c5629d3,True,False,False,False,False,False
2879,g565-synth-hub-spoke-b-52,hub_spoke,9879,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-hub-spoke-b-52-random-9879.scen,aa40954c0e0f3490c2133ea83876be18acf1260ec961a349eb6954f6bf23470c,256,7fea33646af6d1d7def624f5397e6090667466b74cb8b428a89f86f609f20c5c,True,False,False,False,False,False
2880,empty-8-8,empty,9880,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-8-8-random-9880.scen,7a95dca9f33c82185ad1fb2393ddc7a04b2ace2fea6a7aea044adaf40c0fd959,16,31a28a012cbbebb759ee32100557359a85df2e48ffad18be4f06ded90c675824,True,False,False,False,False,False
2881,empty-16-16,empty,9881,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-16-16-random-9881.scen,32ab48f6b3d4b5635d1df38cc1b8820d6bc584f4a4cb906a3ec277880cc04db5,32,badd70e11d4054180e61f3913cf1007a9e68558d2f19f6012ca274cff109462c,True,False,False,False,False,False
2882,empty-32-32,empty,9882,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/empty-32-32-random-9882.scen,f4d54b6a8edbcce74e444d35809b639773aece1e0039c2e8798824588c0b929e,64,d93f4d56ee524d5293a36bc7912ceab529f8ba7f415858267f4b00feabd75b0c,True,False,False,False,False,False
2883,random-8-8-20,random,9883,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-8-8-20-random-9883.scen,4e8b1e9f0a054dd2522bad11d2728412be8331e0250861d528996aef1dd679ca,32,6b2fcca729550e4132efbd16e63dcfd1a955a94a642394944eeb46ac57abd192,True,False,False,False,False,False
2884,random-32-32-10,random,9884,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-10-random-9884.scen,7efdbfda52a883dce6ff2169db74384ed8c02248a9a668f555d789f57b45723d,128,abc4c185029d75fba37b17367d991e6001704884cb832ead7ed54f60f285f285,True,False,False,False,False,False
2885,random-32-32-20,random,9885,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/random-32-32-20-random-9885.scen,1ffb27ae4b2537d1490cec433412f57c900b4bb9dd31ebcb5c280210ece0a776,256,093ca747c868f628c91a380bebc2dd680fb1133bd6ce5c5047561c68b6cc52a7,True,False,False,False,False,False
2886,maze-32-32-2,maze,9886,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-32-32-2-random-9886.scen,96e2946d27df9a96ae9ccbdce93b94cfce8b19d3e58f48d637c9c894ef8448dd,16,fcfd663e1e1ca2fafb00e3f88aafcc855eb99f8da7e791b51b5c4facd3fa4a1f,True,False,False,False,False,False
2887,maze-36-32-4,maze,9887,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/maze-36-32-4-random-9887.scen,b0368d1b068511b1d64f7c6a28b8ffc41e7c4fbc3957ac60162a0b47ad5be9d1,32,01f3610e22492496b8233a9b688867b0ef00030c0e9100a65ffffa7d92f2d66f,True,False,False,False,False,False
2888,room-32-32-4,room,9888,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-32-32-4-random-9888.scen,e4a124c765740b3a5894ab2e511efe4edbf8ba389b9197c914e88765f64e4853,64,e3a1193c4a87894cd07c0081a37fabf4b6e1429dc7d5dd39982d9c08c4141f76,True,False,False,False,False,False
2889,room-40-32-8,room,9889,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/room-40-32-8-random-9889.scen,8401ea63c641e02c1b313a9f0b7c1b5398c85e3c5c03d925845beddb4ef3d9fc,96,2929ca4bba7e3367b973bcd6238a81ada006ba0921b1ddee4b3ef6aea8011f39,True,False,False,False,False,False
2890,g559-synth-warehouse-a-32,warehouse,9890,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-a-32-random-9890.scen,55af929a6185b12513a0fd6e09339ed0d13cb24e59116df398bd68228a58abdb,128,405100fd97786a46d2cce66a8c5805ad50300f4df833da8d8e1ded2ab9e50e02,True,False,False,False,False,False
2891,g559-synth-warehouse-b-36,warehouse,9891,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-warehouse-b-36-random-9891.scen,7b94fcea5353dc9e33c0025e7b98d7be012a80d5c771b05a65d2230a9ecdfd46,256,74fa86a512a4c59fa4ebcf43e5515a623f15e011441613b2db339b31f7f140a4,True,False,False,False,False,False
2892,g559-synth-connector-32,irregular_bottleneck,9892,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-connector-32-random-9892.scen,ded72dee17ee74499e36d653a2be0f0bcfeb70b57139fcb4662df0da39a00a46,16,63502eea84f24ca3df1f47f9a277ad84f9d241b80f24dab8224fd96d0966eb0b,True,False,False,False,False,False
2893,g559-synth-corners-34,irregular_bottleneck,9893,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-corners-34-random-9893.scen,63b05bf42eb456d9f9ede650ef65383c824bd6492c0379c801edc758721d7ccb,32,a59d8a18b0382873d721b2ef40d915a5cc6d972ee273792a7c4a534cb91c6d95,True,False,False,False,False,False
2894,g559-synth-loop-chain-36,irregular_bottleneck,9894,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-loop-chain-36-random-9894.scen,e837daeff40c597330e8a10d16863bcf0b29128f237891c7f75fa584226420e1,64,9ee5fadc9e84173138c5c88a970daa379802a259fb759168f80d50f6032253a9,True,False,False,False,False,False
2895,g559-synth-tunnel-38,irregular_bottleneck,9895,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tunnel-38-random-9895.scen,127261f9c04a5a516ee3139fae1ec6112a9d1b1de147546ab8ef760ba3afa517,96,6337873ff6b9af03abb8d6867dd3659c096a0aff1a7f53e0a1f3f035873f3d06,True,False,False,False,False,False
2896,g559-synth-string-40,irregular_bottleneck,9896,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-string-40-random-9896.scen,fc0d929c56f9ab4a2c41599da0d42e6e6623b98ca1f9a598bb08e32985273eef,128,1624be056c1e28a6617cee492a7d8fecb7e9c5ff20ee57a53c8435148c2d82e9,True,False,False,False,False,False
2897,g559-synth-tree-42,irregular_bottleneck,9897,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-tree-42-random-9897.scen,fe4f2c8602383ab45213a08e92aa2fb8f086360feb2629f0c91b99a4b881887d,256,ff464b63b6c327f9dce0d21f1febacb9d655645668b137498cd515d1997528ba,True,False,False,False,False,False
2898,g559-synth-game-den-32,game,9898,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-den-32-random-9898.scen,5736d3a8f4d196b1296c5818e97db1d90c8eca624a35ce82d3aa382f34a4ecbe,16,2ee52947a5278145fc572f301bd28814c7f67c013076c7f275b3df88c5097693,True,False,False,False,False,False
2899,g559-synth-game-brc-32,game,9899,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-brc-32-random-9899.scen,831d100009b4cb676cd3008cca7118c5f0b1a215738b651c0b84c251d2c13d00,32,ae34b7508d899bcd4da52e46dc0cb3a271e1b1479b1ab3e5e274e3b813d8616c,True,False,False,False,False,False
2900,g559-synth-city-berlin-32,city,9900,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-berlin-32-random-9900.scen,aec487c55d83e6463f7f7b2ed57cd73b2d608d6c92b913525b7cab5853758f73,64,9f4c25e57b19f34ac94865f80524778f745a4756b3995104ffce3364b0cfcbe2,True,False,False,False,False,False
2901,g559-synth-city-boston-32,city,9901,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-boston-32-random-9901.scen,6b8bfdc3c712c47d5bdd20402a88dd152fc09f94ce6eb1b038516cfdf1ee9866,96,840410dd68cba5212d64ca9bbcc356350d7aa745f6505f87c2c34fb3fa57b9ae,True,False,False,False,False,False
2902,g559-synth-city-paris-32,city,9902,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-city-paris-32-random-9902.scen,15970765ae84c6c2dc380001ee41a0b3ec0aff1c7764c36a4a8b0ae8018fc9a8,128,8eba37d66d5b983c1f279045f24a1ef57a21fea9718834797f987f7a2455eeb2,True,False,False,False,False,False
2903,g559-synth-game-lak-32,game,9903,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g559-synth-game-lak-32-random-9903.scen,b1efb953167ad4da0c174eb7c35e8adb9041d82d295931070f46ab022d855c03,256,d3a76b2b10a5bcee5304edc5f30fb5dc8e11bb4a62f52b5c71c7f0e7eec23724,True,False,False,False,False,False
2904,g565-synth-open-cross-40,open_cross,9904,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-cross-40-random-9904.scen,0adf68a15292ed4523faf4f5861a2f0bd7f490e29bab8646722c27f734929d05,16,8a28d536a73be66a2a9dd9bf742b898e85104c46e0fa30d354af9c5f59cfb929,True,False,False,False,False,False
2905,g565-synth-open-halls-44,open_cross,9905,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-open-halls-44-random-9905.scen,c3ab996c9944d2f127606f9ab181a1a0f7b982ebf5c3137aa6404912f49d0083,32,ef497608ce699a00035439c6dc979923e863fc6c6838ff1106f927e2d0fd0914,True,False,False,False,False,False
2906,g565-synth-ring-a-40,ring,9906,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-a-40-random-9906.scen,5de9f3864412c6e1b93e77d1823747b4aff58eb76a25d61cf25052156bd3f49c,64,34c3aa1abeae0c5f3771aabbb8c3e03eb75927a2ff0a8e5588dbb38792951fde,True,False,False,False,False,False
2907,g565-synth-ring-b-48,ring,9907,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-ring-b-48-random-9907.scen,b8aa954a62d0be071b2d020e699fede4af944556f28777748ba2cfef6301972f,96,345f78f3bc88a89db31186115094e3fd55dfadf0263ec349c9c87783b90d7e7f,True,False,False,False,False,False
2908,g565-synth-islands-a-40,islands,9908,/root/shared-nvme/czr004_g559_remote_artifacts/contexts/scenarios/g565-synth-islands-a-40-random-9908.scen,68b26172a8e88242295500b5cbb86444dfb15e60c73094a9389b8da910204857,128,b85f58084171cc88ec593f09bb96375319c2bc090213d76296e72371a0d55744,True,False,False,False,False,False
