region_id,sampling_policy,materialized_method,region_status,support,seed_block_support,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_better_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_quality_only_mean_delta,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
generator_topk|repair5g518_grid_c1p27_b1p19_f0p99_w0p77_dc0p95_df1p00_beta0p37_max0p81_c0,generator_topk,repair5g518_grid_c1p27_b1p19_f0p99_w0p77_dc0p95_df1p00_beta0p37_max0p81_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p19_f1p05_w0p68_dc0p95_df1p00_beta0p35_max0p75_c0,generator_topk,repair5g518_grid_c1p27_b1p19_f1p05_w0p68_dc0p95_df1p00_beta0p35_max0p75_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p21_f0p92_w0p81_dc0p95_df1p00_beta0p38_max0p78_c0,generator_topk,repair5g518_grid_c1p27_b1p21_f0p92_w0p81_dc0p95_df1p00_beta0p38_max0p78_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p23_f1p09_w0p7_dc0p95_df1p00_beta0p38_max0p77_c0,generator_topk,repair5g518_grid_c1p27_b1p23_f1p09_w0p7_dc0p95_df1p00_beta0p38_max0p77_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p25_f0p93_w0p84_dc0p95_df1p00_beta0p38_max0p69_c0,generator_topk,repair5g518_grid_c1p27_b1p25_f0p93_w0p84_dc0p95_df1p00_beta0p38_max0p69_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p25_f0p95_w0p76_dc0p95_df1p00_beta0p31_max0p77_c0,generator_topk,repair5g518_grid_c1p27_b1p25_f0p95_w0p76_dc0p95_df1p00_beta0p31_max0p77_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p26_f1p08_w0p82_dc0p95_df0p99_beta0p31_max0p74_c0,generator_topk,repair5g518_grid_c1p27_b1p26_f1p08_w0p82_dc0p95_df0p99_beta0p31_max0p74_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p26_f1p08_w0p83_dc0p95_df1p00_beta0p35_max0p68_c0,generator_topk,repair5g518_grid_c1p27_b1p26_f1p08_w0p83_dc0p95_df1p00_beta0p35_max0p68_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p27_f0p92_w0p76_dc0p95_df1p00_beta0p4_max0p68_c0,generator_topk,repair5g518_grid_c1p27_b1p27_f0p92_w0p76_dc0p95_df1p00_beta0p4_max0p68_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p27_f0p96_w0p77_dc0p95_df1p00_beta0p35_max0p74_c0,generator_topk,repair5g518_grid_c1p27_b1p27_f0p96_w0p77_dc0p95_df1p00_beta0p35_max0p74_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p27_f1p00_w0p66_dc0p94_df1p00_beta0p39_max0p78_c0,generator_topk,repair5g518_grid_c1p27_b1p27_f1p00_w0p66_dc0p94_df1p00_beta0p39_max0p78_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p28_f0p91_w0p71_dc0p95_df1p00_beta0p33_max0p82_c0,generator_topk,repair5g518_grid_c1p27_b1p28_f0p91_w0p71_dc0p95_df1p00_beta0p33_max0p82_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p28_f0p95_w0p84_dc0p95_df1p00_beta0p34_max0p8_c0,generator_topk,repair5g518_grid_c1p27_b1p28_f0p95_w0p84_dc0p95_df1p00_beta0p34_max0p8_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p28_f0p96_w0p66_dc0p95_df1p00_beta0p35_max0p76_c0,generator_topk,repair5g518_grid_c1p27_b1p28_f0p96_w0p66_dc0p95_df1p00_beta0p35_max0p76_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p29_f1p01_w0p79_dc0p95_df1p00_beta0p35_max0p8_c0,generator_topk,repair5g518_grid_c1p27_b1p29_f1p01_w0p79_dc0p95_df1p00_beta0p35_max0p8_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p29_f1p05_w0p82_dc0p95_df1p00_beta0p35_max0p81_c0,generator_topk,repair5g518_grid_c1p27_b1p29_f1p05_w0p82_dc0p95_df1p00_beta0p35_max0p81_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p2_f0p92_w0p69_dc0p95_df1p00_beta0p36_max0p82_c0,generator_topk,repair5g518_grid_c1p27_b1p2_f0p92_w0p69_dc0p95_df1p00_beta0p36_max0p82_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p31_f0p97_w0p85_dc0p94_df1p00_beta0p33_max0p76_c0,generator_topk,repair5g518_grid_c1p27_b1p31_f0p97_w0p85_dc0p94_df1p00_beta0p33_max0p76_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p31_f1p09_w0p83_dc0p94_df1p00_beta0p39_max0p81_c0,generator_topk,repair5g518_grid_c1p27_b1p31_f1p09_w0p83_dc0p94_df1p00_beta0p39_max0p81_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p33_f0p91_w0p66_dc0p95_df1p00_beta0p35_max0p72_c0,generator_topk,repair5g518_grid_c1p27_b1p33_f0p91_w0p66_dc0p95_df1p00_beta0p35_max0p72_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p27_b1p35_f1p07_w0p85_dc0p95_df1p00_beta0p36_max0p78_c0,generator_topk,repair5g518_grid_c1p27_b1p35_f1p07_w0p85_dc0p95_df1p00_beta0p36_max0p78_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p15_f1p05_w0p73_dc0p95_df1p00_beta0p36_max0p69_c0,generator_topk,repair5g518_grid_c1p28_b1p15_f1p05_w0p73_dc0p95_df1p00_beta0p36_max0p69_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p16_f0p94_w0p85_dc0p96_df1p00_beta0p4_max0p78_c0,generator_topk,repair5g518_grid_c1p28_b1p16_f0p94_w0p85_dc0p96_df1p00_beta0p4_max0p78_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p16_f1p03_w0p7_dc0p95_df1p00_beta0p38_max0p77_c0,generator_topk,repair5g518_grid_c1p28_b1p16_f1p03_w0p7_dc0p95_df1p00_beta0p38_max0p77_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p17_f0p93_w0p71_dc0p95_df1p00_beta0p37_max0p76_c0,generator_topk,repair5g518_grid_c1p28_b1p17_f0p93_w0p71_dc0p95_df1p00_beta0p37_max0p76_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p18_f0p93_w0p67_dc0p95_df0p99_beta0p31_max0p69_c0,generator_topk,repair5g518_grid_c1p28_b1p18_f0p93_w0p67_dc0p95_df0p99_beta0p31_max0p69_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p19_f0p93_w0p8_dc0p95_df1p00_beta0p36_max0p72_c0,generator_topk,repair5g518_grid_c1p28_b1p19_f0p93_w0p8_dc0p95_df1p00_beta0p36_max0p72_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p22_f0p99_w0p82_dc0p95_df1p00_beta0p36_max0p76_c0,generator_topk,repair5g518_grid_c1p28_b1p22_f0p99_w0p82_dc0p95_df1p00_beta0p36_max0p76_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p24_f1p06_w0p81_dc0p95_df1p00_beta0p35_max0p79_c0,generator_topk,repair5g518_grid_c1p28_b1p24_f1p06_w0p81_dc0p95_df1p00_beta0p35_max0p79_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p25_f0p98_w0p79_dc0p95_df1p00_beta0p35_max0p74_c0,generator_topk,repair5g518_grid_c1p28_b1p25_f0p98_w0p79_dc0p95_df1p00_beta0p35_max0p74_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p26_f0p99_w0p76_dc0p95_df1p00_beta0p32_max0p78_c0,generator_topk,repair5g518_grid_c1p28_b1p26_f0p99_w0p76_dc0p95_df1p00_beta0p32_max0p78_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p26_f1p03_w0p68_dc0p95_df1p00_beta0p34_max0p68_c0,generator_topk,repair5g518_grid_c1p28_b1p26_f1p03_w0p68_dc0p95_df1p00_beta0p34_max0p68_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p26_f1p09_w0p71_dc0p95_df1p00_beta0p33_max0p8_c0,generator_topk,repair5g518_grid_c1p28_b1p26_f1p09_w0p71_dc0p95_df1p00_beta0p33_max0p8_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p27_f1p00_w0p68_dc0p95_df1p00_beta0p33_max0p68_c0,generator_topk,repair5g518_grid_c1p28_b1p27_f1p00_w0p68_dc0p95_df1p00_beta0p33_max0p68_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p29_f1p04_w0p71_dc0p95_df1p00_beta0p38_max0p68_c0,generator_topk,repair5g518_grid_c1p28_b1p29_f1p04_w0p71_dc0p95_df1p00_beta0p38_max0p68_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p29_f1p06_w0p7_dc0p95_df1p00_beta0p32_max0p75_c0,generator_topk,repair5g518_grid_c1p28_b1p29_f1p06_w0p7_dc0p95_df1p00_beta0p32_max0p75_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p29_f1p08_w0p7_dc0p95_df1p00_beta0p38_max0p73_c0,generator_topk,repair5g518_grid_c1p28_b1p29_f1p08_w0p7_dc0p95_df1p00_beta0p38_max0p73_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p2_f0p95_w0p68_dc0p95_df1p00_beta0p35_max0p8_c0,generator_topk,repair5g518_grid_c1p28_b1p2_f0p95_w0p68_dc0p95_df1p00_beta0p35_max0p8_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p2_f1p03_w0p83_dc0p95_df1p00_beta0p31_max0p78_c0,generator_topk,repair5g518_grid_c1p28_b1p2_f1p03_w0p83_dc0p95_df1p00_beta0p31_max0p78_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p31_f0p99_w0p67_dc0p96_df1p00_beta0p36_max0p8_c0,generator_topk,repair5g518_grid_c1p28_b1p31_f0p99_w0p67_dc0p96_df1p00_beta0p36_max0p8_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p31_f1p02_w0p8_dc0p95_df1p00_beta0p37_max0p69_c0,generator_topk,repair5g518_grid_c1p28_b1p31_f1p02_w0p8_dc0p95_df1p00_beta0p37_max0p69_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p33_f0p98_w0p84_dc0p95_df1p00_beta0p4_max0p7_c0,generator_topk,repair5g518_grid_c1p28_b1p33_f0p98_w0p84_dc0p95_df1p00_beta0p4_max0p7_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p33_f1p06_w0p77_dc0p95_df1p00_beta0p33_max0p73_c0,generator_topk,repair5g518_grid_c1p28_b1p33_f1p06_w0p77_dc0p95_df1p00_beta0p33_max0p73_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p35_f0p99_w0p7_dc0p94_df1p00_beta0p37_max0p78_c0,generator_topk,repair5g518_grid_c1p28_b1p35_f0p99_w0p7_dc0p94_df1p00_beta0p37_max0p78_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p35_f1p08_w0p77_dc0p95_df1p00_beta0p32_max0p7_c0,generator_topk,repair5g518_grid_c1p28_b1p35_f1p08_w0p77_dc0p95_df1p00_beta0p32_max0p7_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p28_b1p3_f0p96_w0p83_dc0p95_df1p00_beta0p4_max0p82_c0,generator_topk,repair5g518_grid_c1p28_b1p3_f0p96_w0p83_dc0p95_df1p00_beta0p4_max0p82_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p16_f1p04_w0p65_dc0p95_df1p00_beta0p31_max0p75_c0,generator_topk,repair5g518_grid_c1p29_b1p16_f1p04_w0p65_dc0p95_df1p00_beta0p31_max0p75_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p19_f0p97_w0p65_dc0p95_df1p00_beta0p33_max0p73_c0,generator_topk,repair5g518_grid_c1p29_b1p19_f0p97_w0p65_dc0p95_df1p00_beta0p33_max0p73_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p19_f0p97_w0p83_dc0p95_df1p00_beta0p35_max0p79_c0,generator_topk,repair5g518_grid_c1p29_b1p19_f0p97_w0p83_dc0p95_df1p00_beta0p35_max0p79_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p19_f0p98_w0p85_dc0p96_df1p00_beta0p31_max0p76_c0,generator_topk,repair5g518_grid_c1p29_b1p19_f0p98_w0p85_dc0p96_df1p00_beta0p31_max0p76_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p19_f1p08_w0p65_dc0p95_df1p00_beta0p33_max0p8_c0,generator_topk,repair5g518_grid_c1p29_b1p19_f1p08_w0p65_dc0p95_df1p00_beta0p33_max0p8_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p22_f1p06_w0p69_dc0p96_df1p00_beta0p4_max0p82_c0,generator_topk,repair5g518_grid_c1p29_b1p22_f1p06_w0p69_dc0p96_df1p00_beta0p4_max0p82_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p24_f0p99_w0p68_dc0p94_df1p00_beta0p35_max0p71_c0,generator_topk,repair5g518_grid_c1p29_b1p24_f0p99_w0p68_dc0p94_df1p00_beta0p35_max0p71_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p25_f1p01_w0p8_dc0p95_df1p00_beta0p33_max0p76_c0,generator_topk,repair5g518_grid_c1p29_b1p25_f1p01_w0p8_dc0p95_df1p00_beta0p33_max0p76_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p25_f1p07_w0p82_dc0p95_df1p00_beta0p36_max0p7_c0,generator_topk,repair5g518_grid_c1p29_b1p25_f1p07_w0p82_dc0p95_df1p00_beta0p36_max0p7_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p27_f0p94_w0p65_dc0p95_df1p00_beta0p38_max0p73_c0,generator_topk,repair5g518_grid_c1p29_b1p27_f0p94_w0p65_dc0p95_df1p00_beta0p38_max0p73_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p27_f1p00_w0p72_dc0p95_df1p00_beta0p39_max0p82_c0,generator_topk,repair5g518_grid_c1p29_b1p27_f1p00_w0p72_dc0p95_df1p00_beta0p39_max0p82_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p27_f1p04_w0p65_dc0p95_df1p00_beta0p35_max0p75_c0,generator_topk,repair5g518_grid_c1p29_b1p27_f1p04_w0p65_dc0p95_df1p00_beta0p35_max0p75_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p27_f1p08_w0p82_dc0p95_df1p00_beta0p33_max0p72_c0,generator_topk,repair5g518_grid_c1p29_b1p27_f1p08_w0p82_dc0p95_df1p00_beta0p33_max0p72_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p28_f0p99_w0p7_dc0p95_df1p00_beta0p36_max0p74_c0,generator_topk,repair5g518_grid_c1p29_b1p28_f0p99_w0p7_dc0p95_df1p00_beta0p36_max0p74_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p28_f1p04_w0p65_dc0p95_df1p00_beta0p35_max0p72_c0,generator_topk,repair5g518_grid_c1p29_b1p28_f1p04_w0p65_dc0p95_df1p00_beta0p35_max0p72_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p29_f0p93_w0p85_dc0p96_df1p00_beta0p37_max0p8_c0,generator_topk,repair5g518_grid_c1p29_b1p29_f0p93_w0p85_dc0p96_df1p00_beta0p37_max0p8_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p2_f0p93_w0p75_dc0p95_df1p00_beta0p33_max0p76_c0,generator_topk,repair5g518_grid_c1p29_b1p2_f0p93_w0p75_dc0p95_df1p00_beta0p33_max0p76_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p2_f0p94_w0p69_dc0p95_df1p00_beta0p35_max0p78_c0,generator_topk,repair5g518_grid_c1p29_b1p2_f0p94_w0p69_dc0p95_df1p00_beta0p35_max0p78_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p31_f0p94_w0p66_dc0p95_df1p00_beta0p34_max0p68_c0,generator_topk,repair5g518_grid_c1p29_b1p31_f0p94_w0p66_dc0p95_df1p00_beta0p34_max0p68_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p31_f1p07_w0p76_dc0p95_df1p00_beta0p37_max0p7_c0,generator_topk,repair5g518_grid_c1p29_b1p31_f1p07_w0p76_dc0p95_df1p00_beta0p37_max0p7_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p31_f1p08_w0p76_dc0p94_df1p00_beta0p32_max0p7_c0,generator_topk,repair5g518_grid_c1p29_b1p31_f1p08_w0p76_dc0p94_df1p00_beta0p32_max0p7_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p32_f0p97_w0p67_dc0p95_df1p00_beta0p38_max0p77_c0,generator_topk,repair5g518_grid_c1p29_b1p32_f0p97_w0p67_dc0p95_df1p00_beta0p38_max0p77_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p34_f1p05_w0p65_dc0p95_df1p00_beta0p38_max0p74_c0,generator_topk,repair5g518_grid_c1p29_b1p34_f1p05_w0p65_dc0p95_df1p00_beta0p38_max0p74_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p35_f0p94_w0p81_dc0p95_df1p00_beta0p37_max0p68_c0,generator_topk,repair5g518_grid_c1p29_b1p35_f0p94_w0p81_dc0p95_df1p00_beta0p37_max0p68_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p29_b1p3_f1p02_w0p65_dc0p94_df1p00_beta0p36_max0p75_c0,generator_topk,repair5g518_grid_c1p29_b1p3_f1p02_w0p65_dc0p94_df1p00_beta0p36_max0p75_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p15_f0p97_w0p81_dc0p95_df1p00_beta0p39_max0p82_c0,generator_topk,repair5g518_grid_c1p2_b1p15_f0p97_w0p81_dc0p95_df1p00_beta0p39_max0p82_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p15_f1p02_w0p83_dc0p95_df1p00_beta0p33_max0p79_c0,generator_topk,repair5g518_grid_c1p2_b1p15_f1p02_w0p83_dc0p95_df1p00_beta0p33_max0p79_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p17_f0p99_w0p85_dc0p95_df1p00_beta0p37_max0p76_c0,generator_topk,repair5g518_grid_c1p2_b1p17_f0p99_w0p85_dc0p95_df1p00_beta0p37_max0p76_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p18_f0p92_w0p79_dc0p95_df1p00_beta0p33_max0p75_c0,generator_topk,repair5g518_grid_c1p2_b1p18_f0p92_w0p79_dc0p95_df1p00_beta0p33_max0p75_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p21_f1p05_w0p79_dc0p95_df1p00_beta0p32_max0p82_c0,generator_topk,repair5g518_grid_c1p2_b1p21_f1p05_w0p79_dc0p95_df1p00_beta0p32_max0p82_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p22_f0p93_w0p85_dc0p94_df1p00_beta0p31_max0p74_c0,generator_topk,repair5g518_grid_c1p2_b1p22_f0p93_w0p85_dc0p94_df1p00_beta0p31_max0p74_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p25_f0p96_w0p72_dc0p95_df1p00_beta0p33_max0p7_c0,generator_topk,repair5g518_grid_c1p2_b1p25_f0p96_w0p72_dc0p95_df1p00_beta0p33_max0p7_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p25_f1p02_w0p79_dc0p95_df1p00_beta0p37_max0p82_c0,generator_topk,repair5g518_grid_c1p2_b1p25_f1p02_w0p79_dc0p95_df1p00_beta0p37_max0p82_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p25_f1p06_w0p72_dc0p94_df1p00_beta0p39_max0p69_c0,generator_topk,repair5g518_grid_c1p2_b1p25_f1p06_w0p72_dc0p94_df1p00_beta0p39_max0p69_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p25_f1p07_w0p84_dc0p95_df1p00_beta0p32_max0p8_c0,generator_topk,repair5g518_grid_c1p2_b1p25_f1p07_w0p84_dc0p95_df1p00_beta0p32_max0p8_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p26_f0p97_w0p81_dc0p95_df1p00_beta0p31_max0p75_c0,generator_topk,repair5g518_grid_c1p2_b1p26_f0p97_w0p81_dc0p95_df1p00_beta0p31_max0p75_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p27_f0p99_w0p74_dc0p95_df1p00_beta0p39_max0p73_c0,generator_topk,repair5g518_grid_c1p2_b1p27_f0p99_w0p74_dc0p95_df1p00_beta0p39_max0p73_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p27_f1p00_w0p83_dc0p95_df1p00_beta0p35_max0p82_c0,generator_topk,repair5g518_grid_c1p2_b1p27_f1p00_w0p83_dc0p95_df1p00_beta0p35_max0p82_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p28_f0p93_w0p77_dc0p95_df1p00_beta0p32_max0p81_c0,generator_topk,repair5g518_grid_c1p2_b1p28_f0p93_w0p77_dc0p95_df1p00_beta0p32_max0p81_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p28_f0p96_w0p72_dc0p94_df1p00_beta0p34_max0p77_c0,generator_topk,repair5g518_grid_c1p2_b1p28_f0p96_w0p72_dc0p94_df1p00_beta0p34_max0p77_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p28_f1p03_w0p73_dc0p95_df1p00_beta0p37_max0p78_c0,generator_topk,repair5g518_grid_c1p2_b1p28_f1p03_w0p73_dc0p95_df1p00_beta0p37_max0p78_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p29_f0p98_w0p69_dc0p95_df1p00_beta0p33_max0p69_c0,generator_topk,repair5g518_grid_c1p2_b1p29_f0p98_w0p69_dc0p95_df1p00_beta0p33_max0p69_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p2_f0p98_w0p71_dc0p95_df1p00_beta0p36_max0p75_c0,generator_topk,repair5g518_grid_c1p2_b1p2_f0p98_w0p71_dc0p95_df1p00_beta0p36_max0p75_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
generator_topk|repair5g518_grid_c1p2_b1p31_f0p95_w0p83_dc0p95_df1p00_beta0p37_max0p76_c0,generator_topk,repair5g518_grid_c1p2_b1p31_f0p95_w0p83_dc0p95_df1p00_beta0p37_max0p76_c0,under_supported,1,1,1,0,0,0,0,0,,False,False,False,False,False
