g553_stage0_smoke_row_id,execution_mode,counts_as_new_g546_solver_row,real_solver_execution,context_key,context_id,role,candidate_id,materialized_method,sampling_policy,map,map_family,agents,seed,budget_ms,iteration,solution_found,probe_feasible,sum_of_loss_ratio,probe_sum_of_loss,probe_lower_bound,probe_runtime_ms,expanded_nodes,low_level_pibt_calls,trace_event_count,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,is_best_candidate_in_context,oracle_gap_vs_static,candidate_recognized,updateparams_hash,updateparams_fingerprint,traffic_before_hash_full,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,feature_map_family_maze,feature_map_family_random,feature_map_family_warehouse,feature_agents,feature_budget_ms,feature_iteration_final,feature_trace_event_count,feature_trace_events_per_agent,feature_pibt_failure_audit_count,feature_expanded_nodes,feature_high_level_expansions,feature_low_level_pibt_calls,feature_expansions_per_agent,feature_budget_per_agent,feature_obstacle_ratio_proxy,feature_corridor_proxy,feature_junction_proxy,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,counts_as_new_g549_solver_row,probe_materialized,no_probe_reason,panel,route,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,fresh_seed_block,theta_cluster,registry_label,candidate_group,fulltheta_registry_row_id,counts_as_g549_calibration_topup,counts_as_g549_fulltheta_replay,context_horizon_key,fulltheta_fingerprint_match,fulltheta_fingerprint_mismatched_fields
g553_stage0_smoke_00000077,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000075,repair5g553_theta_553000075,repair5g553_theta_553000075,edge_cost_clamp_grid,random-32-32-20,random,50,493,2000,0,False,False,,,1139,334.4487,1,0,2644,,,False,,True,2290a1ff5a6fb7a3,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.30906930906899999|max_edge_cost=9.99832999833|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.309069309069,9.99832999833,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,edge_cost_clamp_grid,,,g553_registry_000075,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000078,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000076,repair5g553_theta_553000076,repair5g553_theta_553000076,rho_decay_grid,random-32-32-20,random,50,493,2000,0,False,False,,,1139,334.6873,1,0,2644,,,False,,True,9f41f10518a7bd11,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.99395059395100005|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.99395059395100005|rho_flow_decay=0.96832246832199997|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0,0.993950593951,0.968322468322,1,0,0.35,0.75,1,11,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,rho_decay_grid,,,g553_registry_000076,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000079,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000077,repair5g553_theta_553000077,repair5g553_theta_553000077,sobol_local_global_static,random-32-32-20,random,50,493,2000,0,False,False,,,1139,335.1844,1,0,2644,,,False,,True,6400dde3b1773559,alpha_commit=1.55944999695|alpha_block=1.2042370167400001|alpha_wait_spillover=0.48172166922199999|rho_decay=0.95783938283900005|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.2146034645999999|alpha_cong_commit_nonprogress=1.55944999695|alpha_cong_block=1.2042370167400001|alpha_cong_wait_progress=0.71594840344800004|alpha_cong_wait_nonprogress=0.48172166922199999|alpha_flow_commit_progress=1.1592982842999999|alpha_flow_wait_progress=0.015152515152500001|rho_cong_decay=0.95783938283900005|rho_flow_decay=0.98926543926499999|lambda_cong=1.0094997594999999|lambda_flow=0.0455779205779|min_edge_cost=0.90332415332399996|max_edge_cost=10.065440065400001|goal_projection_mode=flow_shield|flow_shield_beta=0.34655539655500001|max_flow_shield=0.81597100347100004,14650fb0739d0383,1.2146034646,1.55944999695,1.20423701674,0.715948403448,0.481721669222,1.1592982843,0.0151525151525,0.957839382839,0.989265439265,1.0094997595,0.0455779205779,0.346555396555,0.815971003471,0.903324153324,10.0654400654,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,sobol_local_global_static,,,g553_registry_000077,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000080,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000078,repair5g553_theta_553000078,repair5g553_theta_553000078,cma_es_or_ranked_search_candidates,random-32-32-20,random,50,493,2000,0,False,False,,,1139,330.0588,1,0,2644,,,False,,True,beb13cb17447d0c0,alpha_commit=1.02774417774|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.02774417774|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.0305614805600001|lambda_flow=0.48243498243499999|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.61139491139500002|max_flow_shield=0.87168467168499997,14650fb0739d0383,1.25,1.02774417774,1.25,0.75,0.75,1,0,0.95,1,1.03056148056,0.482434982435,0.611394911395,0.871684671685,1,11,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,cma_es_or_ranked_search_candidates,,,g553_registry_000078,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000081,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000079,repair5g553_theta_553000079,repair5g553_theta_553000079,negative_random_wide_control,random-32-32-20,random,50,493,2000,0,False,False,,,1139,338.4344,1,0,2644,,,False,,True,68f2760527f4de83,alpha_commit=0.81971031970999997|alpha_block=0.50317975317999997|alpha_wait_spillover=0.085631085631100001|rho_decay=0.91315741315700005|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=0.49922899922899999|alpha_cong_commit_nonprogress=0.81971031970999997|alpha_cong_block=0.50317975317999997|alpha_cong_wait_progress=0.215381465381|alpha_cong_wait_nonprogress=0.085631085631100001|alpha_flow_commit_progress=1.1018951019000001|alpha_flow_wait_progress=0.17177142177099999|rho_cong_decay=0.91315741315700005|rho_flow_decay=0.90605920605900003|lambda_cong=1.2323027323|lambda_flow=0.74495324495299997|min_edge_cost=0.46595821595800002|max_edge_cost=10.5667425667|goal_projection_mode=flow_shield|flow_shield_beta=0.729887929888|max_flow_shield=0.450082700083,14650fb0739d0383,0.499228999229,0.81971031971,0.50317975318,0.215381465381,0.0856310856311,1.1018951019,0.171771421771,0.913157413157,0.906059206059,1.2323027323,0.744953244953,0.729887929888,0.450082700083,0.465958215958,10.5667425667,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,negative_random_wide_control,,,g553_registry_000079,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000082,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000080,repair5g553_theta_553000080,repair5g553_theta_553000080,tiny_local_perturbation_2pct,random-32-32-20,random,50,493,2000,0,False,False,,,1139,338.8716,1,0,2644,,,False,,True,b2a8e1c02988ee55,alpha_commit=1.26801535552|alpha_block=1.22926741427|alpha_wait_spillover=0.77638799638800005|rho_decay=0.95857205332200002|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.2716618741600001|alpha_cong_commit_nonprogress=1.26801535552|alpha_cong_block=1.22926741427|alpha_cong_wait_progress=0.77135244635199995|alpha_cong_wait_nonprogress=0.77638799638800005|alpha_flow_commit_progress=0.975624600625|alpha_flow_wait_progress=0|rho_cong_decay=0.95857205332200002|rho_flow_decay=1|lambda_cong=0.99354519354500004|lambda_flow=0.012805010305|min_edge_cost=0.98922311922299999|max_edge_cost=11.1703818104|goal_projection_mode=flow_shield|flow_shield_beta=0.33939790539800002|max_flow_shield=0.72862681612699998,14650fb0739d0383,1.27166187416,1.26801535552,1.22926741427,0.771352446352,0.776387996388,0.975624600625,0,0.958572053322,1,0.993545193545,0.012805010305,0.339397905398,0.728626816127,0.989223119223,11.1703818104,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,tiny_local_perturbation_2pct,,,g553_registry_000080,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000083,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000081,repair5g553_theta_553000081,repair5g553_theta_553000081,small_local_perturbation_5pct,random-32-32-20,random,50,493,2000,0,False,False,,,1139,353.5933,1,0,2644,,,False,,True,d72a2e19d2bb69af,alpha_commit=1.30799572987|alpha_block=1.1938775095|alpha_wait_spillover=0.78786362848900005|rho_decay=0.97041296728799997|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.21826388701|alpha_cong_commit_nonprogress=1.30799572987|alpha_cong_block=1.1938775095|alpha_cong_wait_progress=0.70404342279300003|alpha_cong_wait_nonprogress=0.78786362848900005|alpha_flow_commit_progress=0.92638757638799996|alpha_flow_wait_progress=0|rho_cong_decay=0.97041296728799997|rho_flow_decay=1|lambda_cong=0.96457225207200004|lambda_flow=0|min_edge_cost=0.96337082587099998|max_edge_cost=11.1404481404|goal_projection_mode=flow_shield|flow_shield_beta=0.38214614214600001|max_flow_shield=0.69364105301599999,14650fb0739d0383,1.21826388701,1.30799572987,1.1938775095,0.704043422793,0.787863628489,0.926387576388,0,0.970412967288,1,0.964572252072,0,0.382146142146,0.693641053016,0.963370825871,11.1404481404,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,small_local_perturbation_5pct,,,g553_registry_000081,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000084,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000082,repair5g553_theta_553000082,repair5g553_theta_553000082,medium_local_perturbation_10pct,random-32-32-20,random,50,493,2000,0,False,False,,,1139,330.7293,1,0,2644,,,False,,True,d0dc447c2d4541b,alpha_commit=1.29029275904|alpha_block=1.1479249354200001|alpha_wait_spillover=0.70240975241000003|rho_decay=0.90000000000000002|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.37868055368|alpha_cong_commit_nonprogress=1.29029275904|alpha_cong_block=1.1479249354200001|alpha_cong_wait_progress=0.66587869712900005|alpha_cong_wait_nonprogress=0.70240975241000003|alpha_flow_commit_progress=0.89690534690500001|alpha_flow_wait_progress=0.108916796417|rho_cong_decay=0.90000000000000002|rho_flow_decay=0.96629174129200002|lambda_cong=0.91176256176299997|lambda_flow=0|min_edge_cost=0.92159139659099998|max_edge_cost=12|goal_projection_mode=flow_shield|flow_shield_beta=0.41862548862499999|max_flow_shield=0.83575133575100002,14650fb0739d0383,1.37868055368,1.29029275904,1.14792493542,0.665878697129,0.70240975241,0.896905346905,0.108916796417,0.9,0.966291741292,0.911762561763,0,0.418625488625,0.835751335751,0.921591396591,12,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,medium_local_perturbation_10pct,,,g553_registry_000082,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000085,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000083,repair5g553_theta_553000083,repair5g553_theta_553000083,coordinate_sweep_each_field,random-32-32-20,random,50,493,2000,0,False,False,,,1139,342.7966,1,0,2644,,,False,,True,2effd310689ab009,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.90000000000000002|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.90000000000000002|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0,0.9,1,1,0,0.35,0.75,1,11,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,coordinate_sweep_each_field,,,g553_registry_000083,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000086,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000084,repair5g553_theta_553000084,repair5g553_theta_553000084,lambda_flow_lambda_cong_grid,random-32-32-20,random,50,493,2000,0,False,False,,,1139,339.2247,1,0,2644,,,False,,True,2d1e1c5f8338dd15,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.88859713859699996|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.93692543692499997|lambda_flow=0.99263199263199997|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0.888597138597,0.95,1,0.936925436925,0.992631992632,0.35,0.75,1,11,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,lambda_flow_lambda_cong_grid,,,g553_registry_000084,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000087,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000085,repair5g553_theta_553000085,repair5g553_theta_553000085,flow_shield_beta_cap_grid,random-32-32-20,random,50,493,2000,0,False,False,,,1139,340.1849,1,0,2644,,,False,,True,b7fc49659b1b6384,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.26579146579099999|max_flow_shield=0.54507279507299999,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.265791465791,0.545072795073,1,11,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,flow_shield_beta_cap_grid,,,g553_registry_000085,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000088,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000086,repair5g553_theta_553000086,repair5g553_theta_553000086,alpha_flow_wait_progress_grid,random-32-32-20,random,50,493,2000,0,False,False,,,1139,343.2338,1,0,2644,,,False,,True,8baaeba677b91ba,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.047965047965|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1.3559308559300001|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0.047965047965,0.95,1,1,1.35593085593,0.35,0.75,1,11,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,alpha_flow_wait_progress_grid,,,g553_registry_000086,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000089,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000087,repair5g553_theta_553000087,repair5g553_theta_553000087,alpha_cong_commit_nonprogress_grid,random-32-32-20,random,50,493,2000,0,False,False,,,1139,324.9846,1,0,2644,,,False,,True,a13ed95805cae159,alpha_commit=1.23647823648|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=0.033921033921000002|alpha_cong_commit_nonprogress=1.23647823648|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,0.033921033921,1.23647823648,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,alpha_cong_commit_nonprogress_grid,,,g553_registry_000087,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000090,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000088,repair5g553_theta_553000088,repair5g553_theta_553000088,edge_cost_clamp_grid,random-32-32-20,random,50,493,2000,0,False,False,,,1139,289.9234,1,0,2644,,,False,,True,cf0e3abbfbd68dc4,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.28584028583999999|max_edge_cost=11.959771959799999|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.28584028584,11.9597719598,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,edge_cost_clamp_grid,,,g553_registry_000088,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
g553_stage0_smoke_00000091,new_g553_fixed_global_staticflow_stage0_smoke_solver_row,True,True,random-32-32-20|50|493|25|0|14650fb0739d0383,random-32-32-20|a50|s493|it0|g553_stage0_smoke_random_32_32_20_a50_s493_hstage0_short25_t050_i2_b2000,generated_theta::repair5g553_theta_553000089,repair5g553_theta_553000089,repair5g553_theta_553000089,rho_decay_grid,random-32-32-20,random,50,493,2000,0,False,False,,,1139,340.8104,1,0,2644,,,False,,True,c6bff8b37a21f1fd,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.93312383312400005|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.93312383312400005|rho_flow_decay=0.96730216730200003|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0,0.933123833124,0.967302167302,1,0,0.35,0.75,1,11,1,0,0,0,1,0,50,25,0,2644,52.88,0,1,0,0,0.02,0.5,0.2,0.2,0.45,False,False,False,False,False,True,True,,,,stage0_short25_t050_i2,2000,25,0.5,2,480_499,rho_decay_grid,,,g553_registry_000089,,,random-32-32-20|50|493|2000|stage0_short25_t050_i2,True,
