split,run_id,checkpoint_id,map_name,agents,seed,iteration,decision_target,selected_decision,target_rule,predicted_rule,fallback_reason,defer_reason,selection_stage,attention_top1,attention_top3,decision_correct,selected_delta,additive_delta,selected_vs_additive_delta,selected_utility,additive_utility,selected_vs_additive_utility,selected_rule_harmful,target_delta,has_nonadditive_opportunity,has_high_margin_nonadditive_opportunity,best_safe_nonadditive_advantage,opportunity_margin,rule_scores,harmful_probs,opportunity_prob,defer_prob,safety_threshold_by_rule,safety_mask,best_safe_nonadditive_rule,best_safe_nonadditive_score,margin_vs_additive,margin_vs_defer,top3_rules,harmful_labels
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,50,1,0,use_nonadditive,use_nonadditive,wait_light,block_heavy,selected,,select_safe_nonadditive,False,True,True,0.0426356589147,0.0,0.0426356589147,0.0426356589147,0.0,0.0426356589147,False,0.077519379845,True,True,0.077519379845,0.01,"[-0.7252350797505642, 0.13108556509017943, 0.8814956992864609, 0.28659365892410277, 0.8219172757863998, -0.6675991761684418, -0.5718184733320959, -0.5406012562912657]","[0.00010008738172473386, 0.6531153917312622, 0.3680475056171417, 0.5063571929931641, 0.4165480434894562, 0.5622970461845398, 0.0004292723024263978, 0.0003518064913805574]",0.7366979122161865,0.19813983142375946,"[1.01, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4, 0.4]","[true, false, true, false, false, false, true, true]",block_heavy,0.8814956992864609,1.606730779037025,0.5385580807924271,"[""block_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,50,1,1,use_nonadditive,use_nonadditive,commit_heavy,block_heavy,selected,,select_safe_nonadditive,False,True,True,0.21511627907,0.0,0.21511627907,0.1,0.0,0.1,False,0.135658914729,True,True,0.1,0.01,"[0.021134532992145977, 0.893903232216835, 0.8857589167356491, -0.41576260328292847, 0.6088906633853912, 0.6207839822769166, 0.3663297474384308, 0.3548302793502808]","[2.793947351165116e-05, 0.4571121633052826, 0.3492782413959503, 0.583145022392273, 0.46863502264022827, 0.5103023052215576, 0.5514851212501526, 0.5478866696357727]",0.9313560128211975,0.042058102786540985,"[1.01, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4, 0.4]","[true, false, true, false, false, false, false, false]",block_heavy,0.8857589167356491,0.8646243837435031,0.8892979100346565,"[""commit_heavy"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,50,1,2,use_nonadditive,use_nonadditive,block_light,decay_095,selected,,select_safe_nonadditive,False,False,True,0.0697674418605,0.0,0.0697674418605,0.0697674418605,0.0,0.0697674418605,False,0.0968992248062,True,True,0.0968992248062,0.01,"[0.6346941843023524, 0.863145598769188, 0.8570908463001251, 0.8701438486576081, 0.8727318942546844, 0.8469555866718292, 0.8731600081920624, 0.8712242865562438]","[0.0016915083397179842, 0.42699530720710754, 0.38633865118026733, 0.36449044942855835, 0.3076717257499695, 0.39997750520706177, 0.37030261754989624, 0.3730534315109253]",0.8049653768539429,0.1300082951784134,"[1.01, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4, 0.4]","[true, false, true, true, true, true, true, true]",decay_095,0.8731600081920624,0.23846582388971005,0.6749570816755295,"[""decay_095"", ""wait_light"", ""decay_090""]","[0, 1, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a50__i1__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,50,1,3,defer_ltm,defer_ltm,block_heavy,additive_ltm,unsafe,unsafe,defer_unsafe,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0077519379845,False,False,0.0077519379845,0.01,"[0.8233123317419085, 0.842375499010086, 0.8359545606374741, 0.8344509041309357, 0.8368707180023194, 0.8512120401859283, 0.8189469301700592, 0.8261671531200409]","[0.0009392944048158824, 0.5383321642875671, 0.4729532301425934, 0.528415858745575, 0.5016779899597168, 0.5046717524528503, 0.5303605198860168, 0.522685706615448]",0.5668854117393494,0.2693815529346466,"[1.01, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.29750385880470276,"[""wait_heavy"", ""commit_heavy"", ""wait_light""]","[0, 1, 0, 1, 0, 1, 1, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,100,1,0,use_nonadditive,use_nonadditive,wait_light,wait_light,selected,,select_safe_nonadditive,True,True,True,0.0951923076923,0.0,0.0951923076923,0.0951923076923,0.0,0.0951923076923,False,0.0951923076923,True,True,0.0951923076923,0.01,"[-0.8666381765523693, 0.7548898923397064, 0.7713975900411606, -0.3254294157028198, 0.9057911431789398, -1.8761020016670227, -1.0645624386690906, -1.057582596494467]","[7.71339691709727e-05, 0.6443745493888855, 0.45531991124153137, 0.5644547939300537, 0.3035525679588318, 0.7578150033950806, 0.0001608700695214793, 0.00015991696272976696]",0.8898614048957825,0.05395166575908661,"[1.01, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4, 0.4]","[true, false, false, false, true, false, true, true]",wait_light,0.9057911431789398,1.7724293197313092,0.8359097391366959,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 1, 0, 0, 0, 1, 0, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,100,1,1,use_nonadditive,defer_ltm,block_heavy,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0346153846154,True,True,0.0346153846154,0.01,"[0.7988424632796887, 0.7567461657524109, 0.8180717253684997, 0.7022895669937134, 0.7975988757610321, -0.4447323489189148, 0.2927629292011261, 0.292128381729126]","[2.81440752587514e-05, 0.7086697816848755, 0.5894302129745483, 0.7093377113342285, 0.6753396391868591, 0.7484754323959351, 0.711258053779602, 0.7086859345436096]",0.24193066358566284,0.49749863147735596,"[1.01, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.2555679678916931,"[""block_heavy"", ""additive_ltm"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 1]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter2,empty-16-16,100,1,2,use_nonadditive,use_nonadditive,wait_light,wait_light,selected,,select_safe_nonadditive,True,True,True,0.118269230769,0.0,0.118269230769,0.1,0.0,0.1,False,0.118269230769,True,True,0.1,0.01,"[0.47970451006200165, 0.8727221792936325, 0.8698488748073578, 0.8703662687540055, 0.8924407798051834, 0.8558357721567154, 0.8500914472341538, 0.851753563284874]","[0.001081283437088132, 0.4648938477039337, 0.38637977838516235, 0.4784557521343231, 0.3270336091518402, 0.4117351472377777, 0.4663114845752716, 0.47108379006385803]",0.7731183767318726,0.14417235553264618,"[1.01, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4, 0.4]","[true, false, true, false, true, true, false, false]",wait_light,0.8924407798051834,0.4127362697431818,0.6289460211992264,"[""wait_light"", ""commit_heavy"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a100__i1__phase4_phase4-full-repair5-expand5000__iter3,empty-16-16,100,1,3,use_nonadditive,defer_ltm,decay_090,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0471153846154,True,True,0.0471153846154,0.01,"[0.08223712894483469, 0.8631929922103881, 0.8804234963655472, 0.8022024655342102, 0.8639365965127945, -0.626396827697754, 0.8119415593147278, 0.8105875325202941]","[0.0002918376703746617, 0.6504378318786621, 0.4258657395839691, 0.5806385278701782, 0.48651430010795593, 0.7900919914245605, 0.49301111698150635, 0.5191620588302612]",0.2247394174337387,0.5890812873840332,"[1.01, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.3643418699502945,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 1, 1, 1, 0, 1, 0, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter0,empty-16-16,200,1,0,use_nonadditive,use_nonadditive,commit_heavy,wait_light,selected,,select_safe_nonadditive,False,True,True,1.12518482011,0.0,1.12518482011,0.1,0.0,0.1,False,1.14440611138,True,True,0.1,0.01,"[-1.2429052977083483, 0.911045303940773, 0.5174384701251984, -0.14374541521072387, 0.929870733320713, -1.6558747017383575, -1.2754666165437083, -1.2770930112118366]","[0.0003416752733755857, 0.3211383521556854, 0.5165607333183289, 0.5021985769271851, 0.21662966907024384, 0.6735191941261292, 0.000574965903069824, 0.000564161513466388]",0.960283100605011,0.02338767796754837,"[1.01, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4, 0.4]","[true, true, false, false, true, false, true, true]",wait_light,0.929870733320713,2.1727760310290614,0.9368954226374626,"[""wait_light"", ""commit_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 1, 0, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000,empty-16-16__a200__i1__phase4_phase4-full-repair5-expand5000__iter1,empty-16-16,200,1,1,use_nonadditive,defer_ltm,block_heavy,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.116806308526,True,True,0.1,0.01,"[0.4718471613586735, 0.04606459617614746, 0.23990469694137573, -0.996722491979599, 0.7437770342826844, -2.6841485011577606, -0.9907505524158478, -1.0077028930187226]","[1.5660818462492898e-05, 0.8562425374984741, 0.739373505115509, 0.8938924670219421, 0.6938458681106567, 0.9353017210960388, 0.8308292031288147, 0.8274707198143005]",0.26426994800567627,0.490431547164917,"[1.01, 0.4, 0.4, 0.4, 0.4, 0.5, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.22616159915924072,"[""wait_light"", ""additive_ltm"", ""block_heavy""]","[0, 1, 0, 0, 0, 1, 0, 1]"
