context_label,map,agents,seed,variant,binary,method,probe_requested_ms,process_hard_timeout_sec,process_hard_timeout_exceeded,returncode,wall_elapsed_sec,main_rows,probe_rows,success,feasible,runtime_ms,outer_solve_ms,parent_deadline_expired_after_solve,cost_audit_skipped_parent_deadline,callback_ms,counterfactual_probe_ms,updateparams_fingerprint_present,probe_solution_found,probe_runtime_ms,probe_short_budget_ms,probe_effective_budget_ms,probe_clipped,probe_skipped_parent_deadline,map_sha256,scenario_sha256,stdout_tail,stderr_tail
tunnel-24x24-a64,g567-tunnel-24x24-a-v0,64,567000416,A_old_outer30_probe30,/root/shared-nvme/czr004-g567-old-cae91e4c/build/phase1a-batch/phase1a_batch,repair5g59_static_flow_shield,30000,75,True,-15,76.195668,0,0,,,,,,,,,False,,,,,,,7ed06f65e284271f3673e1a421485098568a1776fa5c2694648905e9d3d22e0a,da5fee3b2c4b8a0aafde450fc8fd0043451c256463366c728cf4e3f24ce0fdd2,,
tunnel-24x24-a64,g567-tunnel-24x24-a-v0,64,567000416,B_direct_additive30_no_probe,/root/shared-nvme/czr004-g567/build/phase1a-batch/phase1a_batch,repair5g59_additive_fallback,,65,False,2,38.352189,1,0,False,False,37590.194903,37590.194903,True,True,0,0,True,,,,,,,7ed06f65e284271f3673e1a421485098568a1776fa5c2694648905e9d3d22e0a,da5fee3b2c4b8a0aafde450fc8fd0043451c256463366c728cf4e3f24ce0fdd2,"phase1a_batch method=lacam_star_ltm map=g567-tunnel-24x24-a-v0 agents=64 seed=567000416 success=0 feasible=0 sum_of_loss=0 lower_bound=0
",
tunnel-24x24-a64,g567-tunnel-24x24-a-v0,64,567000416,C_current_outer30_probe3_clipped,/root/shared-nvme/czr004-g567/build/phase1a-batch/phase1a_batch,repair5g59_static_flow_shield,3000,65,False,2,41.786764,1,0,False,False,41140.637192,41140.637192,True,True,0,0,True,,,,,,,7ed06f65e284271f3673e1a421485098568a1776fa5c2694648905e9d3d22e0a,da5fee3b2c4b8a0aafde450fc8fd0043451c256463366c728cf4e3f24ce0fdd2,"phase1a_batch method=lacam_star_ltm map=g567-tunnel-24x24-a-v0 agents=64 seed=567000416 success=0 feasible=0 sum_of_loss=0 lower_bound=0
",
cross-32x32-a256,g567-cross-32x32-a-v3,256,567000011,A_old_outer30_probe30,/root/shared-nvme/czr004-g567-old-cae91e4c/build/phase1a-batch/phase1a_batch,repair5g59_static_flow_shield,30000,75,False,2,54.541712,1,1,False,False,53725.305855,,,,,,False,True,5809.637606,30000,,,,4cde7968100e68f0706e73b41f0a6e60efdc5a7ff768a74bd9c24d628a82aa7a,1b1a0da38e8bc12fa21d9d9c1cd6d8e65a6132f27b2c46fc3c934d0bbec75cd3,"phase1a_batch method=lacam_star_ltm map=g567-cross-32x32-a-v3 agents=256 seed=567000011 success=0 feasible=0 sum_of_loss=0 lower_bound=0
",
cross-32x32-a256,g567-cross-32x32-a-v3,256,567000011,B_direct_additive30_no_probe,/root/shared-nvme/czr004-g567/build/phase1a-batch/phase1a_batch,repair5g59_additive_fallback,,65,False,2,37.467306,1,0,False,False,36807.794633,36807.794633,True,True,0,0,True,,,,,,,4cde7968100e68f0706e73b41f0a6e60efdc5a7ff768a74bd9c24d628a82aa7a,1b1a0da38e8bc12fa21d9d9c1cd6d8e65a6132f27b2c46fc3c934d0bbec75cd3,"phase1a_batch method=lacam_star_ltm map=g567-cross-32x32-a-v3 agents=256 seed=567000011 success=0 feasible=0 sum_of_loss=0 lower_bound=0
",
cross-32x32-a256,g567-cross-32x32-a-v3,256,567000011,C_current_outer30_probe3_clipped,/root/shared-nvme/czr004-g567/build/phase1a-batch/phase1a_batch,repair5g59_static_flow_shield,3000,65,False,2,36.615239,1,0,False,False,36086.346469,36086.346469,True,True,0,0,True,,,,,,,4cde7968100e68f0706e73b41f0a6e60efdc5a7ff768a74bd9c24d628a82aa7a,1b1a0da38e8bc12fa21d9d9c1cd6d8e65a6132f27b2c46fc3c934d0bbec75cd3,"phase1a_batch method=lacam_star_ltm map=g567-cross-32x32-a-v3 agents=256 seed=567000011 success=0 feasible=0 sum_of_loss=0 lower_bound=0
",
connector-48x48-a256,g567-connector-48x48-a-v3,256,567000031,A_old_outer30_probe30,/root/shared-nvme/czr004-g567-old-cae91e4c/build/phase1a-batch/phase1a_batch,repair5g59_static_flow_shield,30000,75,True,-15,75.846131,0,0,,,,,,,,,False,,,,,,,bcbaf861f3cab296520618d4834f374d8ca9ad13ca1b3e5d97a462fa142a8598,eb99bb315f36c3ba2504b086aeeab027f96b59fc32b7afb8e7d7fc713b2cca13,,
connector-48x48-a256,g567-connector-48x48-a-v3,256,567000031,B_direct_additive30_no_probe,/root/shared-nvme/czr004-g567/build/phase1a-batch/phase1a_batch,repair5g59_additive_fallback,,65,False,2,36.695858,1,0,False,False,35853.283628,35853.283628,True,True,0,0,True,,,,,,,bcbaf861f3cab296520618d4834f374d8ca9ad13ca1b3e5d97a462fa142a8598,eb99bb315f36c3ba2504b086aeeab027f96b59fc32b7afb8e7d7fc713b2cca13,"phase1a_batch method=lacam_star_ltm map=g567-connector-48x48-a-v3 agents=256 seed=567000031 success=0 feasible=0 sum_of_loss=0 lower_bound=0
",
connector-48x48-a256,g567-connector-48x48-a-v3,256,567000031,C_current_outer30_probe3_clipped,/root/shared-nvme/czr004-g567/build/phase1a-batch/phase1a_batch,repair5g59_static_flow_shield,3000,65,False,2,37.38937,1,0,False,False,36309.945473,36309.945473,True,True,0,0,True,,,,,,,bcbaf861f3cab296520618d4834f374d8ca9ad13ca1b3e5d97a462fa142a8598,eb99bb315f36c3ba2504b086aeeab027f96b59fc32b7afb8e7d7fc713b2cca13,"phase1a_batch method=lacam_star_ltm map=g567-connector-48x48-a-v3 agents=256 seed=567000031 success=0 feasible=0 sum_of_loss=0 lower_bound=0
",
