checkpoint_id,split,map_name,agents,seed,iteration,selected_rule,selected_decision,selected_rule_harmful,selected_vs_additive_delta
empty-32-32__a400__i19__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,19,3,wait_light,use_nonadditive,False,-0.00252131108176
empty-32-32__a400__i1__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,1,0,wait_light,use_nonadditive,False,0.125778483331
empty-32-32__a400__i1__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,1,1,wait_light,use_nonadditive,True,-0.0225912809867
empty-32-32__a400__i1__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,1,2,commit_heavy,use_nonadditive,False,0.00415191110026
empty-32-32__a400__i1__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,1,3,wait_light,use_nonadditive,False,-0.0163634143363
empty-32-32__a400__i20__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,20,0,decay_095,use_nonadditive,False,0.0
empty-32-32__a400__i20__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,20,1,wait_light,use_nonadditive,False,0.0297930407096
empty-32-32__a400__i20__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,20,2,wait_light,use_nonadditive,False,0.0337730270639
empty-32-32__a400__i20__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,20,3,commit_heavy,use_nonadditive,False,0.00864225608369
empty-32-32__a400__i21__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,21,0,block_heavy,use_nonadditive,False,0.0619907899398
empty-32-32__a400__i21__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,21,1,wait_light,use_nonadditive,False,-0.0126343133782
empty-32-32__a400__i21__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,21,2,additive_ltm,defer_ltm,False,0.0
empty-32-32__a400__i21__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,21,3,wait_light,use_nonadditive,False,0.00791120557327
empty-32-32__a400__i22__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,22,0,decay_095,use_nonadditive,False,0.0
empty-32-32__a400__i22__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,22,1,additive_ltm,defer_ltm,False,0.0
empty-32-32__a400__i22__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,22,2,wait_light,use_nonadditive,False,0.0107539315449
empty-32-32__a400__i22__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,22,3,wait_light,use_nonadditive,False,0.00242830712303
empty-32-32__a400__i23__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,23,0,wait_light,use_nonadditive,False,0.0517727166001
empty-32-32__a400__i23__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,23,1,wait_light,use_nonadditive,False,0.00281756280817
empty-32-32__a400__i23__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,23,2,wait_light,use_nonadditive,False,0.0520075135008
empty-32-32__a400__i23__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,23,3,wait_light,use_nonadditive,False,0.0098614698286
empty-32-32__a400__i24__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,24,0,wait_light,use_nonadditive,False,0.0127919258303
empty-32-32__a400__i24__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,24,1,wait_light,use_nonadditive,False,0.000234714235418
empty-32-32__a400__i24__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,24,2,wait_light,use_nonadditive,False,0.0181903532449
empty-32-32__a400__i24__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,24,3,wait_light,use_nonadditive,False,-0.0063372843563
empty-32-32__a400__i25__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,25,0,wait_light,use_nonadditive,False,0.0288266825491
empty-32-32__a400__i25__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,25,1,wait_light,use_nonadditive,False,0.0617033948779
empty-32-32__a400__i25__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,25,2,wait_light,use_nonadditive,False,0.056343061346
empty-32-32__a400__i25__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,25,3,wait_light,use_nonadditive,False,0.0232281119714
empty-32-32__a400__i2__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,2,0,wait_light,use_nonadditive,False,0.0840238067452
empty-32-32__a400__i2__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,2,1,commit_heavy,use_nonadditive,False,0.0358268175983
empty-32-32__a400__i2__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,2,2,wait_light,use_nonadditive,False,0.00256739409499
empty-32-32__a400__i2__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,2,3,wait_light,use_nonadditive,False,0.0339596218929
empty-32-32__a400__i3__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,3,0,decay_095,use_nonadditive,False,0.0
empty-32-32__a400__i3__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,3,1,commit_heavy,use_nonadditive,False,0.0440972222222
empty-32-32__a400__i3__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,3,2,wait_light,use_nonadditive,False,0.00428240740741
empty-32-32__a400__i3__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,3,3,decay_095,use_nonadditive,False,0.0377314814815
empty-32-32__a400__i4__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,4,0,wait_light,use_nonadditive,False,0.0120186697783
empty-32-32__a400__i4__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,4,1,additive_ltm,defer_ltm,False,0.0
empty-32-32__a400__i4__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,4,2,additive_ltm,defer_ltm,False,0.0
empty-32-32__a400__i4__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,4,3,wait_light,use_nonadditive,False,0.00128354725788
empty-32-32__a400__i5__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,5,0,decay_095,use_nonadditive,False,0.0
empty-32-32__a400__i5__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,5,1,wait_light,use_nonadditive,False,0.0501577998197
empty-32-32__a400__i5__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,5,2,additive_ltm,defer_ltm,False,0.0
empty-32-32__a400__i5__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,5,3,block_light,use_nonadditive,False,0.00721370604148
empty-32-32__a400__i6__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,6,0,wait_light,use_nonadditive,False,0.0699537402685
empty-32-32__a400__i6__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,6,1,wait_light,use_nonadditive,False,0.00146677197337
empty-32-32__a400__i6__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,6,2,wait_light,use_nonadditive,False,0.0514498476814
empty-32-32__a400__i6__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,6,3,wait_light,use_nonadditive,False,0.0183910639738
empty-32-32__a400__i7__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,7,0,block_heavy,use_nonadditive,False,0.0202702702703
empty-32-32__a400__i7__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,7,1,wait_light,use_nonadditive,False,0.0406633906634
empty-32-32__a400__i7__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,7,2,wait_light,use_nonadditive,False,-0.0152334152334
empty-32-32__a400__i7__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,7,3,block_light,use_nonadditive,False,0.0114250614251
empty-32-32__a400__i8__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,8,0,wait_light,use_nonadditive,False,0.0659995502586
empty-32-32__a400__i8__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,8,1,additive_ltm,defer_ltm,False,0.0
empty-32-32__a400__i8__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,8,2,additive_ltm,defer_ltm,False,0.0
empty-32-32__a400__i8__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,8,3,commit_heavy,use_nonadditive,False,0.0273217899708
empty-32-32__a400__i9__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,400,9,0,wait_light,use_nonadditive,False,0.0632868322559
empty-32-32__a400__i9__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,400,9,1,wait_light,use_nonadditive,False,0.0482023363956
empty-32-32__a400__i9__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,400,9,2,additive_ltm,defer_ltm,False,0.0
empty-32-32__a400__i9__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,400,9,3,wait_light,use_nonadditive,False,-0.00816604287173
empty-32-32__a50__i10__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,10,0,wait_heavy,use_nonadditive,False,0.00704934541793
empty-32-32__a50__i10__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,10,1,commit_heavy,use_nonadditive,False,0.00503524672709
empty-32-32__a50__i10__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,10,2,decay_095,use_nonadditive,False,0.0281973816717
empty-32-32__a50__i10__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,10,3,decay_095,use_nonadditive,False,0.0140986908359
empty-32-32__a50__i11__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,11,0,block_heavy,use_nonadditive,False,0.00652376514445
empty-32-32__a50__i11__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,11,1,decay_095,use_nonadditive,False,0.0205032618826
empty-32-32__a50__i11__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,11,2,block_heavy,use_nonadditive,False,0.044734389562
empty-32-32__a50__i11__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,11,3,block_light,use_nonadditive,False,0.00372786579683
empty-32-32__a50__i12__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,12,0,block_heavy,use_nonadditive,False,0.00626118067979
empty-32-32__a50__i12__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,12,1,block_heavy,use_nonadditive,False,0.0322003577818
empty-32-32__a50__i12__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,12,2,block_heavy,use_nonadditive,False,0.0
empty-32-32__a50__i12__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,12,3,commit_heavy,use_nonadditive,False,0.000894454382827
empty-32-32__a50__i13__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,13,0,wait_heavy,use_nonadditive,False,0.0173243503369
empty-32-32__a50__i13__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,13,1,commit_heavy,use_nonadditive,False,0.0577478344562
empty-32-32__a50__i13__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,13,2,commit_heavy,use_nonadditive,False,0.0336862367661
empty-32-32__a50__i13__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,13,3,commit_heavy,use_nonadditive,False,0.0404234841193
empty-32-32__a50__i14__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,14,0,wait_heavy,use_nonadditive,False,0.0253045923149
empty-32-32__a50__i14__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,14,1,commit_heavy,use_nonadditive,False,0.0412371134021
empty-32-32__a50__i14__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,14,2,decay_095,use_nonadditive,False,0.0187441424555
empty-32-32__a50__i14__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,14,3,decay_095,use_nonadditive,False,0.0037488284911
empty-32-32__a50__i15__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,15,0,block_heavy,use_nonadditive,False,0.0030303030303
empty-32-32__a50__i15__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,15,1,commit_heavy,use_nonadditive,False,0.0484848484848
empty-32-32__a50__i15__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,15,2,commit_heavy,use_nonadditive,False,0.0161616161616
empty-32-32__a50__i15__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,15,3,commit_heavy,use_nonadditive,False,0.0676767676768
empty-32-32__a50__i16__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,16,0,wait_heavy,use_nonadditive,False,0.0184615384615
empty-32-32__a50__i16__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,16,1,commit_heavy,use_nonadditive,False,0.0410256410256
empty-32-32__a50__i16__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,16,2,decay_095,use_nonadditive,False,0.0235897435897
empty-32-32__a50__i16__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,16,3,wait_light,use_nonadditive,False,0.0369230769231
empty-32-32__a50__i17__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,17,0,block_heavy,use_nonadditive,False,0.00567721005677
empty-32-32__a50__i17__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,17,1,decay_090,use_nonadditive,False,0.00567721005677
empty-32-32__a50__i17__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,17,2,wait_heavy,use_nonadditive,False,0.0397404703974
empty-32-32__a50__i17__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,17,3,block_heavy,use_nonadditive,False,0.00973236009732
empty-32-32__a50__i18__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,18,0,wait_heavy,use_nonadditive,False,-0.00177462289264
empty-32-32__a50__i18__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,18,1,decay_090,use_nonadditive,False,-0.00887311446318
empty-32-32__a50__i18__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,18,2,decay_095,use_nonadditive,False,0.0
empty-32-32__a50__i18__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,18,3,commit_heavy,use_nonadditive,False,0.0124223602484
empty-32-32__a50__i19__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,19,0,block_heavy,use_nonadditive,False,0.00874635568513
empty-32-32__a50__i19__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,19,1,block_heavy,use_nonadditive,False,0.0106899902818
empty-32-32__a50__i19__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,19,2,commit_heavy,use_nonadditive,False,0.0349854227405
empty-32-32__a50__i19__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,19,3,wait_heavy,use_nonadditive,False,0.025267249757
empty-32-32__a50__i1__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,1,0,block_heavy,use_nonadditive,False,-0.0138376383764
empty-32-32__a50__i1__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,1,1,commit_heavy,use_nonadditive,False,0.000922509225092
empty-32-32__a50__i1__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,1,2,commit_heavy,use_nonadditive,False,0.0267527675277
empty-32-32__a50__i1__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,1,3,block_heavy,use_nonadditive,False,0.0119926199262
empty-32-32__a50__i20__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,20,0,block_heavy,use_nonadditive,False,0.0198412698413
empty-32-32__a50__i20__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,20,1,block_heavy,use_nonadditive,False,0.0128968253968
empty-32-32__a50__i20__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,20,2,commit_heavy,use_nonadditive,False,0.0128968253968
empty-32-32__a50__i20__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,20,3,block_light,use_nonadditive,False,0.00694444444444
empty-32-32__a50__i21__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,21,0,block_heavy,use_nonadditive,False,0.00527704485488
empty-32-32__a50__i21__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,21,1,commit_heavy,use_nonadditive,False,0.0307827616535
empty-32-32__a50__i21__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,21,2,commit_heavy,use_nonadditive,False,0.0228671943712
empty-32-32__a50__i21__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,21,3,wait_heavy,use_nonadditive,False,0.00351802990325
empty-32-32__a50__i22__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,22,0,block_heavy,use_nonadditive,False,0.0201729106628
empty-32-32__a50__i22__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,22,1,decay_090,use_nonadditive,False,0.016330451489
empty-32-32__a50__i22__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,22,2,decay_095,use_nonadditive,False,0.00480307396734
empty-32-32__a50__i22__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,22,3,block_heavy,use_nonadditive,False,0.0
empty-32-32__a50__i23__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,23,0,block_heavy,use_nonadditive,False,0.00291262135922
empty-32-32__a50__i23__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,23,1,wait_heavy,use_nonadditive,False,-0.000970873786408
empty-32-32__a50__i23__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,23,2,commit_heavy,use_nonadditive,False,0.0776699029126
empty-32-32__a50__i23__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,23,3,commit_heavy,use_nonadditive,False,0.00679611650485
empty-32-32__a50__i24__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,24,0,decay_090,use_nonadditive,False,0.0
empty-32-32__a50__i24__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,24,1,wait_heavy,use_nonadditive,False,0.00259291270527
empty-32-32__a50__i24__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,24,2,wait_heavy,use_nonadditive,False,0.00691443388073
empty-32-32__a50__i24__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,24,3,commit_heavy,use_nonadditive,False,0.0164217804667
empty-32-32__a50__i25__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,25,0,block_heavy,use_nonadditive,False,-0.00729927007299
empty-32-32__a50__i25__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,25,1,block_heavy,use_nonadditive,False,0.0164233576642
empty-32-32__a50__i25__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,25,2,commit_heavy,use_nonadditive,False,0.0583941605839
empty-32-32__a50__i25__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,25,3,commit_heavy,use_nonadditive,False,0.0346715328467
empty-32-32__a50__i2__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,2,0,decay_090,use_nonadditive,False,0.0
empty-32-32__a50__i2__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,2,1,decay_095,use_nonadditive,False,0.0104347826087
empty-32-32__a50__i2__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,2,2,commit_heavy,use_nonadditive,False,0.015652173913
empty-32-32__a50__i2__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,2,3,block_heavy,use_nonadditive,False,0.0478260869565
empty-32-32__a50__i3__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,3,0,wait_heavy,use_nonadditive,False,0.0294695481336
empty-32-32__a50__i3__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,3,1,commit_heavy,use_nonadditive,False,0.032416502947
empty-32-32__a50__i3__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,3,2,block_heavy,use_nonadditive,False,0.0707269155206
empty-32-32__a50__i3__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,3,3,block_heavy,use_nonadditive,False,0.0176817288802
empty-32-32__a50__i4__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,4,0,decay_090,use_nonadditive,False,0.0
empty-32-32__a50__i4__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,4,1,block_heavy,use_nonadditive,False,-0.00454959053685
empty-32-32__a50__i4__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,4,2,commit_heavy,use_nonadditive,False,0.0127388535032
empty-32-32__a50__i4__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,4,3,block_heavy,use_nonadditive,False,-0.00272975432211
empty-32-32__a50__i5__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,5,0,wait_heavy,use_nonadditive,False,0.0153256704981
empty-32-32__a50__i5__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,5,1,commit_heavy,use_nonadditive,False,0.00574712643678
empty-32-32__a50__i5__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,5,2,block_heavy,use_nonadditive,False,0.00766283524904
empty-32-32__a50__i5__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,5,3,wait_heavy,use_nonadditive,False,0.051724137931
empty-32-32__a50__i6__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,6,0,block_heavy,use_nonadditive,False,0.0106382978723
empty-32-32__a50__i6__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,6,1,commit_heavy,use_nonadditive,False,0.0406189555126
empty-32-32__a50__i6__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,6,2,wait_heavy,use_nonadditive,False,0.0454545454545
empty-32-32__a50__i6__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,6,3,commit_heavy,use_nonadditive,False,0.0135396518375
empty-32-32__a50__i7__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,7,0,block_heavy,use_nonadditive,False,0.0141987829615
empty-32-32__a50__i7__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,7,1,commit_heavy,use_nonadditive,False,0.0192697768763
empty-32-32__a50__i7__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,7,2,block_heavy,use_nonadditive,False,0.0446247464503
empty-32-32__a50__i7__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,7,3,commit_heavy,use_nonadditive,False,0.0111561866126
empty-32-32__a50__i8__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,8,0,wait_heavy,use_nonadditive,False,0.00621118012422
empty-32-32__a50__i8__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,8,1,block_heavy,use_nonadditive,False,0.0204081632653
empty-32-32__a50__i8__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,8,2,decay_095,use_nonadditive,False,0.00266193433895
empty-32-32__a50__i8__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,8,3,commit_heavy,use_nonadditive,False,0.0186335403727
empty-32-32__a50__i9__phase4_phase4-full-repair5-expand5000__iter0,train,empty-32-32,50,9,0,wait_heavy,use_nonadditive,False,0.0172117039587
empty-32-32__a50__i9__phase4_phase4-full-repair5-expand5000__iter1,train,empty-32-32,50,9,1,commit_heavy,use_nonadditive,False,0.00344234079174
empty-32-32__a50__i9__phase4_phase4-full-repair5-expand5000__iter2,train,empty-32-32,50,9,2,commit_heavy,use_nonadditive,False,0.0111876075731
empty-32-32__a50__i9__phase4_phase4-full-repair5-expand5000__iter3,train,empty-32-32,50,9,3,commit_heavy,use_nonadditive,False,0.0154905335628
maze-32-32-2__a100__i10__phase4_phase4-full-repair5-expand5000__iter0,train,maze-32-32-2,100,10,0,decay_090,use_nonadditive,False,0.0
maze-32-32-2__a100__i10__phase4_phase4-full-repair5-expand5000__iter1,train,maze-32-32-2,100,10,1,additive_ltm,defer_ltm,False,0.0
maze-32-32-2__a100__i10__phase4_phase4-full-repair5-expand5000__iter2,train,maze-32-32-2,100,10,2,wait_light,use_nonadditive,False,0.0490515424411
maze-32-32-2__a100__i10__phase4_phase4-full-repair5-expand5000__iter3,train,maze-32-32-2,100,10,3,additive_ltm,defer_ltm,False,0.0
maze-32-32-2__a100__i11__phase4_phase4-full-repair5-expand5000__iter0,train,maze-32-32-2,100,11,0,decay_095,use_nonadditive,False,0.0
maze-32-32-2__a100__i11__phase4_phase4-full-repair5-expand5000__iter1,train,maze-32-32-2,100,11,1,wait_light,use_nonadditive,False,0.0419089633046
maze-32-32-2__a100__i11__phase4_phase4-full-repair5-expand5000__iter2,train,maze-32-32-2,100,11,2,wait_light,use_nonadditive,False,0.016442751153
maze-32-32-2__a100__i11__phase4_phase4-full-repair5-expand5000__iter3,train,maze-32-32-2,100,11,3,block_heavy,use_nonadditive,False,0.00862241828755
maze-32-32-2__a100__i12__phase4_phase4-full-repair5-expand5000__iter0,train,maze-32-32-2,100,12,0,decay_095,use_nonadditive,False,0.0
maze-32-32-2__a100__i12__phase4_phase4-full-repair5-expand5000__iter1,train,maze-32-32-2,100,12,1,wait_light,use_nonadditive,False,-0.0197576887232
maze-32-32-2__a100__i12__phase4_phase4-full-repair5-expand5000__iter2,train,maze-32-32-2,100,12,2,additive_ltm,defer_ltm,False,0.0
maze-32-32-2__a100__i12__phase4_phase4-full-repair5-expand5000__iter3,train,maze-32-32-2,100,12,3,block_light,use_nonadditive,False,0.0180801491146
maze-32-32-2__a100__i13__phase4_phase4-full-repair5-expand5000__iter0,train,maze-32-32-2,100,13,0,decay_095,use_nonadditive,False,0.0
maze-32-32-2__a100__i13__phase4_phase4-full-repair5-expand5000__iter1,train,maze-32-32-2,100,13,1,wait_light,use_nonadditive,False,0.0560765550239
maze-32-32-2__a100__i13__phase4_phase4-full-repair5-expand5000__iter2,train,maze-32-32-2,100,13,2,additive_ltm,defer_ltm,False,0.0
maze-32-32-2__a100__i13__phase4_phase4-full-repair5-expand5000__iter3,train,maze-32-32-2,100,13,3,decay_095,use_nonadditive,False,0.0214354066986
maze-32-32-2__a100__i14__phase4_phase4-full-repair5-expand5000__iter0,train,maze-32-32-2,100,14,0,decay_095,use_nonadditive,False,0.0
maze-32-32-2__a100__i14__phase4_phase4-full-repair5-expand5000__iter1,train,maze-32-32-2,100,14,1,additive_ltm,defer_ltm,False,0.0
maze-32-32-2__a100__i14__phase4_phase4-full-repair5-expand5000__iter2,train,maze-32-32-2,100,14,2,additive_ltm,defer_ltm,False,0.0
maze-32-32-2__a100__i14__phase4_phase4-full-repair5-expand5000__iter3,train,maze-32-32-2,100,14,3,additive_ltm,defer_ltm,False,0.0
maze-32-32-2__a100__i15__phase4_phase4-full-repair5-expand5000__iter0,train,maze-32-32-2,100,15,0,decay_095,use_nonadditive,False,0.0
maze-32-32-2__a100__i15__phase4_phase4-full-repair5-expand5000__iter1,train,maze-32-32-2,100,15,1,additive_ltm,defer_ltm,False,0.0
maze-32-32-2__a100__i15__phase4_phase4-full-repair5-expand5000__iter2,train,maze-32-32-2,100,15,2,wait_light,use_nonadditive,False,-0.00443951165372
maze-32-32-2__a100__i15__phase4_phase4-full-repair5-expand5000__iter3,train,maze-32-32-2,100,15,3,block_light,use_nonadditive,False,0.0181280059193
maze-32-32-2__a100__i16__phase4_phase4-full-repair5-expand5000__iter0,train,maze-32-32-2,100,16,0,decay_095,use_nonadditive,False,0.0
