direct_row_id,direct_group_key,source_round,source_path,materialization_source,real_solver_execution,context_budget_iteration_key,context_key,candidate_id,materialized_candidate_id,role,map,map_family,agents,seed,budget_ms,iteration,solution_found,sum_of_loss_ratio,expanded_nodes,trace_event_count,trace_backend,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g538_direct_00000000,G5.34_broad_probe|maze-32-32-4|50|146|500|0,G5.34_broad_probe,outputs/tables/phase5p5_repair5g534_broad_probe_results.csv,g533_inherited_real_solver,True,maze-32-32-4|50|146|500|0,maze-32-32-4|50|146|500,repair5g59_additive_fallback,repair5g59_additive_fallback,additive_ltm,maze-32-32-4,maze,50,146,500,0,True,1.16480162767,86,4594,real_solver_trace,False,False,False,False,False
g538_direct_00000001,G5.34_broad_probe|maze-32-32-4|50|146|500|0,G5.34_broad_probe,outputs/tables/phase5p5_repair5g534_broad_probe_results.csv,g533_inherited_real_solver,True,maze-32-32-4|50|146|500|0,maze-32-32-4|50|146|500,repair5g59_static_flow_shield,repair5g59_static_flow_shield,static_flow_shield,maze-32-32-4,maze,50,146,500,0,True,1.16480162767,86,4594,real_solver_trace,False,False,False,False,False
g538_direct_00000002,G5.34_broad_probe|maze-32-32-4|50|146|500|0,G5.34_broad_probe,outputs/tables/phase5p5_repair5g534_broad_probe_results.csv,g533_inherited_real_solver,True,maze-32-32-4|50|146|500|0,maze-32-32-4|50|146|500,repair5g59_c_only_f_disabled,repair5g59_c_only_f_disabled,candidate,maze-32-32-4,maze,50,146,500,0,True,1.16480162767,86,4594,real_solver_trace,False,False,False,False,False
g538_direct_00000003,G5.34_broad_probe|maze-32-32-4|50|146|500|0,G5.34_broad_probe,outputs/tables/phase5p5_repair5g534_broad_probe_results.csv,g533_inherited_real_solver,True,maze-32-32-4|50|146|500|0,maze-32-32-4|50|146|500,repair5g59_light_cong_light_flow,repair5g59_light_cong_light_flow,candidate,maze-32-32-4,maze,50,146,500,0,True,1.16480162767,86,4594,real_solver_trace,False,False,False,False,False
g538_direct_00000004,G5.34_broad_probe|maze-32-32-4|50|146|500|0,G5.34_broad_probe,outputs/tables/phase5p5_repair5g534_broad_probe_results.csv,g533_inherited_real_solver,True,maze-32-32-4|50|146|500|0,maze-32-32-4|50|146|500,repair5g59_block_heavy_flow_guard,repair5g59_block_heavy_flow_guard,candidate,maze-32-32-4,maze,50,146,500,0,True,1.16480162767,86,4594,real_solver_trace,False,False,False,False,False
g538_direct_00000005,G5.34_broad_probe|maze-32-32-4|50|146|500|0,G5.34_broad_probe,outputs/tables/phase5p5_repair5g534_broad_probe_results.csv,g533_inherited_real_solver,True,maze-32-32-4|50|146|500|0,maze-32-32-4|50|146|500,repair5g59_commit_heavy_flow_guard,repair5g59_commit_heavy_flow_guard,candidate,maze-32-32-4,maze,50,146,500,0,True,1.16480162767,86,4594,real_solver_trace,False,False,False,False,False
g538_direct_00000006,G5.34_broad_probe|maze-32-32-4|50|146|500|0,G5.34_broad_probe,outputs/tables/phase5p5_repair5g534_broad_probe_results.csv,g533_inherited_real_solver,True,maze-32-32-4|50|146|500|0,maze-32-32-4|50|146|500,repair5g59_wait_conservative,repair5g59_wait_conservative,candidate,maze-32-32-4,maze,50,146,500,0,True,1.16480162767,86,4594,real_solver_trace,False,False,False,False,False
g538_direct_00000007,G5.34_broad_probe|maze-32-32-4|50|146|500|0,G5.34_broad_probe,outputs/tables/phase5p5_repair5g534_broad_probe_results.csv,g533_inherited_real_solver,True,maze-32-32-4|50|146|500|0,maze-32-32-4|50|146|500,repair5g59_wait_aggressive,repair5g59_wait_aggressive,candidate,maze-32-32-4,maze,50,146,500,0,True,1.16480162767,86,4594,real_solver_trace,False,False,False,False,False
g538_direct_00000008,G5.34_broad_probe|maze-32-32-4|50|146|500|0,G5.34_broad_probe,outputs/tables/phase5p5_repair5g534_broad_probe_results.csv,g533_inherited_real_solver,True,maze-32-32-4|50|146|500|0,maze-32-32-4|50|146|500,repair5g59_flow_decay,repair5g59_flow_decay,candidate,maze-32-32-4,maze,50,146,500,0,True,1.16480162767,86,4594,real_solver_trace,False,False,False,False,False
g538_direct_00000009,G5.34_broad_probe|maze-32-32-4|50|146|500|0,G5.34_broad_probe,outputs/tables/phase5p5_repair5g534_broad_probe_results.csv,g533_inherited_real_solver,True,maze-32-32-4|50|146|500|0,maze-32-32-4|50|146|500,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,best_fixed_static_goal_aware,maze-32-32-4,maze,50,146,500,0,True,1.16480162767,86,4594,real_solver_trace,False,False,False,False,False
