audit,vs_static_flow_success_regression_count,vs_static_flow_quality_only_mean_delta,vs_static_flow_better_count,vs_static_flow_worse_count,non_static_selection_rate,safe_high_margin_count,passes_positive_audit,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g541_vs_static_flow_positive,0,-0.000348460056495,35,26,0.0555555555556,35,True,False,False,False,False,False
