pool_id,source,source_id,distance_from_current_static_flow,distance_from_legacy_helper,active_field_deltas,global_fixed_candidate,context_dependent,theta_family,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,support_rows_existing,success_regression_count_existing,quality_delta_existing,support_strata_existing
g554_pool_425619021455,g553_zero_regression_low_support,repair5g549_theta_549000503,0.942109115785,0.665953268095,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.255930738139,0.95,1,1,1.10604678791,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0083733104,4
g554_pool_863515924639,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000503_t035,0.329738190524,1.13692847614,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.0895757583487,0.95,1,1,0.387116375768,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.0083733104,
g554_pool_797765701489,g553_zero_regression_low_support,repair5g549_theta_549000271,1.51655680688,0.298673642651,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.13997852004,0.95,1,0.937700924598,0.813412373175,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00828306568667,4
g554_pool_455993257393,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000271_t035,0.53079488241,0.979481137039,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.398992482014,0.95,1,0.978195323609,0.284694330611,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00828306568667,
g554_pool_558937015397,g553_zero_regression_low_support,repair5g549_theta_549000402,1.3350979298,0.718161563677,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.706703586593,0.362702274595,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.008111404518,4
g554_pool_143684469217,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000402_t035,0.467284275431,1.20468988062,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.897346255308,0.126945796108,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.008111404518,
g554_pool_868482535389,g553_zero_regression_low_support,repair5g549_theta_549000535,1.42346575307,0.043200913598,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.935198629603,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00797752624,4
g554_pool_229838416710,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000535_t035,0.498213013574,0.968453653093,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.327319520361,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00797752624,
g554_pool_212968882420,g553_zero_regression_low_support,repair5g549_theta_549000524,1.72498365004,0.258316983376,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.810812878374,11.0242699515,1,0,0,False,False,False,False,False,30,0,-0.00797752624,4
g554_pool_836437774523,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000524_t035,0.603744277509,1.04374427751,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.933784507431,11.008494483,1,0,0,False,False,False,False,False,30,0,-0.00797752624,
g554_pool_411880073308,g553_zero_regression_low_support,repair5g549_theta_549000534,2.18677272646,0.720106059789,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.766127967744,9.36689326621,1,0,0,False,False,False,False,False,30,0,-0.00797752624,4
g554_pool_901708682456,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000534_t035,0.765370454253,1.20537045425,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.91814478871,10.4284126432,1,0,0,False,False,False,False,False,30,0,-0.00797752624,
g554_pool_290561429559,g553_zero_regression_low_support,repair5g549_theta_549000333,1.27103545793,0.649812300377,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.471597806804,0.95,1,1,1.34063581873,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00787031283909,4
g554_pool_308788720028,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000333_t035,0.444862410275,1.02180425639,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.165059232381,0.95,1,1,0.469222536556,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00787031283909,
g554_pool_031982935979,g553_zero_regression_low_support,repair5g549_theta_549000367,1.35203688759,0.879672498986,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.254273291453,0.223552952894,1.03057818884,1,11,1,0,0,False,False,False,False,False,30,0,-0.007730597465,4
g554_pool_188086008699,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000367_t035,0.473212910656,1.26121870798,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_flow_shield_beta;theta_max_flow_shield,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.0889956520085,0.305743533513,0.848202366094,1,11,1,0,0,False,False,False,False,False,30,0,-0.007730597465,
g554_pool_239399018530,g553_zero_regression_low_support,repair5g549_theta_549000593,0.653822692355,0.812843974311,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.289968170064,0.95,1,1,0.632772234456,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00725668689455,4
g554_pool_564449597359,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000593_t035,0.228837942324,1.23782872434,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.101488859522,0.95,1,1,0.22147028206,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00725668689455,
g554_pool_156893968886,g553_zero_regression_low_support,repair5g549_theta_549000361,1.77067477865,0.304008111979,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.11463817072,0.95,1,0.79175481649,1.00607858784,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.007148929812,4
g554_pool_151901698719,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000361_t035,0.619736172527,0.992702122598,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.390123359752,0.95,1,0.927114185771,0.352127505744,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.007148929812,
g554_pool_410114298191,g553_zero_regression_low_support,repair5g549_theta_549000172,1.57827044346,0.111603776795,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.988134023732,1.14960670079,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00699041786,4
g554_pool_772416131190,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000172_t035,0.552394655211,0.922578194843,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,0.995846908306,0.402362345276,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00699041786,
g554_pool_365516927195,g553_zero_regression_low_support,repair5g549_theta_549000871,1.93058805883,0.46392139216,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.21353597293,0.95,1,0.722674554651,1.0236507527,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00690554965875,4
g554_pool_547690905692,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000871_t035,0.675705820589,0.985088657822,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.424737590525,0.95,1,0.902936094128,0.358277763445,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00690554965875,
g554_pool_592134367619,g553_zero_regression_low_support,repair5g549_theta_549000128,2.56634104732,1.14712612575,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.970342659315,0.95,1,0.846803006394,1,0.35,0.75,0.272347555305,11,1,0,0,False,False,False,False,False,30,0,-0.006892157496,4
g554_pool_986775819185,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000128_t035,0.898219366561,1.35482747734,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.33961993076,0.95,1,0.946381052238,0.35,0.35,0.75,0.745321644357,11,1,0,0,False,False,False,False,False,30,0,-0.006892157496,
g554_pool_609749098322,g553_zero_regression_low_support,repair5g549_theta_549000603,0.264864470271,1.2018021964,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.123331003338,0.95,1,1,0.249299501401,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00661681294083,4
g554_pool_926586955808,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000603_t035,0.0927025645948,1.37396410207,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.0431658511683,0.95,1,1,0.0872548254903,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00661681294083,
g554_pool_191409671578,g553_zero_regression_low_support,repair5g549_theta_549000161,1.47459529081,0.0746892906243,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.03837172326,0.95,1,0.989388421223,0.949929500141,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00619887511,4
g554_pool_285837558971,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000161_t035,0.516108351784,0.957986420027,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.363430103141,0.95,1,0.996285947428,0.332475325049,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00619887511,
g554_pool_568882507607,g553_zero_regression_low_support,repair5g549_theta_549000330,2.6981997036,1.23153303693,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost;theta_goal_projection_mode_flow_shield;theta_goal_projection_mode_none,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.4541500917,1.09715930568,0.35,0.75,1,11.8504402991,0,0,1,False,False,False,False,False,30,0,-0.00595846332364,4
g554_pool_885372666297,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000330_t035,0.769369896267,1.16402888695,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1.1589525321,0.384005756988,0.35,0.75,1,11.2976541047,1,0,0,False,False,False,False,False,30,0,-0.00595846332364,
g554_pool_824576407759,g553_zero_regression_low_support,repair5g549_theta_549000644,2.10371989256,0.637053225897,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.606352037296,10.5512428975,1,0,0,False,False,False,False,False,30,0,-0.00586954215615,4
g554_pool_093930509514,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000644_t035,0.736301962403,1.1763019624,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.862223213054,10.8429350141,1,0,0,False,False,False,False,False,30,0,-0.00586954215615,
g554_pool_352503311646,g553_zero_regression_low_support,repair5g549_theta_549000253,1.48353803293,0.087547224908,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1.06526161948,0.95,1,1,0.946993106014,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00577595702778,4
g554_pool_690668786856,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000253_t035,0.519238311524,0.947428355142,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.372841566818,0.95,1,1,0.331447587105,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00577595702778,
g554_pool_851378526855,g553_zero_regression_low_support,repair5g549_theta_549000595,1.45929668141,0.00736998526,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.98894502211,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00564278703273,4
g554_pool_755705819903,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000595_t035,0.510753838492,0.955912828175,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.346130757738,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00564278703273,
g554_pool_560846234793,g553_zero_regression_low_support,repair5g549_theta_549000594,1.65672578655,0.190059119884,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.987394025212,11.693004614,1,0,0,False,False,False,False,False,30,0,-0.00564278703273,4
g554_pool_608667243349,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000594_t035,0.579854025293,1.01985402529,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.995587908824,11.2425516149,1,0,0,False,False,False,False,False,30,0,-0.00564278703273,
g554_pool_839531496270,g553_zero_regression_low_support,repair5g549_theta_549000584,2.6171508657,1.15048419903,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.289048671903,11.8101963796,1,0,0,False,False,False,False,False,30,0,-0.00564278703273,4
g554_pool_210525361772,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000584_t035,0.916002803004,1.356002803,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.751167035166,11.2835687329,1,0,0,False,False,False,False,False,30,0,-0.00564278703273,
g554_pool_992502398080,g553_zero_regression_low_support,repair5g549_theta_549000614,1.72400865199,0.257341985324,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.807324635351,11.0017659965,1,0,0,False,False,False,False,False,30,0,-0.00563507758417,4
g554_pool_416472200261,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000614_t035,0.603403028203,1.0434030282,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.932563622373,11.0006180988,1,0,0,False,False,False,False,False,30,0,-0.00563507758417,
g554_pool_630417490044,g553_zero_regression_low_support,repair5g549_theta_549000604,2.45423719152,0.987570524858,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.452373595253,9.97039205922,1,0,0,False,False,False,False,False,30,0,-0.00563507758417,4
g554_pool_221481530303,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000604_t035,0.85898301704,1.29898301704,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.808330758339,10.6396372207,1,0,0,False,False,False,False,False,30,0,-0.00563507758417,
g554_pool_372203281853,g553_zero_regression_low_support,repair5g549_theta_549000758,2.34027980277,1.14650219033,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,0.829444341111,0.95,1,1.02724329551,1,0.35,0.75,0.262889224222,11,1,0,0,False,False,False,False,False,30,0,-0.005625177892,4
g554_pool_353102767246,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000758_t035,0.819097930971,1.35460909995,theta_alpha_flow_wait_progress;theta_lambda_cong;theta_lambda_flow;theta_min_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.290305519389,0.95,1,1.00953515343,0.35,0.35,0.75,0.742011228478,11,1,0,0,False,False,False,False,False,30,0,-0.005625177892,
g554_pool_865215819543,g553_zero_regression_low_support,repair5g549_theta_549000265,1.53322153356,0.0665548668933,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.09983230034,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00556210677667,4
g554_pool_310517171588,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000265_t035,0.536627536746,0.930039129921,theta_alpha_flow_wait_progress;theta_lambda_flow,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.384941305119,0.35,0.75,1,11,1,0,0,False,False,False,False,False,30,0,-0.00556210677667,
g554_pool_993309492906,g553_zero_regression_low_support,repair5g549_theta_549000264,1.90442329116,0.437756624493,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,g553_zero_regression_low_support,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.811522376955,10.2541874916,1,0,0,False,False,False,False,False,30,0,-0.00556210677667,4
g554_pool_434220954790,g553_zero_regression_low_support_shrinkage_to_hand,repair5g549_theta_549000264_t035,0.666548151896,1.1065481519,theta_alpha_flow_wait_progress;theta_lambda_flow;theta_min_edge_cost;theta_max_edge_cost,True,False,shrinkage_to_hand_from_risky,1.25,1.25,1.25,0.75,0.75,1,0.35,0.95,1,1,0.35,0.35,0.75,0.934032831934,10.7389656221,1,0,0,False,False,False,False,False,30,0,-0.00556210677667,
