replay_phase,map,agents,seed,budget_ms,horizon_id,g561_instance_uid,g561_evaluation_uid,g561_identity_digest,g561_scenario_sha256,theta_id,method,model_path,baseline_id,candidate_success,baseline_success,success_regression,success_gain,both_success,both_fail,quality_delta_vs_g556,quality_delta_vs_additive,candidate_recognized,fingerprint_match,scenario_hash_match,identity_retained,cost_finite,candidate_runtime_ms,baseline_runtime_ms,runtime_overhead_ms,candidate_expanded_nodes,baseline_expanded_nodes,candidate_low_level_pibt_calls,baseline_low_level_pibt_calls,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
hard_negative_finetune_panel,empty-32-32,64,7002,500,g561_dev_empty_a64_b500_i2,5c493579e93830cf4959c1c3097aa1c296a34004b4eeb3b83b2292911580bf40,05be167f7e00b7836cb5a57ab2753775257d8089bb3b52e98974cbc28e191595,31f120900d7be5939b35d9194d997fea4620143a9cd7d6eda58327521578222d,f1faa59436d9682f9e4a064fd429dec57d57e958e3d2a31fffbc62f19847ed76,g561_f6_full_goal_aware_dual_channel_actor_c37a02b3b33b,F6_full_goal_aware_dual_channel_actor,artifacts/models/gcst/g561_f6_full_goal_aware_dual_channel_actor_seed561.pt,g556_c063174,True,True,False,False,True,False,0.011627906980000047,-0.03214774280999988,True,True,True,True,True,9.811432,16.335525,-6.524093000000001,55,55,3456,3456,1.250076174736023,1.1581517457962036,1.4433228969573975,0.7499719858169556,0.7498933672904968,0.7993983626365662,0.9362148642539978,0.9503381848335266,1.0,0.9629899263381958,0.6498112678527832,0.5732052326202393,1.2295117378234863,1.0,10.7933931350708,False,False,False,False,False
hard_negative_finetune_panel,empty-32-32,64,7002,500,g561_dev_empty_a64_b500_i2,5c493579e93830cf4959c1c3097aa1c296a34004b4eeb3b83b2292911580bf40,2b4c25da682eef07cc4da687e3170cd820ae136775aab7be27e82564427103b2,03d785454d960202ab06c4774b66d4a5bfa337279d416f907f72ac0e032146d5,f1faa59436d9682f9e4a064fd429dec57d57e958e3d2a31fffbc62f19847ed76,g561_f6ft_full_goal_aware_dual_channel_actor_hard_negative_finetuned_4aaa29735669,F6FT_full_goal_aware_dual_channel_actor_hard_negative_finetuned,artifacts/models/gcst/g561_f6ft_full_goal_aware_dual_channel_actor_hard_negative_finetuned_seed561.pt,g556_c063174,True,True,False,False,True,False,0.0013679890600000189,-0.04240766072999991,True,True,True,True,True,17.178511,16.335525,0.8429859999999998,55,55,3456,3456,1.2508862018585205,1.1585593223571777,1.324198603630066,0.7502873539924622,0.7510749101638794,0.9659316539764404,0.7818324565887451,0.96817946434021,1.0,0.8127799034118652,0.6505861878395081,0.4278058409690857,1.0135878324508667,1.0,10.790233612060547,False,False,False,False,False
hard_negative_finetune_panel,empty-32-32,64,7002,500,g561_dev_empty_a64_b500_i2,5c493579e93830cf4959c1c3097aa1c296a34004b4eeb3b83b2292911580bf40,2a118f34bfff4bd6f8050d3012fafce1d2e9eed9218fc40f29bd4114dbb55ed0,6276f63115f56ac2b12f5b074680f804fe161cedecc0b979c9f8315dd6a8b159,f1faa59436d9682f9e4a064fd429dec57d57e958e3d2a31fffbc62f19847ed76,g561_f7_full_goal_aware_actor_training_critic_53328ec69666,F7_full_goal_aware_actor_training_critic,artifacts/models/gcst/g561_f7_full_goal_aware_actor_training_critic_seed561.pt,g556_c063174,True,True,False,False,True,False,0.011627906980000047,-0.03214774280999988,True,True,True,True,True,9.797459,16.335525,-6.538066000000001,55,55,3456,3456,1.24993896484375,1.1579418182373047,1.405517339706421,0.7499488592147827,0.7499755620956421,0.8025976419448853,0.9911221861839294,0.9450740814208984,1.0,0.9859338998794556,0.6500367522239685,0.6141050457954407,1.290797472000122,1.0,10.793126106262207,False,False,False,False,False
hard_negative_finetune_panel,empty-32-32,64,7002,500,g561_dev_empty_a64_b500_i2,5c493579e93830cf4959c1c3097aa1c296a34004b4eeb3b83b2292911580bf40,c13232ce45eb0fa9f6069070a4e533077733656cf0ccc106b042422a1bbb6a60,c43e712ab7a8d72d195a89ba45d375cf55784c82aaea07a81699ece93cf1e094,f1faa59436d9682f9e4a064fd429dec57d57e958e3d2a31fffbc62f19847ed76,g561_f7ft_full_goal_aware_actor_training_critic_hard_negative_finetuned_a07039d36100,F7FT_full_goal_aware_actor_training_critic_hard_negative_finetuned,artifacts/models/gcst/g561_f7ft_full_goal_aware_actor_training_critic_hard_negative_finetuned_seed561.pt,g556_c063174,True,True,False,False,True,False,0.010259917920000028,-0.0335157318699999,True,True,True,True,True,10.714092,16.335525,-5.621433,55,55,3456,3456,1.2487733364105225,1.1587587594985962,1.2924646139144897,0.7502349615097046,0.7498467564582825,0.9743912816047668,0.7685292363166809,0.9707275629043579,1.0,0.7707820534706116,0.6499835252761841,0.4122658669948578,0.9818845987319946,1.0,10.790143013000488,False,False,False,False,False
hard_negative_finetune_panel,empty-32-32,64,7026,1500,g561_dev_empty_a64_b1500_i3,b5ee11ebf91ab0575bce5679da6d92036f70a215b5e767fecdd10750471790eb,a94d7014630ba1a2ba5f8a4434ddb5857027205ff1bbe261b906e49b28dcc32d,9c572fe2d483ebbefbd985556820f39b0795aa56919b9de2eb7e2250d73a7477,203746d7072719b855adb6ccc1b946f5e493aa70f1b17c2043e8529482cfd33b,g561_f6_full_goal_aware_dual_channel_actor_5fdf0d4b851c,F6_full_goal_aware_dual_channel_actor,artifacts/models/gcst/g561_f6_full_goal_aware_dual_channel_actor_seed561.pt,g556_c063174,True,True,False,False,True,False,0.022377622370000072,-0.07342657342999992,True,True,True,True,True,9.879525,19.37341,-9.493885,49,49,3072,3072,1.2499302625656128,1.1580966711044312,1.4196953773498535,0.7498920559883118,0.7500011324882507,0.7987833023071289,0.9671101570129395,0.9502112865447998,1.0,0.9608266353607178,0.6499348878860474,0.5739946365356445,1.2307379245758057,1.0,10.793227195739746,False,False,False,False,False
hard_negative_finetune_panel,empty-32-32,64,7026,1500,g561_dev_empty_a64_b1500_i3,b5ee11ebf91ab0575bce5679da6d92036f70a215b5e767fecdd10750471790eb,cd2d8006e9549ea888cef811240d3c9010258dfa86003f3d5f2672d3d7a7b50a,1cb66254804816a09c31d68e01cc3e410c20b6e1835e051ad52800945d6fdc39,203746d7072719b855adb6ccc1b946f5e493aa70f1b17c2043e8529482cfd33b,g561_f6ft_full_goal_aware_dual_channel_actor_hard_negative_finetuned_f3a5312d565f,F6FT_full_goal_aware_dual_channel_actor_hard_negative_finetuned,artifacts/models/gcst/g561_f6ft_full_goal_aware_dual_channel_actor_hard_negative_finetuned_seed561.pt,g556_c063174,True,True,False,False,True,False,-0.0013986014000000324,-0.09720279720000002,True,True,True,True,True,11.818367,19.37341,-7.5550429999999995,53,49,3328,3072,1.2504066228866577,1.1582146883010864,1.3020930290222168,0.7500519752502441,0.7507228255271912,0.9730235934257507,0.7817459106445312,0.9696100354194641,1.0,0.7849699258804321,0.6502758264541626,0.4166182577610016,0.9912989735603333,1.0,10.791725158691406,False,False,False,False,False
hard_negative_finetune_panel,empty-32-32,64,7026,1500,g561_dev_empty_a64_b1500_i3,b5ee11ebf91ab0575bce5679da6d92036f70a215b5e767fecdd10750471790eb,b7c0b1fd70d63fe6edc89ff59603b3d9451f9043cfdcdc3585f1426c95d05ba3,f796ee03a8889317d532203f003c5f7b5f1ed3188f3ed73fad70e5713cc0e14d,203746d7072719b855adb6ccc1b946f5e493aa70f1b17c2043e8529482cfd33b,g561_f7_full_goal_aware_actor_training_critic_4f4950edc3d8,F7_full_goal_aware_actor_training_critic,artifacts/models/gcst/g561_f7_full_goal_aware_actor_training_critic_seed561.pt,g556_c063174,True,True,False,False,True,False,0.022377622370000072,-0.07342657342999992,True,True,True,True,True,10.11184,19.37341,-9.261569999999999,49,49,3072,3072,1.2498164176940918,1.1580040454864502,1.2909965515136719,0.7499871253967285,0.7501329779624939,0.8025438785552979,1.0660271644592285,0.9450773000717163,1.0,0.919998288154602,0.6501481533050537,0.6141617298126221,1.2891424894332886,1.0,10.793045043945312,False,False,False,False,False
hard_negative_finetune_panel,empty-32-32,64,7026,1500,g561_dev_empty_a64_b1500_i3,b5ee11ebf91ab0575bce5679da6d92036f70a215b5e767fecdd10750471790eb,5f766adf135ccedba34aaa92cc315f6b1181e69bcd7a6fc8cc39ea82c576f16a,0536d16dfaf93cceb63d704d6fda414594d2d0cea146d56f385ce49953746c17,203746d7072719b855adb6ccc1b946f5e493aa70f1b17c2043e8529482cfd33b,g561_f7ft_full_goal_aware_actor_training_critic_hard_negative_finetuned_60e922bb9ac0,F7FT_full_goal_aware_actor_training_critic_hard_negative_finetuned,artifacts/models/gcst/g561_f7ft_full_goal_aware_actor_training_critic_hard_negative_finetuned_seed561.pt,g556_c063174,True,True,False,False,True,False,-0.004895104899999891,-0.10069930069999988,True,True,True,True,True,10.943824,19.37341,-8.429586,49,49,3072,3072,1.24905526638031,1.1584354639053345,1.269705057144165,0.7502160668373108,0.7499022483825684,0.9782785773277283,0.7836855053901672,0.971167802810669,1.0,0.7483619451522827,0.6499243974685669,0.40693312883377075,0.9690988063812256,1.0,10.790563583374023,False,False,False,False,False
hard_negative_finetune_panel,empty-32-32,64,7050,5000,g561_dev_empty_a64_b5000_i6,bd7e8f27a41e56e7b2ca659173e44b470b3beb0e7a9a5b66f2cd1b3a2840c03a,90b2a9be5e21188684c33b15ffeadbcaa23db82253803824df2f374a48e72c53,b4635567b3e642f81d3dae8168de53880e256d165f4646bc7331a9a1e3796788,697b44a4d9d207c69d64c5af5de89e58523e5d67d2e911431db1764c58384323,g561_f6_full_goal_aware_dual_channel_actor_edc3c757fc09,F6_full_goal_aware_dual_channel_actor,artifacts/models/gcst/g561_f6_full_goal_aware_dual_channel_actor_seed561.pt,g556_c063174,True,True,False,False,True,False,0.05391304347999992,0.005217391309999986,True,True,True,True,True,9.849869,16.447198,-6.597329,47,47,2944,2944,1.2499901056289673,1.1581159830093384,1.4287108182907104,0.7499101758003235,0.7499895095825195,0.7992829084396362,0.9562355279922485,0.9502509832382202,1.0,0.9618409872055054,0.6499216556549072,0.5737484693527222,1.230358362197876,1.0,10.793293952941895,False,False,False,False,False
hard_negative_finetune_panel,empty-32-32,64,7050,5000,g561_dev_empty_a64_b5000_i6,bd7e8f27a41e56e7b2ca659173e44b470b3beb0e7a9a5b66f2cd1b3a2840c03a,ce99b6c9db0d8ecfe781c05f5455efb925daa6b44ff1fade4bcf13af8372b52d,9a5d43b1fe1c8c17337ff4daa813708f9beafa68c1725702d77d4c8203009e2a,697b44a4d9d207c69d64c5af5de89e58523e5d67d2e911431db1764c58384323,g561_f6ft_full_goal_aware_dual_channel_actor_hard_negative_finetuned_02baef4c4940,F6FT_full_goal_aware_dual_channel_actor_hard_negative_finetuned,artifacts/models/gcst/g561_f6ft_full_goal_aware_dual_channel_actor_hard_negative_finetuned_seed561.pt,g556_c063174,True,True,False,False,True,False,0.04782608695000001,-0.0008695652199999238,True,True,True,True,True,17.541094,16.447198,1.0938960000000009,47,47,2944,2944,1.2505210638046265,1.1581447124481201,1.3079043626785278,0.7501286268234253,0.7509275674819946,0.9711019396781921,0.781334400177002,0.9692766070365906,1.0,0.792779803276062,0.6501690149307251,0.41876453161239624,0.9969018697738647,1.0,10.790839195251465,False,False,False,False,False
