map,agents,seed,method,field,base_value,method_value,equal,classification,update_log_rows,feature_extraction_rows
warehouse-10-20-10-2-1,100,21,always_additive_defer,success,False,True,False,success mismatch,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,feasible,False,True,False,success mismatch,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,sum_of_loss,,9494,False,sum_of_loss mismatch,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,lower_bound,,7970,False,lower_bound mismatch,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,sum_of_loss_ratio,,1.19121706399,False,finite/nonfinite ratio mismatch,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,makespan,,191,False,makespan mismatch,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,returned_solutions_count,0,1,False,time-budget / nondeterministic rerun difference,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,ltm_iterations,1,2,False,time-budget / nondeterministic rerun difference,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,expanded_nodes,1,193,False,time-budget / nondeterministic rerun difference,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,high_level_expansions,0,192,False,time-budget / nondeterministic rerun difference,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,low_level_pibt_calls,0,19086,False,time-budget / nondeterministic rerun difference,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,laur_update_mode,disabled,force_additive,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,laur_force_additive,False,True,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,laur_model_path,,configs/phase5/laur_additive_only,False,runtime artifact loaded when it should have been bypassed,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,method_alias,lacam_star_ltm,always_additive_defer,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,return_code,2,0,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,21,always_additive_defer,command_line,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method lacam_star_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\warehouse-10-20-10-2-1.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\warehouse-10-20-10-2-1-random-21.scen --agents 100 --seed 21 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name warehouse-10-20-10-2-1 --scen-id warehouse-10-20-10-2-1-random-21.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method always_additive_defer --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\warehouse-10-20-10-2-1.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\warehouse-10-20-10-2-1-random-21.scen --agents 100 --seed 21 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name warehouse-10-20-10-2-1 --scen-id warehouse-10-20-10-2-1-random-21.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic --laur-update-log-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval_laur_updates.jsonl,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,22,always_additive_defer,laur_update_mode,disabled,force_additive,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,22,always_additive_defer,laur_force_additive,False,True,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,22,always_additive_defer,laur_model_path,,configs/phase5/laur_additive_only,False,runtime artifact loaded when it should have been bypassed,0,0
warehouse-10-20-10-2-1,100,22,always_additive_defer,method_alias,lacam_star_ltm,always_additive_defer,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,22,always_additive_defer,command_line,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method lacam_star_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\warehouse-10-20-10-2-1.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\warehouse-10-20-10-2-1-random-22.scen --agents 100 --seed 22 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name warehouse-10-20-10-2-1 --scen-id warehouse-10-20-10-2-1-random-22.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method always_additive_defer --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\warehouse-10-20-10-2-1.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\warehouse-10-20-10-2-1-random-22.scen --agents 100 --seed 22 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name warehouse-10-20-10-2-1 --scen-id warehouse-10-20-10-2-1-random-22.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic --laur-update-log-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval_laur_updates.jsonl,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,23,always_additive_defer,laur_update_mode,disabled,force_additive,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,23,always_additive_defer,laur_force_additive,False,True,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,23,always_additive_defer,laur_model_path,,configs/phase5/laur_additive_only,False,runtime artifact loaded when it should have been bypassed,0,0
warehouse-10-20-10-2-1,100,23,always_additive_defer,method_alias,lacam_star_ltm,always_additive_defer,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,23,always_additive_defer,command_line,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method lacam_star_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\warehouse-10-20-10-2-1.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\warehouse-10-20-10-2-1-random-23.scen --agents 100 --seed 23 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name warehouse-10-20-10-2-1 --scen-id warehouse-10-20-10-2-1-random-23.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method always_additive_defer --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\warehouse-10-20-10-2-1.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\warehouse-10-20-10-2-1-random-23.scen --agents 100 --seed 23 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name warehouse-10-20-10-2-1 --scen-id warehouse-10-20-10-2-1-random-23.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic --laur-update-log-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval_laur_updates.jsonl,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,24,always_additive_defer,laur_update_mode,disabled,force_additive,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,24,always_additive_defer,laur_force_additive,False,True,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,24,always_additive_defer,laur_model_path,,configs/phase5/laur_additive_only,False,runtime artifact loaded when it should have been bypassed,0,0
warehouse-10-20-10-2-1,100,24,always_additive_defer,method_alias,lacam_star_ltm,always_additive_defer,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,24,always_additive_defer,command_line,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method lacam_star_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\warehouse-10-20-10-2-1.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\warehouse-10-20-10-2-1-random-24.scen --agents 100 --seed 24 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name warehouse-10-20-10-2-1 --scen-id warehouse-10-20-10-2-1-random-24.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method always_additive_defer --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\warehouse-10-20-10-2-1.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\warehouse-10-20-10-2-1-random-24.scen --agents 100 --seed 24 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name warehouse-10-20-10-2-1 --scen-id warehouse-10-20-10-2-1-random-24.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic --laur-update-log-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval_laur_updates.jsonl,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,25,always_additive_defer,laur_update_mode,disabled,force_additive,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,25,always_additive_defer,laur_force_additive,False,True,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,25,always_additive_defer,laur_model_path,,configs/phase5/laur_additive_only,False,runtime artifact loaded when it should have been bypassed,0,0
warehouse-10-20-10-2-1,100,25,always_additive_defer,method_alias,lacam_star_ltm,always_additive_defer,False,wrapper/method alias mismatch,0,0
warehouse-10-20-10-2-1,100,25,always_additive_defer,command_line,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method lacam_star_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\warehouse-10-20-10-2-1.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\warehouse-10-20-10-2-1-random-25.scen --agents 100 --seed 25 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name warehouse-10-20-10-2-1 --scen-id warehouse-10-20-10-2-1-random-25.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method always_additive_defer --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\warehouse-10-20-10-2-1.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\warehouse-10-20-10-2-1-random-25.scen --agents 100 --seed 25 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name warehouse-10-20-10-2-1 --scen-id warehouse-10-20-10-2-1-random-25.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic --laur-update-log-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval_laur_updates.jsonl,False,wrapper/method alias mismatch,0,0
maze-32-32-4,50,21,repair5f_candidate_additive_ltm,laur_update_mode,disabled,runtime,False,update log / feature extraction executed in a parity path,4,4
maze-32-32-4,50,21,repair5f_candidate_additive_ltm,laur_model_path,,C:\PROGRAMING\czr004\outputs\tmp\phase5p5_repair5f_runtime_export_eval_runtimes\additive_ltm,False,runtime artifact loaded when it should have been bypassed,4,4
maze-32-32-4,50,21,repair5f_candidate_additive_ltm,method_alias,lacam_star_ltm,repair5f_candidate_additive_ltm,False,wrapper/method alias mismatch,4,4
maze-32-32-4,50,21,repair5f_candidate_additive_ltm,command_line,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method lacam_star_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\maze-32-32-4.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\maze-32-32-4-random-21.scen --agents 50 --seed 21 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name maze-32-32-4 --scen-id maze-32-32-4-random-21.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method repair5f_candidate_additive_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\maze-32-32-4.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\maze-32-32-4-random-21.scen --agents 50 --seed 21 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name maze-32-32-4 --scen-id maze-32-32-4-random-21.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic --laur-model-path C:\PROGRAMING\czr004\outputs\tmp\phase5p5_repair5f_runtime_export_eval_runtimes\additive_ltm --laur-safety-threshold 1.01 --laur-update-log-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval_laur_updates.jsonl,False,wrapper/method alias mismatch,4,4
maze-32-32-4,50,22,repair5f_candidate_additive_ltm,laur_update_mode,disabled,runtime,False,update log / feature extraction executed in a parity path,4,4
maze-32-32-4,50,22,repair5f_candidate_additive_ltm,laur_model_path,,C:\PROGRAMING\czr004\outputs\tmp\phase5p5_repair5f_runtime_export_eval_runtimes\additive_ltm,False,runtime artifact loaded when it should have been bypassed,4,4
maze-32-32-4,50,22,repair5f_candidate_additive_ltm,method_alias,lacam_star_ltm,repair5f_candidate_additive_ltm,False,wrapper/method alias mismatch,4,4
maze-32-32-4,50,22,repair5f_candidate_additive_ltm,command_line,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method lacam_star_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\maze-32-32-4.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\maze-32-32-4-random-22.scen --agents 50 --seed 22 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name maze-32-32-4 --scen-id maze-32-32-4-random-22.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method repair5f_candidate_additive_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\maze-32-32-4.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\maze-32-32-4-random-22.scen --agents 50 --seed 22 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name maze-32-32-4 --scen-id maze-32-32-4-random-22.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic --laur-model-path C:\PROGRAMING\czr004\outputs\tmp\phase5p5_repair5f_runtime_export_eval_runtimes\additive_ltm --laur-safety-threshold 1.01 --laur-update-log-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval_laur_updates.jsonl,False,wrapper/method alias mismatch,4,4
maze-32-32-4,50,23,repair5f_candidate_additive_ltm,laur_update_mode,disabled,runtime,False,update log / feature extraction executed in a parity path,4,4
maze-32-32-4,50,23,repair5f_candidate_additive_ltm,laur_model_path,,C:\PROGRAMING\czr004\outputs\tmp\phase5p5_repair5f_runtime_export_eval_runtimes\additive_ltm,False,runtime artifact loaded when it should have been bypassed,4,4
maze-32-32-4,50,23,repair5f_candidate_additive_ltm,method_alias,lacam_star_ltm,repair5f_candidate_additive_ltm,False,wrapper/method alias mismatch,4,4
maze-32-32-4,50,23,repair5f_candidate_additive_ltm,command_line,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method lacam_star_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\maze-32-32-4.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\maze-32-32-4-random-23.scen --agents 50 --seed 23 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name maze-32-32-4 --scen-id maze-32-32-4-random-23.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method repair5f_candidate_additive_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\maze-32-32-4.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\maze-32-32-4-random-23.scen --agents 50 --seed 23 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name maze-32-32-4 --scen-id maze-32-32-4-random-23.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic --laur-model-path C:\PROGRAMING\czr004\outputs\tmp\phase5p5_repair5f_runtime_export_eval_runtimes\additive_ltm --laur-safety-threshold 1.01 --laur-update-log-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval_laur_updates.jsonl,False,wrapper/method alias mismatch,4,4
maze-32-32-4,50,24,repair5f_candidate_additive_ltm,laur_update_mode,disabled,runtime,False,update log / feature extraction executed in a parity path,4,4
maze-32-32-4,50,24,repair5f_candidate_additive_ltm,laur_model_path,,C:\PROGRAMING\czr004\outputs\tmp\phase5p5_repair5f_runtime_export_eval_runtimes\additive_ltm,False,runtime artifact loaded when it should have been bypassed,4,4
maze-32-32-4,50,24,repair5f_candidate_additive_ltm,method_alias,lacam_star_ltm,repair5f_candidate_additive_ltm,False,wrapper/method alias mismatch,4,4
maze-32-32-4,50,24,repair5f_candidate_additive_ltm,command_line,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method lacam_star_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\maze-32-32-4.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\maze-32-32-4-random-24.scen --agents 50 --seed 24 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name maze-32-32-4 --scen-id maze-32-32-4-random-24.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method repair5f_candidate_additive_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\maze-32-32-4.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\maze-32-32-4-random-24.scen --agents 50 --seed 24 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name maze-32-32-4 --scen-id maze-32-32-4-random-24.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic --laur-model-path C:\PROGRAMING\czr004\outputs\tmp\phase5p5_repair5f_runtime_export_eval_runtimes\additive_ltm --laur-safety-threshold 1.01 --laur-update-log-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval_laur_updates.jsonl,False,wrapper/method alias mismatch,4,4
maze-32-32-4,50,25,repair5f_candidate_additive_ltm,laur_update_mode,disabled,runtime,False,update log / feature extraction executed in a parity path,4,4
maze-32-32-4,50,25,repair5f_candidate_additive_ltm,laur_model_path,,C:\PROGRAMING\czr004\outputs\tmp\phase5p5_repair5f_runtime_export_eval_runtimes\additive_ltm,False,runtime artifact loaded when it should have been bypassed,4,4
maze-32-32-4,50,25,repair5f_candidate_additive_ltm,method_alias,lacam_star_ltm,repair5f_candidate_additive_ltm,False,wrapper/method alias mismatch,4,4
maze-32-32-4,50,25,repair5f_candidate_additive_ltm,command_line,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method lacam_star_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\maze-32-32-4.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\maze-32-32-4-random-25.scen --agents 50 --seed 25 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name maze-32-32-4 --scen-id maze-32-32-4-random-25.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic,C:\PROGRAMING\czr004\build\phase1a-batch\phase1a_batch.exe --method repair5f_candidate_additive_ltm --map C:\PROGRAMING\czr004\external\lacam2\scripts\map\maze-32-32-4.map --scen C:\PROGRAMING\czr004\outputs\tmp\phase1a\generated\phase1a-generated-random\maze-32-32-4-random-25.scen --agents 50 --seed 25 --time-limit-sec 3.0 --ltm-max-iterations 4 --output-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval.jsonl --map-name maze-32-32-4 --scen-id maze-32-32-4-random-25.scen --manifest phase5p5-repair5f-runtime-export-eval --project-commit 4195861 --external-commit local --branch phase4f5p5-stable-attention-lau --dirty tracked-dirty_untracked-present --platform Windows Repair5F runtime export diagnostic --laur-model-path C:\PROGRAMING\czr004\outputs\tmp\phase5p5_repair5f_runtime_export_eval_runtimes\additive_ltm --laur-safety-threshold 1.01 --laur-update-log-jsonl C:\PROGRAMING\czr004\outputs\logs\phase5p5_repair5f_runtime_export_eval\phase5p5_repair5f_runtime_export_eval_laur_updates.jsonl,False,wrapper/method alias mismatch,4,4
maze-32-32-4,100,21,repair5f_candidate_additive_ltm,laur_update_mode,disabled,runtime,False,update log / feature extraction executed in a parity path,4,4
maze-32-32-4,100,21,repair5f_candidate_additive_ltm,laur_model_path,,C:\PROGRAMING\czr004\outputs\tmp\phase5p5_repair5f_runtime_export_eval_runtimes\additive_ltm,False,runtime artifact loaded when it should have been bypassed,4,4
maze-32-32-4,100,21,repair5f_candidate_additive_ltm,method_alias,lacam_star_ltm,repair5f_candidate_additive_ltm,False,wrapper/method alias mismatch,4,4
