candidate_id,generated_theta_uid,registry_role,contract_vector_id,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g561_contract_000_g556_anchor_f9a45f22db,56bcc534e852dd3d7e844a9ae52dc6576aa24df2182674cff82ec6c59eb2361c,g561_materialization_contract_solver_key,g561_contract_000,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g561_contract_001_small_residual_9afa79bbe2,148b759506a77acced36d0fa51ccb30b16e2a1353cabd40d3901413c16134281,g561_materialization_contract_solver_key,g561_contract_001,1.175,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g561_contract_002_small_residual_93a1943ce9,70f98bd377736761173ad3c4cb2282828e5d5188cb9b19b49ad46fa96806e326,g561_materialization_contract_solver_key,g561_contract_002,1.325,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g561_contract_003_small_residual_66bcd9456e,90948f34d02955ff8993c7160a8e3dd313c4a852e500a94ba5055634db25f573,g561_materialization_contract_solver_key,g561_contract_003,1.25,1.0955041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g561_contract_004_small_residual_d5d88aafff,bbbbd19f139201b787aded674750c7158da09ac0ab06ac3c147edab3e88bc301,g561_materialization_contract_solver_key,g561_contract_004,1.25,1.2205041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g561_contract_005_small_residual_d7b73ad96e,fdb96b13d8d58493b3ac60f7c586f4c7feb429cfeeaafdb88f39154570353a22,g561_materialization_contract_solver_key,g561_contract_005,1.25,1.1580041646957397,1.1625,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g561_contract_006_small_residual_fef754fc6b,7f104d59fcc952852a05728ad6b36f4bf1951e58c6889e0e43f12f57dde3ad74,g561_materialization_contract_solver_key,g561_contract_006,1.25,1.1580041646957397,1.3375,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g561_contract_007_small_residual_0f27205eb0,20105694ecb6bf5ff483563ecd935e1c7d751dc43e5859c4c2ceecab36d112e8,g561_materialization_contract_solver_key,g561_contract_007,1.25,1.1580041646957397,1.25,0.6875,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g561_contract_008_small_residual_64d1f1e3ef,ac108cf3bb438f88c232576e4cfd65f68534012b8020235f665dd99c2cee7334,g561_materialization_contract_solver_key,g561_contract_008,1.25,1.1580041646957397,1.25,0.8125,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g561_contract_009_small_residual_1785652a76,7606b83515211baceb339419fce09a0071fc0a4f655f3e1e04eb41ef4734d23c,g561_materialization_contract_solver_key,g561_contract_009,1.25,1.1580041646957397,1.25,0.75,0.6625,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
