registry_row_id,candidate_id,registry_label,candidate_family,theta_cluster,materialization_family,bounded_updateparams,global_fixed_candidate,context_dependent,dynamic_policy,distance_from_current_static_flow,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g553_registry_000193,repair5g553_theta_553000193,cma_es_or_ranked_search_candidates_00194,cma_es_or_ranked_search_candidates,cma_es_or_ranked_search_candidates,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.802460595792,1.25,1.01911596912,1.25,0.75,0.75,1,0,0.95,1,1.20903765904,0.367171467171,0.298928548929,0.624880724881,1,11,1,0,0,False,False,False,False,False
g553_registry_000194,repair5g553_theta_553000194,negative_random_wide_control_00195,negative_random_wide_control,negative_random_wide_control,repair5g553_fixed_global_staticflow_registry,True,True,False,False,4.63726784977,0.0275865275865,0.884872884873,1.75568050568,0.524156774157,1.64291739292,1.46414546415,0.491834241834,0.924762424762,0.967179067179,1.11672861673,0.853829353829,0.122756922757,0.734454234454,0.803911553912,11.0919110919,1,0,0,False,False,False,False,False
g553_registry_000195,repair5g553_theta_553000195,tiny_local_perturbation_2pct_00196,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.346905238155,1.26283419283,1.25994643495,1.2218964594,0.725475200475,0.766856900607,1.02413665164,0,0.931865716866,1,0.985532635533,0.0112131787132,0.342911616912,0.728635628636,0.983045738046,11.0685841336,1,0,0,False,False,False,False,False
g553_registry_000196,repair5g553_theta_553000196,small_local_perturbation_5pct_00197,small_local_perturbation_5pct,small_local_perturbation_5pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.700134372007,1.23121000621,1.27976762352,1.31470788971,0.783547486672,0.719498322623,0.953905272655,0,0.919743870994,1,1.02297878548,0.0245106245106,0.339174759175,0.782682970183,0.973200673201,11.5381179256,1,0,0,False,False,False,False,False
g553_registry_000197,repair5g553_theta_553000197,medium_local_perturbation_10pct_00198,medium_local_perturbation_10pct,medium_local_perturbation_10pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,2.23969662096,1.38523267273,1.21845403095,1.15832795208,0.854808104808,0.896614140364,0.941443128943,0.1085495773,1,0.917211017211,1.03883668884,0.120939420939,0.317696027696,0.651886683137,1,10.1512251262,1,0,0,False,False,False,False,False
g553_registry_000198,repair5g553_theta_553000198,coordinate_sweep_each_field_00199,coordinate_sweep_each_field,coordinate_sweep_each_field,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.321428571429,1.25,1.25,1.25,0.75,1.3125,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000199,repair5g553_theta_553000199,lambda_flow_lambda_cong_grid_00200,lambda_flow_lambda_cong_grid,lambda_flow_lambda_cong_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.26212476213,1.25,1.25,1.25,0.75,0.75,1,0.881492131492,0.95,1,0.944649444649,0.752370752371,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000200,repair5g553_theta_553000200,flow_shield_beta_cap_grid_00201,flow_shield_beta_cap_grid,flow_shield_beta_cap_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.724838562341,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.608542208542,1.25207600208,1,11,1,0,0,False,False,False,False,False
g553_registry_000201,repair5g553_theta_553000201,alpha_flow_wait_progress_grid_00202,alpha_flow_wait_progress_grid,alpha_flow_wait_progress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.43276143276,1.25,1.25,1.25,0.75,0.75,1,0.671275671276,0.95,1,1,1.34361134361,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000202,repair5g553_theta_553000202,alpha_cong_commit_nonprogress_grid_00203,alpha_cong_commit_nonprogress_grid,alpha_cong_commit_nonprogress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.35258025258,0.0889890889891,0.526783776784,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000203,repair5g553_theta_553000203,edge_cost_clamp_grid_00204,edge_cost_clamp_grid,edge_cost_clamp_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.441428691441,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.742588492588,10.6071466071,1,0,0,False,False,False,False,False
g553_registry_000204,repair5g553_theta_553000204,rho_decay_grid_00205,rho_decay_grid,rho_decay_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.23858973859,1.25,1.25,1.25,0.75,0.75,1,0,0.997562097562,0.923703123703,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000205,repair5g553_theta_553000205,sobol_local_global_static_00206,sobol_local_global_static,sobol_local_global_static,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.83559625225,0.894302519303,1.12301081051,0.823749011249,0.557277619778,0.697023509524,1.21978959479,0.0167681417681,0.968538443538,0.981972106972,1.18978493978,0.087265962266,0.421975071975,0.634365821866,0.985484485484,10.6261826262,1,0,0,False,False,False,False,False
g553_registry_000206,repair5g553_theta_553000206,cma_es_or_ranked_search_candidates_00207,cma_es_or_ranked_search_candidates,cma_es_or_ranked_search_candidates,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.430724828227,1.25,1.15971320971,1.25,0.75,0.75,1,0,0.95,1,0.967688617689,0.310901410901,0.397197397197,0.6751004251,1,11,1,0,0,False,False,False,False,False
g553_registry_000207,repair5g553_theta_553000207,negative_random_wide_control_00208,negative_random_wide_control,negative_random_wide_control,repair5g553_fixed_global_staticflow_registry,True,True,False,False,5.26912465662,1.39973839974,0.848401598402,1.21361046361,0.741849491849,1.58082208082,0.0600660600661,0.641424391424,0.911270911271,0.979258379258,1.31732481732,0.644183144183,0.511677311677,1.00871575872,0.457691707692,11.9302159302,0,1,0,False,False,False,False,False
g553_registry_000208,repair5g553_theta_553000208,tiny_local_perturbation_2pct_00209,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.438807923814,1.24084818335,1.27396651772,1.26140240765,0.726250551251,0.73139014889,1.01385144135,0.0118411805912,0.955593543844,0.980038010038,1.00841664342,0.0143707418707,0.336363462363,0.726403888904,0.981362496362,10.9025928126,1,0,0,False,False,False,False,False
g553_registry_000209,repair5g553_theta_553000209,small_local_perturbation_5pct_00210,small_local_perturbation_5pct,small_local_perturbation_5pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.717477623739,1.22807012807,1.30814919877,1.17653122966,0.719255781756,0.727879431004,1.06103648604,0,0.986947116322,1,1.0155956656,0.0552518427518,0.314246084246,0.77771463709,1,10.8093439593,1,0,0,False,False,False,False,False
g553_registry_000210,repair5g553_theta_553000210,medium_local_perturbation_10pct_00211,medium_local_perturbation_10pct,medium_local_perturbation_10pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.1151529589,1.11276921277,1.16812213687,1.19234339234,0.637014168264,0.603456865957,0.953661203661,0,1,1,0.967042642043,0,0.382477972478,0.78889035139,1,11.4621184371,1,0,0,False,False,False,False,False
g553_registry_000211,repair5g553_theta_553000211,coordinate_sweep_each_field_00212,coordinate_sweep_each_field,coordinate_sweep_each_field,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.571428571429,1.25,1.25,2.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000212,repair5g553_theta_553000212,lambda_flow_lambda_cong_grid_00213,lambda_flow_lambda_cong_grid,lambda_flow_lambda_cong_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.737282237283,1.25,1.25,1.25,0.75,0.75,1,0.383426633427,0.95,1,0.582051082051,0.018888018888,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000213,repair5g553_theta_553000213,flow_shield_beta_cap_grid_00214,flow_shield_beta_cap_grid,flow_shield_beta_cap_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.515223677723,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.219018619019,0.310628810629,1,11,1,0,0,False,False,False,False,False
g553_registry_000214,repair5g553_theta_553000214,alpha_flow_wait_progress_grid_00215,alpha_flow_wait_progress_grid,alpha_flow_wait_progress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.478048478049,1.25,1.25,1.25,0.75,0.75,1,0.401881651882,0.95,1,1,0.234814734815,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000215,repair5g553_theta_553000215,alpha_cong_commit_nonprogress_grid_00216,alpha_cong_commit_nonprogress_grid,alpha_cong_commit_nonprogress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.633048733046,0.630155130155,1.52477352477,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000216,repair5g553_theta_553000216,edge_cost_clamp_grid_00217,edge_cost_clamp_grid,edge_cost_clamp_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.898849648842,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.494131244131,11.8974318974,1,0,0,False,False,False,False,False
g553_registry_000217,repair5g553_theta_553000217,rho_decay_grid_00218,rho_decay_grid,rho_decay_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.6458071458,1.25,1.25,1.25,0.75,0.75,1,0,0.936427536428,0.948991748992,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000218,repair5g553_theta_553000218,sobol_local_global_static_00219,sobol_local_global_static,sobol_local_global_static,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.50234558568,1.07514770015,1.37245480995,1.25631794382,0.854561667062,1.09426428176,1.08431770932,0.00538250538251,0.94368991869,0.997695122695,0.887461137461,0.342845967846,0.430356280356,0.856936044436,0.887033762034,10.2822182822,1,0,0,False,False,False,False,False
g553_registry_000219,repair5g553_theta_553000219,cma_es_or_ranked_search_candidates_00220,cma_es_or_ranked_search_candidates,cma_es_or_ranked_search_candidates,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.02495170161,1.25,1.07117502118,1.25,0.75,0.75,1,0,0.95,1,1.18108063108,0.511885811886,0.536242586243,0.591561691562,1,11,1,0,0,False,False,False,False,False
g553_registry_000220,repair5g553_theta_553000220,negative_random_wide_control_00221,negative_random_wide_control,negative_random_wide_control,repair5g553_fixed_global_staticflow_registry,True,True,False,False,4.74627215877,0.21082971083,1.15459065459,0.818047068047,1.15674365674,1.50484750485,1.10643710644,0.461725461725,0.900558900559,0.958148458148,0.898303398303,0.347736347736,0.310545110545,0.445138945139,0.801924801925,10.081982082,0,0,1,False,False,False,False,False
g553_registry_000221,repair5g553_theta_553000221,tiny_local_perturbation_2pct_00222,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.282167022175,1.22637083637,1.23038650539,1.23803224553,0.7611003486,0.732125018375,1.02715887716,0,0.963142973393,1,1.01016374016,0.0228866628867,0.35571044571,0.74245999871,1,10.8533481833,1,0,0,False,False,False,False,False
g553_registry_000222,repair5g553_theta_553000222,small_local_perturbation_5pct_00223,small_local_perturbation_5pct,small_local_perturbation_5pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.700800594551,1.19966654967,1.29445385695,1.27696192696,0.71192996193,0.801408182658,1.03119245619,0,0.91706518894,1,0.953737178737,0,0.376609336609,0.726633445383,0.96533976534,10.7525261525,1,0,0,False,False,False,False,False
g553_registry_000223,repair5g553_theta_553000223,medium_local_perturbation_10pct_00224,medium_local_perturbation_10pct,medium_local_perturbation_10pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.13748546875,1.17160564661,1.15624409374,1.30167777043,0.644194862945,0.671756284256,0.912326974827,0,1,1,0.918152268152,0,0.303380733381,0.699191199191,1,11.4484613735,1,0,0,False,False,False,False,False
g553_registry_000224,repair5g553_theta_553000224,coordinate_sweep_each_field_00225,coordinate_sweep_each_field,coordinate_sweep_each_field,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.833333333333,0,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000225,repair5g553_theta_553000225,lambda_flow_lambda_cong_grid_00226,lambda_flow_lambda_cong_grid,lambda_flow_lambda_cong_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.915171415174,1.25,1.25,1.25,0.75,0.75,1,0.00699250699251,0.95,1,1.17323767324,1.10450960451,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000226,repair5g553_theta_553000226,flow_shield_beta_cap_grid_00227,flow_shield_beta_cap_grid,flow_shield_beta_cap_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.53292957043,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.719721519722,0.661527911528,1,11,1,0,0,False,False,False,False,False
g553_registry_000227,repair5g553_theta_553000227,alpha_flow_wait_progress_grid_00228,alpha_flow_wait_progress_grid,alpha_flow_wait_progress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.50943650944,1.25,1.25,1.25,0.75,0.75,1,1.18849118849,0.95,1,1,0.837965337965,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000228,repair5g553_theta_553000228,alpha_cong_commit_nonprogress_grid_00229,alpha_cong_commit_nonprogress_grid,alpha_cong_commit_nonprogress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.954660854661,0.200142200142,0.931555431555,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000229,repair5g553_theta_553000229,edge_cost_clamp_grid_00230,edge_cost_clamp_grid,edge_cost_clamp_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.728330478328,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.561734811735,11.5759075759,1,0,0,False,False,False,False,False
g553_registry_000230,repair5g553_theta_553000230,rho_decay_grid_00231,rho_decay_grid,rho_decay_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.31947781948,1.25,1.25,1.25,0.75,0.75,1,0,0.938545438545,0.979506779507,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000231,repair5g553_theta_553000231,sobol_local_global_static_00232,sobol_local_global_static,sobol_local_global_static,repair5g553_fixed_global_staticflow_registry,True,True,False,False,2.02456444124,0.962640712641,1.53057934308,1.05970787221,0.937095499595,0.931951619452,1.09751322251,0.285974348474,0.929612104612,0.9899000899,0.9274001774,0.226782601783,0.321104171104,0.967903655404,0.884926822427,10.7607487607,1,0,0,False,False,False,False,False
g553_registry_000232,repair5g553_theta_553000232,cma_es_or_ranked_search_candidates_00233,cma_es_or_ranked_search_candidates,cma_es_or_ranked_search_candidates,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.899458011123,1.25,1.51404236404,1.25,0.75,0.75,1,0,0.95,1,1.1941006441,0.214114364114,0.275966825967,1.07354887355,1,11,1,0,0,False,False,False,False,False
g553_registry_000233,repair5g553_theta_553000233,negative_random_wide_control_00234,negative_random_wide_control,negative_random_wide_control,repair5g553_fixed_global_staticflow_registry,True,True,False,False,4.77803749055,0.710483210483,0.947536697537,0.549946799947,0.453812953813,0.0495407995408,0.839358839359,0.036215036215,0.901561401561,0.960804560805,0.920771420771,1.40261540262,0.264275464275,0.297895047895,0.574637824638,10.6942186942,1,0,0,False,False,False,False,False
g553_registry_000234,repair5g553_theta_553000234,tiny_local_perturbation_2pct_00235,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.32106216233,1.27212609463,1.26158610534,1.23551452676,0.768265668266,0.718570817321,1.02367168867,0,0.957691202941,0.991237111237,1.01390574891,0,0.336504402504,0.756753400503,1,10.8412277662,1,0,0,False,False,False,False,False
g553_registry_000235,repair5g553_theta_553000235,small_local_perturbation_5pct_00236,small_local_perturbation_5pct,small_local_perturbation_5pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.19444949131,1.22937676063,1.26851756539,1.32428875554,0.787374037374,0.69926519614,0.965416959167,0.0579045579046,0.993431834682,0.963419125919,0.984791597292,0,0.386772026772,0.704940939316,0.979276204276,11.2807473682,1,0,0,False,False,False,False,False
g553_registry_000236,repair5g553_theta_553000236,medium_local_perturbation_10pct_00237,medium_local_perturbation_10pct,medium_local_perturbation_10pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.16711220461,1.35247185247,1.29120850996,1.16632804133,0.700345731596,0.86080976081,1.13596054846,0.0942181879682,1,1,0.952636627637,0,0.29973986974,0.667165510916,1,10.70998416,1,0,0,False,False,False,False,False
g553_registry_000237,repair5g553_theta_553000237,coordinate_sweep_each_field_00238,coordinate_sweep_each_field,coordinate_sweep_each_field,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.25,11,1,0,0,False,False,False,False,False
g553_registry_000238,repair5g553_theta_553000238,lambda_flow_lambda_cong_grid_00239,lambda_flow_lambda_cong_grid,lambda_flow_lambda_cong_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.3541028541,1.25,1.25,1.25,0.75,0.75,1,0.367534117534,0.95,1,1.44094794095,0.928691428691,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000239,repair5g553_theta_553000239,flow_shield_beta_cap_grid_00240,flow_shield_beta_cap_grid,flow_shield_beta_cap_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.0674529049529,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.383153983154,0.782513032513,1,11,1,0,0,False,False,False,False,False
g553_registry_000240,repair5g553_theta_553000240,alpha_flow_wait_progress_grid_00241,alpha_flow_wait_progress_grid,alpha_flow_wait_progress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.20967020967,1.25,1.25,1.25,0.75,0.75,1,0.0559000559001,0.95,1,1,0.247425247425,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000241,repair5g553_theta_553000241,alpha_cong_commit_nonprogress_grid_00242,alpha_cong_commit_nonprogress_grid,alpha_cong_commit_nonprogress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.54332764333,0.549353049353,1.34528709529,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000242,repair5g553_theta_553000242,edge_cost_clamp_grid_00243,edge_cost_clamp_grid,edge_cost_clamp_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.608526858528,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.55865980866,10.9197069197,1,0,0,False,False,False,False,False
g553_registry_000243,repair5g553_theta_553000243,rho_decay_grid_00244,rho_decay_grid,rho_decay_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.1551986552,1.25,1.25,1.25,0.75,0.75,1,0,0.975727875728,0.910208010208,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000244,repair5g553_theta_553000244,sobol_local_global_static_00245,sobol_local_global_static,sobol_local_global_static,repair5g553_fixed_global_staticflow_registry,True,True,False,False,2.09427376093,0.915154415154,1.21258027508,1.05752124502,0.509557572058,0.958841271341,0.789709164709,0.182257057257,0.938883663884,0.98073998074,1.24614099614,0.211165336165,0.354852204852,0.510250697751,0.835054397554,11.0998190998,1,0,0,False,False,False,False,False
g553_registry_000245,repair5g553_theta_553000245,cma_es_or_ranked_search_candidates_00246,cma_es_or_ranked_search_candidates,cma_es_or_ranked_search_candidates,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.558705441205,1.25,0.856907606908,1.25,0.75,0.75,1,0,0.95,1,0.948623598624,0.00562530562531,0.486787986788,0.72735007735,1,11,1,0,0,False,False,False,False,False
g553_registry_000246,repair5g553_theta_553000246,negative_random_wide_control_00247,negative_random_wide_control,negative_random_wide_control,repair5g553_fixed_global_staticflow_registry,True,True,False,False,5.39126527877,1.43597393597,0.784687784688,1.18181643182,0.573975573976,1.10595910596,1.47542847543,0.528965528966,0.987571887572,0.907557407557,0.781795281795,0.368433368433,0.481713281713,1.18496093496,0.556591306591,9.38428938429,0,1,0,False,False,False,False,False
g553_registry_000247,repair5g553_theta_553000247,tiny_local_perturbation_2pct_00248,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.444511424515,1.27935586936,1.24179692305,1.22861909112,0.773604661105,0.732077348327,0.983316120816,0.0232011419511,0.933748685249,0.992282957283,1.0142979843,0,0.341306867307,0.732935026685,0.981881796882,10.8212223212,1,0,0,False,False,False,False,False
g553_registry_000248,repair5g553_theta_553000248,small_local_perturbation_5pct_00249,small_local_perturbation_5pct,small_local_perturbation_5pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.15356441606,1.18482474732,1.23063043376,1.30754294504,0.784533784534,0.786023239148,1.0248970624,0,0.915621519997,0.959724922225,0.969855969856,0.0651258651259,0.320068130068,0.720539736165,1,11.4633889384,1,0,0,False,False,False,False,False
g553_registry_000249,repair5g553_theta_553000249,medium_local_perturbation_10pct_00250,medium_local_perturbation_10pct,medium_local_perturbation_10pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.08308568309,1.37186687187,1.32959139209,1.41871456246,0.681941931942,0.623282723283,1.06210726211,0,0.98079000579,1,1.02626157626,0,0.290393600394,0.790100758851,0.964670689671,11.7425700426,1,0,0,False,False,False,False,False
g553_registry_000250,repair5g553_theta_553000250,coordinate_sweep_each_field_00251,coordinate_sweep_each_field,coordinate_sweep_each_field,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.1875,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.2,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000251,repair5g553_theta_553000251,lambda_flow_lambda_cong_grid_00252,lambda_flow_lambda_cong_grid,lambda_flow_lambda_cong_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.25557675558,1.25,1.25,1.25,0.75,0.75,1,0.628069378069,0.95,1,1.49198599199,0.391702891703,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000252,repair5g553_theta_553000252,flow_shield_beta_cap_grid_00253,flow_shield_beta_cap_grid,flow_shield_beta_cap_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.136727099227,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.345692345692,0.914178164178,1,11,1,0,0,False,False,False,False,False
g553_registry_000253,repair5g553_theta_553000253,alpha_flow_wait_progress_grid_00254,alpha_flow_wait_progress_grid,alpha_flow_wait_progress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.861578861579,1.25,1.25,1.25,0.75,0.75,1,0.661280661281,0.95,1,1,0.498831498831,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000254,repair5g553_theta_553000254,alpha_cong_commit_nonprogress_grid_00255,alpha_cong_commit_nonprogress_grid,alpha_cong_commit_nonprogress_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.02684812685,0.106654606655,1.58077233077,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000255,repair5g553_theta_553000255,edge_cost_clamp_grid_00256,edge_cost_clamp_grid,edge_cost_clamp_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.687834937833,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.501018501019,10.9098949099,1,0,0,False,False,False,False,False
g553_registry_000256,repair5g553_theta_553000256,rho_decay_grid_00257,rho_decay_grid,rho_decay_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.55085005085,1.25,1.25,1.25,0.75,0.75,1,0,0.936481736482,0.958433258433,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g553_registry_000257,repair5g553_theta_553000257,sobol_local_global_static_00258,sobol_local_global_static,sobol_local_global_static,repair5g553_fixed_global_staticflow_registry,True,True,False,False,2.22204538871,1.42029054529,0.992362554863,1.57516563767,0.982916170416,0.677228364728,1.3113031863,0.305302492802,0.945408520409,0.975360650361,0.842846092846,0.344575094575,0.289467339467,0.759536572037,0.978593666094,10.0164420164,1,0,0,False,False,False,False,False
g553_registry_000258,repair5g553_theta_553000258,cma_es_or_ranked_search_candidates_00259,cma_es_or_ranked_search_candidates,cma_es_or_ranked_search_candidates,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.708487587654,1.25,1.22146797147,1.25,0.75,0.75,1,0,0.95,1,0.82118047118,0.632903832904,0.286045486045,0.743795743796,1,11,1,0,0,False,False,False,False,False
g553_registry_000259,repair5g553_theta_553000259,negative_random_wide_control_00260,negative_random_wide_control,negative_random_wide_control,repair5g553_fixed_global_staticflow_registry,True,True,False,False,6.37406696158,0.400096900097,0.97238047238,2.04372904373,1.14077864078,0.597445347445,0.150685650686,1.09527859528,0.955557155557,0.981918381918,0.639039139039,0.520161520162,0.761444761445,1.46175871176,0.510532260532,11.4364834365,0,0,1,False,False,False,False,False
g553_registry_000260,repair5g553_theta_553000260,tiny_local_perturbation_2pct_00261,tiny_local_perturbation_2pct,tiny_local_perturbation_2pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.424851248604,1.26052195552,1.24234129234,1.2206034881,0.765211608962,0.775769440769,0.977513477513,0.0164436164436,0.935537005037,0.985303735304,0.994467964468,0.00873615123615,0.341955827956,0.736068004818,1,11.0628860179,1,0,0,False,False,False,False,False
g553_registry_000261,repair5g553_theta_553000261,small_local_perturbation_5pct_00262,small_local_perturbation_5pct,small_local_perturbation_5pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,0.78341850529,1.31141870517,1.27186322499,1.31423794861,0.7196246415,0.694722104097,0.966770841771,0,0.991287029412,1,1.0205044205,0,0.366392886393,0.790722603223,0.966406678907,10.6840028215,1,0,0,False,False,False,False,False
g553_registry_000262,repair5g553_theta_553000262,medium_local_perturbation_10pct_00263,medium_local_perturbation_10pct,medium_local_perturbation_10pct,repair5g553_fixed_global_staticflow_registry,True,True,False,False,2.16564225938,1.12945624196,1.13455885331,1.17110095235,0.870176276426,0.662430568681,1.13151780652,0,0.9,0.919419094419,1.07578180078,0.109005184005,0.399594429594,0.703725891226,1,10.3571634822,1,0,0,False,False,False,False,False
g553_registry_000263,repair5g553_theta_553000263,lambda_flow_lambda_cong_grid_00265,lambda_flow_lambda_cong_grid,lambda_flow_lambda_cong_grid,repair5g553_fixed_global_staticflow_registry,True,True,False,False,1.59445209445,1.25,1.25,1.25,0.75,0.75,1,0.362614112614,0.95,1,0.610981110981,1.37301287301,0.35,0.75,1,11,1,0,0,False,False,False,False,False
