map,agents,seed,scen,baseline_method,contender_method,baseline_ratio,contender_ratio,delta_ratio,relative_improvement,contender_better
empty-32-32,100,1,phase1a-generated-random/empty-32-32-random-1.scen,lacam_star,lacam_star_ltm,1.11523521795,1.06948640483,-0.04574881312000012,0.041021671826410346,True
empty-32-32,100,2,phase1a-generated-random/empty-32-32-random-2.scen,lacam_star,lacam_star_ltm,1.1264073695,1.0900716479,-0.03633572159999998,0.03225806451899282,True
empty-32-32,100,3,phase1a-generated-random/empty-32-32-random-3.scen,lacam_star,lacam_star_ltm,1.11663652803,1.06826401447,-0.04837251355999994,0.04331983805450107,True
empty-32-32,100,4,phase1a-generated-random/empty-32-32-random-4.scen,lacam_star,lacam_star_ltm,1.12032598274,1.05656759348,-0.06375838925999999,0.05691056910423967,True
empty-32-32,100,5,phase1a-generated-random/empty-32-32-random-5.scen,lacam_star,lacam_star_ltm,1.1155624037,1.07344632768,-0.042116076020000115,0.03775322284106491,True
empty-32-32,100,6,phase1a-generated-random/empty-32-32-random-6.scen,lacam_star,lacam_star_ltm,1.12968820606,1.08088567555,-0.04880253050999994,0.04320000000726567,True
empty-32-32,100,7,phase1a-generated-random/empty-32-32-random-7.scen,lacam_star,lacam_star_ltm,1.11767298369,1.07712648744,-0.04054649624999995,0.036277602520314665,True
empty-32-32,100,8,phase1a-generated-random/empty-32-32-random-8.scen,lacam_star,lacam_star_ltm,1.13005780347,1.08092485549,-0.04913294798000001,0.04347826087225843,True
empty-32-32,100,9,phase1a-generated-random/empty-32-32-random-9.scen,lacam_star,lacam_star_ltm,1.11988582303,1.05518553758,-0.06470028544999984,0.057774001705767304,True
empty-32-32,100,10,phase1a-generated-random/empty-32-32-random-10.scen,lacam_star,lacam_star_ltm,1.12595248767,1.06409681757,-0.061855670099999926,0.05493630572991718,True
empty-32-32,100,11,phase1a-generated-random/empty-32-32-random-11.scen,lacam_star,lacam_star_ltm,1.12242026266,1.06707317073,-0.05534709192999987,0.04931048892402742,True
empty-32-32,100,12,phase1a-generated-random/empty-32-32-random-12.scen,lacam_star,lacam_star_ltm,1.10544815466,1.06590509666,-0.0395430579999998,0.03577106518592178,True
empty-32-32,100,13,phase1a-generated-random/empty-32-32-random-13.scen,lacam_star,lacam_star_ltm,1.11998132586,1.07142857143,-0.048552754429999956,0.04335139641075511,True
empty-32-32,100,14,phase1a-generated-random/empty-32-32-random-14.scen,lacam_star,lacam_star_ltm,1.12309207287,1.06499261448,-0.05809945839000008,0.05173169661996644,True
empty-32-32,100,15,phase1a-generated-random/empty-32-32-random-15.scen,lacam_star,lacam_star_ltm,1.09827586207,1.05474137931,-0.04353448275999994,0.03963893249729385,True
empty-32-32,100,16,phase1a-generated-random/empty-32-32-random-16.scen,lacam_star,lacam_star_ltm,1.12234533703,1.07479224377,-0.04755309326000012,0.042369395310927406,True
empty-32-32,100,17,phase1a-generated-random/empty-32-32-random-17.scen,lacam_star,lacam_star_ltm,1.08537782139,1.05888125613,-0.026496565259999993,0.02441229656422028,True
empty-32-32,100,18,phase1a-generated-random/empty-32-32-random-18.scen,lacam_star,lacam_star_ltm,1.13209302326,1.06604651163,-0.06604651162999997,0.05834018077402419,True
empty-32-32,100,19,phase1a-generated-random/empty-32-32-random-19.scen,lacam_star,lacam_star_ltm,1.10797708242,1.05861613045,-0.04936095197000001,0.044550517111949434,True
empty-32-32,100,20,phase1a-generated-random/empty-32-32-random-20.scen,lacam_star,lacam_star_ltm,1.09914375845,1.06669671023,-0.032447048219999886,0.029520295203019072,True
empty-32-32,100,21,phase1a-generated-random/empty-32-32-random-21.scen,lacam_star,lacam_star_ltm,1.11689497717,1.07625570776,-0.04063926941000018,0.03638593622559963,True
empty-32-32,100,22,phase1a-generated-random/empty-32-32-random-22.scen,lacam_star,lacam_star_ltm,1.12832263978,1.07699358387,-0.05132905590999992,0.045491470347531135,True
empty-32-32,100,23,phase1a-generated-random/empty-32-32-random-23.scen,lacam_star,lacam_star_ltm,1.12531079065,1.06862257583,-0.05668821481999986,0.0503756076019281,True
empty-32-32,100,24,phase1a-generated-random/empty-32-32-random-24.scen,lacam_star,lacam_star_ltm,1.11941796287,1.0647265429,-0.054691419970000155,0.04885701479166952,True
empty-32-32,100,25,phase1a-generated-random/empty-32-32-random-25.scen,lacam_star,lacam_star_ltm,1.12873134328,1.07649253731,-0.05223880596999986,0.04628099173555171,True
empty-32-32,200,1,phase1a-generated-random/empty-32-32-random-1.scen,lacam_star,lacam_star_ltm,1.28050171038,1.17537058153,-0.10513112885000009,0.08210151380336814,True
empty-32-32,200,2,phase1a-generated-random/empty-32-32-random-2.scen,lacam_star,lacam_star_ltm,1.28801431127,1.19626884743,-0.09174546383999993,0.0712301587313402,True
empty-32-32,200,3,phase1a-generated-random/empty-32-32-random-3.scen,lacam_star,lacam_star_ltm,1.28060177798,1.16936403009,-0.11123774789000018,0.08686365254424741,True
empty-32-32,200,4,phase1a-generated-random/empty-32-32-random-4.scen,lacam_star,lacam_star_ltm,1.2491436401,1.15140443024,-0.09773920986000006,0.0782449725735109,True
empty-32-32,200,5,phase1a-generated-random/empty-32-32-random-5.scen,lacam_star,lacam_star_ltm,1.2747804266,1.1643663739,-0.11041405269999993,0.08661417323019943,True
empty-32-32,200,6,phase1a-generated-random/empty-32-32-random-6.scen,lacam_star,lacam_star_ltm,1.27132674178,1.17130374799,-0.10002299379000013,0.07867607162101908,True
empty-32-32,200,7,phase1a-generated-random/empty-32-32-random-7.scen,lacam_star,lacam_star_ltm,1.24944469125,1.15459795646,-0.09484673478999994,0.07591111111537964,True
empty-32-32,200,8,phase1a-generated-random/empty-32-32-random-8.scen,lacam_star,lacam_star_ltm,1.28845698033,1.17160464565,-0.11685233467999989,0.09069168506508588,True
empty-32-32,200,9,phase1a-generated-random/empty-32-32-random-9.scen,lacam_star,lacam_star_ltm,1.22128378378,1.15226833977,-0.06901544400999993,0.056510571029110016,True
empty-32-32,200,10,phase1a-generated-random/empty-32-32-random-10.scen,lacam_star,lacam_star_ltm,1.25856125029,1.15651574351,-0.10204550678000013,0.08108108108086644,True
empty-32-32,200,11,phase1a-generated-random/empty-32-32-random-11.scen,lacam_star,lacam_star_ltm,1.2629118953,1.16101892966,-0.10189296564000005,0.08068097704931013,True
empty-32-32,200,12,phase1a-generated-random/empty-32-32-random-12.scen,lacam_star,lacam_star_ltm,1.22845020098,1.15274676195,-0.07570343902999999,0.06162515905781718,True
empty-32-32,200,13,phase1a-generated-random/empty-32-32-random-13.scen,lacam_star,lacam_star_ltm,1.24490730144,1.15953307393,-0.08537422751000001,0.06857878286298631,True
empty-32-32,200,14,phase1a-generated-random/empty-32-32-random-14.scen,lacam_star,lacam_star_ltm,1.26384909265,1.15281757402,-0.11103151862999994,0.08785187984523728,True
empty-32-32,200,15,phase1a-generated-random/empty-32-32-random-15.scen,lacam_star,lacam_star_ltm,1.22437799589,1.1527048619,-0.07167313399000008,0.05853840417795233,True
empty-32-32,200,16,phase1a-generated-random/empty-32-32-random-16.scen,lacam_star,lacam_star_ltm,1.26693675445,1.16092730137,-0.10600945307999998,0.08367383194753125,True
empty-32-32,200,17,phase1a-generated-random/empty-32-32-random-17.scen,lacam_star,lacam_star_ltm,1.25722273998,1.15027958993,-0.10694315004999999,0.08506300963956574,True
empty-32-32,200,18,phase1a-generated-random/empty-32-32-random-18.scen,lacam_star,lacam_star_ltm,1.27016614496,1.16927522273,-0.10089092222999985,0.07943127962458572,True
empty-32-32,200,19,phase1a-generated-random/empty-32-32-random-19.scen,lacam_star,lacam_star_ltm,1.24722735675,1.16335489834,-0.08387245841000013,0.06724712856567971,True
empty-32-32,200,20,phase1a-generated-random/empty-32-32-random-20.scen,lacam_star,lacam_star_ltm,1.24129821261,1.14887111947,-0.09242709313999997,0.07446002274156129,True
empty-32-32,200,21,phase1a-generated-random/empty-32-32-random-21.scen,lacam_star,lacam_star_ltm,1.25419881979,1.16522923286,-0.08896958693000001,0.07093738690082395,True
empty-32-32,200,22,phase1a-generated-random/empty-32-32-random-22.scen,lacam_star,lacam_star_ltm,1.23052536232,1.15602355072,-0.07450181160000002,0.06054471844410933,True
empty-32-32,200,23,phase1a-generated-random/empty-32-32-random-23.scen,lacam_star,lacam_star_ltm,1.26493144318,1.16105042993,-0.1038810132500001,0.08212382877355497,True
empty-32-32,200,24,phase1a-generated-random/empty-32-32-random-24.scen,lacam_star,lacam_star_ltm,1.24988334111,1.14722351843,-0.10265982268000018,0.08213552361521176,True
empty-32-32,200,25,phase1a-generated-random/empty-32-32-random-25.scen,lacam_star,lacam_star_ltm,1.27184466019,1.18192325474,-0.08992140544999994,0.07070156306397249,True
empty-32-32,300,1,phase1a-generated-random/empty-32-32-random-1.scen,lacam_star,lacam_star_ltm,1.43252330735,1.27372764787,-0.15879565948000018,0.11085031473153027,True
empty-32-32,300,2,phase1a-generated-random/empty-32-32-random-2.scen,lacam_star,lacam_star_ltm,1.45501702059,1.29923812611,-0.15577889448000004,0.107063279862412,True
empty-32-32,300,3,phase1a-generated-random/empty-32-32-random-3.scen,lacam_star,lacam_star_ltm,1.43226880581,1.26653549266,-0.16573331314999984,0.11571383282083815,True
empty-32-32,300,4,phase1a-generated-random/empty-32-32-random-4.scen,lacam_star,lacam_star_ltm,1.39900811542,1.26946197776,-0.12954613766,0.09259856053165826,True
empty-32-32,300,5,phase1a-generated-random/empty-32-32-random-5.scen,lacam_star,lacam_star_ltm,1.45181415203,1.28304055163,-0.1687736004,0.11625014135866647,True
empty-32-32,300,6,phase1a-generated-random/empty-32-32-random-6.scen,lacam_star,lacam_star_ltm,1.4266418258,1.28504890545,-0.14159292034999993,0.09924910218484632,True
empty-32-32,300,7,phase1a-generated-random/empty-32-32-random-7.scen,lacam_star,lacam_star_ltm,1.41081162932,1.26847365233,-0.14233797698999995,0.10089084469668408,True
empty-32-32,300,8,phase1a-generated-random/empty-32-32-random-8.scen,lacam_star,lacam_star_ltm,1.43734718826,1.27032396088,-0.16702322737999986,0.11620242398233101,True
empty-32-32,300,9,phase1a-generated-random/empty-32-32-random-9.scen,lacam_star,lacam_star_ltm,1.39500402901,1.25382755842,-0.14117647059000005,0.10120147874425102,True
empty-32-32,300,10,phase1a-generated-random/empty-32-32-random-10.scen,lacam_star,lacam_star_ltm,1.40335882441,1.26105862948,-0.14230019493,0.10139972219138313,True
empty-32-32,300,11,phase1a-generated-random/empty-32-32-random-11.scen,lacam_star,lacam_star_ltm,1.40300567398,1.27419107499,-0.12881459899000003,0.09181331293164556,True
empty-32-32,300,12,phase1a-generated-random/empty-32-32-random-12.scen,lacam_star,lacam_star_ltm,1.40709136384,1.26114462263,-0.14594674120999995,0.10372229192829835,True
empty-32-32,300,13,phase1a-generated-random/empty-32-32-random-13.scen,lacam_star,lacam_star_ltm,1.38955762865,1.27460126392,-0.11495636473000004,0.0827287493226775,True
empty-32-32,300,14,phase1a-generated-random/empty-32-32-random-14.scen,lacam_star,lacam_star_ltm,1.41344257321,1.25352753755,-0.1599150356600001,0.1131386861348211,True
empty-32-32,300,15,phase1a-generated-random/empty-32-32-random-15.scen,lacam_star,lacam_star_ltm,1.37874410826,1.25057016877,-0.1281739394900001,0.09296426996287073,True
empty-32-32,300,16,phase1a-generated-random/empty-32-32-random-16.scen,lacam_star,lacam_star_ltm,1.45218903114,1.28165007112,-0.17053896002000002,0.11743578581234924,True
empty-32-32,300,17,phase1a-generated-random/empty-32-32-random-17.scen,lacam_star,lacam_star_ltm,1.42673964034,1.26520719312,-0.16153244721999993,0.11321788688895323,True
empty-32-32,300,18,phase1a-generated-random/empty-32-32-random-18.scen,lacam_star,lacam_star_ltm,1.42670490758,1.26991714468,-0.15678776290000007,0.1098950189818482,True
empty-32-32,300,19,phase1a-generated-random/empty-32-32-random-19.scen,lacam_star,lacam_star_ltm,1.40295425667,1.27303049555,-0.12992376111999993,0.09260726820016366,True
empty-32-32,300,20,phase1a-generated-random/empty-32-32-random-20.scen,lacam_star,lacam_star_ltm,1.42141515341,1.26659361302,-0.15482154038999996,0.10892070484726461,True
empty-32-32,300,21,phase1a-generated-random/empty-32-32-random-21.scen,lacam_star,lacam_star_ltm,1.41190619363,1.28307276007,-0.12883343355999988,0.09124787053222716,True
empty-32-32,300,22,phase1a-generated-random/empty-32-32-random-22.scen,lacam_star,lacam_star_ltm,1.40669856459,1.27643154808,-0.13026701651000017,0.09260478384576167,True
empty-32-32,300,23,phase1a-generated-random/empty-32-32-random-23.scen,lacam_star,lacam_star_ltm,1.41194364393,1.27137367915,-0.14056996477999983,0.09955777299208472,True
empty-32-32,300,24,phase1a-generated-random/empty-32-32-random-24.scen,lacam_star,lacam_star_ltm,1.43330118933,1.27370620379,-0.15959498554000007,0.11134783584084174,True
empty-32-32,300,25,phase1a-generated-random/empty-32-32-random-25.scen,lacam_star,lacam_star_ltm,1.42137003247,1.28359362919,-0.13777640327999996,0.09693211488395997,True
empty-32-32,400,1,phase1a-generated-random/empty-32-32-random-1.scen,lacam_star,lacam_star_ltm,1.64982033152,1.40071867393,-0.24910165759000003,0.15098714255781998,True
empty-32-32,400,2,phase1a-generated-random/empty-32-32-random-2.scen,lacam_star,lacam_star_ltm,1.61389822372,1.40902544407,-0.20487277964999984,0.12694281252616574,True
empty-32-32,400,3,phase1a-generated-random/empty-32-32-random-3.scen,lacam_star,lacam_star_ltm,1.61582177768,1.39213457604,-0.22368720164,0.13843556556167383,True
empty-32-32,400,4,phase1a-generated-random/empty-32-32-random-4.scen,lacam_star,lacam_star_ltm,1.62611002191,1.40595087072,-0.22015915119000007,0.1353900709199277,True
empty-32-32,400,5,phase1a-generated-random/empty-32-32-random-5.scen,lacam_star,lacam_star_ltm,1.67514771494,1.44121548294,-0.23393223200000013,0.1396487186853125,True
empty-32-32,400,6,phase1a-generated-random/empty-32-32-random-6.scen,lacam_star,lacam_star_ltm,1.66619635509,1.41940035273,-0.24679600236,0.14811939877678415,True
empty-32-32,400,7,phase1a-generated-random/empty-32-32-random-7.scen,lacam_star,lacam_star_ltm,1.61609454136,1.38773213281,-0.22836240855,0.1413051048101586,True
empty-32-32,400,8,phase1a-generated-random/empty-32-32-random-8.scen,lacam_star,lacam_star_ltm,1.60964762231,1.39251910138,-0.21712852093,0.134891958911106,True
empty-32-32,400,9,phase1a-generated-random/empty-32-32-random-9.scen,lacam_star,lacam_star_ltm,1.57344357977,1.37402723735,-0.19941634241999995,0.12673879444037636,True
empty-32-32,400,10,phase1a-generated-random/empty-32-32-random-10.scen,lacam_star,lacam_star_ltm,1.60056980057,1.38689458689,-0.21367521367999998,0.13349946600510973,True
empty-32-32,400,11,phase1a-generated-random/empty-32-32-random-11.scen,lacam_star,lacam_star_ltm,1.6284398388,1.39781232009,-0.2306275187100002,0.14162483207236565,True
empty-32-32,400,12,phase1a-generated-random/empty-32-32-random-12.scen,lacam_star,lacam_star_ltm,1.61363895541,1.38259778766,-0.23104116774999994,0.14318021201421482,True
empty-32-32,400,13,phase1a-generated-random/empty-32-32-random-13.scen,lacam_star,lacam_star_ltm,1.59970822579,1.39187521041,-0.20783301537999987,0.12991932655554334,True
empty-32-32,400,14,phase1a-generated-random/empty-32-32-random-14.scen,lacam_star,lacam_star_ltm,1.61214261305,1.37282150587,-0.2393211071800001,0.14844909206092527,True
empty-32-32,400,15,phase1a-generated-random/empty-32-32-random-15.scen,lacam_star,lacam_star_ltm,1.62982065409,1.37498534756,-0.25483530652999997,0.15635788262376982,True
empty-32-32,400,16,phase1a-generated-random/empty-32-32-random-16.scen,lacam_star,lacam_star_ltm,1.65454971857,1.41123358349,-0.24331613507999994,0.1470588235271008,True
empty-32-32,400,17,phase1a-generated-random/empty-32-32-random-17.scen,lacam_star,lacam_star_ltm,1.62741692717,1.39052911891,-0.2368878082600001,0.14556061468030607,True
empty-32-32,400,18,phase1a-generated-random/empty-32-32-random-18.scen,lacam_star,lacam_star_ltm,1.61373900642,1.40765391015,-0.20608509626999982,0.12770658418128555,True
empty-32-32,400,19,phase1a-generated-random/empty-32-32-random-19.scen,lacam_star,lacam_star_ltm,1.63607445806,1.40480678605,-0.23126767200999998,0.1413552243118746,True
empty-32-32,400,20,phase1a-generated-random/empty-32-32-random-20.scen,lacam_star,lacam_star_ltm,1.59061022033,1.38562694659,-0.20498327374000014,0.12887083907801922,True
empty-32-32,400,21,phase1a-generated-random/empty-32-32-random-21.scen,lacam_star,lacam_star_ltm,1.64039296322,1.3949051862,-0.24548777702000013,0.14965181058697136,True
empty-32-32,400,22,phase1a-generated-random/empty-32-32-random-22.scen,lacam_star,lacam_star_ltm,1.61824593334,1.38823797065,-0.23000796269,0.14213412062483732,True
empty-32-32,400,23,phase1a-generated-random/empty-32-32-random-23.scen,lacam_star,lacam_star_ltm,1.60100406407,1.40353813053,-0.19746593353999997,0.12333880842126722,True
empty-32-32,400,24,phase1a-generated-random/empty-32-32-random-24.scen,lacam_star,lacam_star_ltm,1.59664170089,1.39393573327,-0.20270596762000004,0.12695770598187914,True
empty-32-32,400,25,phase1a-generated-random/empty-32-32-random-25.scen,lacam_star,lacam_star_ltm,1.577561202,1.41246084233,-0.16510035967000003,0.10465543869910666,True
empty-32-32,500,1,phase1a-generated-random/empty-32-32-random-1.scen,lacam_star,lacam_star_ltm,1.92559272795,1.559835067,-0.36575766094999995,0.189945493478981,True
empty-32-32,500,2,phase1a-generated-random/empty-32-32-random-2.scen,lacam_star,lacam_star_ltm,1.93055155875,1.57966426859,-0.35088729016,0.18175494384992943,True
empty-32-32,500,3,phase1a-generated-random/empty-32-32-random-3.scen,lacam_star,lacam_star_ltm,1.94139869161,1.54924905556,-0.39214963604999986,0.20199335548371603,True
empty-32-32,500,4,phase1a-generated-random/empty-32-32-random-4.scen,lacam_star,lacam_star_ltm,1.90667894979,1.54426531552,-0.3624136342700002,0.19007585640462232,True
empty-32-32,500,5,phase1a-generated-random/empty-32-32-random-5.scen,lacam_star,lacam_star_ltm,1.95004356666,1.59802497822,-0.35201858844,0.18051831992806766,True
empty-32-32,500,6,phase1a-generated-random/empty-32-32-random-6.scen,lacam_star,lacam_star_ltm,1.91632615156,1.56194279346,-0.3543833581,0.1849285195067194,True
empty-32-32,500,7,phase1a-generated-random/empty-32-32-random-7.scen,lacam_star,lacam_star_ltm,1.97134432876,1.54123283885,-0.43011148991000003,0.21818181818117258,True
empty-32-32,500,8,phase1a-generated-random/empty-32-32-random-8.scen,lacam_star,lacam_star_ltm,1.86139071013,1.54363283775,-0.3177578723800001,0.1707099270726498,True
empty-32-32,500,9,phase1a-generated-random/empty-32-32-random-9.scen,lacam_star,lacam_star_ltm,1.79616375608,1.5342112797,-0.26195247637999985,0.1458399744974771,True
empty-32-32,500,10,phase1a-generated-random/empty-32-32-random-10.scen,lacam_star,lacam_star_ltm,1.8387930239,1.52800590569,-0.31078711821000016,0.16901691172986624,True
empty-32-32,500,11,phase1a-generated-random/empty-32-32-random-11.scen,lacam_star,lacam_star_ltm,1.8975887045,1.5420372238,-0.3555514807,0.18737015026324425,True
empty-32-32,500,12,phase1a-generated-random/empty-32-32-random-12.scen,lacam_star,lacam_star_ltm,1.91287000093,1.5410596641,-0.37181033682999987,0.1943730293481695,True
empty-32-32,500,13,phase1a-generated-random/empty-32-32-random-13.scen,lacam_star,lacam_star_ltm,1.83125170936,1.53596499225,-0.29528671711,0.16124856872526774,True
empty-32-32,500,14,phase1a-generated-random/empty-32-32-random-14.scen,lacam_star,lacam_star_ltm,1.89241557483,1.53690717845,-0.3555083963800001,0.1878595806906399,True
empty-32-32,500,15,phase1a-generated-random/empty-32-32-random-15.scen,lacam_star,lacam_star_ltm,1.80822426436,1.52297410192,-0.2852501624399999,0.15775154003973113,True
empty-32-32,500,16,phase1a-generated-random/empty-32-32-random-16.scen,lacam_star,lacam_star_ltm,1.89784091971,1.55696794093,-0.34087297878,0.17961093326625457,True
empty-32-32,500,17,phase1a-generated-random/empty-32-32-random-17.scen,lacam_star,lacam_star_ltm,1.87072067915,1.53105102888,-0.33966965026999985,0.18157154836409659,True
empty-32-32,500,18,phase1a-generated-random/empty-32-32-random-18.scen,lacam_star,lacam_star_ltm,1.87768099653,1.55605507165,-0.3216259248800002,0.17128890662171725,True
empty-32-32,500,19,phase1a-generated-random/empty-32-32-random-19.scen,lacam_star,lacam_star_ltm,1.88559601091,1.55461473328,-0.33098127763000007,0.1755313840902042,True
empty-32-32,500,20,phase1a-generated-random/empty-32-32-random-20.scen,lacam_star,lacam_star_ltm,1.86329727714,1.52629615815,-0.33700111898999996,0.18086277650084237,True
empty-32-32,500,21,phase1a-generated-random/empty-32-32-random-21.scen,lacam_star,lacam_star_ltm,1.88856634516,1.55670006555,-0.33186627961000004,0.17572391907782525,True
empty-32-32,500,22,phase1a-generated-random/empty-32-32-random-22.scen,lacam_star,lacam_star_ltm,1.8813683344,1.54413244306,-0.33723589134,0.1792503281647664,True
empty-32-32,500,23,phase1a-generated-random/empty-32-32-random-23.scen,lacam_star,lacam_star_ltm,1.90294033685,1.57341326482,-0.32952707202999987,0.1731673167302118,True
empty-32-32,500,24,phase1a-generated-random/empty-32-32-random-24.scen,lacam_star,lacam_star_ltm,1.8361781253,1.53809478402,-0.2980833412799999,0.16233901121727948,True
empty-32-32,500,25,phase1a-generated-random/empty-32-32-random-25.scen,lacam_star,lacam_star_ltm,1.91777486421,1.56714740588,-0.3506274583300002,0.18283035452883367,True
empty-32-32,600,1,phase1a-generated-random/empty-32-32-random-1.scen,lacam_star,lacam_star_ltm,2.2330521712,1.73375507654,-0.49929709466000016,0.2235940123117174,True
empty-32-32,600,2,phase1a-generated-random/empty-32-32-random-2.scen,lacam_star,lacam_star_ltm,2.24794049428,1.7622170679,-0.4857234263799999,0.21607485946178207,True
empty-32-32,600,3,phase1a-generated-random/empty-32-32-random-3.scen,lacam_star,lacam_star_ltm,2.27640327818,1.72150920056,-0.5548940776200002,0.2437591278042974,True
empty-32-32,600,4,phase1a-generated-random/empty-32-32-random-4.scen,lacam_star,lacam_star_ltm,2.19294081617,1.72590153893,-0.46703927724000005,0.21297395433392965,True
empty-32-32,600,5,phase1a-generated-random/empty-32-32-random-5.scen,lacam_star,lacam_star_ltm,2.30511763279,1.78809928046,-0.51701835233,0.22429152637396066,True
empty-32-32,600,6,phase1a-generated-random/empty-32-32-random-6.scen,lacam_star,lacam_star_ltm,2.26405716061,1.76281453868,-0.5012426219300001,0.22139132820964263,True
empty-32-32,600,7,phase1a-generated-random/empty-32-32-random-7.scen,lacam_star,lacam_star_ltm,2.27851908986,1.72610875434,-0.5524103355200001,0.24244270674683793,True
empty-32-32,600,8,phase1a-generated-random/empty-32-32-random-8.scen,lacam_star,lacam_star_ltm,2.23935724621,1.71852867261,-0.5208285736,0.23257949328159958,True
empty-32-32,600,9,phase1a-generated-random/empty-32-32-random-9.scen,lacam_star,lacam_star_ltm,2.1062460267,1.71265098538,-0.39359504132,0.18687040180993117,True
empty-32-32,600,10,phase1a-generated-random/empty-32-32-random-10.scen,lacam_star,lacam_star_ltm,2.2371102192,1.70592775548,-0.5311824637199998,0.2374413469489013,True
empty-32-32,600,11,phase1a-generated-random/empty-32-32-random-11.scen,lacam_star,lacam_star_ltm,2.19834012142,1.7265811112,-0.4717590102199998,0.2145978257064566,True
empty-32-32,600,12,phase1a-generated-random/empty-32-32-random-12.scen,lacam_star,lacam_star_ltm,2.25790810436,1.73601169861,-0.5218964057499997,0.2311415618475449,True
empty-32-32,600,13,phase1a-generated-random/empty-32-32-random-13.scen,lacam_star,lacam_star_ltm,2.14725661012,1.73154516277,-0.4157114473499999,0.19360119577266907,True
empty-32-32,600,14,phase1a-generated-random/empty-32-32-random-14.scen,lacam_star,lacam_star_ltm,2.2598168555,1.73645817166,-0.52335868384,0.2315934065923246,True
empty-32-32,600,15,phase1a-generated-random/empty-32-32-random-15.scen,lacam_star,lacam_star_ltm,2.173464676,1.71332922887,-0.4601354471300001,0.21170596983284035,True
empty-32-32,600,16,phase1a-generated-random/empty-32-32-random-16.scen,lacam_star,lacam_star_ltm,2.24665790897,1.73811915617,-0.5085387528,0.22635344293833504,True
empty-32-32,600,17,phase1a-generated-random/empty-32-32-random-17.scen,lacam_star,lacam_star_ltm,2.20448222566,1.72998454405,-0.47449768161000017,0.2152422351547608,True
empty-32-32,600,18,phase1a-generated-random/empty-32-32-random-18.scen,lacam_star,lacam_star_ltm,2.26925475522,1.73674773932,-0.5325070159,0.2346616283055335,True
empty-32-32,600,19,phase1a-generated-random/empty-32-32-random-19.scen,lacam_star,lacam_star_ltm,2.23627813753,1.73697193956,-0.49930619796999975,0.22327553518074025,True
empty-32-32,600,20,phase1a-generated-random/empty-32-32-random-20.scen,lacam_star,lacam_star_ltm,2.1564006844,1.70135324312,-0.45504744127999985,0.2110217477539954,True
