map_source_type,official_scenario,scenario_source_type,contexts,complete_triples,ltm_30s_success_rate,ltm_30s_median_ratio,static_flow_30s_success_rate,static_flow_30s_median_ratio,gate3b_actor_30s_success_rate,gate3b_actor_30s_median_ratio,actor_vs_ltm_median_relative_quality_improvement,actor_vs_ltm_success_gain_count,actor_vs_ltm_success_regression_count,actor_vs_static_flow_median_relative_quality_improvement,actor_vs_static_flow_success_gain_count,actor_vs_static_flow_success_regression_count,static_flow_vs_ltm_median_relative_quality_improvement,static_flow_vs_ltm_success_gain_count,static_flow_vs_ltm_success_regression_count
canonical_public_benchmark_map,False,czr004_derived_on_public_parent_map,330,330,0.9696969696969697,1.106743430885,0.9696969696969697,1.08829287188,0.9151515151515152,1.0896494689099998,0.0,0,18,-0.004369194419904193,0,18,0.0002403677198689562,0,0
canonical_public_benchmark_map,True,movingai_official_even,316,316,1.0,1.06712379151,1.0,1.05031909598,1.0,1.0387485026899999,0.011208363460817609,0,0,0.0,0,0,0.007876899938393068,0,0
canonical_public_benchmark_map,True,movingai_official_random,290,290,1.0,1.083229951475,1.0,1.06573376385,1.0,1.0655250991849998,0.004672359943309548,0,0,0.0,0,0,0.0032763166418662924,0,0
synthetic_stress_map,False,czr004_synthetic_derived_scenario,64,64,0.96875,1.060247796405,0.96875,1.045753588515,0.953125,1.03045685279,0.01953125000491113,0,1,0.008000000004322834,0,1,0.004779336601173736,0,0
