agents,map,method,method_delta_ratio_vs_ltm,oracle_delta_ratio_vs_ltm,oracle_method,regret_to_oracle,scen,seed
50,maze-32-32-4,always_additive_defer,0.0,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.032417829799999964,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,laur_disable,0.0,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.032417829799999964,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,laur_force_additive_direct,0.0,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.032417829799999964,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,repair5f_candidate_additive_ltm,0.0,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.032417829799999964,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,repair5g2_best_frozen_static_candidate,-0.032417829799999964,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,repair5g2_frozen_static_or_selector,-0.032417829799999964,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_disable,0.0,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.032417829799999964,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_force_additive_parity,0.0,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.032417829799999964,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,-0.032417829799999964,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_runtime,-0.007203962179999968,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.025213867619999997,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,-0.032417829799999964,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,repair5g_dual_additive_parity,0.0,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.032417829799999964,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,repair5g_dual_c_equiv_additive,0.0,-0.032417829799999964,repair5g2_best_frozen_static_candidate,0.032417829799999964,maze-32-32-4-random-126.scen,126
50,maze-32-32-4,always_additive_defer,0.0,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.05096743746999999,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,laur_disable,0.0,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.05096743746999999,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,laur_force_additive_direct,0.0,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.05096743746999999,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,repair5f_candidate_additive_ltm,0.0,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.05096743746999999,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,repair5g2_best_frozen_static_candidate,-0.05096743746999999,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,repair5g2_frozen_static_or_selector,-0.05096743746999999,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_disable,0.0,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.05096743746999999,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_force_additive_parity,0.0,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.05096743746999999,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,-0.05096743746999999,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_runtime,0.004247286460000055,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.05521472393000004,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,-0.05096743746999999,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,repair5g_dual_additive_parity,0.0,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.05096743746999999,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,repair5g_dual_c_equiv_additive,0.0,-0.05096743746999999,repair5g2_best_frozen_static_candidate,0.05096743746999999,maze-32-32-4-random-127.scen,127
50,maze-32-32-4,always_additive_defer,0.0,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.028234086240000122,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,laur_disable,0.0,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.028234086240000122,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,laur_force_additive_direct,0.0,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.028234086240000122,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,repair5f_candidate_additive_ltm,0.0,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.028234086240000122,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,repair5g2_best_frozen_static_candidate,-0.028234086240000122,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,repair5g2_frozen_static_or_selector,-0.028234086240000122,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_disable,0.0,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.028234086240000122,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_force_additive_parity,0.0,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.028234086240000122,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,-0.028234086240000122,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_runtime,0.00975359342999993,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.03798767967000005,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_shuffled_label_diagnostic,-0.028234086240000122,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,repair5g_dual_additive_parity,0.0,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.028234086240000122,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,repair5g_dual_c_equiv_additive,0.0,-0.028234086240000122,repair5g2_best_frozen_static_candidate,0.028234086240000122,maze-32-32-4-random-128.scen,128
50,maze-32-32-4,always_additive_defer,0.0,-0.03896103896000014,repair5g2_best_frozen_static_candidate,0.03896103896000014,maze-32-32-4-random-129.scen,129
50,maze-32-32-4,laur_disable,0.0,-0.03896103896000014,repair5g2_best_frozen_static_candidate,0.03896103896000014,maze-32-32-4-random-129.scen,129
50,maze-32-32-4,laur_force_additive_direct,0.0,-0.03896103896000014,repair5g2_best_frozen_static_candidate,0.03896103896000014,maze-32-32-4-random-129.scen,129
50,maze-32-32-4,repair5f_candidate_additive_ltm,0.0,-0.03896103896000014,repair5g2_best_frozen_static_candidate,0.03896103896000014,maze-32-32-4-random-129.scen,129
50,maze-32-32-4,repair5g2_best_frozen_static_candidate,-0.03896103896000014,-0.03896103896000014,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-129.scen,129
50,maze-32-32-4,repair5g2_frozen_static_or_selector,-0.03896103896000014,-0.03896103896000014,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-129.scen,129
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_disable,0.0,-0.03896103896000014,repair5g2_best_frozen_static_candidate,0.03896103896000014,maze-32-32-4-random-129.scen,129
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_force_additive_parity,0.0,-0.03896103896000014,repair5g2_best_frozen_static_candidate,0.03896103896000014,maze-32-32-4-random-129.scen,129
50,maze-32-32-4,repair5g5_contextual_flow_shield_selector_random_feature_diagnostic,-0.03896103896000014,-0.03896103896000014,repair5g2_best_frozen_static_candidate,0.0,maze-32-32-4-random-129.scen,129
