source,context_key,map,map_family,agents,seed,nominal_budget_ms,horizon_id,short_budget_ms,base_time_limit_sec,ltm_max_iterations,static_flow_success,additive_success,static_flow_ratio,additive_ratio,absolute_delta_static_minus_additive,static_flow_better,static_flow_worse,both_success,success_gain_static_over_additive,success_regression_static_vs_additive,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g551_targeted_raw,random-32-32-20|100|3000|2000|generated_theta_targeted_short2000_t050_i2,random-32-32-20,random,100,3000,2000,generated_theta_targeted_short2000_t050_i2,2000,0.5,2,True,True,1.30118946474,1.28632115548,0.01486830926,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,random-32-32-20|100|3031|2000|generated_theta_targeted_short5000_t050_i2,random-32-32-20,random,100,3031,2000,generated_theta_targeted_short5000_t050_i2,5000,0.5,2,True,True,1.35580357143,1.29464285714,0.06116071429,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,random-32-32-20|100|3056|2000|generated_theta_targeted_short5000_t050_i2,random-32-32-20,random,100,3056,2000,generated_theta_targeted_short5000_t050_i2,5000,0.5,2,True,True,1.34170854271,1.32937414344,0.01233439927,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,random-32-32-20|100|3062|2000|generated_theta_targeted_short2000_t050_i2,random-32-32-20,random,100,3062,2000,generated_theta_targeted_short2000_t050_i2,2000,0.5,2,True,True,1.29706011409,1.29354980254,0.00351031155,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,random-32-32-20|100|3071|2000|generated_theta_targeted_short2000_t050_i2,random-32-32-20,random,100,3071,2000,generated_theta_targeted_short2000_t050_i2,2000,0.5,2,False,True,,1.36049382716,,False,False,False,False,True,False,False,False,False,False
g551_targeted_raw,random-32-32-20|100|3073|2000|generated_theta_targeted_short2000_t050_i2,random-32-32-20,random,100,3073,2000,generated_theta_targeted_short2000_t050_i2,2000,0.5,2,True,True,1.34971226206,1.33421868083,0.01549358123,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,random-32-32-20|100|3118|2000|generated_theta_targeted_short5000_t050_i2,random-32-32-20,random,100,3118,2000,generated_theta_targeted_short5000_t050_i2,5000,0.5,2,True,True,1.36888888889,1.35511111111,0.01377777778,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,random-32-32-20|100|3151|2000|generated_theta_targeted_short2000_t100_i2,random-32-32-20,random,100,3151,2000,generated_theta_targeted_short2000_t100_i2,2000,1,2,False,True,,1.36849073257,,False,False,False,False,True,False,False,False,False,False
g551_targeted_raw,random-32-32-20|100|3180|2000|generated_theta_targeted_short2000_t050_i2,random-32-32-20,random,100,3180,2000,generated_theta_targeted_short2000_t050_i2,2000,0.5,2,False,True,,1.45576036866,,False,False,False,False,True,False,False,False,False,False
g551_targeted_raw,random-32-32-20|100|3189|2000|generated_theta_targeted_short5000_t050_i2,random-32-32-20,random,100,3189,2000,generated_theta_targeted_short5000_t050_i2,5000,0.5,2,True,True,1.29002413516,1.28238133548,0.00764279968,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,random-32-32-20|100|3209|2000|generated_theta_targeted_short2000_t050_i2,random-32-32-20,random,100,3209,2000,generated_theta_targeted_short2000_t050_i2,2000,0.5,2,True,True,1.39343544858,1.32735229759,0.06608315099,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3022|2000|generated_theta_targeted_short2000_t100_i2,maze-32-32-4,maze,50,3022,2000,generated_theta_targeted_short2000_t100_i2,2000,1,2,True,True,1.28607340372,1.27953745601,0.00653594771,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3022|2000|generated_theta_targeted_short5000_t100_i4,maze-32-32-4,maze,50,3022,2000,generated_theta_targeted_short5000_t100_i4,5000,1,4,True,True,1.28607340372,1.27953745601,0.00653594771,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3022|2000|generated_theta_targeted_short5000_t050_i2,maze-32-32-4,maze,50,3022,2000,generated_theta_targeted_short5000_t050_i2,5000,0.5,2,True,True,1.28607340372,1.27953745601,0.00653594771,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3035|2000|generated_theta_targeted_short2000_t050_i2,maze-32-32-4,maze,50,3035,2000,generated_theta_targeted_short2000_t050_i2,2000,0.5,2,True,True,1.28726778432,1.26008155868,0.02718622564,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3035|2000|generated_theta_targeted_short2000_t100_i2,maze-32-32-4,maze,50,3035,2000,generated_theta_targeted_short2000_t100_i2,2000,1,2,True,True,1.28726778432,1.26008155868,0.02718622564,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3035|2000|generated_theta_targeted_short5000_t050_i2,maze-32-32-4,maze,50,3035,2000,generated_theta_targeted_short5000_t050_i2,5000,0.5,2,True,True,1.28726778432,1.26008155868,0.02718622564,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3035|2000|generated_theta_targeted_short5000_t100_i4,maze-32-32-4,maze,50,3035,2000,generated_theta_targeted_short5000_t100_i4,5000,1,4,True,True,1.28726778432,1.26008155868,0.02718622564,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3058|2000|generated_theta_targeted_short2000_t050_i2,maze-32-32-4,maze,50,3058,2000,generated_theta_targeted_short2000_t050_i2,2000,0.5,2,True,True,1.2371541502,1.23658949746,0.00056465274,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3058|2000|generated_theta_targeted_short2000_t100_i2,maze-32-32-4,maze,50,3058,2000,generated_theta_targeted_short2000_t100_i2,2000,1,2,True,True,1.2371541502,1.23658949746,0.00056465274,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3058|2000|generated_theta_targeted_short5000_t050_i2,maze-32-32-4,maze,50,3058,2000,generated_theta_targeted_short5000_t050_i2,5000,0.5,2,True,True,1.2371541502,1.23658949746,0.00056465274,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3058|2000|generated_theta_targeted_short5000_t100_i4,maze-32-32-4,maze,50,3058,2000,generated_theta_targeted_short5000_t100_i4,5000,1,4,True,True,1.2371541502,1.23658949746,0.00056465274,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3071|2000|generated_theta_targeted_short2000_t050_i2,maze-32-32-4,maze,50,3071,2000,generated_theta_targeted_short2000_t050_i2,2000,0.5,2,True,True,1.25600784698,1.15939185875,0.09661598823,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3071|2000|generated_theta_targeted_short2000_t100_i2,maze-32-32-4,maze,50,3071,2000,generated_theta_targeted_short2000_t100_i2,2000,1,2,True,True,1.25600784698,1.15939185875,0.09661598823,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3071|2000|generated_theta_targeted_short5000_t100_i4,maze-32-32-4,maze,50,3071,2000,generated_theta_targeted_short5000_t100_i4,5000,1,4,True,True,1.25600784698,1.15939185875,0.09661598823,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3071|2000|generated_theta_targeted_short5000_t050_i2,maze-32-32-4,maze,50,3071,2000,generated_theta_targeted_short5000_t050_i2,5000,0.5,2,True,True,1.25600784698,1.15939185875,0.09661598823,False,True,True,False,False,False,False,False,False,False
g551_targeted_raw,maze-32-32-4|50|3078|2000|generated_theta_targeted_short2000_t100_i2,maze-32-32-4,maze,50,3078,2000,generated_theta_targeted_short2000_t100_i2,2000,1,2,True,True,0.909125331314,0.890193108671,0.018932222643,False,True,True,False,False,False,False,False,False,False
