candidate_id,stage,candidate_family,candidate_rows,raw_generated_rows,success_regression_count_vs_g554_c00051,success_gain_count_vs_g554_c00051,success_rate_delta_vs_g554_c00051,both_success_quality_pairs_vs_g554_c00051,quality_delta_mean_vs_g554_c00051,bootstrap_ci_upper,better_count_vs_g554_c00051,worse_count_vs_g554_c00051,support_strata,support_seed_blocks,fingerprint_match_rate,candidate_recognized_all,cost_finite_all,theta_in_bounds_all,materialization_gate_passed,support_gate_passed,quality_gate_passed,ci_gate_passed,better_worse_gate_passed,success_rate_gate_passed,validation_ready,not_ready_reason,distance_from_g554_c00051,goal_projection_mode,active_field_deltas,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g556_c017143,stage1,,100,100,0,0,0,100,-0.0019188030836,0.0026986923047,37,41,24,75,1,True,True,True,True,True,True,False,False,True,True,,0.0842362272931,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.11688036816,1.25,0.75,0.75,1.06124800571,0.671872774379,0.983207695877,1,0.682761114217,0.65,0.315514845197,0.786372461299,1,10.7653163842,1,0,0,False,False,False,False,False
g556_c036871,stage1,,100,100,0,0,0,100,-0.0019186234907,0.00197508772495,43,32,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.129621908641,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.11876718437,1.25,0.75,0.75,1.06166977819,0.716448653152,0.982945972162,1,0.693584526746,0.65,0.325089646473,0.845038472801,0.990901053547,10.759058703,1,0,0,False,False,False,False,False
g556_c068803,stage1,,100,100,0,0,0,100,-0.0019169048459,0.00213249204683,39,33,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.0952360167863,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.11878996555,1.25,0.75,0.75,1.0666851144,0.691665258752,0.984294033118,1,0.682196163412,0.65,0.298679461703,0.796282359694,1,10.6538283287,1,0,0,False,False,False,False,False
g556_c006838,stage1,,100,100,0,0,0,100,-0.0019168639351,0.00295661471101,42,39,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.111299326113,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.12703709081,1.25,0.75,0.75,1.08605428254,0.662980238557,0.98134337647,1,0.664984212547,0.65,0.300280952899,0.791554533253,1,10.6618645845,1,0,0,False,False,False,False,False
g556_c018448,stage1,,100,100,0,0,0,100,-0.001913779344,0.00152668956309,34,30,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.100772665171,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.16033442842,1.25,0.75,0.75,1.01997336828,0.674422438605,0.981740833278,1,0.681367153399,0.65,0.315189190174,0.824922492524,1,10.6399586503,1,0,0,False,False,False,False,False
g556_c027124,stage1,,100,100,0,0,0,100,-0.0019129936347,0.00329128626037,44,41,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.122806161579,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.1192979859,1.25,0.75,0.75,1.06161800585,0.659670498486,0.984559082323,1,0.689012157964,0.65,0.327025900664,0.808101742986,0.989803135591,10.7658340626,1,0,0,False,False,False,False,False
g556_c069418,stage1,,100,100,0,0,0,100,-0.0019116439549,0.00262359131631,42,31,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.133005368994,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.16822010601,1.25,0.75,0.75,1.02816586295,0.673171484858,0.98384324717,1,0.658504549486,0.65,0.300800026541,0.795192803588,1,10.6360002921,1,0,0,False,False,False,False,False
g556_c055828,stage1,,100,100,0,0,0,100,-0.0019094668482,0.00228985509758,39,40,24,75,1,True,True,True,True,True,True,False,False,True,True,,0.118388476831,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.16004726428,1.25,0.75,0.75,1.03258687019,0.675963445232,0.984905558983,1,0.667895364314,0.65,0.316405674925,0.829042733288,1,10.6180820659,1,0,0,False,False,False,False,False
g556_c028186,stage1,,100,100,0,0,0,100,-0.0019089359559,0.00249479524051,40,37,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.0976722969892,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.10952809334,1.25,0.75,0.75,1.06347246154,0.660448011779,0.981582643002,1,0.654646393561,0.65,0.307811356307,0.806336510782,0.992519816816,10.7275524075,1,0,0,False,False,False,False,False
g556_c095923,stage1,,100,100,0,0,0,100,-0.0019087390514,0.00150515462975,37,31,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.0801637044999,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.11996355953,1.25,0.75,0.75,1.03587817382,0.707497018132,0.983358377225,1,0.663188819434,0.65,0.30738049,0.821347587624,0.995876232621,10.703394034,1,0,0,False,False,False,False,False
g556_c010834,stage1,,100,100,0,0,0,100,-0.0019019938191,0.00288084155886,40,41,24,75,1,True,True,True,True,True,True,False,False,True,True,,0.078012655951,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.13736880357,1.25,0.75,0.75,1.01847787652,0.681091249849,0.982966888099,1,0.671639737581,0.65,0.3268471612,0.806275592215,1,10.7690002531,1,0,0,False,False,False,False,False
g556_c042028,stage1,,100,100,0,0,0,100,-0.0019014763585,0.00272026803744,40,41,24,75,1,True,True,True,True,True,True,False,False,True,True,,0.116062391814,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.15999633881,1.25,0.75,0.75,1.02801137917,0.709150012548,0.982764957955,1,0.660735977792,0.65,0.320712419604,0.820012332254,0.995925755348,10.6401759996,1,0,0,False,False,False,False,False
g556_c030058,stage1,,100,100,0,0,0,100,-0.0018966830966,0.00248034006496,36,38,24,75,1,True,True,True,True,True,True,False,False,True,True,,0.148755873728,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.16212314493,1.25,0.75,0.75,1.07584638941,0.664389324955,0.983657381778,1,0.651961679115,0.65,0.329242954013,0.787597807623,0.99246320136,10.6944539368,1,0,0,False,False,False,False,False
g556_c040107,stage1,,100,100,0,0,0,100,-0.0018929269742,0.00208270900511,38,41,24,75,1,True,True,True,True,True,True,False,False,True,True,,0.162805535569,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14570346106,1.25,0.75,0.75,1.0255523998,0.693649945923,0.983014940455,1,0.712842094474,0.65,0.337359602463,0.840392592989,1,10.8391011028,1,0,0,False,False,False,False,False
g556_c040219,stage1,,100,100,0,0,0,100,-0.0018920229925,0.00177083025951,41,37,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.074972645089,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.11454445329,1.25,0.75,0.75,1.06644775136,0.672473719451,0.983248675004,1,0.660149427052,0.65,0.31789040607,0.808587207155,1,10.6965028706,1,0,0,False,False,False,False,False
g556_c023392,stage1,,100,100,0,0,0,100,-0.0018913324314,0.00246931826622,42,38,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.130771650674,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.14586393683,1.25,0.75,0.75,1.0308188885,0.706803120213,0.983435694193,1,0.670175507473,0.65,0.326577732408,0.838947586074,0.980754043738,10.6810250331,1,0,0,False,False,False,False,False
g556_c026359,stage1,,100,100,0,0,0,100,-0.0018895158069,0.00240434106872,38,38,24,75,1,True,True,True,True,True,True,False,False,True,True,,0.149166654988,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.11390652395,1.25,0.75,0.75,1.04892889142,0.662684251945,0.984496181511,1,0.650486088542,0.65,0.327828140257,0.794153781705,0.994186943689,10.8031038508,1,0,0,False,False,False,False,False
g556_c009316,stage1,,100,100,0,0,0,100,-0.0018883894681,0.00330950119583,47,35,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.111727608818,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.13865546471,1.25,0.75,0.75,1.06914849551,0.671785511516,0.981916028352,1,0.651766314701,0.65,0.300609623113,0.82559224489,0.98862009214,10.6339181664,1,0,0,False,False,False,False,False
g556_c034516,stage1,,100,100,0,0,0,100,-0.0018823907188,0.00233862787646,42,40,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.146068766791,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.10321321478,1.25,0.75,0.75,1.07601395391,0.713128559987,0.984217533547,1,0.668524894425,0.65,0.332165246846,0.801296945276,1,10.6187799598,1,0,0,False,False,False,False,False
g556_c043225,stage1,,100,100,0,0,0,100,-0.0018806982588,0.0026331769181,38,36,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.115407093773,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.12121858014,1.25,0.75,0.75,1.07644038763,0.71540583753,0.980264461957,1,0.670555038335,0.65,0.320435940434,0.8263055915,1,10.6438496986,1,0,0,False,False,False,False,False
g556_c004705,stage1,,100,100,0,0,0,100,-0.0018794676662,0.00289042923839,43,38,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.0942860471423,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.12661178584,1.25,0.75,0.75,1.08844843286,0.680975009573,0.981012658962,1,0.666087024239,0.65,0.312945802904,0.835049684017,1,10.7924153929,1,0,0,False,False,False,False,False
g556_c017299,stage1,,100,100,0,0,0,100,-0.0018773262406,0.00259903820919,48,36,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.0992043053879,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14634976662,1.25,0.75,0.75,1.03783047046,0.676405433906,0.983380598158,1,0.653198984403,0.65,0.328848360796,0.81990228196,1,10.6663405331,1,0,0,False,False,False,False,False
g556_c085053,stage1,,100,100,0,0,0,100,-0.0018770120207,0.00205494396917,46,36,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.155345385961,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.08580887075,1.25,0.75,0.75,1.03524240073,0.706105953555,0.984640735178,1,0.645315373054,0.65,0.302505691024,0.841139995746,1,10.697710679,1,0,0,False,False,False,False,False
g556_c004201,stage1,,100,100,0,0,0,100,-0.0018697227899,0.0023229118397,43,38,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.100978212052,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.12375496941,1.25,0.75,0.75,1.02098697899,0.702257242601,0.981615299404,1,0.656118676644,0.65,0.317492013265,0.81097042813,0.9925584942,10.6822293635,1,0,0,False,False,False,False,False
g556_c008029,stage1,,100,100,0,0,0,100,-0.0018696299852,0.00276468746338,50,34,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.089516908435,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.15414653323,1.25,0.75,0.75,1.04512757657,0.690920451611,0.981870814288,1,0.663512899461,0.65,0.328211465107,0.81019200109,0.988258083976,10.6995232176,1,0,0,False,False,False,False,False
g556_c023140,stage1,,100,100,0,0,0,100,-0.0018674144344,0.00269751252567,44,36,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.134805654598,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.15856517123,1.25,0.75,0.75,1.0713507979,0.717452833264,0.983012494763,1,0.691181792455,0.65,0.32383728383,0.851244091684,0.994555551833,10.7325550145,1,0,0,False,False,False,False,False
g556_c092896,stage1,,100,100,0,0,0,100,-0.0018666240036,0.00313181031635,44,33,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.132766454191,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.11082715507,1.25,0.75,0.75,1.06560316014,0.679556979452,0.984059608571,1,0.67080674508,0.65,0.327665528745,0.834435013986,0.981395883937,10.6372156385,1,0,0,False,False,False,False,False
g556_c068641,stage1,,100,100,0,0,0,100,-0.0018622629398,0.00404742694883,47,34,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.0985134469611,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.10540427758,1.25,0.75,0.75,1.04087481558,0.695062326686,0.982893684569,1,0.693237375288,0.65,0.317290053871,0.82153217457,1,10.6251813246,1,0,0,False,False,False,False,False
g556_c005068,stage1,,100,100,0,0,0,100,-0.0018619880098,0.00214886919184,43,39,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.14378517964,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.12743382962,1.25,0.75,0.75,1.01157059224,0.702172195356,0.983226428621,1,0.682215767353,0.65,0.332219441083,0.790290225796,0.980251764245,10.6765239306,1,0,0,False,False,False,False,False
g556_c067723,stage1,,100,100,0,0,0,100,-0.0018614848228,0.00217792332415,41,36,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.112958336128,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.12965574545,1.25,0.75,0.75,1.03605995377,0.657523245553,0.980185484944,1,0.683592801722,0.65,0.292907509019,0.810029424703,1,10.7869149694,1,0,0,False,False,False,False,False
g556_c060442,stage1,,100,100,0,0,0,100,-0.0018613737481,0.00187283997486,42,38,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.0906227206355,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.10979364879,1.25,0.75,0.75,1.06179077158,0.712834629619,0.981252548742,1,0.663698093906,0.65,0.307100988439,0.830873752795,1,10.7044463368,1,0,0,False,False,False,False,False
g556_c032356,stage1,,100,100,0,0,0,100,-0.0018604846722,0.00300887238921,43,37,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.106986087031,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14399736493,1.25,0.75,0.75,1.04373539325,0.718226853442,0.984648217355,1,0.666258710224,0.65,0.30781713269,0.849148391721,1,10.7018525546,1,0,0,False,False,False,False,False
g556_c096303,stage1,,100,100,0,0,0,100,-0.0018596006942,0.00209602824487,43,30,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.0898439064587,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.13939398499,1.25,0.75,0.75,1.04110224715,0.694104354559,0.98396999959,1,0.66239678181,0.65,0.315963599451,0.824898464471,1,10.8267714278,1,0,0,False,False,False,False,False
g556_c012259,stage1,,100,100,0,0,0,100,-0.0018586928004,0.00282336903619,44,35,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.132471457585,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.10815085872,1.25,0.75,0.75,1.06598225551,0.709525083297,0.979545575863,1,0.678404566786,0.65,0.316077528709,0.809837627154,0.981010914217,10.6497862348,1,0,0,False,False,False,False,False
g556_c027691,stage1,,100,100,0,0,0,100,-0.0018566938139,0.00345160523446,44,33,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.109399296807,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.1211475366,1.25,0.75,0.75,1.06189964875,0.706322783529,0.980060227819,1,0.666645607563,0.65,0.329286441882,0.82833227292,1,10.7597472909,1,0,0,False,False,False,False,False
g556_c056059,stage1,,100,100,0,0,0,100,-0.0018552761514,0.00261780338211,41,36,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.110893629817,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.1202322956,1.25,0.75,0.75,1.07823888599,0.656552148466,0.984408312525,1,0.678557361828,0.65,0.316433526441,0.832666828666,1,10.6522856433,1,0,0,False,False,False,False,False
g556_c076161,stage1,,100,100,0,0,0,100,-0.0018512587556,0.00229857048754,42,35,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.10878107365,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.11529242229,1.25,0.75,0.75,1.06275650018,0.707447039531,0.983984460747,1,0.66828002816,0.65,0.316191493167,0.825733211967,1,10.5833620621,1,0,0,False,False,False,False,False
g556_c039808,stage1,,100,100,0,0,0,100,-0.0018463099817,0.00226402190406,45,37,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.116834982484,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14645310881,1.25,0.75,0.75,1.035151201,0.669121767007,0.981674225177,1,0.665305370084,0.65,0.28726712714,0.827361144583,1,10.8079309043,1,0,0,False,False,False,False,False
g556_c022123,stage1,,100,100,0,0,0,100,-0.001844598185,0.00278168079875,43,36,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.143861415409,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.15613544852,1.25,0.75,0.75,1.01384721191,0.715406745652,0.983330300009,1,0.652088477735,0.65,0.315652895583,0.79984198714,1,10.8228333476,1,0,0,False,False,False,False,False
g556_c008809,stage1,,100,100,0,0,0,100,-0.0018428269588,0.00383756039255,44,39,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.150798372604,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.10506925359,1.25,0.75,0.75,1.0361674472,0.704371195634,0.98154998435,1,0.694509813971,0.65,0.297172020225,0.838102587359,0.988309516946,10.7973420681,1,0,0,False,False,False,False,False
g556_c049309,stage1,,100,100,0,0,0,100,-0.0018422018048,0.00445857605635,40,35,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.0956834729375,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.11286924894,1.25,0.75,0.75,1.04393819264,0.714912189011,0.983417858746,1,0.684127962616,0.65,0.300245403005,0.810003746655,1,10.7726379522,1,0,0,False,False,False,False,False
g556_c058566,stage1,,100,100,0,0,0,100,-0.0018391518129,0.0019573920772,37,37,24,75,1,True,True,True,True,True,True,False,False,True,True,,0.129975002069,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14027400235,1.25,0.75,0.75,1.092485409,0.693773245553,0.983943881668,1,0.698241942274,0.65,0.314104305829,0.834581310422,1,10.856706634,1,0,0,False,False,False,False,False
g556_c063169,stage1,,100,100,0,0,0,100,-0.0018313324869,0.00257963842834,43,39,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.112513332452,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.16155209664,1.25,0.75,0.75,1.02828178336,0.661110128542,0.982834914745,1,0.67852667192,0.65,0.320027665659,0.826970773879,1,10.6197510109,1,0,0,False,False,False,False,False
g556_c023470,stage1,,100,100,0,0,0,100,-0.0018274832435,0.00276883576141,43,35,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.123856188435,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_min_edge_cost;theta_max_edge_cost,1.25,1.1534983583,1.25,0.75,0.75,1.0847349315,0.699301285844,0.981291439876,1,0.671847884456,0.65,0.319494723257,0.830474266494,0.982587761612,10.6585704144,1,0,0,False,False,False,False,False
g556_c028987,stage1,,100,100,0,0,0,100,-0.001825186489,0.00263788002134,43,33,24,75,1,True,True,True,True,True,True,False,True,True,True,,0.0855096559747,flow_shield,theta_alpha_cong_commit_nonprogress;theta_alpha_flow_commit_progress;theta_alpha_flow_wait_progress;theta_rho_cong_decay;theta_lambda_cong;theta_flow_shield_beta;theta_max_flow_shield;theta_max_edge_cost,1.25,1.14098454272,1.25,0.75,0.75,1.03903365735,0.675617494395,0.983782296903,1,0.691911004267,0.65,0.315451395387,0.842586345782,1,10.7291840126,1,0,0,False,False,False,False,False
