replay_phase,map,agents,seed,budget_ms,horizon_id,split,map_family,g566_dataset_row_id,g566_evaluation_uid,g566_identity_digest,theta_id,method,variant_id,actor_training_seed,model_path,actor_success,additive_success,static_flow_success,g556_success,actor_ratio,additive_ratio,static_flow_ratio,g556_ratio,delta_vs_additive,delta_vs_static_flow,delta_vs_g556,relative_improvement_vs_additive,relative_improvement_vs_static_flow,relative_improvement_vs_g556,success_gain_vs_additive,success_regression_vs_additive,success_gain_vs_static_flow,success_regression_vs_static_flow,success_gain_vs_g556,success_regression_vs_g556,candidate_recognized,fingerprint_match,scenario_hash_match,identity_retained,force_additive_false,dual_channel_enabled,actor_runtime_ms,additive_runtime_ms,static_flow_runtime_ms,g556_runtime_ms,actor_expanded_nodes,g556_expanded_nodes,actor_low_level_pibt_calls,g556_low_level_pibt_calls,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
development_three_tier,g566-connector-48x48-a-v0,24,566000028,8000,budget8000_ltm8,VALIDATION,other,g566_valid_000027,0b8a8e5e785058a86d56d8a53d59ace12b558bbabb9a17e832d39c7b692a1aaf,67ab56c6a3a5ef7224cd1ccc10d68becb6ec27b0058ca60c0fcb7d0444430950,g566_development_three_tier_a0_s568_f2a1419fd815,g566_A0_phase5p5_repair5g566_a0_f6_lite_goal_aware_graph_actor_seed568,A0,568,artifacts/models/gcst/phase5p5_repair5g566_a0_f6_lite_goal_aware_graph_actor_seed568.pt,True,True,True,True,1.13100961538,1.15865384615,1.12019230769,1.125,-0.02764423077,0.01081730769,0.00600961538,0.023858921162568825,-0.00965665235847483,-0.005341880337777777,False,False,False,False,False,False,True,True,True,True,True,True,2.536281,2.160026,2.529502,2.461745,58,54,1436,1271,1.2499479055404663,1.1647858619689941,1.2554694414138794,0.7384384274482727,0.7559496760368347,1.0342707633972168,0.698964536190033,0.9804744124412537,1.0,0.680456817150116,0.6410105228424072,0.3410879373550415,0.8991649746894836,1.0,10.81442928314209,False,False,False,False,False
development_three_tier,g566-connector-48x48-a-v0,24,566000028,8000,budget8000_ltm8,VALIDATION,other,g566_valid_000027,0b8a8e5e785058a86d56d8a53d59ace12b558bbabb9a17e832d39c7b692a1aaf,3a3265da804dfe957762054f3a12456d387f37a292d0b0ab42d893d34223d752,g566_development_three_tier_a1_s568_824fa09d3a78,g566_A1_phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568,A1,568,artifacts/models/gcst/phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568.pt,True,True,True,True,1.13100961538,1.15865384615,1.12019230769,1.125,-0.02764423077,0.01081730769,0.00600961538,0.023858921162568825,-0.00965665235847483,-0.005341880337777777,False,False,False,False,False,False,True,True,True,True,True,True,2.487591,2.160026,2.529502,2.461745,58,54,1436,1271,1.2503690719604492,1.1649247407913208,1.255484700202942,0.7383780479431152,0.7562692761421204,1.0344390869140625,0.6989648342132568,0.9804863333702087,1.0,0.6802011132240295,0.6412063241004944,0.34123924374580383,0.8988618850708008,1.0,10.814191818237305,False,False,False,False,False
development_three_tier,g566-connector-48x48-a-v0,24,566000028,8000,budget8000_ltm8,VALIDATION,other,g566_valid_000027,0b8a8e5e785058a86d56d8a53d59ace12b558bbabb9a17e832d39c7b692a1aaf,c8492a7afccc820817a8c279f668377d97a190480d2baee0ca9915caf548ab11,g566_development_three_tier_a2_s568_4717b38b6104,g566_A2_phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568,A2,568,artifacts/models/gcst/phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568.pt,True,True,True,True,1.13100961538,1.15865384615,1.12019230769,1.125,-0.02764423077,0.01081730769,0.00600961538,0.023858921162568825,-0.00965665235847483,-0.005341880337777777,False,False,False,False,False,False,True,True,True,True,True,True,2.496638,2.160026,2.529502,2.461745,58,54,1436,1271,1.2502721548080444,1.164523720741272,1.2556039094924927,0.738595724105835,0.7558462023735046,1.0344414710998535,0.6989366412162781,0.9804841876029968,1.0,0.68037348985672,0.6410956978797913,0.3409670293331146,0.8991701602935791,1.0,10.814711570739746,False,False,False,False,False
development_three_tier,g566-connector-48x48-a-v0,24,566000028,8000,budget8000_ltm8,VALIDATION,other,g566_valid_000027,0b8a8e5e785058a86d56d8a53d59ace12b558bbabb9a17e832d39c7b692a1aaf,5bb2839e2e136ea1dfabc83a3949447b326cad7e707ab6bb6d414c75ee0df8cc,g566_development_three_tier_c0_s568_ac8db628bb28,g566_C0_phase5p5_repair5g566_c0_scalar_context_control_seed568,C0,568,artifacts/models/gcst/phase5p5_repair5g566_c0_scalar_context_control_seed568.pt,True,True,True,True,1.09134615385,1.15865384615,1.12019230769,1.125,-0.0673076923,-0.02884615384,-0.03365384615,0.058091286300607774,0.025751072955932878,0.029914529911111112,False,False,False,False,False,False,True,True,True,True,True,True,2.373202,2.160026,2.529502,2.461745,52,54,1223,1271,1.2491015195846558,1.1643093824386597,1.2567185163497925,0.7385525703430176,0.7559227347373962,1.0356377363204956,0.6990934610366821,0.9804916977882385,1.0,0.6804925799369812,0.6421642899513245,0.3412579596042633,0.89582359790802,1.0,10.811844825744629,False,False,False,False,False
development_three_tier,g566-connector-48x48-a-v0,24,566000288,1500,budget1500_ltm3,VALIDATION,other,g566_valid_000283,628fa18df7250b1eb34b5da42b919403a10887cd6e8f343288eb74be40680eb6,525b5b1fc6d7bd14bfdddcad164e38cf02a997d86f3ca5d4c6494940679d1622,g566_development_three_tier_a0_s568_65395bc2cc17,g566_A0_phase5p5_repair5g566_a0_f6_lite_goal_aware_graph_actor_seed568,A0,568,artifacts/models/gcst/phase5p5_repair5g566_a0_f6_lite_goal_aware_graph_actor_seed568.pt,True,True,True,True,1.2430875576,1.27073732719,1.2465437788,1.21658986175,-0.027649769589999984,-0.003456221199999998,0.026497695850000058,0.021758839532275583,0.002772643254717592,-0.021780303028240373,False,False,False,False,False,False,True,True,True,True,True,True,2.463989,2.089722,2.522926,2.403473,73,73,1713,1712,1.249584674835205,1.1645253896713257,1.2552741765975952,0.7388208508491516,0.7562152743339539,1.035123348236084,0.6981779932975769,0.9804794192314148,1.0,0.6806442737579346,0.641895592212677,0.34095466136932373,0.8974614143371582,1.0,10.812744140625,False,False,False,False,False
development_three_tier,g566-connector-48x48-a-v0,24,566000288,1500,budget1500_ltm3,VALIDATION,other,g566_valid_000283,628fa18df7250b1eb34b5da42b919403a10887cd6e8f343288eb74be40680eb6,3f1b232c5850c025e5f70fcb355f8ba1589bacfa649167603faae6fe46fe956e,g566_development_three_tier_a1_s568_cef4f35185af,g566_A1_phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568,A1,568,artifacts/models/gcst/phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568.pt,True,True,True,True,1.2430875576,1.27073732719,1.2465437788,1.21658986175,-0.027649769589999984,-0.003456221199999998,0.026497695850000058,0.021758839532275583,0.002772643254717592,-0.021780303028240373,False,False,False,False,False,False,True,True,True,True,True,True,2.61791,2.089722,2.522926,2.403473,73,73,1713,1712,1.2500337362289429,1.164623498916626,1.255401372909546,0.7387415766716003,0.7566022276878357,1.0352281332015991,0.698205292224884,0.9804884195327759,1.0,0.6803810000419617,0.6420223712921143,0.3411005735397339,0.8973479866981506,1.0,10.812535285949707,False,False,False,False,False
development_three_tier,g566-connector-48x48-a-v0,24,566000288,1500,budget1500_ltm3,VALIDATION,other,g566_valid_000283,628fa18df7250b1eb34b5da42b919403a10887cd6e8f343288eb74be40680eb6,17195162a343477d87eb816bb951d62392ae9464948cad41f2cc035278237314,g566_development_three_tier_a2_s568_7c244994246a,g566_A2_phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568,A2,568,artifacts/models/gcst/phase5p5_repair5g566_a2_od_graph_cross_attention_actor_seed568.pt,True,True,True,True,1.2430875576,1.27073732719,1.2465437788,1.21658986175,-0.027649769589999984,-0.003456221199999998,0.026497695850000058,0.021758839532275583,0.002772643254717592,-0.021780303028240373,False,False,False,False,False,False,True,True,True,True,True,True,2.541098,2.089722,2.522926,2.403473,73,73,1713,1712,1.2499672174453735,1.1643178462982178,1.2555389404296875,0.7388416528701782,0.7561035752296448,1.0350736379623413,0.6983107328414917,0.9804897308349609,1.0,0.6805227994918823,0.6417374014854431,0.34087082743644714,0.8981127142906189,1.0,10.813566207885742,False,False,False,False,False
development_three_tier,g566-connector-48x48-a-v0,24,566000288,1500,budget1500_ltm3,VALIDATION,other,g566_valid_000283,628fa18df7250b1eb34b5da42b919403a10887cd6e8f343288eb74be40680eb6,4b6d7e7f281eb063536bcb59994be20d7308da46fb7dded7d4994179de83d5ba,g566_development_three_tier_c0_s568_50d984ec76f2,g566_C0_phase5p5_repair5g566_c0_scalar_context_control_seed568,C0,568,artifacts/models/gcst/phase5p5_repair5g566_c0_scalar_context_control_seed568.pt,True,True,True,True,1.22235023041,1.27073732719,1.2465437788,1.21658986175,-0.04838709677999997,-0.024193548389999986,0.00576036866000007,0.038077969179514906,0.019408502775000964,-0.004734848481898481,False,False,False,False,False,False,True,True,True,True,True,True,2.438044,2.089722,2.522926,2.403473,73,73,1712,1712,1.2482630014419556,1.164086937904358,1.256577968597412,0.7390405535697937,0.7563568949699402,1.0366100072860718,0.6986880302429199,0.9805049300193787,1.0,0.6806660890579224,0.6433515548706055,0.34116503596305847,0.8908666968345642,1.0,10.810842514038086,False,False,False,False,False
development_three_tier,g566-connector-48x48-a-v0,24,566000548,8000,budget8000_ltm8,VALIDATION,other,g566_valid_000539,6e9efc4e9fbf20b313baf83b55a6e98be53f593705775b1f25bd55ada44dfdf6,420f6cd7ecd1f4142b2db098f44f16d768151d67536b180f3280a8f9e5fb6e5f,g566_development_three_tier_a0_s568_9b5ad6c33aa2,g566_A0_phase5p5_repair5g566_a0_f6_lite_goal_aware_graph_actor_seed568,A0,568,artifacts/models/gcst/phase5p5_repair5g566_a0_f6_lite_goal_aware_graph_actor_seed568.pt,True,True,True,True,1.28525641026,1.32799145299,1.31944444444,1.28311965812,-0.04273504273000017,-0.03418803418000005,0.0021367521399999756,0.03218020916759769,0.025910931168087317,-0.0016652789367522433,False,False,False,False,False,False,True,True,True,True,True,True,2.594703,2.143466,2.77016,2.514191,87,85,2029,1980,1.2499363422393799,1.1647869348526,1.255489468574524,0.7384347915649414,0.7559618949890137,1.0343092679977417,0.6989571452140808,0.9804746508598328,1.0,0.6804572939872742,0.6410192251205444,0.34110647439956665,0.899170458316803,1.0,10.81440544128418,False,False,False,False,False
development_three_tier,g566-connector-48x48-a-v0,24,566000548,8000,budget8000_ltm8,VALIDATION,other,g566_valid_000539,6e9efc4e9fbf20b313baf83b55a6e98be53f593705775b1f25bd55ada44dfdf6,2c5f6a396ae29c9bb089f32af629bde888b7b0fe3f2e3145a2e62d519121ee7a,g566_development_three_tier_a1_s568_c3274bc46557,g566_A1_phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568,A1,568,artifacts/models/gcst/phase5p5_repair5g566_a1_dual_stream_c0_f0_graph_actor_seed568.pt,True,True,True,True,1.28525641026,1.32799145299,1.31944444444,1.28311965812,-0.04273504273000017,-0.03418803418000005,0.0021367521399999756,0.03218020916759769,0.025910931168087317,-0.0016652789367522433,False,False,False,False,False,False,True,True,True,True,True,True,2.643468,2.143466,2.77016,2.514191,87,85,2029,1980,1.2503581047058105,1.1649205684661865,1.2555078268051147,0.7383752465248108,0.7562884092330933,1.034475564956665,0.698948323726654,0.9804869294166565,1.0,0.6802029609680176,0.6412172317504883,0.34125351905822754,0.8988707661628723,1.0,10.814143180847168,False,False,False,False,False
