"name","temp","mix","dropped","hidden","epochs","top1","top3","recall","precision","mean_delta","neutral_rate"
"soft_t005_mix07_drop_top_h64","0.005","0.7","map_width,map_height,free_cells,obstacle_ratio,local_degree_mean_topk,nonzero_edges_before,new_nonzero_edges_count,topk_blocked_edge_concentration,density,blocked_per_agent,blocked_count,mean_topk_raw_before","64","600","0.2314410480349345","0.6048034934497817","0.9668508287292817","0.42892156862745096","-0.003573652204476428","0.3056768558951965"
"soft_t01_mix05_drop_top_h64","0.01","0.5","map_width,map_height,free_cells,obstacle_ratio,local_degree_mean_topk,nonzero_edges_before,new_nonzero_edges_count,topk_blocked_edge_concentration,density,blocked_per_agent,blocked_count,mean_topk_raw_before","64","600","0.24890829694323144","0.5524017467248908","0.8784530386740331","0.45170454545454547","0.024107956685919987","0.32532751091703055"
"soft_t02_mix05_drop_top_h64","0.02","0.5","map_width,map_height,free_cells,obstacle_ratio,local_degree_mean_topk,nonzero_edges_before,new_nonzero_edges_count,topk_blocked_edge_concentration,density,blocked_per_agent,blocked_count,mean_topk_raw_before","64","600","0.2205240174672489","0.5655021834061136","0.9226519337016574","0.4575342465753425","0.0016436674330731335","0.27510917030567683"
"soft_t01_mix03_drop_top_h64","0.01","0.3","map_width,map_height,free_cells,obstacle_ratio,local_degree_mean_topk,nonzero_edges_before,new_nonzero_edges_count,topk_blocked_edge_concentration,density,blocked_per_agent,blocked_count,mean_topk_raw_before","64","600","0.19213973799126638","0.5436681222707423","0.9060773480662984","0.44808743169398907","0.00041685957253996753","0.19213973799126638"
"soft_t01_mix07_all_h64","0.01","0.7","","64","600","0.1615720524017467","0.4737991266375546","0.6464088397790055","0.527027027027027","-0.005123416858263123","0.1091703056768559"
