context_key,map,map_family,agents,seed,budget_ms,sampling_policy,selected_candidate,selected_method,baseline_role,baseline_candidate,selected_success,baseline_success,selected_ratio,baseline_ratio,quality_delta_ratio,corrected_delta_ratio_for_mean,success_regression,success_gain,both_success,both_fail,better,worse,safe_high_margin_gain,seed_block,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,context_horizon_key,panel,route,theta_cluster,registry_label,candidate_group,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
random-32-32-20|100|1045|1000|0|14650fb0739d0383,random-32-32-20,random,100,1045,1000,negative_controls_wide_random,g554_c00167,g554_c00167,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.21894273128,,0.25,True,False,False,False,False,False,False,1040_1059,False,False,False,False,False,stage0b_short1000_t050_i2,1000,1000,0.5,2,random-32-32-20|100|1045|1000|stage0b_short1000_t050_i2,,,wide_diagnostic,,,0.42796992797,1.41955591956,2.18697718698,0.133953883954,0.147572397572,0.286438786439,0.357326607327,0.936187936188,0.926528126528,0.979472479472,1.26775326775,0.106550506551,0.932885682886,0.379511629512,8.44497644498,0,0,1
maze-32-32-4|50|1001|1000|0|14650fb0739d0383,maze-32-32-4,maze,50,1001,2000,lambda_cong_micro_sweep,g554_c00202,g554_c00202,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.22298534799,,0.25,True,False,False,False,False,False,False,1000_1019,False,False,False,False,False,stage0b_short1000_t050_i2,2000,1000,0.5,2,maze-32-32-4|50|1001|2000|stage0b_short1000_t050_i2,,,tiny,,,1.25,1.2,1.25,0.75,0.75,1,0,0.95,1,1.1,0,0.35,0.75,1,11,1,0,0
maze-32-32-4|50|1001|1000|0|14650fb0739d0383,maze-32-32-4,maze,50,1001,2000,negative_controls_wide_random,g554_c00206,g554_c00206,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.22298534799,,0.25,True,False,False,False,False,False,False,1000_1019,False,False,False,False,False,stage0b_short1000_t050_i2,2000,1000,0.5,2,maze-32-32-4|50|1001|2000|stage0b_short1000_t050_i2,,,wide_diagnostic,,,0.340779340779,1.10181310181,0.517083517084,0.665675665676,0.33488033488,1.34190884191,0.846768346768,0.974424574425,0.98493018493,1.48503598504,0.911535911536,0.60931980932,0.778746778747,0.799683799684,10.6709426709,0,0,1
maze-32-32-4|50|1001|1000|0|14650fb0739d0383,maze-32-32-4,maze,50,1001,2000,trust_region_sobol_around_hand,g554_c00209,g554_c00209,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.22298534799,,0.25,True,False,False,False,False,False,False,1000_1019,False,False,False,False,False,stage0b_short1000_t050_i2,2000,1000,0.5,2,maze-32-32-4|50|1001|2000|stage0b_short1000_t050_i2,,,medium,,,1.25,1.1693517631,1.25,0.75,0.75,0.955587543088,0,0.9,1,1.05403072903,0,0.291397341397,0.63480982231,0.927501777502,11.7822682573,1,0,0
maze-32-32-4|50|1001|1000|0|14650fb0739d0383,maze-32-32-4,maze,50,1001,2000,two_factor_interaction,g554_c00233,g554_c00233,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.22298534799,,0.25,True,False,False,False,False,False,False,1000_1019,False,False,False,False,False,stage0b_short1000_t050_i2,2000,1000,0.5,2,maze-32-32-4|50|1001|2000|stage0b_short1000_t050_i2,,,small,,,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.715897184647,1,11,1,0,0
maze-32-32-4|50|1001|1000|0|14650fb0739d0383,maze-32-32-4,maze,50,1001,2000,lambda_cong_micro_sweep,g554_c00253,g554_c00253,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.22298534799,,0.25,True,False,False,False,False,False,False,1000_1019,False,False,False,False,False,stage0b_short1000_t050_i2,2000,1000,0.5,2,maze-32-32-4|50|1001|2000|stage0b_short1000_t050_i2,,,tiny,,,1.25,1.05,1.25,0.75,0.75,1,0,0.95,1,1.2,0,0.35,0.75,1,11,1,0,0
maze-32-32-4|50|1001|1000|0|14650fb0739d0383,maze-32-32-4,maze,50,1001,2000,lambda_cong_micro_sweep,g554_c00277,g554_c00277,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.22298534799,,0.25,True,False,False,False,False,False,False,1000_1019,False,False,False,False,False,stage0b_short1000_t050_i2,2000,1000,0.5,2,maze-32-32-4|50|1001|2000|stage0b_short1000_t050_i2,,,tiny,,,1.25,1.2,1.25,0.75,0.75,1,0,0.95,1,1.25,0,0.35,0.75,1,11,1,0,0
maze-32-32-4|50|1001|1000|0|14650fb0739d0383,maze-32-32-4,maze,50,1001,2000,trust_region_sobol_around_hand,g554_c00284,g554_c00284,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.22298534799,,0.25,True,False,False,False,False,False,False,1000_1019,False,False,False,False,False,stage0b_short1000_t050_i2,2000,1000,0.5,2,maze-32-32-4|50|1001|2000|stage0b_short1000_t050_i2,,,medium,,,1.25,1.28938197688,1.25,0.75,0.75,0.861189486189,0.0954456579457,0.902496579997,1,0.968204093204,0,0.394688224688,0.701920639421,1,11.96500594,1,0,0
maze-32-32-4|50|1001|1000|0|14650fb0739d0383,maze-32-32-4,maze,50,1001,2000,cma_es_style_offline_candidates,g554_c00286,g554_c00286,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.22298534799,,0.25,True,False,False,False,False,False,False,1000_1019,False,False,False,False,False,stage0b_short1000_t050_i2,2000,1000,0.5,2,maze-32-32-4|50|1001|2000|stage0b_short1000_t050_i2,,,near_miss,,,1.25,1.23342230218,1.25,0.75,0.75,1.02476564876,0.200140031604,0.923686063336,1,1.03046940799,0.185051314897,0.318653359853,0.725794625795,0.975797199797,10.6199635349,1,0,0
maze-32-32-4|50|1001|1000|0|14650fb0739d0383,maze-32-32-4,maze,50,1001,2000,negative_controls_wide_random,g554_c00294,g554_c00294,static_flow_shield,repair5g59_static_flow_shield,False,True,,1.22298534799,,0.25,True,False,False,False,False,False,False,1000_1019,False,False,False,False,False,stage0b_short1000_t050_i2,2000,1000,0.5,2,maze-32-32-4|50|1001|2000|stage0b_short1000_t050_i2,,,wide_diagnostic,,,0.249223749224,0.99675049675,2.09043134043,0.117683867684,0.969934969935,0.259299259299,0.282314032314,0.937797937798,0.944367944368,1.41329191329,0.0530025530026,0.715183915184,1.08325208325,0.491235491235,9.19034519035,0,1,0
