split,context_id,map,map_family,agents,seed,nominal_budget_ms,budget_ms,horizon_id,short_budget_ms,base_time_limit_sec,ltm_max_iterations,scenario_hash,fresh_seed_block,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
stage1_search,stage1_search|random|a100|s1238|b2000,random-32-32-20,random,100,1238,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,200454998400935,1220_1239,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1238|b1000,maze-32-32-4,maze,50,1238,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,137009188190437,1220_1239,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1238|b2000,maze-32-32-4,maze,50,1238,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,231812982361992,1220_1239,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1238|b1000,maze-32-32-4,maze,100,1238,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,27516663195585,1220_1239,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1238|b2000,maze-32-32-4,maze,100,1238,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,125873833436419,1220_1239,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1239|b1000,random-32-32-20,random,50,1239,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,96637050505234,1220_1239,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1239|b2000,random-32-32-20,random,50,1239,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,160373985677229,1220_1239,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1239|b1000,random-32-32-20,random,100,1239,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,240111356375181,1220_1239,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1239|b2000,random-32-32-20,random,100,1239,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,24011092051717,1220_1239,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1239|b1000,maze-32-32-4,maze,50,1239,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,171915003432046,1220_1239,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1239|b2000,maze-32-32-4,maze,50,1239,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,254325886003277,1220_1239,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1239|b1000,maze-32-32-4,maze,100,1239,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,119206772559729,1220_1239,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1239|b2000,maze-32-32-4,maze,100,1239,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,219596155717471,1220_1239,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1240|b1000,random-32-32-20,random,50,1240,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,253718370657759,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1240|b2000,random-32-32-20,random,50,1240,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,98406989455789,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1240|b1000,random-32-32-20,random,100,1240,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,216591031245787,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1240|b2000,random-32-32-20,random,100,1240,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,163678380847252,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1240|b1000,maze-32-32-4,maze,50,1240,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,214752702427887,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1240|b2000,maze-32-32-4,maze,50,1240,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,216904524040834,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1240|b1000,maze-32-32-4,maze,100,1240,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,38955061481440,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1240|b2000,maze-32-32-4,maze,100,1240,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,216651533520701,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1241|b1000,random-32-32-20,random,50,1241,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,56402337546587,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1241|b2000,random-32-32-20,random,50,1241,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,248398086777591,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1241|b1000,random-32-32-20,random,100,1241,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,180932923247324,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1241|b2000,random-32-32-20,random,100,1241,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,158277488392197,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1241|b1000,maze-32-32-4,maze,50,1241,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,100017685840583,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1241|b2000,maze-32-32-4,maze,50,1241,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,92941225109481,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1241|b1000,maze-32-32-4,maze,100,1241,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,231719437187542,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1241|b2000,maze-32-32-4,maze,100,1241,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,123064448240006,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1242|b1000,random-32-32-20,random,50,1242,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,95114255261263,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1242|b2000,random-32-32-20,random,50,1242,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,205891140543582,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1242|b1000,random-32-32-20,random,100,1242,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,52851775981228,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1242|b2000,random-32-32-20,random,100,1242,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,52690163494251,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1242|b1000,maze-32-32-4,maze,50,1242,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,245016286865258,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1242|b2000,maze-32-32-4,maze,50,1242,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,65440834827901,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1242|b1000,maze-32-32-4,maze,100,1242,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,225977473432071,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1242|b2000,maze-32-32-4,maze,100,1242,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,217575440800060,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1243|b1000,random-32-32-20,random,50,1243,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,49021384415812,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1243|b2000,random-32-32-20,random,50,1243,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,103485418862436,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1243|b1000,random-32-32-20,random,100,1243,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,172016868676964,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1243|b2000,random-32-32-20,random,100,1243,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,157801463624373,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1243|b1000,maze-32-32-4,maze,50,1243,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,131600712372168,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1243|b2000,maze-32-32-4,maze,50,1243,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,129001404289928,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1243|b1000,maze-32-32-4,maze,100,1243,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,25244387244334,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1243|b2000,maze-32-32-4,maze,100,1243,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,98895754114266,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1244|b1000,random-32-32-20,random,50,1244,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,264699371312697,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1244|b2000,random-32-32-20,random,50,1244,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,261339280495157,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1244|b1000,random-32-32-20,random,100,1244,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,15188738912806,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1244|b2000,random-32-32-20,random,100,1244,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,102238615102508,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1244|b1000,maze-32-32-4,maze,50,1244,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,141027458470117,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1244|b2000,maze-32-32-4,maze,50,1244,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,72131096957754,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1244|b1000,maze-32-32-4,maze,100,1244,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,151014659105054,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1244|b2000,maze-32-32-4,maze,100,1244,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,82587616308538,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1245|b1000,random-32-32-20,random,50,1245,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,169536461467340,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1245|b2000,random-32-32-20,random,50,1245,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,161874126600328,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1245|b1000,random-32-32-20,random,100,1245,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,146559791974460,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1245|b2000,random-32-32-20,random,100,1245,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,72363361000088,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1245|b1000,maze-32-32-4,maze,50,1245,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,85229692006750,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1245|b2000,maze-32-32-4,maze,50,1245,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,222561821786677,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1245|b1000,maze-32-32-4,maze,100,1245,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,69960496067964,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1245|b2000,maze-32-32-4,maze,100,1245,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,97586160899860,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1246|b1000,random-32-32-20,random,50,1246,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,227027848881844,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1246|b2000,random-32-32-20,random,50,1246,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,232800223000442,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1246|b1000,random-32-32-20,random,100,1246,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,71968366080263,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1246|b2000,random-32-32-20,random,100,1246,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,195347154297813,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1246|b1000,maze-32-32-4,maze,50,1246,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,247377044495967,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1246|b2000,maze-32-32-4,maze,50,1246,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,119813639314375,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1246|b1000,maze-32-32-4,maze,100,1246,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,270539251435344,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1246|b2000,maze-32-32-4,maze,100,1246,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,186465250855516,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1247|b1000,random-32-32-20,random,50,1247,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,16382934098701,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1247|b2000,random-32-32-20,random,50,1247,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,133674898211546,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1247|b1000,random-32-32-20,random,100,1247,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,68832163494862,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1247|b2000,random-32-32-20,random,100,1247,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,24106116216244,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1247|b1000,maze-32-32-4,maze,50,1247,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,46762145175580,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1247|b2000,maze-32-32-4,maze,50,1247,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,274719857962104,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1247|b1000,maze-32-32-4,maze,100,1247,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,69285360716597,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1247|b2000,maze-32-32-4,maze,100,1247,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,117675925243527,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1248|b1000,random-32-32-20,random,50,1248,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,96299622451389,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1248|b2000,random-32-32-20,random,50,1248,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,275622245478490,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1248|b1000,random-32-32-20,random,100,1248,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,47366444563740,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1248|b2000,random-32-32-20,random,100,1248,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,88118299570314,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1248|b1000,maze-32-32-4,maze,50,1248,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,53842236685111,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1248|b2000,maze-32-32-4,maze,50,1248,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,4789844065909,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1248|b1000,maze-32-32-4,maze,100,1248,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,32565433687842,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1248|b2000,maze-32-32-4,maze,100,1248,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,207969082099991,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1249|b1000,random-32-32-20,random,50,1249,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,49348760489998,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1249|b2000,random-32-32-20,random,50,1249,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,27386043069322,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1249|b1000,random-32-32-20,random,100,1249,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,243882969381314,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1249|b2000,random-32-32-20,random,100,1249,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,270002814061682,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1249|b1000,maze-32-32-4,maze,50,1249,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,200394680796405,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1249|b2000,maze-32-32-4,maze,50,1249,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,164095368614120,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1249|b1000,maze-32-32-4,maze,100,1249,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,98632488029669,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1249|b2000,maze-32-32-4,maze,100,1249,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,153379614273811,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1250|b1000,random-32-32-20,random,50,1250,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,235982051961854,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1250|b2000,random-32-32-20,random,50,1250,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,264341085812069,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1250|b1000,random-32-32-20,random,100,1250,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,193949981020570,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1250|b2000,random-32-32-20,random,100,1250,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,73056660963495,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1250|b1000,maze-32-32-4,maze,50,1250,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,62321417191458,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1250|b2000,maze-32-32-4,maze,50,1250,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,165725025346392,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1250|b1000,maze-32-32-4,maze,100,1250,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,24212221926163,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1250|b2000,maze-32-32-4,maze,100,1250,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,47907030361924,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1251|b1000,random-32-32-20,random,50,1251,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,266851824317205,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1251|b2000,random-32-32-20,random,50,1251,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,226097228194682,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1251|b1000,random-32-32-20,random,100,1251,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,170252569085791,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1251|b2000,random-32-32-20,random,100,1251,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,13134898002181,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1251|b1000,maze-32-32-4,maze,50,1251,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,89662370769567,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1251|b2000,maze-32-32-4,maze,50,1251,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,69597195798898,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1251|b1000,maze-32-32-4,maze,100,1251,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,172853826795786,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1251|b2000,maze-32-32-4,maze,100,1251,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,180425647567922,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1252|b1000,random-32-32-20,random,50,1252,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,60328024170181,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1252|b2000,random-32-32-20,random,50,1252,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,225024406226571,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1252|b1000,random-32-32-20,random,100,1252,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,14113879597497,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1252|b2000,random-32-32-20,random,100,1252,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,185702919571789,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1252|b1000,maze-32-32-4,maze,50,1252,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,59557246794867,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1252|b2000,maze-32-32-4,maze,50,1252,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,257881633511731,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1252|b1000,maze-32-32-4,maze,100,1252,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,34812008184986,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1252|b2000,maze-32-32-4,maze,100,1252,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,253453002860161,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1253|b1000,random-32-32-20,random,50,1253,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,71858633944728,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1253|b2000,random-32-32-20,random,50,1253,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,70706632672091,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1253|b1000,random-32-32-20,random,100,1253,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,17750474251006,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1253|b2000,random-32-32-20,random,100,1253,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,148883720995313,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1253|b1000,maze-32-32-4,maze,50,1253,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,100360068240257,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1253|b2000,maze-32-32-4,maze,50,1253,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,117961827828039,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1253|b1000,maze-32-32-4,maze,100,1253,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,256675917147068,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1253|b2000,maze-32-32-4,maze,100,1253,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,209906995884428,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1254|b1000,random-32-32-20,random,50,1254,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,41936865325584,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1254|b2000,random-32-32-20,random,50,1254,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,206442362229809,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1254|b1000,random-32-32-20,random,100,1254,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,127873549462530,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1254|b2000,random-32-32-20,random,100,1254,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,155388304348769,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1254|b1000,maze-32-32-4,maze,50,1254,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,221996676169120,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1254|b2000,maze-32-32-4,maze,50,1254,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,203847176926982,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1254|b1000,maze-32-32-4,maze,100,1254,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,265071354374740,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1254|b2000,maze-32-32-4,maze,100,1254,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,154471717732225,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1255|b1000,random-32-32-20,random,50,1255,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,181024595691323,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1255|b2000,random-32-32-20,random,50,1255,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,237985130875884,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1255|b1000,random-32-32-20,random,100,1255,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,27630055363161,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1255|b2000,random-32-32-20,random,100,1255,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,143834808717640,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1255|b1000,maze-32-32-4,maze,50,1255,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,192087396815297,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1255|b2000,maze-32-32-4,maze,50,1255,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,192211198014975,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1255|b1000,maze-32-32-4,maze,100,1255,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,241778622253876,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a100|s1255|b2000,maze-32-32-4,maze,100,1255,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,158445493986355,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1256|b1000,random-32-32-20,random,50,1256,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,3458518485135,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a50|s1256|b2000,random-32-32-20,random,50,1256,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,65932260929291,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1256|b1000,random-32-32-20,random,100,1256,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,160530609423686,1240_1259,False,False,False,False,False
stage1_search,stage1_search|random|a100|s1256|b2000,random-32-32-20,random,100,1256,2000,2000,stage1_search_short1000_t050_i2,1000,0.5,2,66477247179905,1240_1259,False,False,False,False,False
stage1_search,stage1_search|maze|a50|s1256|b1000,maze-32-32-4,maze,50,1256,1000,1000,stage1_search_short1000_t050_i2,1000,0.5,2,54273096597654,1240_1259,False,False,False,False,False
