variant_id,pairs,finite_quality_pairs,actor_success_count,static_flow_success_count,actor_success_rate,static_flow_success_rate,success_gains_vs_static_flow,success_regressions_vs_static_flow,better_count_vs_static_flow,worse_count_vs_static_flow,tie_count_vs_static_flow,mean_delta_vs_static_flow,median_delta_vs_static_flow,mean_relative_improvement_vs_static_flow,median_relative_improvement_vs_static_flow,mean_runtime_speedup_vs_static_flow,median_runtime_speedup_vs_static_flow,quality_delta_q90_vs_static_flow,quality_delta_q95_vs_static_flow,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
B1,3004,1528,1780,1528,0.59254327563249,0.5086551264980027,252,0,1224,302,2,-0.041077907635806286,-0.05284269483000004,0.027311628406354673,0.04501736465590803,0.5382653152567333,0.9797264104763359,0.04256679738699996,0.07665597799299957,False,False,False,False,False
B2,3004,1528,1776,1528,0.5912117177097204,0.5086551264980027,248,0,1253,272,3,-0.04403605547998168,-0.05420668018999997,0.029285836575448185,0.04568407890113327,0.5382972214298605,0.9796357514231131,0.03386299271499999,0.06668188582399996,False,False,False,False,False
E0,1502,764,888,764,0.5912117177097204,0.5086551264980027,124,0,615,146,3,-0.040454445064183255,-0.05069110853500014,0.02611450252008075,0.04193164108867685,0.5394879157958027,0.9795071293859823,0.031543745247000016,0.07031821845649998,False,False,False,False,False
E1,4506,2292,2669,2292,0.5923213493120284,0.5086551264980027,377,0,1850,428,14,-0.044038549706761784,-0.05619756776500007,0.02925939691104687,0.047762482082853615,0.5395173060376818,0.9793814123676219,0.033973951492999935,0.07103956365550003,False,False,False,False,False
E2,4506,2292,2672,2292,0.5929871282734133,0.5086551264980027,380,0,1878,402,12,-0.04543931168110734,-0.05571439073499995,0.03034456777495767,0.04740254733545415,0.5393611763393853,0.9795735528838152,0.03427791028499986,0.06151154497699994,False,False,False,False,False
