map,agents,seed,scen,baseline_method,contender_method,baseline_success,contender_success,baseline_ratio,contender_ratio,delta_ratio,contender_better
maze-32-32-4,50,11,maze-32-32-4-random-11.scen,lacam_star_ltm,always_additive_defer,True,True,1.22849340009,1.22849340009,0.0,False
maze-32-32-4,50,11,maze-32-32-4-random-11.scen,lacam_star_ltm,lacam_star,True,True,1.22849340009,1.21210741921,-0.016385980879999984,True
maze-32-32-4,50,11,maze-32-32-4-random-11.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.22849340009,1.18252162039,-0.045971779700000104,True
maze-32-32-4,50,11,maze-32-32-4-random-11.scen,lacam_star_ltm,repair5d_composite_diagnostic_distilled,True,True,1.22849340009,1.21847974511,-0.010013654980000064,True
maze-32-32-4,50,11,maze-32-32-4-random-11.scen,lacam_star_ltm,repair5e3_split_guarded_selector,True,True,1.22849340009,1.22849340009,0.0,False
maze-32-32-4,50,11,maze-32-32-4-random-11.scen,lacam_star_ltm,repair5e4_closed_loop_utility_selector,True,True,1.22849340009,1.22849340009,0.0,False
maze-32-32-4,50,11,maze-32-32-4-random-11.scen,lacam_star_ltm,repair5e4_closed_loop_utility_selector_force_additive_parity,True,True,1.22849340009,1.22849340009,0.0,False
maze-32-32-4,50,11,maze-32-32-4-random-11.scen,lacam_star_ltm,repair5e_caseb_ood_guard_distilled,True,True,1.22849340009,1.22849340009,0.0,False
maze-32-32-4,50,12,maze-32-32-4-random-12.scen,lacam_star_ltm,always_additive_defer,True,True,1.16385669125,1.16385669125,0.0,False
maze-32-32-4,50,12,maze-32-32-4-random-12.scen,lacam_star_ltm,lacam_star,True,True,1.16385669125,1.15279241307,-0.011064278179999887,True
maze-32-32-4,50,12,maze-32-32-4-random-12.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.16385669125,1.15331928346,-0.010537407790000008,True
maze-32-32-4,50,12,maze-32-32-4-random-12.scen,lacam_star_ltm,repair5d_composite_diagnostic_distilled,True,True,1.16385669125,1.16859852476,0.004741833510000015,False
