budget_ms,candidate_id,paired_groups,better_count,equal_count,worse_count,mean_delta_ratio,median_delta_ratio,bootstrap_ci_low,bootstrap_ci_high,success_regression_count,actual_success_regression_count,candidate_harmful_count,expanded_node_regression_count,ttfs_regression,winner_stability_score,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
1000,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,73,0,73,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
1000,repair5g518_grid_c1p25_b1p25_f0p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,76,0,76,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p35_max0p75_c0,77,0,77,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p65_dc0p95_df1p00_beta0p35_max0p75_c0,75,0,75,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df0p9_beta0p35_max0p75_c0,75,0,75,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p35_max0p75_c0,75,0,75,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max0p75_c0,74,0,74,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0,76,0,76,0,0,0,0,0,1,1,1,0,reported_if_available,0,False,False,False,False,False
1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p6_max1p00_c0,75,0,75,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max0p75_c0,77,0,77,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
1000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,199,0,198,1,3.52502966834e-05,0,-3.36664717571e-05,0.000104167065124,0,0,0,0,reported_if_available,0,False,False,False,False,False
1000,repair5g59_additive_fallback,271,0,271,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
1000,repair5g59_block_heavy_flow_guard,134,0,134,0,0,0,0,0,7,7,7,0,reported_if_available,0,False,False,False,False,False
1000,repair5g59_c_only_f_disabled,134,3,131,0,-0.000697228485896,0,-0.00154296089774,0.000148503925946,5,5,5,0,reported_if_available,0.0223880597015,False,False,False,False,False
1000,repair5g59_commit_heavy_flow_guard,132,0,132,0,0,0,0,0,7,7,7,0,reported_if_available,0,False,False,False,False,False
1000,repair5g59_flow_decay,255,0,254,1,2.75090550588e-05,0,-2.63028679303e-05,8.13209780479e-05,9,9,9,0,reported_if_available,0,False,False,False,False,False
1000,repair5g59_high_beta_cap_safe,256,0,255,1,2.74015978125e-05,0,-2.62005345196e-05,8.10037301446e-05,10,10,10,0,reported_if_available,0,False,False,False,False,False
1000,repair5g59_light_cong_light_flow,131,0,131,0,0,0,0,0,6,6,6,0,reported_if_available,0,False,False,False,False,False
1000,repair5g59_low_beta_high_cap,134,0,134,0,0,0,0,0,6,6,6,0,reported_if_available,0,False,False,False,False,False
1000,repair5g59_static_flow_shield,261,0,260,1,2.68766629885e-05,0,-2.57005834145e-05,7.94539093915e-05,9,9,9,0,reported_if_available,0,False,False,False,False,False
1000,repair5g59_wait_aggressive,131,0,131,0,0,0,0,0,7,7,7,0,reported_if_available,0,False,False,False,False,False
1000,repair5g59_wait_conservative,255,0,254,1,2.75090550588e-05,0,-2.63028679303e-05,8.13209780479e-05,7,7,7,0,reported_if_available,0,False,False,False,False,False
2000,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,37,0,37,0,0,0,0,0,1,1,6,5,reported_if_available,0,False,False,False,False,False
2000,repair5g518_grid_c1p25_b1p25_f0p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,37,0,36,1,0.00490805575541,0,-0.00458084593952,0.0143969574503,1,1,5,3,reported_if_available,0,False,False,False,False,False
2000,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p35_max0p75_c0,40,3,36,1,-0.0024927354751,0,-0.00746191126921,0.00247644031901,1,1,4,2,reported_if_available,0.075,False,False,False,False,False
2000,repair5g518_grid_c1p25_b1p25_f1p00_w0p65_dc0p95_df1p00_beta0p35_max0p75_c0,37,2,35,0,-0.0012075076457,0,-0.00287750073301,0.000462485441609,0,0,4,4,reported_if_available,0.0540540540541,False,False,False,False,False
2000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df0p9_beta0p35_max0p75_c0,38,3,35,0,-0.00422243017837,0,-0.0104774852266,0.00203262486983,0,0,3,3,reported_if_available,0.0789473684211,False,False,False,False,False
2000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p35_max0p75_c0,38,4,34,0,-0.00255923631818,0,-0.00510739973858,-1.1072897792e-05,1,1,3,2,reported_if_available,0.105263157895,False,False,False,False,False
2000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max0p75_c0,43,5,37,1,-0.00394888439477,0,-0.00976684433755,0.00186907554802,1,1,5,3,reported_if_available,0.116279069767,False,False,False,False,False
2000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0,40,4,36,0,-0.00555343879975,0,-0.0121052731119,0.000998395512385,1,1,4,3,reported_if_available,0.1,False,False,False,False,False
2000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p6_max1p00_c0,40,5,35,0,-0.00417083709698,0,-0.00794679023879,-0.000394883955162,0,0,5,5,reported_if_available,0.125,False,False,False,False,False
2000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max0p75_c0,41,4,37,0,-0.0047167646699,0,-0.0106975777147,0.00126404837492,1,1,5,4,reported_if_available,0.0975609756098,False,False,False,False,False
2000,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,173,31,141,1,-0.00500313151164,0,-0.00718198029247,-0.00282428273081,1,1,12,11,reported_if_available,0.179190751445,False,False,False,False,False
2000,repair5g59_additive_fallback,244,0,244,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
2000,repair5g59_block_heavy_flow_guard,117,19,97,1,-0.0152573285144,0,-0.0228796573485,-0.00763499968023,10,10,14,4,reported_if_available,0.162393162393,False,False,False,False,False
2000,repair5g59_c_only_f_disabled,116,12,98,6,-0.00163581549578,0,-0.00402867228902,0.000757041297469,6,6,15,6,reported_if_available,0.103448275862,False,False,False,False,False
2000,repair5g59_commit_heavy_flow_guard,112,20,92,0,-0.0149096915752,0,-0.0220997724523,-0.00771961069807,9,9,14,5,reported_if_available,0.178571428571,False,False,False,False,False
2000,repair5g59_flow_decay,244,45,197,2,-0.0113249098446,0,-0.015409766823,-0.00724005286631,6,6,18,12,reported_if_available,0.184426229508,False,False,False,False,False
2000,repair5g59_high_beta_cap_safe,239,40,198,1,-0.0116239945121,0,-0.0159665028116,-0.00728148621268,11,11,24,13,reported_if_available,0.167364016736,False,False,False,False,False
2000,repair5g59_light_cong_light_flow,117,18,98,1,-0.00717066937538,0,-0.0108724533444,-0.00346888540636,8,8,12,4,reported_if_available,0.153846153846,False,False,False,False,False
2000,repair5g59_low_beta_high_cap,116,21,94,1,-0.0168324893274,0,-0.0244477470372,-0.00921723161758,9,9,14,5,reported_if_available,0.181034482759,False,False,False,False,False
2000,repair5g59_static_flow_shield,247,42,203,2,-0.00944711396879,0,-0.0131344991103,-0.00575972882724,10,10,23,13,reported_if_available,0.17004048583,False,False,False,False,False
2000,repair5g59_wait_aggressive,119,22,97,0,-0.0155837372828,0,-0.0227842455647,-0.00838322900089,9,9,13,4,reported_if_available,0.18487394958,False,False,False,False,False
2000,repair5g59_wait_conservative,241,45,195,1,-0.0112398983006,0,-0.0153263913637,-0.00715340523749,7,7,20,13,reported_if_available,0.186721991701,False,False,False,False,False
500,repair5g518_grid_c1p25_b1p25_f0p00_w0p5_dc0p95_df1p00_beta0p00_max0p00_c1,72,0,72,0,0,0,0,0,2,2,4,2,reported_if_available,0,False,False,False,False,False
500,repair5g518_grid_c1p25_b1p25_f0p00_w0p75_dc0p95_df1p00_beta0p00_max0p00_c1,72,0,72,0,0,0,0,0,3,3,5,2,reported_if_available,0,False,False,False,False,False
500,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p35_max0p75_c0,72,0,72,0,0,0,0,0,1,1,3,2,reported_if_available,0,False,False,False,False,False
500,repair5g518_grid_c1p25_b1p25_f1p00_w0p65_dc0p95_df1p00_beta0p35_max0p75_c0,72,0,72,0,0,0,0,0,1,1,1,0,reported_if_available,0,False,False,False,False,False
500,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df0p9_beta0p35_max0p75_c0,72,0,72,0,0,0,0,0,1,1,2,1,reported_if_available,0,False,False,False,False,False
500,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p35_max0p75_c0,72,0,72,0,0,0,0,0,1,1,3,2,reported_if_available,0,False,False,False,False,False
500,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max0p75_c0,72,0,72,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
500,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p5_max1p00_c0,72,0,72,0,0,0,0,0,1,1,1,0,reported_if_available,0,False,False,False,False,False
500,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p6_max1p00_c0,72,0,72,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
500,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max0p75_c0,72,0,72,0,0,0,0,0,0,0,1,1,reported_if_available,0,False,False,False,False,False
500,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p7_max1p00_c0,184,0,184,0,0,0,0,0,5,5,8,3,reported_if_available,0,False,False,False,False,False
500,repair5g59_additive_fallback,234,0,234,0,0,0,0,0,0,0,0,0,reported_if_available,0,False,False,False,False,False
500,repair5g59_block_heavy_flow_guard,122,0,122,0,0,0,0,0,0,0,2,2,reported_if_available,0,False,False,False,False,False
500,repair5g59_c_only_f_disabled,122,0,122,0,0,0,0,0,2,2,3,1,reported_if_available,0,False,False,False,False,False
500,repair5g59_commit_heavy_flow_guard,122,0,122,0,0,0,0,0,3,3,6,3,reported_if_available,0,False,False,False,False,False
500,repair5g59_flow_decay,234,0,234,0,0,0,0,0,5,5,6,1,reported_if_available,0,False,False,False,False,False
500,repair5g59_high_beta_cap_safe,234,0,234,0,0,0,0,0,5,5,6,1,reported_if_available,0,False,False,False,False,False
500,repair5g59_light_cong_light_flow,122,0,122,0,0,0,0,0,3,3,4,1,reported_if_available,0,False,False,False,False,False
500,repair5g59_low_beta_high_cap,122,0,122,0,0,0,0,0,1,1,2,1,reported_if_available,0,False,False,False,False,False
500,repair5g59_static_flow_shield,234,0,234,0,0,0,0,0,2,2,4,2,reported_if_available,0,False,False,False,False,False
500,repair5g59_wait_aggressive,122,0,122,0,0,0,0,0,1,1,2,1,reported_if_available,0,False,False,False,False,False
500,repair5g59_wait_conservative,235,0,235,0,0,0,0,0,3,3,6,3,reported_if_available,0,False,False,False,False,False
