mode,split,checkpoint_id,run_id,map_name,agents,seed,iteration,decision_target,target_rule,selected_decision,selected_rule,fallback_reason,rule_top1,rule_top3,safe_utility_top1,safe_utility_top3,selected_delta,additive_delta,selected_vs_additive_delta,selected_utility,additive_utility,selected_vs_additive_utility,oracle_best_safe_rule,oracle_best_safe_utility,utility_regret_to_oracle,selected_rule_harmful,has_nonadditive_opportunity,has_high_margin_nonadditive_opportunity,opportunity_margin,top_candidate_rules,harmful_labels,harmful_predictions,safety_mode
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i15__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i15__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,15,3,defer_ltm,wait_heavy,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,False,-0.0405438213159,0.0,-0.0405438213159,-0.0905438213159,0.0,-0.0905438213159,wait_heavy,-0.00339888322408,0.08714493809182,True,False,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i16__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-4__a100__i16__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,16,0,defer_ltm,block_heavy,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.00207134637514,0.00207134637514,False,False,False,0.01,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i16__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-4__a100__i16__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,16,1,defer_ltm,decay_095,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,decay_095,-0.00391254315305,-0.00391254315305,False,False,False,0.01,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 1, 0, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i16__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-4__a100__i16__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,16,2,use_nonadditive,decay_095,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,decay_095,0.0237054085155,0.0237054085155,False,True,True,0.01,"[""commit_heavy"", ""decay_095"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i16__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i16__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,16,3,use_nonadditive,block_heavy,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,False,-0.00759493670886,0.0,-0.00759493670886,-0.00759493670886,0.0,-0.00759493670886,block_heavy,0.0119677790564,0.019562715765260003,False,True,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i17__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-4__a100__i17__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,17,0,defer_ltm,decay_095,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,decay_095,0.0,0.0,False,False,False,0.01,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 1, 1, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i17__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-4__a100__i17__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,17,1,use_nonadditive,decay_095,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,True,0.0215730337079,0.0,0.0215730337079,0.0215730337079,0.0,0.0215730337079,decay_095,0.0276404494382,0.006067415730300001,False,True,True,0.01,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i17__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-4__a100__i17__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,17,2,use_nonadditive,commit_heavy,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,True,False,False,0.0186516853933,0.0,0.0186516853933,0.0186516853933,0.0,0.0186516853933,commit_heavy,0.0370786516854,0.018426966292099996,False,True,True,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i17__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i17__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,17,3,use_nonadditive,decay_090,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,True,0.0368539325843,0.0,0.0368539325843,0.0368539325843,0.0,0.0368539325843,decay_090,0.0406741573034,0.003820224719099999,False,True,True,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i18__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-4__a100__i18__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,18,0,use_nonadditive,wait_light,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0210343974264,0.0210343974264,False,True,True,0.01,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i18__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-4__a100__i18__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,18,1,use_nonadditive,block_light,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_light,0.0160851274437,0.0160851274437,False,True,False,0.01,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i18__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-4__a100__i18__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,18,2,defer_ltm,commit_heavy,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,commit_heavy,0.00544419698095,0.00544419698095,False,False,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i18__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i18__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,18,3,use_nonadditive,wait_heavy,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,False,-0.012868101955,0.0,-0.012868101955,-0.012868101955,0.0,-0.012868101955,wait_heavy,0.0118782479584,0.024746349913400002,False,True,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 1, 1, 0, 0, 0, 1]","[0, 1, 0, 0, 0, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i19__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-4__a100__i19__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,19,0,use_nonadditive,wait_light,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0253132191255,0.0253132191255,False,True,True,0.01,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i19__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-4__a100__i19__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,19,1,use_nonadditive,wait_heavy,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,False,0.0107389414472,0.0,0.0107389414472,0.0107389414472,0.0,0.0107389414472,wait_heavy,0.0340066479161,0.0232677064689,False,True,True,0.01,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i19__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-4__a100__i19__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,19,2,use_nonadditive,decay_095,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,True,False,False,-0.00511378164152,0.0,-0.00511378164152,-0.00511378164152,0.0,-0.00511378164152,decay_095,0.0383533623114,0.04346714395292,False,True,True,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i19__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i19__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,19,3,defer_ltm,wait_heavy,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,True,0.000767067246229,0.0,0.000767067246229,0.000767067246229,0.0,0.000767067246229,wait_heavy,0.00562515980568,0.004858092559451001,False,False,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i1__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-4__a100__i1__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,1,0,use_nonadditive,wait_light,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0229296527159,0.0229296527159,False,True,True,0.01,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 1, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i1__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-4__a100__i1__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,1,1,use_nonadditive,wait_light,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0345057880677,0.0345057880677,False,True,True,0.01,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i1__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-4__a100__i1__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,1,2,use_nonadditive,decay_095,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,True,False,False,-0.013357079252,0.0,-0.013357079252,-0.013357079252,0.0,-0.013357079252,decay_095,0.0175868210151,0.030943900267099998,False,True,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i1__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i1__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,1,3,use_nonadditive,commit_heavy,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,True,False,False,-0.0060106856634,0.0,-0.0060106856634,-0.0060106856634,0.0,-0.0060106856634,commit_heavy,0.0318343722173,0.0378450578807,False,True,True,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i20__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-4__a100__i20__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,20,0,use_nonadditive,wait_light,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0254519505233,0.0254519505233,False,True,True,0.01,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i20__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-4__a100__i20__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,20,1,use_nonadditive,commit_heavy,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,commit_heavy,0.0340152235966,0.0340152235966,False,True,True,0.01,"[""wait_light"", ""commit_heavy"", ""block_light""]","[0, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i20__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-4__a100__i20__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,20,2,use_nonadditive,wait_heavy,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_heavy,0.017364414843,0.017364414843,False,True,False,0.01,"[""commit_heavy"", ""decay_095"", ""wait_light""]","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i20__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i20__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,20,3,use_nonadditive,block_heavy,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0195052331113,0.0195052331113,False,True,False,0.01,"[""commit_heavy"", ""decay_095"", ""decay_090""]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i21__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-4__a100__i21__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,21,0,use_nonadditive,block_heavy,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0496244024585,0.0496244024585,False,True,True,0.01,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i21__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-4__a100__i21__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,21,1,defer_ltm,wait_light,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.00295925335761,0.00295925335761,False,False,False,0.01,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 1, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i21__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-4__a100__i21__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,21,2,defer_ltm,commit_heavy,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,True,-0.0147962667881,0.0,-0.0147962667881,-0.0147962667881,0.0,-0.0147962667881,commit_heavy,-0.0036421579786,0.011154108809500001,False,False,False,0.01,"[""commit_heavy"", ""wait_light"", ""block_light""]","[0, 0, 1, 1, 0, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i21__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i21__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,21,3,defer_ltm,block_light,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,False,-0.00660141133622,0.0,-0.00660141133622,-0.00660141133622,0.0,-0.00660141133622,block_light,0.00682904620988,0.0134304575461,False,False,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i22__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-4__a100__i22__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,22,0,use_nonadditive,block_light,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_light,0.0223134136958,0.0223134136958,False,True,True,0.01,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i22__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-4__a100__i22__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,22,1,use_nonadditive,decay_095,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,decay_095,0.0420620671967,0.0420620671967,False,True,True,0.01,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i22__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-4__a100__i22__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,22,2,use_nonadditive,decay_090,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,decay_090,0.0259040779687,0.0259040779687,False,True,True,0.01,"[""commit_heavy"", ""decay_095"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i22__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i22__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,22,3,defer_ltm,block_light,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,False,-0.0238522698128,0.0,-0.0238522698128,-0.0738522698128,0.0,-0.0738522698128,block_light,-0.00102590407797,0.07282636573483,True,False,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 1, 0, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 1, 0, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i23__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-4__a100__i23__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,23,0,defer_ltm,decay_095,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,decay_095,0.0,0.0,False,False,False,0.01,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i23__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-4__a100__i23__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,23,1,use_nonadditive,decay_090,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,decay_090,0.0231170768084,0.0231170768084,False,True,True,0.01,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i23__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-4__a100__i23__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,23,2,use_nonadditive,decay_090,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,False,-0.0141685309471,0.0,-0.0141685309471,-0.0141685309471,0.0,-0.0141685309471,decay_090,0.0139199602287,0.0280884911758,False,True,False,0.01,"[""commit_heavy"", ""decay_095"", ""wait_light""]","[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i23__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i23__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,23,3,use_nonadditive,block_light,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,False,0.000248570718369,0.0,0.000248570718369,0.000248570718369,0.0,0.000248570718369,block_light,0.0124285359185,0.012179965200131,False,True,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i24__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-4__a100__i24__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,24,0,use_nonadditive,wait_light,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0743041749503,0.0743041749503,False,True,True,0.01,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i24__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-4__a100__i24__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,24,1,use_nonadditive,block_heavy,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,block_heavy,0.0248508946322,0.0248508946322,False,True,True,0.01,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i24__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-4__a100__i24__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,24,2,use_nonadditive,decay_095,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,True,False,False,-0.00869781312127,0.0,-0.00869781312127,-0.00869781312127,0.0,-0.00869781312127,decay_095,0.02162027833,0.03031809145127,False,True,True,0.01,"[""commit_heavy"", ""decay_095"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i24__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i24__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,24,3,defer_ltm,wait_heavy,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,True,-0.014662027833,0.0,-0.014662027833,-0.014662027833,0.0,-0.014662027833,wait_heavy,0.00521868787276,0.01988071570576,False,False,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_090""]","[0, 1, 1, 1, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i25__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-4__a100__i25__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,25,0,use_nonadditive,wait_light,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0630829651448,0.0630829651448,False,True,True,0.01,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 0, 0]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i25__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-4__a100__i25__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,25,1,use_nonadditive,wait_light,defer_ltm,additive_ltm,family_safe_no_safe_topk_candidate,False,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,wait_light,0.0645557191949,0.0645557191949,False,True,True,0.01,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i25__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-4__a100__i25__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,25,2,defer_ltm,block_heavy,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,False,-0.03411880216,0.0,-0.03411880216,-0.08411880216,0.0,-0.08411880216,block_heavy,-0.00441826215022,0.07970054000978001,True,False,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 1]",learned
top3_anti_margin_per_family_safety,validation,maze-32-32-4__a100__i25__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-4__a100__i25__phase4_phase4-full-repair5-expand5000,maze-32-32-4,100,25,3,defer_ltm,wait_heavy,use_nonadditive,wait_light,family_safe_anti_margin_rank,False,False,False,False,-0.0213549337261,0.0,-0.0213549337261,-0.0713549337261,0.0,-0.0713549337261,wait_heavy,0.00613647520864,0.07749140893473999,True,False,False,0.01,"[""commit_heavy"", ""wait_light"", ""decay_095""]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]",learned
