dataset_row_id,safe_count,safe_improving_count,harmful_count,best_positive_quality_delta_vs_g556,positive_target_available,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g562_real_graph_000781,65,8,56,-0.04539559014000005,True,False,False,False,False,False
g562_real_graph_000782,65,54,9,-0.12807881774000007,True,False,False,False,False,False
g562_real_graph_000783,65,15,48,-0.0742928193900001,True,False,False,False,False,False
g562_real_graph_000784,65,27,37,-0.7044334975399997,True,False,False,False,False,False
g562_real_graph_000785,65,12,52,-0.04777731616000014,True,False,False,False,False,False
g562_real_graph_000786,65,1,63,-0.013613445380000089,True,False,False,False,False,False
g562_real_graph_000787,65,0,0,,False,False,False,False,False,False
g562_real_graph_000788,65,21,43,-0.04145854145999994,True,False,False,False,False,False
g562_real_graph_000789,65,15,45,-0.16129032257999998,True,False,False,False,False,False
g562_real_graph_000790,65,7,0,0.0,True,False,False,False,False,False
g562_real_graph_000791,65,42,22,-0.06153846154000009,True,False,False,False,False,False
g562_real_graph_000792,53,8,56,-0.05513784461000015,True,False,False,False,False,False
g562_real_graph_000793,65,0,0,,False,False,False,False,False,False
g562_real_graph_000794,65,29,35,-0.06999999999999984,True,False,False,False,False,False
g562_real_graph_000795,65,0,0,,False,False,False,False,False,False
g562_real_graph_000796,65,0,0,,False,False,False,False,False,False
g562_real_graph_000797,65,6,58,-0.024434941959999845,True,False,False,False,False,False
g562_real_graph_000798,65,0,0,,False,False,False,False,False,False
g562_real_graph_000799,65,0,0,,False,False,False,False,False,False
g562_real_graph_000800,65,0,0,,False,False,False,False,False,False
g562_real_graph_000801,65,12,52,-0.049074074070000195,True,False,False,False,False,False
g562_real_graph_000802,65,15,48,-0.05427046264000013,True,False,False,False,False,False
g562_real_graph_000803,65,0,0,,False,False,False,False,False,False
g562_real_graph_000804,65,12,52,-0.0277777777799999,True,False,False,False,False,False
g562_real_graph_000805,65,29,34,-0.0892465252300001,True,False,False,False,False,False
g562_real_graph_000806,65,16,48,-0.08509454949999995,True,False,False,False,False,False
g562_real_graph_000807,65,0,0,,False,False,False,False,False,False
g562_real_graph_000808,65,0,0,,False,False,False,False,False,False
g562_real_graph_000809,65,28,36,-0.09257003653999996,True,False,False,False,False,False
g562_real_graph_000810,65,0,0,,False,False,False,False,False,False
g562_real_graph_000811,65,5,59,-0.013416536660000089,True,False,False,False,False,False
g562_real_graph_000812,65,0,0,,False,False,False,False,False,False
g562_real_graph_000813,65,4,60,-0.024163568780000144,True,False,False,False,False,False
g562_real_graph_000814,64,0,64,,False,False,False,False,False,False
g562_real_graph_000815,50,39,25,-4.29415461974,True,False,False,False,False,False
g562_real_graph_000816,65,20,43,-0.03386004513999996,True,False,False,False,False,False
g562_real_graph_000817,65,0,0,,False,False,False,False,False,False
g562_real_graph_000818,65,40,24,-0.09243697479000001,True,False,False,False,False,False
g562_real_graph_000819,65,8,55,-0.06779661016999983,True,False,False,False,False,False
g562_real_graph_000820,65,17,47,-0.0625,True,False,False,False,False,False
g562_real_graph_000821,64,50,14,-0.12588652482999985,True,False,False,False,False,False
g562_real_graph_000822,65,0,64,,False,False,False,False,False,False
g562_real_graph_000823,65,16,48,-0.09885447602999986,True,False,False,False,False,False
g562_real_graph_000824,65,10,54,-0.031905961380000125,True,False,False,False,False,False
g562_real_graph_000825,65,18,44,-0.171875,True,False,False,False,False,False
g562_real_graph_000826,65,45,18,-0.09654350417000002,True,False,False,False,False,False
g562_real_graph_000827,27,3,61,-0.6064054434499999,True,False,False,False,False,False
g562_real_graph_000828,65,32,32,-0.0692041522500002,True,False,False,False,False,False
g562_real_graph_000829,65,3,61,-0.006878761819999912,True,False,False,False,False,False
g562_real_graph_000830,65,8,55,-0.03585657369999984,True,False,False,False,False,False
g562_real_graph_000831,65,0,0,,False,False,False,False,False,False
g562_real_graph_000832,65,6,58,-0.011381683430000011,True,False,False,False,False,False
g562_real_graph_000833,65,10,54,-0.02394715111000001,True,False,False,False,False,False
g562_real_graph_000834,65,0,0,,False,False,False,False,False,False
g562_real_graph_000835,65,38,25,-0.10297029703000016,True,False,False,False,False,False
g562_real_graph_000836,65,16,48,-0.035108669689999816,True,False,False,False,False,False
g562_real_graph_000837,65,0,0,,False,False,False,False,False,False
g562_real_graph_000838,65,0,0,,False,False,False,False,False,False
g562_real_graph_000839,65,0,0,,False,False,False,False,False,False
g562_real_graph_000840,65,0,0,,False,False,False,False,False,False
g562_real_graph_000841,65,33,26,-0.05947136564000011,True,False,False,False,False,False
g562_real_graph_000842,65,32,32,-0.05830508474000018,True,False,False,False,False,False
g562_real_graph_000843,65,26,38,-0.054730983310000036,True,False,False,False,False,False
g562_real_graph_000844,65,0,0,,False,False,False,False,False,False
g562_real_graph_000845,65,8,56,-0.02673796791999994,True,False,False,False,False,False
g562_real_graph_000846,65,18,44,-0.023169601480000024,True,False,False,False,False,False
g562_real_graph_000847,59,4,60,-0.03112155020000018,True,False,False,False,False,False
g562_real_graph_000848,22,13,51,-7.883693882329999,True,False,False,False,False,False
g562_real_graph_000849,65,47,17,-0.83050847457,True,False,False,False,False,False
g562_real_graph_000850,65,0,0,,False,False,False,False,False,False
g562_real_graph_000851,65,18,46,-0.06364719904000005,True,False,False,False,False,False
g562_real_graph_000852,65,0,0,,False,False,False,False,False,False
g562_real_graph_000853,65,36,28,-0.08534850640999991,True,False,False,False,False,False
g562_real_graph_000854,65,0,0,,False,False,False,False,False,False
g562_real_graph_000855,30,6,58,-0.8869451126100003,True,False,False,False,False,False
g562_real_graph_000856,65,2,62,-0.00691742326,True,False,False,False,False,False
g562_real_graph_000857,65,0,0,,False,False,False,False,False,False
g562_real_graph_000858,65,0,0,,False,False,False,False,False,False
g562_real_graph_000859,64,32,32,-1.0639534883700001,True,False,False,False,False,False
g562_real_graph_000860,65,0,0,,False,False,False,False,False,False
g562_real_graph_000861,65,43,20,-0.20958083831999996,True,False,False,False,False,False
g562_real_graph_000862,65,19,44,-0.036544850500000114,True,False,False,False,False,False
g562_real_graph_000863,64,15,48,-0.05125284738000002,True,False,False,False,False,False
g562_real_graph_000864,65,24,37,-0.0648648648700001,True,False,False,False,False,False
g562_real_graph_000865,65,30,33,-0.05033003300000005,True,False,False,False,False,False
g562_real_graph_000866,65,23,41,-0.07125890736000007,True,False,False,False,False,False
g562_real_graph_000867,65,25,39,-0.06576402320999986,True,False,False,False,False,False
g562_real_graph_000868,65,20,44,-0.03166986565000007,True,False,False,False,False,False
g562_real_graph_000869,65,0,0,,False,False,False,False,False,False
g562_real_graph_000870,65,46,16,-0.08301886792000013,True,False,False,False,False,False
g562_real_graph_000871,65,0,0,,False,False,False,False,False,False
g562_real_graph_000872,65,41,23,-0.1279999999999999,True,False,False,False,False,False
g562_real_graph_000873,65,0,0,,False,False,False,False,False,False
g562_real_graph_000874,65,46,18,-0.12351778657000012,True,False,False,False,False,False
g562_real_graph_000875,65,0,0,,False,False,False,False,False,False
g562_real_graph_000876,65,18,44,-0.05050505050999998,True,False,False,False,False,False
g562_real_graph_000877,65,1,63,-0.005952380949999947,True,False,False,False,False,False
g562_real_graph_000878,65,0,0,,False,False,False,False,False,False
g562_real_graph_000879,65,0,0,,False,False,False,False,False,False
g562_real_graph_000880,65,5,59,-0.04929233772999986,True,False,False,False,False,False
g562_real_graph_000881,65,15,48,-0.057407407410000166,True,False,False,False,False,False
g562_real_graph_000882,65,0,0,,False,False,False,False,False,False
g562_real_graph_000883,65,46,18,-0.10053619303000016,True,False,False,False,False,False
g562_real_graph_000884,64,19,45,-0.07625337737000004,True,False,False,False,False,False
g562_real_graph_000885,65,24,39,-0.042935206869999964,True,False,False,False,False,False
g562_real_graph_000886,65,13,50,-0.015789473680000166,True,False,False,False,False,False
g562_real_graph_000887,65,0,0,,False,False,False,False,False,False
g562_real_graph_000888,65,0,0,,False,False,False,False,False,False
g562_real_graph_000889,65,12,51,-0.02426080364000005,True,False,False,False,False,False
g562_real_graph_000890,65,15,49,-0.03902439025000004,True,False,False,False,False,False
g562_real_graph_000891,65,0,0,,False,False,False,False,False,False
g562_real_graph_000892,65,0,0,,False,False,False,False,False,False
g562_real_graph_000893,65,0,64,,False,False,False,False,False,False
g562_real_graph_000894,65,29,0,0.0,True,False,False,False,False,False
g562_real_graph_000895,65,18,46,-0.039575289570000116,True,False,False,False,False,False
g562_real_graph_000896,65,0,0,,False,False,False,False,False,False
g562_real_graph_000897,65,25,39,-0.05913978494999994,True,False,False,False,False,False
g562_real_graph_000898,65,0,0,,False,False,False,False,False,False
g562_real_graph_000899,65,26,38,-0.08480565370999993,True,False,False,False,False,False
g562_real_graph_000900,65,34,29,-0.0564373897699999,True,False,False,False,False,False
g562_real_graph_000901,65,0,0,,False,False,False,False,False,False
g562_real_graph_000902,65,4,58,-0.06930693069000005,True,False,False,False,False,False
g562_real_graph_000903,1,0,64,,False,False,False,False,False,False
g562_real_graph_000904,65,0,0,,False,False,False,False,False,False
g562_real_graph_000905,65,0,0,,False,False,False,False,False,False
g562_real_graph_000906,65,31,33,-0.051815980630000036,True,False,False,False,False,False
g562_real_graph_000907,65,25,39,-0.09725091372000016,True,False,False,False,False,False
g562_real_graph_000908,65,0,0,,False,False,False,False,False,False
g562_real_graph_000909,65,0,0,,False,False,False,False,False,False
g562_real_graph_000910,65,0,0,,False,False,False,False,False,False
g562_real_graph_000911,65,0,0,,False,False,False,False,False,False
g562_real_graph_000912,65,20,42,-0.0536992839999999,True,False,False,False,False,False
g562_real_graph_000913,65,20,43,-0.056278874420000014,True,False,False,False,False,False
g562_real_graph_000914,65,32,32,-0.05761024181999996,True,False,False,False,False,False
g562_real_graph_000915,65,0,0,,False,False,False,False,False,False
g562_real_graph_000916,65,24,38,-0.07045009785,True,False,False,False,False,False
g562_real_graph_000917,65,9,52,-0.01930036188000006,True,False,False,False,False,False
g562_real_graph_000918,65,18,41,-0.13043478261000008,True,False,False,False,False,False
g562_real_graph_000919,65,0,0,,False,False,False,False,False,False
g562_real_graph_000920,65,25,39,-0.04884004884000004,True,False,False,False,False,False
g562_real_graph_000921,65,28,35,-0.08661417323000009,True,False,False,False,False,False
g562_real_graph_000922,65,0,0,,False,False,False,False,False,False
g562_real_graph_000923,65,34,30,-0.06317300789000013,True,False,False,False,False,False
g562_real_graph_000924,65,0,0,,False,False,False,False,False,False
g562_real_graph_000925,65,37,27,-0.059591836730000125,True,False,False,False,False,False
g562_real_graph_000926,65,27,37,-0.036308623300000065,True,False,False,False,False,False
g562_real_graph_000927,65,2,62,-0.0032599837000000242,True,False,False,False,False,False
g562_real_graph_000928,65,0,0,,False,False,False,False,False,False
g562_real_graph_000929,65,0,0,,False,False,False,False,False,False
g562_real_graph_000930,65,0,0,,False,False,False,False,False,False
g562_real_graph_000931,65,0,0,,False,False,False,False,False,False
g562_real_graph_000932,65,27,37,-0.029608404959999834,True,False,False,False,False,False
g562_real_graph_000933,65,11,53,-0.017685505570000037,True,False,False,False,False,False
g562_real_graph_000934,65,44,20,-0.21746575341999996,True,False,False,False,False,False
g562_real_graph_000935,65,0,0,,False,False,False,False,False,False
g562_real_graph_000936,37,1,63,-0.060827250609999606,True,False,False,False,False,False
g562_real_graph_000937,65,0,0,,False,False,False,False,False,False
g562_real_graph_000938,65,0,0,,False,False,False,False,False,False
g562_real_graph_000939,65,0,0,,False,False,False,False,False,False
g562_real_graph_000940,65,0,0,,False,False,False,False,False,False
g562_real_graph_000941,65,22,40,-0.051679586569999936,True,False,False,False,False,False
g562_real_graph_000942,65,12,52,-0.041395623899999956,True,False,False,False,False,False
g562_real_graph_000943,65,7,56,-0.0625,True,False,False,False,False,False
g562_real_graph_000944,65,0,0,,False,False,False,False,False,False
g562_real_graph_000945,65,0,0,,False,False,False,False,False,False
g562_real_graph_000946,65,0,0,,False,False,False,False,False,False
g562_real_graph_000947,65,0,0,,False,False,False,False,False,False
g562_real_graph_000948,65,0,0,,False,False,False,False,False,False
g562_real_graph_000949,65,0,0,,False,False,False,False,False,False
g562_real_graph_000950,65,34,30,-0.12948207171000004,True,False,False,False,False,False
g562_real_graph_000951,65,20,44,-0.02023919044000011,True,False,False,False,False,False
g562_real_graph_000952,65,2,62,-0.00998824912000007,True,False,False,False,False,False
g562_real_graph_000953,65,21,42,-0.0664665523100001,True,False,False,False,False,False
g562_real_graph_000954,65,25,38,-0.031914893619999996,True,False,False,False,False,False
g562_real_graph_000955,65,0,0,,False,False,False,False,False,False
g562_real_graph_000956,65,0,0,,False,False,False,False,False,False
g562_real_graph_000957,65,47,17,-1.35849056604,True,False,False,False,False,False
g562_real_graph_000958,65,15,49,-0.11935110081999989,True,False,False,False,False,False
g562_real_graph_000959,65,0,0,,False,False,False,False,False,False
g562_real_graph_000960,64,47,16,-0.07537688442000001,True,False,False,False,False,False
g562_real_graph_000961,65,0,0,,False,False,False,False,False,False
g562_real_graph_000962,65,10,53,-0.03518429870999995,True,False,False,False,False,False
g562_real_graph_000963,65,26,38,-0.0639097744399999,True,False,False,False,False,False
g562_real_graph_000964,65,19,43,-0.041401273890000034,True,False,False,False,False,False
g562_real_graph_000965,65,13,50,-0.0407185628800002,True,False,False,False,False,False
g562_real_graph_000966,65,4,60,-0.02083333334000015,True,False,False,False,False,False
g562_real_graph_000967,65,24,40,-0.043814432990000096,True,False,False,False,False,False
g562_real_graph_000968,65,45,19,-0.04722979110000014,True,False,False,False,False,False
g562_real_graph_000969,65,0,0,,False,False,False,False,False,False
g562_real_graph_000970,65,11,53,-0.04001600640000014,True,False,False,False,False,False
g562_real_graph_000971,62,56,7,-1.2460585585600001,True,False,False,False,False,False
g562_real_graph_000972,65,20,44,-0.06298110567000004,True,False,False,False,False,False
g562_real_graph_000973,59,5,59,-0.022410865879999964,True,False,False,False,False,False
g562_real_graph_000974,65,0,0,,False,False,False,False,False,False
g562_real_graph_000975,65,0,0,,False,False,False,False,False,False
g562_real_graph_000976,65,41,23,-0.11582568808000016,True,False,False,False,False,False
g562_real_graph_000977,65,5,59,-0.02315394243000002,True,False,False,False,False,False
g562_real_graph_000978,65,0,0,,False,False,False,False,False,False
g562_real_graph_000979,65,0,0,,False,False,False,False,False,False
g562_real_graph_000980,65,17,47,-0.029461077840000183,True,False,False,False,False,False
g562_real_graph_000981,65,3,61,-0.012211077190000141,True,False,False,False,False,False
g562_real_graph_000982,65,0,0,,False,False,False,False,False,False
g562_real_graph_000983,65,0,0,,False,False,False,False,False,False
g562_real_graph_000984,65,3,61,-0.014925373130000086,True,False,False,False,False,False
g562_real_graph_000985,65,17,47,-0.04722792607999993,True,False,False,False,False,False
g562_real_graph_000986,65,0,0,,False,False,False,False,False,False
g562_real_graph_000987,47,12,52,-0.21389583807,True,False,False,False,False,False
g562_real_graph_000988,65,7,56,-0.10526315790000007,True,False,False,False,False,False
g562_real_graph_000989,65,0,0,,False,False,False,False,False,False
g562_real_graph_000990,65,26,37,-0.05914972274000019,True,False,False,False,False,False
g562_real_graph_000991,65,3,61,-0.007539582810000001,True,False,False,False,False,False
g562_real_graph_000992,65,16,47,-0.125,True,False,False,False,False,False
g562_real_graph_000993,65,11,53,-0.061025833029999976,True,False,False,False,False,False
g562_real_graph_000994,65,22,42,-0.0692675159299998,True,False,False,False,False,False
g562_real_graph_000995,65,0,0,,False,False,False,False,False,False
g562_real_graph_000996,65,0,0,,False,False,False,False,False,False
g562_real_graph_000997,65,0,0,,False,False,False,False,False,False
g562_real_graph_000998,65,0,0,,False,False,False,False,False,False
g562_real_graph_000999,65,0,0,,False,False,False,False,False,False
