comparator,target_rule,map_name,agents,opportunity_bucket,decision_target,sample_count,use_nonadditive_target_count,matched_oracle_count,rule_top1,rule_top3,safe_utility_top1,safe_utility_top3,utility_regret_to_oracle,selected_delta,additive_delta,selected_vs_additive_delta,selected_vs_additive_utility,high_margin_nonadditive_capture,avoidable_additive_or_defer,harmful_false_negative_selected_count,harmful_false_negative_selected_rate,harmful_false_positive_proxy_count,harmful_false_positive_proxy_rate,decision_accuracy
always_additive,,,,high_margin_nonadditive_opportunity,use_nonadditive,310,310,310,0.0,0.0,0.0,0.0,0.06378246200875413,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,1.0
always_additive,,,,no_nonadditive_opportunity,defer_ltm,279,0,279,0.0,0.0,0.3118279569892473,0.3118279569892473,0.0037898361258552225,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
always_additive,,,,nonadditive_opportunity,use_nonadditive,173,173,173,0.0,0.0,0.0,0.0,0.014559904636439885,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0
always_defer_ltm,,,,high_margin_nonadditive_opportunity,use_nonadditive,310,310,310,0.0,0.0,0.0,0.0,0.06378246200875413,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0.0
always_defer_ltm,,,,no_nonadditive_opportunity,defer_ltm,279,0,279,0.0,0.0,0.3118279569892473,0.3118279569892473,0.0037898361258552225,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0
always_defer_ltm,,,,nonadditive_opportunity,use_nonadditive,173,173,173,0.0,0.0,0.0,0.0,0.014559904636439885,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0
oracle_best_safe_nonadditive_rule,,,,high_margin_nonadditive_opportunity,use_nonadditive,310,310,310,1.0,1.0,1.0,1.0,0.0,0.17259363154176371,0.0,0.17259363154176371,0.06378246200875413,1.0,0.0,0,0.0,0,0.0,1.0
oracle_best_safe_nonadditive_rule,,,,no_nonadditive_opportunity,defer_ltm,279,0,279,0.0,0.0,0.7706093189964157,0.7706093189964157,0.0003703264137176666,0.003419509712137558,0.0,0.003419509712137558,0.003419509712137558,0.0,0.0,0,0.0,0,0.0,0.08243727598566308
oracle_best_safe_nonadditive_rule,,,,nonadditive_opportunity,use_nonadditive,173,173,173,1.0,1.0,1.0,1.0,0.0,0.014559904636439885,0.0,0.014559904636439885,0.014559904636439885,0.0,0.0,0,0.0,0,0.0,1.0
oracle_best_safe_rule,,,,high_margin_nonadditive_opportunity,use_nonadditive,310,310,310,1.0,1.0,1.0,1.0,0.0,0.17259363154176371,0.0,0.17259363154176371,0.06378246200875413,1.0,0.0,0,0.0,0,0.0,1.0
oracle_best_safe_rule,,,,no_nonadditive_opportunity,defer_ltm,279,0,279,0.0,0.0,1.0,0.953405017921147,0.0,0.0037898361258552225,0.0,0.0037898361258552225,0.0037898361258552225,0.0,0.0,0,0.0,0,0.0,0.3118279569892473
oracle_best_safe_rule,,,,nonadditive_opportunity,use_nonadditive,173,173,173,1.0,1.0,1.0,1.0,0.0,0.014559904636439885,0.0,0.014559904636439885,0.014559904636439885,0.0,0.0,0,0.0,0,0.0,1.0
oracle_defer_when_no_safe_opportunity,,,,high_margin_nonadditive_opportunity,use_nonadditive,310,310,310,1.0,1.0,1.0,1.0,0.0,0.17259363154176371,0.0,0.17259363154176371,0.06378246200875413,1.0,0.0,0,0.0,0,0.0,1.0
oracle_defer_when_no_safe_opportunity,,,,no_nonadditive_opportunity,defer_ltm,279,0,279,0.0,0.0,0.3118279569892473,0.7706093189964157,0.0037898361258552225,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0
oracle_defer_when_no_safe_opportunity,,,,nonadditive_opportunity,use_nonadditive,173,173,173,1.0,1.0,1.0,1.0,0.0,0.014559904636439885,0.0,0.014559904636439885,0.014559904636439885,0.0,0.0,0,0.0,0,0.0,1.0
phase4f_repair3_stable_tie001_no_additive_pref,,,,no_nonadditive_opportunity,,459,0,0,0.0,0.0,,,,0.008144618910536547,0.0,0.008144618910536547,0.0,0.0,0.0,173,0.3769063180827887,0,0.0,0.0
phase4f_repair5_attention_native,,,,high_margin_nonadditive_opportunity,use_nonadditive,185,185,0,0.21621621621621623,0.5297297297297298,,,,0.04699217708345323,0.0,0.04699217708345323,0.01257953932694675,0.4648648648648649,0.2,25,0.13513513513513514,2,0.010810810810810811,0.8
phase4f_repair5_attention_native,,,,no_nonadditive_opportunity,defer_ltm,166,0,0,0.0,0.0,,,,-0.02656937136753233,0.0,-0.02656937136753233,-0.011299073670484737,0.0,0.0,19,0.1144578313253012,0,0.0,0.39156626506024095
phase4f_repair5_attention_native,,,,nonadditive_opportunity,use_nonadditive,108,108,0,0.21296296296296297,0.6574074074074074,,,,0.002447103046375563,0.0,0.002447103046375563,0.0010582141574866754,0.0,0.0,3,0.027777777777777776,0,0.0,0.5185185185185185
phase4f_repair5_expand5000_ex5000_linear_target_global,,,,high_margin_nonadditive_opportunity,use_nonadditive,310,310,310,0.1967741935483871,0.6548387096774193,0.1967741935483871,0.6548387096774193,0.05349517948430669,0.013040379812231016,0.0,0.013040379812231016,0.01028728252444747,0.36774193548387096,0.4483870967741935,7,0.02258064516129032,91,0.29354838709677417,0.5516129032258065
phase4f_repair5_expand5000_ex5000_linear_target_global,,,,no_nonadditive_opportunity,defer_ltm,279,0,279,0.0,0.0,0.22939068100358423,0.3942652329749104,0.01318748303079578,-0.012479699177466722,0.0,-0.012479699177466722,-0.009397646904940559,0.0,0.0,26,0.0931899641577061,0,0.0,0.5304659498207885
phase4f_repair5_expand5000_ex5000_linear_target_global,,,,nonadditive_opportunity,use_nonadditive,173,173,173,0.1676300578034682,0.6820809248554913,0.1676300578034682,0.6820809248554913,0.014867373571772466,-0.0038128541042192956,0.0,-0.0038128541042192956,-0.00030746893533258935,0.0,0.0,7,0.04046242774566474,3,0.017341040462427744,0.6358381502890174
phase4f_repair5_expand5000_ex5000_mlp_safety_light,,,,high_margin_nonadditive_opportunity,use_nonadditive,310,310,310,0.18387096774193548,0.6290322580645161,0.18387096774193548,0.6290322580645161,0.055214543042159246,0.011581451433142664,0.0,0.011581451433142664,0.008567918966594923,0.2903225806451613,0.4870967741935484,3,0.00967741935483871,113,0.36451612903225805,0.5129032258064516
phase4f_repair5_expand5000_ex5000_mlp_safety_light,,,,no_nonadditive_opportunity,defer_ltm,279,0,279,0.0,0.0,0.21863799283154123,0.4336917562724014,0.008974747226211877,-0.010099181242116506,0.0,-0.010099181242116506,-0.005184911100356653,0.0,0.0,14,0.05017921146953405,0,0.0,0.5125448028673835
phase4f_repair5_expand5000_ex5000_mlp_safety_light,,,,nonadditive_opportunity,use_nonadditive,173,173,173,0.21965317919075145,0.7341040462427746,0.21965317919075145,0.7341040462427746,0.011791922623233744,-0.0018562954434412661,0.0,-0.0018562954434412661,0.002767982013206133,0.0,0.0,3,0.017341040462427744,10,0.057803468208092484,0.5953757225433526
