normalized_context_key,map,agents,seed,map_family,map_agent_group,short_budget_ms,static_score,additive_score,old14_oracle_candidate,old14_oracle_score,g518_retained_oracle_candidate,g518_retained_oracle_score,old14_plus_g518_oracle_candidate,old14_plus_g518_oracle_score,selected_g522_oracle_candidate,selected_g522_oracle_score,mixed_oracle_candidate,mixed_oracle_score,avoidable_risk_guarded_oracle_candidate,avoidable_risk_guarded_oracle_score,g522_oracle_winner,safe_g522_oracle_winner,incremental_gap_vs_old14_plus_g518,guarded_gap_vs_old14_plus_g518,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,maze,maze-32-32-4|a100,1000,1.31100963978,1.42059868087,repair5g59_wait_conservative,1.28031456114,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.28031456114,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.28031456114,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,1.23414510401,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,1.23414510401,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,1.23414510401,True,True,-0.04616945713,-0.04616945713,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,maze-32-32-4,100,146,maze,maze-32-32-4|a100,2000,1.31100963978,1.42059868087,repair5g59_wait_conservative,1.28031456114,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.28031456114,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.28031456114,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,1.23414510401,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,1.23414510401,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,1.23414510401,True,True,-0.04616945713,-0.04616945713,False,False,False,False,False
maze-32-32-4|a100|s147|it0|14650fb0739d0383,maze-32-32-4,100,147,maze,maze-32-32-4|a100,1000,1.28272772524,,repair5g59_block_heavy_flow_guard,1.26854156297,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.27426580388,repair5g59_block_heavy_flow_guard,1.26854156297,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.23743155799,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.23743155799,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.23743155799,True,True,-0.03111000498,-0.03111000498,False,False,False,False,False
maze-32-32-4|a100|s147|it0|14650fb0739d0383,maze-32-32-4,100,147,maze,maze-32-32-4|a100,2000,1.28272772524,,repair5g59_block_heavy_flow_guard,1.26854156297,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,1.27426580388,repair5g59_block_heavy_flow_guard,1.26854156297,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.23743155799,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.23743155799,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.23743155799,True,True,-0.03111000498,-0.03111000498,False,False,False,False,False
maze-32-32-4|a100|s148|it0|14650fb0739d0383,maze-32-32-4,100,148,maze,maze-32-32-4|a100,1000,1.32281439925,1.45885928004,repair5g59_block_heavy_flow_guard,1.25268817204,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,1.28471248247,repair5g59_block_heavy_flow_guard,1.25268817204,repair5g522_grid_c1p26_b1p68_f1p11_w0p66_dc0p95_df0p96_beta0p39_max0p61_c0,1.28775128565,repair5g59_block_heavy_flow_guard,1.25268817204,repair5g59_block_heavy_flow_guard,1.25268817204,False,False,0.0,0.0,False,False,False,False,False
maze-32-32-4|a100|s148|it0|14650fb0739d0383,maze-32-32-4,100,148,maze,maze-32-32-4|a100,2000,1.32281439925,1.45885928004,repair5g59_block_heavy_flow_guard,1.25268817204,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,1.28471248247,repair5g59_block_heavy_flow_guard,1.25268817204,repair5g522_grid_c1p26_b1p68_f1p11_w0p66_dc0p95_df0p96_beta0p39_max0p61_c0,1.28775128565,repair5g59_block_heavy_flow_guard,1.25268817204,repair5g59_block_heavy_flow_guard,1.25268817204,False,False,0.0,0.0,False,False,False,False,False
maze-32-32-4|a100|s149|it0|14650fb0739d0383,maze-32-32-4,100,149,maze,maze-32-32-4|a100,1000,1.31442663379,1.42022194821,repair5g59_block_heavy_flow_guard,1.28705302096,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,1.30258939581,repair5g59_block_heavy_flow_guard,1.28705302096,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.25745992602,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.25745992602,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.25745992602,True,True,-0.02959309494,-0.02959309494,False,False,False,False,False
maze-32-32-4|a100|s149|it0|14650fb0739d0383,maze-32-32-4,100,149,maze,maze-32-32-4|a100,2000,1.31442663379,1.42022194821,repair5g59_block_heavy_flow_guard,1.28705302096,repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p60_max0p75_c0,1.30258939581,repair5g59_block_heavy_flow_guard,1.28705302096,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.25745992602,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.25745992602,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.25745992602,True,True,-0.02959309494,-0.02959309494,False,False,False,False,False
maze-32-32-4|a100|s150|it0|14650fb0739d0383,maze-32-32-4,100,150,maze,maze-32-32-4|a100,1000,1.36187358348,1.50944346512,repair5g59_low_beta_high_cap,1.32132963989,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,1.34046839587,repair5g59_low_beta_high_cap,1.32132963989,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.30244270964,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.30244270964,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.30244270964,True,True,-0.01888693025,-0.01888693025,False,False,False,False,False
maze-32-32-4|a100|s150|it0|14650fb0739d0383,maze-32-32-4,100,150,maze,maze-32-32-4|a100,2000,1.36187358348,1.50944346512,repair5g59_low_beta_high_cap,1.32132963989,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,1.34046839587,repair5g59_low_beta_high_cap,1.32132963989,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.30244270964,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.30244270964,repair5g522_grid_c0p87_b1p57_f1p13_w0p79_dc0p91_df0p95_beta0p54_max0p89_c0,1.30244270964,True,True,-0.01888693025,-0.01888693025,False,False,False,False,False
