region_id,candidate_id,map_family,agents,budget_ms,iteration_bucket,seed_block_support,support_pairs,region_status,seed_block_underpowered,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g539_s1_041|maze|50|1000|final,repair5g539_s1_041,maze,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_016|maze|50|1000|final,repair5g539_s1_016,maze,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_104|random|50|2000|final,repair5g539_s2_104,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_082|random|100|2000|final,repair5g539_s2_082,random,100,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_041|maze|50|2000|final,repair5g539_s1_041,maze,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_021|random|50|1000|final,repair5g539_s1_021,random,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_016|maze|50|2000|final,repair5g539_s1_016,maze,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_080|random|50|1000|final,repair5g539_s2_080,random,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_061|maze|50|1000|final,repair5g539_s1_061,maze,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_021|random|50|2000|final,repair5g539_s1_021,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_080|random|50|2000|final,repair5g539_s2_080,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_061|random|50|1000|final,repair5g539_s1_061,random,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_061|maze|50|2000|final,repair5g539_s1_061,maze,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_056|random|50|1000|final,repair5g539_s1_056,random,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s3_117|random|100|2000|final,repair5g539_s3_117,random,100,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_087|random|50|1000|final,repair5g539_s2_087,random,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_061|random|50|2000|final,repair5g539_s1_061,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_061|random|100|2000|final,repair5g539_s1_061,random,100,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_056|random|50|2000|final,repair5g539_s1_056,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_082|random|50|1000|final,repair5g539_s2_082,random,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_087|random|50|2000|final,repair5g539_s2_087,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_105|random|50|1000|final,repair5g539_s2_105,random,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_018|random|50|1000|final,repair5g539_s1_018,random,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_096|maze|50|1000|final,repair5g539_s2_096,maze,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_082|random|50|2000|final,repair5g539_s2_082,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_105|random|50|2000|final,repair5g539_s2_105,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_018|random|50|2000|final,repair5g539_s1_018,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_016|random|50|1000|final,repair5g539_s1_016,random,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_096|maze|50|2000|final,repair5g539_s2_096,maze,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_016|random|50|2000|final,repair5g539_s1_016,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_105|random|100|2000|final,repair5g539_s2_105,random,100,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_103|maze|50|1000|final,repair5g539_s2_103,maze,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_103|maze|50|2000|final,repair5g539_s2_103,maze,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_015|random|50|1000|final,repair5g539_s1_015,random,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_015|random|50|2000|final,repair5g539_s1_015,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_021|maze|50|1000|final,repair5g539_s1_021,maze,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_021|maze|50|2000|final,repair5g539_s1_021,maze,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_031|random|100|2000|final,repair5g539_s1_031,random,100,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_088|maze|50|1000|final,repair5g539_s2_088,maze,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_087|maze|50|1000|final,repair5g539_s2_087,maze,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_088|maze|50|2000|final,repair5g539_s2_088,maze,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_087|maze|50|2000|final,repair5g539_s2_087,maze,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_088|random|50|1000|final,repair5g539_s2_088,random,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_075|random|100|2000|final,repair5g539_s1_075,random,100,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_088|random|50|2000|final,repair5g539_s2_088,random,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_080|maze|50|1000|final,repair5g539_s2_080,maze,50,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_080|maze|50|2000|final,repair5g539_s2_080,maze,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_021|random|100|500|final,repair5g539_s1_021,random,100,500,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_025|random|100|500|final,repair5g539_s1_025,random,100,500,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_040|random|100|500|final,repair5g539_s1_040,random,100,500,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_104|random|100|500|final,repair5g539_s2_104,random,100,500,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_018|warehouse|50|2000|final,repair5g539_s1_018,warehouse,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_031|warehouse|50|2000|final,repair5g539_s1_031,warehouse,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_051|warehouse|50|2000|final,repair5g539_s1_051,warehouse,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_056|warehouse|50|2000|final,repair5g539_s1_056,warehouse,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_075|warehouse|50|2000|final,repair5g539_s1_075,warehouse,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_096|warehouse|50|2000|final,repair5g539_s2_096,warehouse,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_102|random|100|500|final,repair5g539_s2_102,random,100,500,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s2_105|warehouse|50|2000|final,repair5g539_s2_105,warehouse,50,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_011|maze|50|500|final,repair5g539_s1_011,maze,50,500,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_011|maze|100|500|final,repair5g539_s1_011,maze,100,500,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_011|maze|100|1000|final,repair5g539_s1_011,maze,100,1000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_011|random|50|500|final,repair5g539_s1_011,random,50,500,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_011|random|100|1000|final,repair5g539_s1_011,random,100,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_011|warehouse|50|500|final,repair5g539_s1_011,warehouse,50,500,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_011|warehouse|50|1000|final,repair5g539_s1_011,warehouse,50,1000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_011|warehouse|100|500|final,repair5g539_s1_011,warehouse,100,500,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_011|warehouse|100|1000|final,repair5g539_s1_011,warehouse,100,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_011|warehouse|100|2000|final,repair5g539_s1_011,warehouse,100,2000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_015|maze|50|500|final,repair5g539_s1_015,maze,50,500,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_015|maze|100|500|final,repair5g539_s1_015,maze,100,500,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_015|maze|100|1000|final,repair5g539_s1_015,maze,100,1000,final,1,10,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_015|random|50|500|final,repair5g539_s1_015,random,50,500,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
repair5g539_s1_015|random|100|1000|final,repair5g539_s1_015,random,100,1000,final,1,9,boundary_underpowered_or_quality_weak,True,False,False,False,False,False
