normalized_context_key,map,map_family,agents,map_agent,seed,selected_candidate_id,oracle_candidate_id,oracle_capture,selection_reason,selected_delta_vs_static,selected_delta_vs_additive,selected_regret_to_oracle,selected_harmful_vs_static,helpful_candidate_count,best_helpful_candidate_id,best_helpful_delta_vs_static,missed_helpful_context,predicted_best_delta,predicted_best_harmful_risk,predicted_margin
maze-32-32-4|a100|s151|it0|14650fb0739d0383,maze-32-32-4,maze,100,maze-32-32-4|a100,151,repair5g59_static_flow_shield,repair5g59_commit_heavy_flow_guard,False,fallback_static,0.0,-0.08356687898,0.01426751593,False,3,repair5g59_commit_heavy_flow_guard,-0.01426751593,True,-0.002019823163328551,0.36006000159913176,0.01367138775683275
maze-32-32-4|a100|s152|it0|14650fb0739d0383,maze-32-32-4,maze,100,maze-32-32-4|a100,152,repair5g59_static_flow_shield,repair5g59_block_heavy_flow_guard,False,fallback_static,0.0,-0.0826446281,0.03047520661,False,1,repair5g59_block_heavy_flow_guard,-0.03047520661,True,0.0049100669238841405,0.5639285033337564,0.0045162711992871585
maze-32-32-4|a100|s153|it0|14650fb0739d0383,maze-32-32-4,maze,100,maze-32-32-4|a100,153,repair5g59_static_flow_shield,repair5g59_wait_conservative,False,fallback_static,0.0,-0.41122807017,0.06339181287,False,3,repair5g59_wait_conservative,-0.06339181287,True,0.005052581508585723,0.5672789756369178,0.0043608511619113825
maze-32-32-4|a100|s154|it0|14650fb0739d0383,maze-32-32-4,maze,100,maze-32-32-4|a100,154,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,False,fallback_static,0.0,-0.11247390397,0.04018789144,False,2,repair5g59_low_beta_high_cap,-0.04018789144,True,-0.0017356437758369106,0.37364808366744934,0.013544452114928033
maze-32-32-4|a100|s155|it0|14650fb0739d0383,maze-32-32-4,maze,100,maze-32-32-4|a100,155,repair5g59_static_flow_shield,repair5g59_wait_conservative,False,fallback_static,0.0,-0.08235594084,0.04309026007,False,5,repair5g59_wait_conservative,-0.04309026007,True,-0.001584855527697224,0.38013347498581,0.01348512349968996
maze-32-32-4|a50|s151|it0|14650fb0739d0383,maze-32-32-4,maze,50,maze-32-32-4|a50,151,repair5g59_static_flow_shield,repair5g59_wait_aggressive,False,fallback_static,0.0,-0.04664274731,0.00666324962,False,1,repair5g59_wait_aggressive,-0.00666324962,True,-0.013188430388905789,0.07629090001882692,0.01260948276623917
maze-32-32-4|a50|s152|it0|14650fb0739d0383,maze-32-32-4,maze,50,maze-32-32-4|a50,152,repair5g59_static_flow_shield,repair5g59_block_heavy_flow_guard,False,fallback_static,0.0,-0.08854166667,0.009375,False,3,repair5g59_block_heavy_flow_guard,-0.009375,True,-0.01072628736796108,0.12228976470692096,0.012413225065806105
maze-32-32-4|a50|s153|it0|14650fb0739d0383,maze-32-32-4,maze,50,maze-32-32-4|a50,153,repair5g59_static_flow_shield,repair5g59_flow_decay,False,fallback_static,0.0,-0.06574539363,0.0,False,0,,,False,0.0029245894302563774,0.3597384855821052,0.009037099382303796
maze-32-32-4|a50|s154|it0|14650fb0739d0383,maze-32-32-4,maze,50,maze-32-32-4|a50,154,repair5g59_static_flow_shield,repair5g59_slow_decay_high_shield,False,fallback_static,0.0,-0.05355064028,0.04481955763,False,3,repair5g59_slow_decay_high_shield,-0.04481955763,True,-0.007718940622996249,0.17670450231959173,0.01218610620363417
maze-32-32-4|a50|s155|it0|14650fb0739d0383,maze-32-32-4,maze,50,maze-32-32-4|a50,155,repair5g59_static_flow_shield,repair5g59_high_beta_cap_safe,False,fallback_static,0.0,-0.06857424766,0.00542673902,False,1,repair5g59_high_beta_cap_safe,-0.00542673902,True,-0.013088397953520067,0.07819120847329121,0.012601285270152297
