candidate_id,candidate_family,proposal_seed,alpha_cong_committed,alpha_cong_blocked,alpha_flow_progress,alpha_flow_wait_or_nonprogress,rho_cong,rho_flow,flow_shield_beta,max_flow_shield,c_only,predicted_context_budget_pairs,predicted_improvement_context_budget_pairs,mean_predicted_new_gap_vs_old_oracle,predicted_harmful_risk,nearest_g517_failed_param_distance,nearest_old14_param_distance,too_close_to_g517_failed_candidate,surrogate_selection_score,selected_batch
repair5g518_grid_c1p25_b1p25_f1p00_w0p90_dc0p95_df1p00_beta0p60_max0p75_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,0.9,0.95,1.0,0.6,0.75,False,37,0,0.045174423457,0.296509311447,0.456508488421,0.15,False,0.049622063129,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p30_max1p00_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.3,1.0,False,37,0,0.045170802311,0.304862955851,0.525261839467,0.25179356624,False,0.049743746649,
repair5g518_grid_c0p90_b1p40_f1p00_w0p65_dc0p95_df1p00_beta0p35_max1p00_c0,block_heavy,block_heavy_grid,0.9,1.4,1.0,0.65,0.95,1.0,0.35,1.0,False,37,0,0.045290647112,0.298152520351,0.644903093495,0.32403703492,False,0.049762934917,
repair5g518_grid_c0p95_b1p35_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p90_c0,static_boundary,static_boundary_grid,0.95,1.35,1.0,0.8,0.95,1.0,0.25,0.9,False,37,0,0.045771867425,0.266206294452,0.513225096814,0.367423461417,False,0.049764961842,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p60_max0p75_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.6,0.75,False,37,0,0.045434763303,0.296379195227,0.498397431775,0.25,False,0.049880451232,
repair5g518_grid_c1p05_b1p35_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p75_c0,static_boundary,static_boundary_grid,1.05,1.35,1.0,0.8,0.95,1.0,0.25,0.75,False,37,0,0.046377131478,0.245949787721,0.340440890611,0.25,False,0.050066378294,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p50_max0p75_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.5,0.75,False,37,0,0.0455145134,0.304622665604,0.434050688284,0.15,False,0.050083853385,
repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p50_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.35,0.95,1.0,0.5,1.25,False,37,0,0.044485658528,0.378491351369,0.886510011224,0.472652091924,False,0.050163028799,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p80_max0p75_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.8,0.75,False,37,0,0.045328573045,0.332675006459,0.617170964968,0.234520787991,False,0.050318698142,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p80_max0p75_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.8,0.75,False,37,0,0.045355114351,0.332908439186,0.617170964968,0.234520787991,False,0.050348740939,
repair5g518_grid_c1p35_b0p95_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p75_c0,static_boundary,static_boundary_grid,1.35,0.95,1.0,0.8,0.95,1.0,0.25,0.75,False,37,0,0.046791783892,0.245053184337,0.34263683398,0.19364916731,False,0.050467581657,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p25_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.25,1.0,False,37,0,0.045614676541,0.33040061368,0.522876658496,0.287228132327,False,0.050570685746,C
repair5g518_grid_c1p25_b1p25_f1p00_w0p45_dc0p95_df1p00_beta0p60_max1p00_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.45,0.95,1.0,0.6,1.0,False,37,0,0.045641316742,0.333857835639,0.680734897005,0.317647603485,False,0.050649184277,
repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p60_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.35,0.95,1.0,0.6,1.25,False,37,0,0.044809755048,0.390436578125,0.919728220726,0.483114893167,False,0.05066630372,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p50_max0p75_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.5,0.75,False,37,0,0.045925723174,0.320028629335,0.534696175412,0.212132034356,False,0.050726152614,
repair5g518_grid_c0p95_b1p35_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p75_c0,static_boundary,static_boundary_grid,0.95,1.35,1.0,0.8,0.95,1.0,0.25,0.75,False,37,0,0.046946738589,0.256108239779,0.407308237088,0.335410196625,False,0.050788362186,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p60_max0p75_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.6,0.75,False,37,0,0.046031548621,0.317626794367,0.588132638101,0.291547594742,False,0.050795950536,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p35_max0p75_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.35,0.75,False,37,0,0.04598264879,0.323609533612,0.474341649025,0.15,False,0.050836791794,
repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p60_max1p00_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.5,0.95,1.0,0.6,1.0,False,37,0,0.045456262412,0.360313441915,0.66022723361,0.270924343683,False,0.050860964041,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p30_max0p75_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.3,0.75,False,37,0,0.0457581968,0.345311233811,0.358329457343,0.05,False,0.050937865307,
repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p50_max1p00_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.5,0.95,1.0,0.5,1.0,False,37,0,0.045846266565,0.340841582382,0.613106842239,0.25179356624,False,0.0509588903,
repair5g518_grid_c1p10_b1p55_f1p00_w0p90_dc0p95_df0p98_beta0p45_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.55,1.0,0.9,0.95,0.98,0.45,1.0,False,37,0,0.045964204956,0.339781643394,0.652916533716,0.372558720204,False,0.051060929607,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p80_max1p00_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.8,1.0,False,37,0,0.04524550489,0.395395204424,0.753923072999,0.325422801905,False,0.051176432956,
repair5g518_grid_c1p05_b1p15_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p90_c0,static_boundary,static_boundary_grid,1.05,1.15,1.0,0.8,0.95,1.0,0.25,0.9,False,37,0,0.046994292644,0.28484047477,0.461952378498,0.291547594742,False,0.051266899766,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p20_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.2,1.0,False,37,0,0.046279608795,0.334494433708,0.525261839467,0.291547594742,False,0.0512970253,C
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p88_df0p88_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.88,0.88,0.35,1.0,False,37,0,0.046225943755,0.338389676923,0.525357021463,0.216564078277,False,0.051301788909,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p80_max1p00_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.8,1.0,False,37,0,0.045500159963,0.387088699587,0.753923072999,0.325422801905,False,0.051306490457,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p30_max0p75_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.3,0.75,False,37,0,0.046479491509,0.3288380304,0.460977222865,0.158113883008,False,0.051412061965,
repair5g518_grid_c1p20_b1p55_f1p00_w0p70_dc0p95_df1p00_beta0p55_max1p00_c0,high_beta,high_beta_grid,1.2,1.55,1.0,0.7,0.95,1.0,0.55,1.0,False,37,0,0.046326759685,0.348672586109,0.66022723361,0.313687742827,False,0.051556848477,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p15_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.15,1.0,False,37,0,0.046500768804,0.342288223971,0.532353266168,0.295803989155,False,0.051635092164,
repair5g518_grid_c1p10_b1p35_f1p00_w1p10_dc0p95_df0p98_beta0p45_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.35,1.0,1.1,0.95,0.98,0.45,1.0,False,37,0,0.046309121144,0.357374824061,0.668056883806,0.339705755029,False,0.051669743505,
repair5g518_grid_c1p20_b1p55_f1p00_w0p70_dc0p95_df1p00_beta0p60_max1p00_c0,high_beta,high_beta_grid,1.2,1.55,1.0,0.7,0.95,1.0,0.6,1.0,False,37,0,0.046434237794,0.353677045994,0.684397545291,0.325422801905,False,0.051739393484,
repair5g518_grid_c1p05_b1p15_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p75_c0,static_boundary,static_boundary_grid,1.05,1.15,1.0,0.8,0.95,1.0,0.25,0.75,False,37,0,0.047862087968,0.263877406333,0.340440890611,0.25,False,0.051820249063,
repair5g518_grid_c1p20_b0p95_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p90_c0,static_boundary,static_boundary_grid,1.2,0.95,1.0,0.8,0.95,1.0,0.25,0.9,False,37,0,0.047373882211,0.296582669364,0.505865594798,0.357071421427,False,0.051822622252,
repair5g518_grid_c1p10_b1p55_f1p00_w1p10_dc0p95_df0p98_beta0p60_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.55,1.0,1.1,0.95,0.98,0.6,1.0,False,37,0,0.046473155537,0.357191231461,0.780256368125,0.496286207747,False,0.051831024009,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p35_max0p75_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.35,0.75,False,37,0,0.045954155712,0.395322669494,0.368646171823,0.0,False,0.051883995754,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p90_df0p88_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.9,0.88,0.35,1.0,False,37,0,0.046658912081,0.350673056074,0.524213696883,0.208086520467,False,0.051919007922,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p35_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.35,1.0,False,37,0,0.046525436922,0.361360709253,0.568682688325,0.25,False,0.05194584756,
repair5g518_grid_c1p10_b1p55_f1p00_w0p90_dc0p95_df0p98_beta0p60_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.55,1.0,0.9,0.95,0.98,0.6,1.0,False,37,0,0.046509789259,0.363316475269,0.713302180005,0.382491829978,False,0.051959536388,
repair5g518_grid_c1p25_b1p25_f1p00_w0p60_dc0p95_df1p00_beta0p10_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.6,0.95,1.0,0.1,1.0,False,37,0,0.046732303893,0.349728063787,0.543966910758,0.308220700148,False,0.05197822485,
repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p35_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.35,0.95,1.0,0.35,1.25,False,37,0,0.046140225355,0.395099663725,0.85638776264,0.427200187266,False,0.052066720311,
repair5g518_grid_c1p10_b1p75_f1p00_w0p90_dc0p95_df0p98_beta0p45_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.75,1.0,0.9,0.95,0.98,0.45,1.0,False,37,0,0.046875845259,0.347202684059,0.765702292017,0.546626014749,False,0.052083885519,
repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.35,0.95,1.0,0.3,1.25,False,37,0,0.046132712631,0.397205423619,0.851997652579,0.412310562562,False,0.052090793986,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p92_df0p88_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.92,0.88,0.35,1.0,False,37,0,0.046781901225,0.355474403821,0.523832034148,0.201246117975,False,0.052114017282,
repair5g518_grid_c1p25_b1p25_f1p00_w0p45_dc0p95_df1p00_beta0p60_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.45,0.95,1.0,0.6,1.25,False,37,0,0.045831393604,0.42441480138,0.880851860417,0.404227658628,False,0.052197615625,
repair5g518_grid_c0p95_b1p15_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p90_c0,static_boundary,static_boundary_grid,0.95,1.15,1.0,0.8,0.95,1.0,0.25,0.9,False,37,0,0.047696818231,0.306390185774,0.513225096814,0.367423461417,False,0.052292671018,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p30_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.3,1.0,False,37,0,0.046822267622,0.368493387558,0.562049819856,0.25495097568,False,0.052349668436,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df0p88_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.95,0.88,0.35,1.0,False,37,0,0.046934918814,0.361518840574,0.524690384894,0.194422220952,False,0.052357701423,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p70_max1p50_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.7,1.5,False,37,0,0.045704374428,0.444556093612,1.103811578124,0.553082272361,False,0.052372715833,
repair5g518_grid_c1p25_b1p25_f1p00_w0p45_dc0p95_df1p00_beta0p50_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.45,0.95,1.0,0.5,1.25,False,37,0,0.045984058483,0.427621614614,0.846108740057,0.391663120551,False,0.052398382702,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p20_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.2,1.0,False,37,0,0.046899711581,0.369259986317,0.503388517946,0.25,False,0.052438611376,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p25_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.25,1.0,False,37,0,0.046976397744,0.368912265436,0.500899191455,0.25179356624,False,0.052510081726,
repair5g518_grid_c1p10_b1p35_f1p00_w1p10_dc0p95_df0p98_beta0p60_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.35,1.0,1.1,0.95,0.98,0.6,1.0,False,37,0,0.046896409335,0.374553128561,0.727186358508,0.407798970082,False,0.052514706263,
repair5g518_grid_c1p25_b1p25_f1p00_w0p90_dc0p95_df1p00_beta0p30_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,0.9,0.95,1.0,0.3,1.0,False,37,0,0.047048817559,0.37274669316,0.525261839467,0.25179356624,False,0.052640017956,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p70_max1p00_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.7,1.0,False,37,0,0.046360200352,0.419098837524,0.684397545291,0.236431808351,False,0.052646682915,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p30_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.3,1.0,False,37,0,0.047023186384,0.375470836749,0.503388517946,0.202237484162,False,0.052655248936,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p70_max1p00_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.7,1.0,False,37,0,0.046387070336,0.419400828627,0.684397545291,0.236431808351,False,0.052678082765,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p50_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.5,1.0,False,37,0,0.046911111241,0.385560658272,0.688040696471,0.327871926215,False,0.052694521116,
repair5g518_grid_c1p25_b1p25_f1p00_w1p00_dc0p95_df1p00_beta0p60_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.0,0.95,1.0,0.6,1.0,False,37,0,0.046475617736,0.417154557981,0.66022723361,0.270924343683,False,0.052732936105,
repair5g518_grid_c1p10_b1p35_f1p00_w0p90_dc0p95_df0p98_beta0p60_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.35,1.0,0.9,0.95,0.98,0.6,1.0,False,37,0,0.046477320917,0.420513906551,0.65482822175,0.257487863792,False,0.052785029516,
repair5g518_grid_c1p25_b1p25_f1p00_w0p95_dc0p95_df1p00_beta0p25_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.95,0.95,1.0,0.25,1.0,False,37,0,0.04709962773,0.381625317188,0.539351462406,0.273861278753,False,0.052824007487,
repair5g518_grid_c1p25_b1p25_f1p00_w1p15_dc0p95_df1p00_beta0p60_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,1.15,0.95,1.0,0.6,1.0,False,37,0,0.047028624229,0.386512456618,0.73034238546,0.384057287393,False,0.052826311078,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p10_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.1,1.0,False,37,0,0.047345394124,0.367416169475,0.522876658496,0.269258240357,False,0.052856636666,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p70_max1p50_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.7,1.5,False,37,0,0.04605994449,0.454737490092,1.103811578124,0.553082272361,False,0.052881006841,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p15_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.75,0.95,1.0,0.15,1.0,False,37,0,0.047342295417,0.369952737643,0.510783711565,0.25495097568,False,0.052891586481,
repair5g518_grid_c1p10_b1p75_f1p00_w1p10_dc0p95_df0p98_beta0p45_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.75,1.0,1.1,0.95,0.98,0.45,1.0,False,37,0,0.047496519163,0.361007334429,0.828432254321,0.596154342432,False,0.052911629179,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p88_df0p92_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.88,0.92,0.35,1.0,False,37,0,0.047264705209,0.377460563484,0.517687164222,0.197230829233,False,0.052926613662,
repair5g518_grid_c1p10_b1p75_f1p00_w0p90_dc0p95_df0p98_beta0p60_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.75,1.0,0.9,0.95,0.98,0.6,1.0,False,37,0,0.047434561414,0.375866111601,0.81780193201,0.553443764081,False,0.053072553088,
repair5g518_grid_c1p20_b0p95_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p75_c0,static_boundary,static_boundary_grid,1.2,0.95,1.0,0.8,0.95,1.0,0.25,0.75,False,37,0,0.048716044291,0.293139223426,0.397994974843,0.32403703492,False,0.053113132642,
repair5g518_grid_c1p20_b1p55_f1p00_w0p70_dc0p95_df1p00_beta0p55_max1p50_c0,high_beta,high_beta_grid,1.2,1.55,1.0,0.7,0.95,1.0,0.55,1.5,False,37,0,0.046220242767,0.463799693998,1.088990358084,0.529150262213,False,0.053177238177,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p90_df0p92_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.9,0.92,0.35,1.0,False,37,0,0.047427673457,0.383756575594,0.516526862806,0.187882942281,False,0.053184022091,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p88_df0p95_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.88,0.95,0.35,1.0,False,37,0,0.047435137538,0.384308464801,0.513906606301,0.187082869339,False,0.05319976451,
repair5g518_grid_c1p25_b1p25_f1p00_w0p90_dc0p95_df1p00_beta0p35_max1p00_c0,wait_aggressive,wait_grid,1.25,1.25,1.0,0.9,0.95,1.0,0.35,1.0,False,37,0,0.047440700678,0.384055086039,0.532353266168,0.214242852856,False,0.053201526969,
repair5g518_grid_c1p10_b1p75_f1p00_w1p30_dc0p95_df0p98_beta0p45_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.75,1.0,1.3,0.95,0.98,0.45,1.0,False,37,0,0.047779732552,0.365777864131,0.930752383827,0.659848467453,False,0.053266400514,
repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p60_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.5,0.95,1.0,0.6,1.25,False,37,0,0.046531100048,0.449870015811,0.865101150155,0.368646171823,False,0.053279150286,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p88_df0p98_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.88,0.98,0.35,1.0,False,37,0,0.047556433312,0.389327980315,0.511859355683,0.181383571472,False,0.053396353017,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p92_df0p92_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.92,0.92,0.35,1.0,False,37,0,0.047582934011,0.389811309983,0.516139516023,0.180277563773,False,0.053430103661,
repair5g518_grid_c1p10_b1p35_f1p00_w0p90_dc0p95_df0p98_beta0p45_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.35,1.0,0.9,0.95,0.98,0.45,1.0,False,37,0,0.047562673649,0.391814766208,0.588472599192,0.24248711306,False,0.053439895142,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p80_max1p50_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.8,1.5,False,37,0,0.046610624079,0.458829304965,1.148216007553,0.596573549531,False,0.053493063653,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p90_df0p95_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.9,0.95,0.35,1.0,False,37,0,0.047626728408,0.39175040882,0.512737749732,0.177200451467,False,0.05350298454,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p80_max1p50_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.8,1.5,False,37,0,0.046622427488,0.458890491477,1.148216007553,0.596573549531,False,0.05350578486,
repair5g518_grid_c1p10_b1p55_f1p00_w1p10_dc0p95_df0p98_beta0p45_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.55,1.0,1.1,0.95,0.98,0.45,1.0,False,37,0,0.047789393793,0.38278216759,0.725465367885,0.442040722106,False,0.053531126307,
repair5g518_grid_c1p25_b1p25_f1p00_w0p95_dc0p95_df1p00_beta0p20_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.95,0.95,1.0,0.2,1.0,False,37,0,0.047775488252,0.38444457245,0.541664102558,0.295803989155,False,0.053542156839,
repair5g518_grid_c1p20_b1p55_f1p00_w0p70_dc0p95_df1p00_beta0p60_max1p25_c0,high_beta,high_beta_grid,1.2,1.55,1.0,0.7,0.95,1.0,0.6,1.25,False,37,0,0.046702886147,0.457061732955,0.883685464405,0.410365690574,False,0.053558812141,
repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p50_max1p25_c0,wait_conservative,wait_grid,1.25,1.25,1.0,0.5,0.95,1.0,0.5,1.25,False,37,0,0.046693274859,0.457887732673,0.829698740508,0.354823899984,False,0.053561590849,
repair5g518_grid_c1p20_b1p35_f1p00_w0p70_dc0p95_df1p00_beta0p80_max1p25_c0,high_beta,high_beta_grid,1.2,1.35,1.0,0.7,0.95,1.0,0.8,1.25,False,37,0,0.046748634202,0.455022577056,0.938562730988,0.410365690574,False,0.053573972858,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p80_max1p25_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.8,1.25,False,37,0,0.046765885091,0.455150546508,0.938562730988,0.410365690574,False,0.053593143288,
repair5g518_grid_c1p05_b0p95_f1p00_w0p80_dc0p95_df1p00_beta0p25_max0p90_c0,static_boundary,static_boundary_grid,1.05,0.95,1.0,0.8,0.95,1.0,0.25,0.9,False,37,0,0.048681768487,0.332912054932,0.524690384894,0.406201920232,False,0.053675449311,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p90_df0p98_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.9,0.98,0.35,1.0,False,37,0,0.047767702137,0.39756191792,0.510685813392,0.171172427686,False,0.053731130906,
repair5g518_grid_c1p25_b1p25_f1p00_w0p95_dc0p95_df1p00_beta0p15_max1p00_c0,low_beta_high_cap,low_beta_high_cap_grid,1.25,1.25,1.0,0.95,0.95,1.0,0.15,1.0,False,37,0,0.047916683435,0.388723835261,0.548543526076,0.32403703492,False,0.053747540964,
repair5g518_grid_c1p10_b1p75_f1p00_w1p10_dc0p95_df0p98_beta0p60_max1p00_c0,hybrid_block_wait_flow,hybrid_grid,1.1,1.75,1.0,1.1,0.95,0.98,0.6,1.0,False,37,0,0.047976160263,0.386574538214,0.876812408671,0.637416661219,False,0.053774778336,
repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p92_df0p95_beta0p35_max1p00_c0,flow_decay,decay_grid,1.25,1.25,1.0,0.75,0.92,0.95,0.35,1.0,False,37,0,0.047810387074,0.398945735066,0.512347538298,0.169115345253,False,0.0537945731,
repair5g518_grid_c1p20_b1p15_f1p00_w0p70_dc0p95_df1p00_beta0p55_max1p50_c0,high_beta,high_beta_grid,1.2,1.15,1.0,0.7,0.95,1.0,0.55,1.5,False,37,0,0.046564790214,0.482846739785,1.051617801295,0.4472135955,False,0.053807491311,
repair5g518_grid_c1p20_b1p55_f1p00_w0p70_dc0p95_df1p00_beta0p55_max1p25_c0,high_beta,high_beta_grid,1.2,1.55,1.0,0.7,0.95,1.0,0.55,1.25,False,37,0,0.046875287834,0.463297103266,0.865101150155,0.401123422403,False,0.053824744383,
