split,map_name,agents,sample_count,top1,top3,mean_selected_delta,fallback_rate
validation,empty-48-48,50,60,0.48333333333333334,0.8333333333333334,0.0026308535590386663,0.48333333333333334
validation,empty-48-48,100,60,0.48333333333333334,0.8833333333333333,0.0072605483449675,0.5
validation,empty-48-48,200,60,0.5166666666666667,0.8666666666666667,0.0023869018239215,0.6833333333333333
validation,empty-48-48,400,60,0.5166666666666667,0.8666666666666667,0.007568506376156016,0.5166666666666667
validation,maze-32-32-4,50,60,0.23333333333333334,0.6166666666666667,0.0,1.0
validation,maze-32-32-4,100,60,0.2833333333333333,0.6666666666666666,0.0,1.0
validation,maze-32-32-4,200,60,0.2,0.5,0.0,1.0
validation,maze-32-32-4,400,39,0.3333333333333333,0.4358974358974359,0.0,1.0
