normalized_context_key,short_budget_ms,map,map_family,agents,seed,region,context_budget_best_region,context_budget_best_param_vector,context_budget_best_g522_candidate,region_is_best,region_best_candidate,region_safe_win_probability,region_induced_failure_probability,region_candidate_rows,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
maze-32-32-4|a100|s146|it0|14650fb0739d0383,1000,maze-32-32-4,maze,100,146,A_g518_winner_neighborhood,C_risk_boundary,alpha_cong_committed=1.2|alpha_cong_blocked=1.55|alpha_flow_progress=1.05|alpha_flow_wait_or_nonprogress=0.75|rho_cong=0.9|rho_flow=0.95|flow_shield_beta=0.55|max_flow_shield=0.9|c_only=0.0,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,False,repair5g522_grid_c0p90_b1p30_f1p00_w0p40_dc0p95_df1p00_beta0p30_max0p75_c0,0.0,0.0,3,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,1000,maze-32-32-4,maze,100,146,B_static_recovery_feasibility,C_risk_boundary,alpha_cong_committed=1.2|alpha_cong_blocked=1.55|alpha_flow_progress=1.05|alpha_flow_wait_or_nonprogress=0.75|rho_cong=0.9|rho_flow=0.95|flow_shield_beta=0.55|max_flow_shield=0.9|c_only=0.0,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,False,repair5g522_grid_c1p00_b1p35_f1p00_w0p50_dc0p92_df0p98_beta0p35_max0p80_c0,0.285714285714,0.0,7,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,1000,maze-32-32-4,maze,100,146,C_risk_boundary,C_risk_boundary,alpha_cong_committed=1.2|alpha_cong_blocked=1.55|alpha_flow_progress=1.05|alpha_flow_wait_or_nonprogress=0.75|rho_cong=0.9|rho_flow=0.95|flow_shield_beta=0.55|max_flow_shield=0.9|c_only=0.0,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,True,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,1.0,0.0,3,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,1000,maze-32-32-4,maze,100,146,D_fractional_coverage,C_risk_boundary,alpha_cong_committed=1.2|alpha_cong_blocked=1.55|alpha_flow_progress=1.05|alpha_flow_wait_or_nonprogress=0.75|rho_cong=0.9|rho_flow=0.95|flow_shield_beta=0.55|max_flow_shield=0.9|c_only=0.0,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,False,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,0.333333333333,0.111111111111,9,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,1000,maze-32-32-4,maze,100,146,old14,C_risk_boundary,alpha_cong_committed=1.2|alpha_cong_blocked=1.55|alpha_flow_progress=1.05|alpha_flow_wait_or_nonprogress=0.75|rho_cong=0.9|rho_flow=0.95|flow_shield_beta=0.55|max_flow_shield=0.9|c_only=0.0,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,False,repair5g59_wait_conservative,0.0,0.0,14,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,1000,maze-32-32-4,maze,100,146,g518_retained,C_risk_boundary,alpha_cong_committed=1.2|alpha_cong_blocked=1.55|alpha_flow_progress=1.05|alpha_flow_wait_or_nonprogress=0.75|rho_cong=0.9|rho_flow=0.95|flow_shield_beta=0.55|max_flow_shield=0.9|c_only=0.0,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.0,0.0,8,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,2000,maze-32-32-4,maze,100,146,A_g518_winner_neighborhood,C_risk_boundary,alpha_cong_committed=1.2|alpha_cong_blocked=1.55|alpha_flow_progress=1.05|alpha_flow_wait_or_nonprogress=0.75|rho_cong=0.9|rho_flow=0.95|flow_shield_beta=0.55|max_flow_shield=0.9|c_only=0.0,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,False,repair5g522_grid_c0p90_b1p30_f1p00_w0p40_dc0p95_df1p00_beta0p30_max0p75_c0,0.0,0.0,3,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,2000,maze-32-32-4,maze,100,146,B_static_recovery_feasibility,C_risk_boundary,alpha_cong_committed=1.2|alpha_cong_blocked=1.55|alpha_flow_progress=1.05|alpha_flow_wait_or_nonprogress=0.75|rho_cong=0.9|rho_flow=0.95|flow_shield_beta=0.55|max_flow_shield=0.9|c_only=0.0,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,False,repair5g522_grid_c1p00_b1p35_f1p00_w0p50_dc0p92_df0p98_beta0p35_max0p80_c0,0.285714285714,0.0,7,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,2000,maze-32-32-4,maze,100,146,C_risk_boundary,C_risk_boundary,alpha_cong_committed=1.2|alpha_cong_blocked=1.55|alpha_flow_progress=1.05|alpha_flow_wait_or_nonprogress=0.75|rho_cong=0.9|rho_flow=0.95|flow_shield_beta=0.55|max_flow_shield=0.9|c_only=0.0,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,True,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,1.0,0.0,3,False,False,False,False,False
maze-32-32-4|a100|s146|it0|14650fb0739d0383,2000,maze-32-32-4,maze,100,146,D_fractional_coverage,C_risk_boundary,alpha_cong_committed=1.2|alpha_cong_blocked=1.55|alpha_flow_progress=1.05|alpha_flow_wait_or_nonprogress=0.75|rho_cong=0.9|rho_flow=0.95|flow_shield_beta=0.55|max_flow_shield=0.9|c_only=0.0,repair5g522_grid_c1p20_b1p55_f1p05_w0p75_dc0p90_df0p95_beta0p55_max0p90_c0,False,repair5g522_grid_c1p29_b1p74_f1p18_w0p77_dc0p99_df1p01_beta0p62_max0p91_c0,0.333333333333,0.0,9,False,False,False,False,False
