candidate_id,stage,map_family,agents,nominal_budget_ms,horizon_id,pair_rows,success_regression_count,success_gain_count,success_rate_delta_from_selected_baseline,success_rate_delta_from_gain_regression,quality_delta_mean,better_count,worse_count,seed_block_support,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g554_c00003,stage2,maze,100,1000,stage2_short1000_t050_i2,6,0,0,0,0,-0.00936300199833,4,2,6,False,False,False,False,False
g554_c00003,stage2,maze,100,1000,stage2_short1000_t100_i2,3,0,0,0,0,-0.00187999345333,1,1,3,False,False,False,False,False
g554_c00003,stage2,maze,100,1000,stage2_short1000_t100_i4,1,0,0,0,0,-0.00545770281,1,0,1,False,False,False,False,False
g554_c00003,stage2,maze,100,1000,stage2_short2000_t050_i2,1,0,0,0,0,-0.01648490997,1,0,1,False,False,False,False,False
g554_c00003,stage2,maze,100,1000,stage2_short2000_t050_i4,1,0,0,0,0,-0.00134983127,0,0,1,False,False,False,False,False
g554_c00003,stage2,maze,100,1000,stage2_short2000_t100_i2,1,0,0,0,0,-0.00148920328,0,0,1,False,False,False,False,False
g554_c00003,stage2,maze,100,1000,stage2_short2000_t100_i4,2,0,0,0,0,-0.015671661995,2,0,2,False,False,False,False,False
g554_c00003,stage2,maze,100,1000,stage2_short5000_t050_i2,2,0,0,0,0,-0.01940089115,1,0,2,False,False,False,False,False
g554_c00003,stage2,maze,100,1000,stage2_short5000_t050_i4,5,0,0,0,0,-0.005040277434,4,1,4,False,False,False,False,False
g554_c00003,stage2,maze,100,1000,stage2_short5000_t100_i2,2,0,0,0,0,-0.006521260135,1,1,2,False,False,False,False,False
g554_c00003,stage2,maze,100,1000,stage2_short5000_t100_i4,3,0,0,0,0,0.0021241507,1,1,3,False,False,False,False,False
g554_c00003,stage2,maze,100,2000,stage2_short1000_t050_i2,3,0,0,0,0,-0.03589080547,3,0,3,False,False,False,False,False
g554_c00003,stage2,maze,100,2000,stage2_short1000_t050_i4,4,0,0,0,0,0.000927798365,1,1,4,False,False,False,False,False
g554_c00003,stage2,maze,100,2000,stage2_short1000_t100_i2,2,0,0,0,0,-0.02625231144,2,0,2,False,False,False,False,False
g554_c00003,stage2,maze,100,2000,stage2_short1000_t100_i4,2,0,0,0,0,0.01785811698,0,1,2,False,False,False,False,False
g554_c00003,stage2,maze,100,2000,stage2_short2000_t050_i2,3,0,0,0,0,-0.00664291764,2,0,3,False,False,False,False,False
g554_c00003,stage2,maze,100,2000,stage2_short2000_t100_i2,3,0,0,0,0,-0.01216084198,2,1,3,False,False,False,False,False
g554_c00003,stage2,maze,100,2000,stage2_short5000_t050_i2,1,0,0,0,0,-0.01318781264,1,0,1,False,False,False,False,False
g554_c00003,stage2,maze,100,2000,stage2_short5000_t050_i4,4,0,0,0,0,-0.0008802770775,2,1,4,False,False,False,False,False
g554_c00003,stage2,maze,100,2000,stage2_short5000_t100_i2,3,0,0,0,0,0.01781222929,0,3,2,False,False,False,False,False
g554_c00003,stage2,maze,100,2000,stage2_short5000_t100_i4,2,0,0,0,0,0.003105403035,0,0,2,False,False,False,False,False
g554_c00003,stage2,maze,100,500,stage2_short1000_t050_i2,2,0,0,0,0,-0.00343851316,1,1,2,False,False,False,False,False
g554_c00003,stage2,maze,100,500,stage2_short1000_t050_i4,5,0,0,0,0,-0.002801241234,2,2,5,False,False,False,False,False
g554_c00003,stage2,maze,100,500,stage2_short1000_t100_i2,1,0,0,0,0,0.01226125913,0,1,1,False,False,False,False,False
g554_c00003,stage2,maze,100,500,stage2_short1000_t100_i4,3,0,0,0,0,-0.00125838998667,1,1,3,False,False,False,False,False
g554_c00003,stage2,maze,100,500,stage2_short2000_t050_i2,1,0,0,0,0,-0.04198668715,1,0,1,False,False,False,False,False
