pair_plan_id,priority_rank,candidate_id,method,source_region_id,selection_source,map_family,map,agents,budget_ms,iteration_bucket,fresh_seed_start,fresh_seed_end,planned_seed_count,planned_seed_blocks,planned_contexts,source_vs_static_flow_pairs,source_seed_block_support,source_mean_delta,source_better_count,source_worse_count,execution_mode,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g541_pair_033,34,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|warehouse|100|2000|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,100,2000,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_034,35,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|maze|50|500|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,50,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_035,36,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|maze|100|500|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,100,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_036,37,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|maze|100|1000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,100,1000,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_037,38,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|random|50|500|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,50,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_038,39,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|random|100|1000|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,100,1000,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_039,40,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|warehouse|50|500|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,50,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_040,41,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|warehouse|50|1000|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,50,1000,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_041,42,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|warehouse|50|2000|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,50,2000,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_042,43,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|warehouse|100|500|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,100,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_043,44,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|warehouse|100|1000|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,100,1000,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_044,45,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|warehouse|100|2000|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,100,2000,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_045,46,repair5g539_s2_089,repair5g518_grid_c1p4_b1p6_f1p00_w0p65_dc0p95_df0p9_beta0p3_max0p75_c0,repair5g539_s2_089|maze|50|500|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,50,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_046,47,repair5g539_s2_089,repair5g518_grid_c1p4_b1p6_f1p00_w0p65_dc0p95_df0p9_beta0p3_max0p75_c0,repair5g539_s2_089|maze|100|500|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,100,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_047,48,repair5g539_s2_089,repair5g518_grid_c1p4_b1p6_f1p00_w0p65_dc0p95_df0p9_beta0p3_max0p75_c0,repair5g539_s2_089|maze|100|1000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,100,1000,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
