pair_plan_id,priority_rank,candidate_id,method,source_region_id,selection_source,map_family,map,agents,budget_ms,iteration_bucket,fresh_seed_start,fresh_seed_end,planned_seed_count,planned_seed_blocks,planned_contexts,source_vs_static_flow_pairs,source_seed_block_support,source_mean_delta,source_better_count,source_worse_count,execution_mode,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g541_pair_000,1,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|maze|50|1000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,50,1000,final,826,905,80,5,80,9,1,-0.00834267375778,4,2,real_solver_execution_required,False,False,False,False,False
g541_pair_001,2,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|maze|50|2000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,50,2000,final,826,905,80,5,80,10,1,-0.007508406382,4,2,real_solver_execution_required,False,False,False,False,False
g541_pair_002,3,repair5g539_s2_110,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,repair5g539_s2_110|maze|50|1000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,50,1000,final,826,905,80,5,80,9,1,-0.00673783387556,5,1,real_solver_execution_required,False,False,False,False,False
g541_pair_003,4,repair5g539_s2_110,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,repair5g539_s2_110|maze|100|2000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,100,2000,final,826,905,80,5,80,9,1,-0.00645942118111,4,4,real_solver_execution_required,False,False,False,False,False
g541_pair_004,5,repair5g539_s2_110,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,repair5g539_s2_110|maze|50|2000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,50,2000,final,826,905,80,5,80,10,1,-0.006064050488,5,1,real_solver_execution_required,False,False,False,False,False
g541_pair_005,6,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|random|100|2000|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,100,2000,final,826,905,80,5,80,10,1,-0.005994831502,3,4,real_solver_execution_required,False,False,False,False,False
g541_pair_006,7,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|random|50|1000|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,50,1000,final,826,905,80,5,80,9,1,-0.00521423031111,1,2,real_solver_execution_required,False,False,False,False,False
g541_pair_007,8,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|random|50|2000|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,50,2000,final,826,905,80,5,80,10,1,-0.00469280728,1,2,real_solver_execution_required,False,False,False,False,False
g541_pair_008,9,repair5g539_s2_110,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,repair5g539_s2_110|random|50|1000|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,50,1000,final,826,905,80,5,80,9,1,-0.00393157884556,2,1,real_solver_execution_required,False,False,False,False,False
g541_pair_009,10,repair5g539_s2_110,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,repair5g539_s2_110|random|100|2000|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,100,2000,final,826,905,80,5,80,10,1,-0.003709177552,4,4,real_solver_execution_required,False,False,False,False,False
g541_pair_010,11,repair5g539_s2_110,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,repair5g539_s2_110|random|50|2000|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,50,2000,final,826,905,80,5,80,10,1,-0.003538420961,2,1,real_solver_execution_required,False,False,False,False,False
g541_pair_011,12,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|maze|50|2000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,50,2000,final,826,905,80,5,80,10,1,-0.002606047495,3,3,real_solver_execution_required,False,False,False,False,False
g541_pair_012,13,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|maze|50|1000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,50,1000,final,826,905,80,5,80,9,1,-0.00160486938,2,3,real_solver_execution_required,False,False,False,False,False
g541_pair_013,14,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|random|50|1000|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,50,1000,final,826,905,80,5,80,9,1,-0.00159936046111,1,1,real_solver_execution_required,False,False,False,False,False
g541_pair_014,15,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|random|50|2000|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,50,2000,final,826,905,80,5,80,10,1,-0.001439424415,1,1,real_solver_execution_required,False,False,False,False,False
g541_pair_015,16,repair5g539_s2_089,repair5g518_grid_c1p4_b1p6_f1p00_w0p65_dc0p95_df0p9_beta0p3_max0p75_c0,repair5g539_s2_089|maze|50|1000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,50,1000,final,826,905,80,5,80,9,1,-0.00058928791,2,1,real_solver_execution_required,False,False,False,False,False
g541_pair_016,17,repair5g539_s2_089,repair5g518_grid_c1p4_b1p6_f1p00_w0p65_dc0p95_df0p9_beta0p3_max0p75_c0,repair5g539_s2_089|maze|50|2000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,50,2000,final,826,905,80,5,80,10,1,-0.000530359119,2,1,real_solver_execution_required,False,False,False,False,False
g541_pair_017,18,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|random|100|500|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,100,500,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_018,19,repair5g539_s1_026,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc1p00_df1p00_beta0p6_max0p75_c0,repair5g539_s1_026|random|100|500|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,100,500,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_019,20,repair5g539_s2_089,repair5g518_grid_c1p4_b1p6_f1p00_w0p65_dc0p95_df0p9_beta0p3_max0p75_c0,repair5g539_s2_089|random|100|500|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,100,500,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_020,21,repair5g539_s2_110,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,repair5g539_s2_110|random|100|500|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,100,500,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_021,22,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|warehouse|50|2000|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,50,2000,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_022,23,repair5g539_s2_089,repair5g518_grid_c1p4_b1p6_f1p00_w0p65_dc0p95_df0p9_beta0p3_max0p75_c0,repair5g539_s2_089|warehouse|50|2000|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,50,2000,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_023,24,repair5g539_s2_110,repair5g518_grid_c1p1_b1p4_f1p00_w0p35_dc0p95_df0p98_beta0p6_max0p75_c0,repair5g539_s2_110|warehouse|50|2000|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,50,2000,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_024,25,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|maze|50|500|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,50,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_025,26,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|maze|100|500|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,100,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_026,27,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|maze|100|1000|final,g540_boundary_candidate_per_stratum,maze,maze-32-32-4,100,1000,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_027,28,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|random|50|500|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,50,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_028,29,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|random|100|1000|final,g540_boundary_candidate_per_stratum,random,random-32-32-20,100,1000,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_029,30,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|warehouse|50|500|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,50,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_030,31,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|warehouse|50|1000|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,50,1000,final,826,905,80,5,80,10,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_031,32,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|warehouse|100|500|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,100,500,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
g541_pair_032,33,repair5g539_s1_000,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,repair5g539_s1_000|warehouse|100|1000|final,g540_boundary_candidate_per_stratum,warehouse,warehouse-10-20-10-2-1,100,1000,final,826,905,80,5,80,9,1,0,0,0,real_solver_execution_required,False,False,False,False,False
