offline_non_static_usage,targeted_non_static_usage,realized_usage_delta,diagnosis,policy_as_executed_mismatch,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
0.18,0.833333333333,0.653333333333,targeted replay evaluated generated theta slate rather than one policy action per context,True,False,False,False,False,False
