agents,map,method,method_delta_ratio_vs_ltm,oracle_delta_ratio_vs_ltm,oracle_method,regret_to_oracle,scen,seed
50,maze-32-32-4,always_additive_defer,0.0,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.04493351673000001,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,laur_disable,0.0,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.04493351673000001,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,laur_force_additive_direct,0.0,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.04493351673000001,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,-0.0009170105400000406,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.04401650618999997,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5f_candidate_additive_ltm,0.0,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.04493351673000001,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5f_static_c100_b100_w075_d090,0.011004126550000048,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.05593764328000006,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,-0.026134800549999948,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.018798716180000064,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,-0.03392939017999996,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.011004126550000048,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,-0.04493351673000001,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g2_best_frozen_static_candidate,-0.04493351673000001,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g2_c_equiv_best_frozen_baseline,-0.020174232000000014,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.024759284729999997,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g2_frozen_static_or_selector,-0.04493351673000001,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g2_g1_top_diagnostic_candidate,-0.04493351673000001,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.0,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g2_random_candidate_diagnostic,-0.03392939017999996,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.011004126550000048,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g2_shuffled_flow_shield_diagnostic,-0.03392939017999996,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.011004126550000048,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g2_shuffled_goal_progress_diagnostic,-0.03392939017999996,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.011004126550000048,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g_dual_additive_parity,0.0,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.04493351673000001,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g_dual_c_equiv_additive,0.0,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.04493351673000001,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g_dual_c_equiv_c100_b100_w075_d095,-0.014213663449999858,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.030719853280000153,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,repair5g_dual_c_equiv_c100_b100_w075_d100,-0.020174232000000014,-0.04493351673000001,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.024759284729999997,maze-32-32-4-random-46.scen,46
50,maze-32-32-4,always_additive_defer,0.0,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.015398152229999962,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,laur_disable,0.0,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.015398152229999962,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,laur_force_additive_direct,0.0,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.015398152229999962,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.0017597888200000522,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.017157941050000014,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5f_candidate_additive_ltm,0.0,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.015398152229999962,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5f_static_c100_b100_w075_d090,0.0048394192600000885,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.02023757149000005,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,0.011878574570000078,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.02727672680000004,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,-0.015398152229999962,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.0,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.00043994720000006815,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.01583809943000003,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g2_best_frozen_static_candidate,0.00043994720000006815,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.01583809943000003,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g2_c_equiv_best_frozen_baseline,0.0035195776500001053,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.018917729880000067,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g2_frozen_static_or_selector,0.00043994720000006815,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.01583809943000003,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g2_g1_top_diagnostic_candidate,0.00043994720000006815,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.01583809943000003,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g2_random_candidate_diagnostic,-0.015398152229999962,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.0,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g2_shuffled_flow_shield_diagnostic,0.011878574570000078,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.02727672680000004,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g2_shuffled_goal_progress_diagnostic,0.011878574570000078,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.02727672680000004,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g_dual_additive_parity,0.0,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.015398152229999962,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g_dual_c_equiv_additive,0.0,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.015398152229999962,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g_dual_c_equiv_c100_b100_w075_d095,-0.004399472070000021,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.01099868015999994,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,repair5g_dual_c_equiv_c100_b100_w075_d100,0.0035195776500001053,-0.015398152229999962,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.018917729880000067,maze-32-32-4-random-47.scen,47
50,maze-32-32-4,always_additive_defer,0.0,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.00949525237000004,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,laur_disable,0.0,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.00949525237000004,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,laur_force_additive_direct,0.0,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.00949525237000004,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,-0.00949525237000004,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.0,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5f_candidate_additive_ltm,0.0,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.00949525237000004,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5f_static_c100_b100_w075_d090,0.01849075462999994,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.02798600699999998,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,-0.0014992503699999826,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.007996002000000058,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,0.002998500749999966,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.012493753120000006,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,0.00899550225000012,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.01849075462000016,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5g2_best_frozen_static_candidate,0.00899550225000012,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.01849075462000016,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5g2_c_equiv_best_frozen_baseline,0.025487256380000156,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.034982508750000196,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5g2_frozen_static_or_selector,0.00899550225000012,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.01849075462000016,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5g2_g1_top_diagnostic_candidate,0.00899550225000012,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.01849075462000016,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5g2_random_candidate_diagnostic,-0.0004997501199999199,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.00899550225000012,maze-32-32-4-random-48.scen,48
50,maze-32-32-4,repair5g2_shuffled_flow_shield_diagnostic,-0.0014992503699999826,-0.00949525237000004,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,0.007996002000000058,maze-32-32-4-random-48.scen,48
