fold_id,split_kind,train_context_budget_keys,dev_context_budget_keys,train_rows,dev_rows,fold_safe_prior_source,feature_columns,target_columns,train_csv,dev_csv
seed_oof,seed_oof,120,120,5280,5280,train_contexts_only_for_model_fit; feature priors are marked diagnostic and not recomputed from dev labels,148,10,outputs\tables\phase5p5_repair5g528_folds\seed_oof_train.csv,outputs\tables\phase5p5_repair5g528_folds\seed_oof_dev.csv
fixed_train_dev,fixed_train_dev,88,32,3872,1408,train_contexts_only_for_model_fit; feature priors are marked diagnostic and not recomputed from dev labels,148,10,outputs\tables\phase5p5_repair5g528_folds\fixed_train_dev_train.csv,outputs\tables\phase5p5_repair5g528_folds\fixed_train_dev_dev.csv
leave_map_family_maze,leave_one_map_family_out,80,40,3520,1760,train_contexts_only_for_model_fit; feature priors are marked diagnostic and not recomputed from dev labels,148,10,outputs\tables\phase5p5_repair5g528_folds\leave_map_family_maze_train.csv,outputs\tables\phase5p5_repair5g528_folds\leave_map_family_maze_dev.csv
leave_map_family_random,leave_one_map_family_out,80,40,3520,1760,train_contexts_only_for_model_fit; feature priors are marked diagnostic and not recomputed from dev labels,148,10,outputs\tables\phase5p5_repair5g528_folds\leave_map_family_random_train.csv,outputs\tables\phase5p5_repair5g528_folds\leave_map_family_random_dev.csv
leave_map_family_warehouse,leave_one_map_family_out,80,40,3520,1760,train_contexts_only_for_model_fit; feature priors are marked diagnostic and not recomputed from dev labels,148,10,outputs\tables\phase5p5_repair5g528_folds\leave_map_family_warehouse_train.csv,outputs\tables\phase5p5_repair5g528_folds\leave_map_family_warehouse_dev.csv
leave_map_agent_group_34,leave_one_map_agent_group_out,100,20,4400,880,train_contexts_only_for_model_fit; feature priors are marked diagnostic and not recomputed from dev labels,148,10,outputs\tables\phase5p5_repair5g528_folds\leave_map_agent_group_34_train.csv,outputs\tables\phase5p5_repair5g528_folds\leave_map_agent_group_34_dev.csv
leave_map_agent_group_204,leave_one_map_agent_group_out,100,20,4400,880,train_contexts_only_for_model_fit; feature priors are marked diagnostic and not recomputed from dev labels,148,10,outputs\tables\phase5p5_repair5g528_folds\leave_map_agent_group_204_train.csv,outputs\tables\phase5p5_repair5g528_folds\leave_map_agent_group_204_dev.csv
budget_holdout_2000,budget_holdout,60,60,2640,2640,train_contexts_only_for_model_fit; feature priors are marked diagnostic and not recomputed from dev labels,148,10,outputs\tables\phase5p5_repair5g528_folds\budget_holdout_2000_train.csv,outputs\tables\phase5p5_repair5g528_folds\budget_holdout_2000_dev.csv
warehouse_holdout,warehouse_holdout,80,40,3520,1760,train_contexts_only_for_model_fit; feature priors are marked diagnostic and not recomputed from dev labels,148,10,outputs\tables\phase5p5_repair5g528_folds\warehouse_holdout_train.csv,outputs\tables\phase5p5_repair5g528_folds\warehouse_holdout_dev.csv
