candidate_id,registry_row_id,candidate_family,theta_cluster,source_model,distance_from_g554_c00051,theta_in_bounds,goal_projection_mode,predicted_regression_risk_vs_g554_c00051,predicted_success_gain_rate_vs_g554_c00051,predicted_quality_delta_vs_g554_c00051,support_coverage,pareto_score,selected_for_solver,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g556_c000228,g556_c000228,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.147919580233,True,flow_shield,0.0614157400712,0.00624112765502,-0.00456108374477,0.738482134554,0.0107773204368,False,1.25,1.11009345289,1.25,0.75,0.75,1.03826784965,0.666467197471,0.983378010166,1,0.70909335372,0.65,0.298491789466,0.846381130023,1,10.7922000115,1,0,0,False,False,False,False,False
g556_c000229,g556_c000229,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.247115108643,True,flow_shield,0.093853641437,0.00860313057562,-0.0106377080369,0.862184513446,0.00682011299072,False,1.25,1.16580129014,1.25,0.75,0.75,1.03154425482,0.732864460154,0.981535769143,1,0.644811158067,0.65,0.357526231163,0.790152874958,1,10.5131529107,1,0,0,False,False,False,False,False
g556_c000230,g556_c000230,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.410105819672,True,flow_shield,0.0851299336082,0.00863492915022,-0.0107924239728,0.735923892228,0.00502365178006,False,1.25,1.04576937211,1.25,0.75,0.75,1.16703276885,0.617282972524,0.975408686374,1,0.701576137272,0.65,0.333396483952,0.889922956898,0.991299809351,10.6699938502,1,0,0,False,False,False,False,False
g556_c000231,g556_c000231,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.616260776221,True,flow_shield,0.148856575931,0.00827163607259,-0.00746965721602,0.800848697454,-0.0269161958767,False,1.25,1.09777486235,1.25,0.75,0.75,0.916734624749,0.658816982922,0.991218452845,1,0.584838352485,0.65,0.2998472494,0.950077650183,0.940240627778,10.3386424962,1,0,0,False,False,False,False,False
g556_c000232,g556_c000232,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.123511861978,True,flow_shield,0.0964817224073,0.0071865443811,-0.00249434331943,0.85654328037,-0.00291935386569,False,1.25,1.11649069745,1.25,0.75,0.75,1.02751987939,0.702941915547,0.983948371155,1,0.687898366305,0.65,0.291740842519,0.828009764512,1,10.7802601194,1,0,0,False,False,False,False,False
g556_c000233,g556_c000233,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.405800632605,True,flow_shield,0.0930393138833,0.00955681936454,-0.00385173039479,0.821043636869,-0.00161574470339,False,1.25,1.07819792795,1.25,0.75,0.75,1.15521058507,0.746268032443,0.980400188799,1,0.624736000792,0.65,0.298633385841,0.680109701962,1,10.9258128827,1,0,0,False,False,False,False,False
g556_c000234,g556_c000234,wide_negative_control,g556_surrogate_candidate,negative_control,2.68615165154,True,flow_shield,0.500459186422,0.00260325475124,0.00100798860603,0.847779806661,-0.208848591484,False,1.37252122244,1.37896702877,0.903447594657,0.828222965331,1.23087241238,1.25401557741,0.449736962662,0.958579274762,0.984563675309,0.837841491476,0.926782829652,0.521735004537,0.974268378861,0.882957286128,11.7664041609,1,0,0,False,False,False,False,False
g556_c000235,g556_c000235,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0863461339564,True,flow_shield,0.0289284039538,0.00364227261949,-0.00439962512214,0.877441467676,0.033807496529,True,1.25,1.15270409631,1.25,0.75,0.75,1.06110076465,0.668145416186,0.983605682983,1,0.659640463079,0.65,0.31888731308,0.809941205593,1,10.6663543571,1,0,0,False,False,False,False,False
g556_c000236,g556_c000236,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.189239395295,True,flow_shield,0.087521130779,0.00382886754669,-0.0101177072578,0.827373617879,0.00772582276229,False,1.25,1.07313077003,1.25,0.75,0.75,1.07067545043,0.645371489508,0.980223628329,1,0.690694939915,0.65,0.323021707076,0.784661067683,1,10.6366661421,1,0,0,False,False,False,False,False
g556_c000237,g556_c000237,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.205497067506,True,flow_shield,0.0809086403936,0.00883618507585,-0.00655259479022,0.783778998663,0.00528722452659,False,1.25,1.14286360958,1.25,0.75,0.75,1.03982088499,0.646911336139,0.985807966876,1,0.705936307191,0.65,0.303909859612,0.801835813659,0.973577003269,10.5583131932,1,0,0,False,False,False,False,False
g556_c000238,g556_c000238,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.362699939388,True,flow_shield,0.137370902835,0.00330495951038,-0.0105324728201,0.933195300414,-0.0114932135767,False,1.25,1.14901240301,1.25,0.75,0.75,0.997342006176,0.604581357503,0.989391914574,1,0.631176873969,0.65,0.341459983362,0.870634646012,1,10.9219319243,1,0,0,False,False,False,False,False
g556_c000239,g556_c000239,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.330867726403,True,flow_shield,0.102151872966,0.00928940723467,-0.00184454580934,0.811547915356,-0.00865399490564,False,1.25,1.11691317993,1.25,0.75,0.75,1.11069290187,0.733104007561,0.988359193922,1,0.716993550019,0.65,0.269908104017,0.78537536679,0.960685424694,10.6574981796,1,0,0,False,False,False,False,False
g556_c000240,g556_c000240,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.53618076346,True,flow_shield,0.108190292389,0.00234671587505,-0.00662887049738,0.949468751594,7.16188233543e-06,False,1.25,1.02833263442,1.25,0.75,0.75,0.985508183928,0.572276516293,0.978798703604,1,0.756769541691,0.65,0.322440319221,0.706643457986,1,11.0995791174,1,0,0,False,False,False,False,False
g556_c000241,g556_c000241,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.112899836299,True,flow_shield,0.0335873907376,0.00391310680318,-0.0109239642031,0.824378626864,0.0353492001775,True,1.25,1.1296399955,1.25,0.75,0.75,1.08844114288,0.662996579133,0.981229738311,1,0.679384301847,0.65,0.298285370885,0.796209066164,1,10.8040105081,1,0,0,False,False,False,False,False
g556_c000242,g556_c000242,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.517295048112,True,flow_shield,0.130932845201,0.0106685378044,-0.0106965256104,0.795247714257,-0.0150075112772,False,1.25,1.04262820654,1.25,0.75,0.75,1.02234163993,0.641700174272,0.979548993853,1,0.707444840165,0.65,0.218648915795,0.90841200143,0.958605964807,11.0372815983,1,0,0,False,False,False,False,False
g556_c000243,g556_c000243,wide_negative_control,g556_surrogate_candidate,negative_control,2.36096738211,True,flow_shield,0.48807071949,0.00147981064206,-0.00487576947766,0.893434419697,-0.194487869282,False,1.14085629243,1.39925139292,0.792022978931,0.859189172432,0.63668990493,0.677835190947,0.39799431789,0.992561639815,1,0.5,0.799004092988,0.497989763772,0.501142423239,0.904057722827,11.490725268,1,0,0,False,False,False,False,False
g556_c000244,g556_c000244,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.18265044404,True,flow_shield,0.0981684440531,0.00173027711638,-0.0107063224051,0.80750317749,0.00199725925301,False,1.25,1.10711304933,1.25,0.75,0.75,1.0984161377,0.654134786968,0.981199445102,1,0.695396020812,0.65,0.28732719656,0.788059087489,1,10.8098395826,1,0,0,False,False,False,False,False
g556_c000245,g556_c000245,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.29486502191,True,flow_shield,0.0784955376843,0.00246506973894,-0.00345125942671,0.892480422559,0.0088275117125,False,1.25,1.08069131547,1.25,0.75,0.75,0.998624737078,0.721243493767,0.985915165255,1,0.684728920813,0.65,0.303965892244,0.769077153185,0.963575604398,10.5181829016,1,0,0,False,False,False,False,False
g556_c000246,g556_c000246,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.212339946981,True,flow_shield,0.0893266071404,0.00249302414533,-0.00834137072388,0.789868980393,0.00317151617333,False,1.25,1.11043486687,1.25,0.75,0.75,1.02668137441,0.732536714262,0.979816890449,1,0.643996121012,0.65,0.31666378295,0.861351190113,1,10.8560822519,1,0,0,False,False,False,False,False
g556_c000247,g556_c000247,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.402815504044,True,flow_shield,0.149157370776,0.00258957914002,-0.00336935725446,0.937236038292,-0.0243475262191,False,1.25,1.04995105957,1.25,0.75,0.75,0.993554457539,0.744556943827,0.978195804913,1,0.692066206301,0.65,0.364634931837,0.734786419182,0.972577712267,10.6351520447,1,0,0,False,False,False,False,False
g556_c000248,g556_c000248,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.408558481326,True,flow_shield,0.0840233151903,0.00514169273862,-0.0101507979266,0.928735063795,0.0145758935212,False,1.25,1.16965383171,1.25,0.75,0.75,1.13902333638,0.620209291245,0.98350681438,1,0.690680697958,0.65,0.263641703616,0.868951107313,0.959615498904,10.3621471457,1,0,0,False,False,False,False,False
g556_c000249,g556_c000249,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.455598811199,True,flow_shield,0.103236172331,0.00988304394067,-0.00372561578917,0.801597195208,-0.0078126106157,False,1.25,1.05720936279,1.25,0.75,0.75,1.03176609215,0.602096464333,0.993339234382,1,0.687045238864,0.65,0.293695962254,0.885940816344,0.928943598419,10.6439900522,1,0,0,False,False,False,False,False
g556_c000250,g556_c000250,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.118841843472,True,flow_shield,0.057084534746,0.0104673610679,-0.00687718026847,0.766009551971,0.016635390494,False,1.25,1.12044449809,1.25,0.75,0.75,1.03364069353,0.699504713358,0.984350876947,1,0.659744518266,0.65,0.326568648036,0.830056639621,1,10.6492770423,1,0,0,False,False,False,False,False
g556_c000251,g556_c000251,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.543650069042,True,flow_shield,0.117891342325,0.00987965788103,-0.00302916331253,0.744105867682,-0.0187112144656,False,1.25,1.24420480493,1.25,0.75,0.75,0.934428891166,0.709491049024,0.988354836185,1,0.619411391766,0.65,0.262409754512,0.719528318081,1,11.1415786854,1,0,0,False,False,False,False,False
g556_c000252,g556_c000252,wide_negative_control,g556_surrogate_candidate,negative_control,2.53793731286,True,flow_shield,0.532856718231,0.00830807949176,0.00352819669542,0.908543624369,-0.224529374592,False,1.5,1.49221785152,1.02382227853,0.983180562958,1.26603859188,1.13560000765,0.62707749314,0.975252237743,0.988705570883,0.514392481823,0.925782482653,0.493023506671,0.502871768051,0.864423731729,9.97610337183,1,0,0,False,False,False,False,False
g556_c000253,g556_c000253,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.153926241234,True,flow_shield,0.077804423129,0.00234197569136,-0.00485713281956,0.892068923793,0.0105583674447,False,1.25,1.12328012833,1.25,0.75,0.75,1.093317365,0.67021762622,0.979698233405,1,0.6635331764,0.65,0.30431723039,0.781429291129,0.98489661431,10.6639684282,1,0,0,False,False,False,False,False
g556_c000254,g556_c000254,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.2857957086,True,flow_shield,0.0998464423384,0.00363120139701,-0.00404961565319,0.896289661131,-0.00105912245948,False,1.25,1.10042090441,1.25,0.75,0.75,1.13399031448,0.73384411409,0.977858802624,1,0.698025026425,0.65,0.292524496568,0.836732677093,0.973373976253,10.6297884348,1,0,0,False,False,False,False,False
g556_c000255,g556_c000255,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.200251199233,True,flow_shield,0.0915212794337,0.00736116614651,-0.0102244414267,0.909804370587,0.00995402023919,False,1.25,1.09765936019,1.25,0.75,0.75,1.04204729831,0.676846641333,0.98586984709,1,0.683197515407,0.65,0.340392607764,0.780630842274,0.97625323524,10.6435628095,1,0,0,False,False,False,False,False
g556_c000256,g556_c000256,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.386225538814,True,flow_shield,0.101516420999,0.00549094589942,-0.00174156218284,0.768914543256,-0.0105709211539,False,1.25,1.21585787435,1.25,0.75,0.75,1.07737289358,0.736529867908,0.989319122793,1,0.657847798957,0.65,0.340801563337,0.891496808426,0.953589546731,10.7895302615,1,0,0,False,False,False,False,False
g556_c000257,g556_c000257,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.450585043232,True,flow_shield,0.140491279624,0.00473241329727,-0.00999806832083,0.798385454844,-0.0203282987489,False,1.25,1.20278252982,1.25,0.75,0.75,1.08972036379,0.580947089031,0.973671055287,1,0.635708358875,0.65,0.24389733245,0.795333476916,0.976528491165,10.8395392655,1,0,0,False,False,False,False,False
g556_c000258,g556_c000258,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.549295947116,True,flow_shield,0.112250410349,0.00243508495924,-0.00437165160003,0.852020793938,-0.00915251387778,False,1.25,1.21219029035,1.25,0.75,0.75,1.16220021385,0.812364518529,0.978606218481,1,0.761257990226,0.65,0.365784606788,0.720027970333,1,10.5404767547,1,0,0,False,False,False,False,False
g556_c000259,g556_c000259,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.124366476907,True,flow_shield,0.0782237183299,0.00816466174101,-0.00252803936586,0.715005204984,-0.000833559549879,False,1.25,1.16391191769,1.25,0.75,0.75,1.02262995781,0.67444763853,0.983697418158,1,0.686740204779,0.65,0.301921377977,0.827013158127,1,10.8171782786,1,0,0,False,False,False,False,False
g556_c000260,g556_c000260,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.414641918563,True,flow_shield,0.14225251249,0.0103649702088,-0.00126656421284,0.923826078522,-0.0236683881063,False,1.25,1.10128862431,1.25,0.75,0.75,1.00687136134,0.771081520503,0.986480996807,1,0.72141324826,0.65,0.286992460764,0.75133717578,0.923964056233,10.6329218614,1,0,0,False,False,False,False,False
g556_c000261,g556_c000261,wide_negative_control,g556_surrogate_candidate,negative_control,2.70438020352,True,flow_shield,0.54734319497,0.00738034967395,-0.00136608845174,0.852395542813,-0.229685731893,False,1.5,0.946183339622,0.956357040929,0.695969299592,0.290742507772,0.719522525885,0.896821496408,0.99690660178,0.97531990204,0.909548686354,0.498017950946,0.174828189257,1.14017714363,0.806550620348,11.1438799885,1,0,0,False,False,False,False,False
g556_c000262,g556_c000262,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.125190647425,True,flow_shield,0.0647932297598,0.0031037995679,-0.00337494430618,0.822293633119,0.0120930110822,False,1.25,1.11561751757,1.25,0.75,0.75,1.06949156998,0.660713317233,0.981340282079,1,0.691564732306,0.65,0.328146082103,0.787713623526,1,10.7552400224,1,0,0,False,False,False,False,False
g556_c000263,g556_c000263,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.215788690129,True,flow_shield,0.107627717866,0.00741833354125,-0.00847558406076,0.879134462597,-0.00138155174239,False,1.25,1.17076266151,1.25,0.75,0.75,1.08789352827,0.622605394056,0.987604441737,1,0.659812631562,0.65,0.320592927563,0.797236876206,1,10.8025688324,1,0,0,False,False,False,False,False
g556_c000264,g556_c000264,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.20012473163,True,flow_shield,0.0806086479348,0.0110828483027,-0.00251245396663,0.770568288295,0.000736544413994,False,1.25,1.1215589685,1.25,0.75,0.75,1.08638882729,0.658708095748,0.984072397683,1,0.653700467899,0.65,0.338431909646,0.766002331159,0.97751669645,10.7462503254,1,0,0,False,False,False,False,False
g556_c000265,g556_c000265,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.377355495424,True,flow_shield,0.106156864478,0.00983998056532,-0.0110440544854,0.849998550004,0.000465549746773,False,1.25,1.19020474506,1.25,0.75,0.75,0.981165544706,0.74706253631,0.98102003694,1,0.738122600632,0.65,0.365871582127,0.762066631092,1,10.9005328685,1,0,0,False,False,False,False,False
g556_c000266,g556_c000266,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.557930259195,True,flow_shield,0.112882059291,0.00691464326638,-0.00982212223467,0.916532100404,-0.000792302390817,False,1.25,1.07801567913,1.25,0.75,0.75,0.930625595576,0.591696161784,0.975419111043,1,0.588706386881,0.65,0.274177568809,0.723570020956,1,11.0379714982,1,0,0,False,False,False,False,False
g556_c000267,g556_c000267,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.438517457442,True,flow_shield,0.146367970035,0.00263965603534,-0.00809366690002,0.73205340384,-0.0284876479255,False,1.25,1.24032934718,1.25,0.75,0.75,1.10519776886,0.577652447665,0.984483107051,1,0.763381731855,0.65,0.272267674539,0.73783207692,1,10.7798049287,1,0,0,False,False,False,False,False
g556_c000268,g556_c000268,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.0743907068308,True,flow_shield,0.036416518151,0.00417666033302,-0.00537482858551,0.752118843643,0.0247725116922,True,1.25,1.14097990211,1.25,0.75,0.75,1.06815377499,0.673900018298,0.982027732167,1,0.69189331932,0.65,0.314498910245,0.810920337655,1,10.6327752318,1,0,0,False,False,False,False,False
g556_c000269,g556_c000269,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.508748673746,True,flow_shield,0.109455407632,0.00778295397115,-0.00998974693078,0.73152665542,-0.00816162411434,False,1.25,1.11227829446,1.25,0.75,0.75,0.94678422285,0.564198875526,0.9811333716,1,0.582518139946,0.65,0.33863384584,0.695946420077,0.95126823057,10.6297583709,1,0,0,False,False,False,False,False
g556_c000270,g556_c000270,wide_negative_control,g556_surrogate_candidate,negative_control,2.11160214186,True,flow_shield,0.42301978674,0.00647745128865,0.000628486044532,0.715411203766,-0.176367819226,False,1.5,1.33883772416,1.56463087361,1.09408273025,0.878284992645,1.48246283706,0.463368209268,0.987202992891,1,0.834410881767,0.369678290965,0.377962379854,0.713117774813,1,9.79282036168,1,0,0,False,False,False,False,False
g556_c000271,g556_c000271,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.196864401406,True,flow_shield,0.0883198436003,0.00509026018642,-0.00969676343371,0.733372149884,0.00220544912773,False,1.25,1.10673751421,1.25,0.75,0.75,1.0980187934,0.658713973231,0.985265994402,1,0.700350370949,0.65,0.330717791988,0.793263591876,0.985116447651,10.677382096,1,0,0,False,False,False,False,False
g556_c000272,g556_c000272,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.222992304513,True,flow_shield,0.112148978781,0.00398173747865,-0.00448490512481,0.748842603472,-0.0141474540922,False,1.25,1.16352077136,1.25,0.75,0.75,0.986254501439,0.621840250102,0.981910999067,1,0.648024489427,0.65,0.282372512624,0.831285775309,1,10.6349922552,1,0,0,False,False,False,False,False
g556_c000273,g556_c000273,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.200927961221,True,flow_shield,0.0563149025762,0.00809604635426,-0.00589950410947,0.908069625791,0.0231455341109,False,1.25,1.13941657492,1.25,0.75,0.75,1.02064025053,0.64346403148,0.983889316632,1,0.680572007284,0.65,0.278787522179,0.767753320906,0.976209468372,10.764387935,1,0,0,False,False,False,False,False
g556_c000274,g556_c000274,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.390989067028,True,flow_shield,0.130834580695,0.0111107778017,-0.0104666953799,0.821527885416,-0.013874200697,False,1.25,1.22003509932,1.25,0.75,0.75,0.997154694238,0.768579953008,0.976356320681,1,0.645788420135,0.65,0.318486508282,0.762453067432,0.954553595714,10.7782685953,1,0,0,False,False,False,False,False
g556_c000275,g556_c000275,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.363718113829,True,flow_shield,0.095151031444,0.00390640769629,-0.00614897143813,0.817803146591,-0.000536386954335,False,1.25,1.1455229916,1.25,0.75,0.75,1.1000523283,0.75223756766,0.980787499538,1,0.717552610342,0.65,0.254616645892,0.703580192176,1,10.5072277545,1,0,0,False,False,False,False,False
g556_c000276,g556_c000276,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.43867530698,True,flow_shield,0.0938009207383,0.00964011106896,-0.00616688913031,0.900804897585,0.00430667364042,False,1.25,1.03737638104,1.25,0.75,0.75,1.21467936241,0.637080360631,0.980785201944,1,0.624857200428,0.65,0.290225745464,0.83732886843,0.966152909041,10.4805451065,1,0,0,False,False,False,False,False
g556_c000277,g556_c000277,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.142461225113,True,flow_shield,0.0844351841439,0.00702872772657,-0.00558052580093,0.749328852013,0.000829376329651,False,1.25,1.15672001114,1.25,0.75,0.75,1.03166983444,0.665528412162,0.980550204349,1,0.68568653294,0.65,0.323188492176,0.7907053858,0.982663108261,10.7376320172,1,0,0,False,False,False,False,False
g556_c000278,g556_c000278,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.509023910422,True,flow_shield,0.142708650623,0.00565220364965,-0.0015036066767,0.893682418953,-0.0251665976871,False,1.25,1.09246766639,1.25,0.75,0.75,1.21542681692,0.749069133415,0.992278025666,1,0.582714676856,0.65,0.326884741087,0.720033019692,1,10.8471342187,1,0,0,False,False,False,False,False
g556_c000279,g556_c000279,wide_negative_control,g556_surrogate_candidate,negative_control,1.77150686548,True,flow_shield,0.382851923844,0.00232639365882,-0.000601139156586,0.762972561082,-0.152676194711,False,1.15911647265,0.887349841123,1.37635152845,1.1163002886,1.14565918302,0.974141212029,0.463704020761,0.993155314034,1,0.644690310929,0.563887763337,0.351549763092,0.770950251316,0.908440822178,9.56028409929,1,0,0,False,False,False,False,False
g556_c000280,g556_c000280,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.198767760698,True,flow_shield,0.0656874671978,0.0105723159618,-0.00718417087648,0.901794144618,0.0194301445084,False,1.25,1.09982161996,1.25,0.75,0.75,1.02860678513,0.720224003701,0.980594773816,1,0.691770552688,0.65,0.332909429413,0.796021667351,0.977557226328,10.7924195589,1,0,0,False,False,False,False,False
g556_c000281,g556_c000281,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.210983514042,True,flow_shield,0.0948769618277,0.0112618759821,-0.00587868742296,0.783609249172,-0.00237933103228,False,1.25,1.10864561411,1.25,0.75,0.75,1.04486296911,0.706593950841,0.986315841802,1,0.637737232288,0.65,0.333501300838,0.801608517466,0.994512479463,10.9034384418,1,0,0,False,False,False,False,False
g556_c000282,g556_c000282,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.221803578586,True,flow_shield,0.092158457444,0.00992481255597,-0.0108723921508,0.907687626937,0.0101775447757,False,1.25,1.09865349721,1.25,0.75,0.75,1.08813685604,0.664825197397,0.979504080188,1,0.669227005319,0.65,0.28103394424,0.786826873686,0.979695400914,10.8479792522,1,0,0,False,False,False,False,False
g556_c000283,g556_c000283,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.354171609981,True,flow_shield,0.0775671383478,0.00604762100189,-0.00703294838367,0.838107085679,0.0101547334937,False,1.25,1.0444066262,1.25,0.75,0.75,1.13859048493,0.622440032052,0.985258260725,1,0.702891891324,0.65,0.252605955924,0.826576346937,1,10.8686429942,1,0,0,False,False,False,False,False
g556_c000284,g556_c000284,cem_elite_refit,g556_surrogate_candidate,FTRST_or_control_ensemble,0.512147819569,True,flow_shield,0.143476193654,0.00516771737644,-0.00239491224723,0.834898845303,-0.0275982423144,False,1.25,1.06902622484,1.25,0.75,0.75,0.920113690111,0.587012047086,0.988328025216,1,0.619855248434,0.65,0.346012746903,0.738493922435,1,10.4226348482,1,0,0,False,False,False,False,False
g556_c000285,g556_c000285,cma_es_style_evolution,g556_surrogate_candidate,FTRST_or_control_ensemble,0.514538581371,True,flow_shield,0.15664936255,0.00679557645078,-0.0102432663952,0.790461728615,-0.0285583284488,False,1.25,1.24463286427,1.25,0.75,0.75,1.20569409987,0.650317239671,0.977677324068,1,0.645297768107,0.65,0.381447547799,0.747444081834,0.951438385185,10.6682267635,1,0,0,False,False,False,False,False
g556_c000286,g556_c000286,trust_region_g554_c00051,g556_surrogate_candidate,FTRST_or_control_ensemble,0.102266535704,True,flow_shield,0.0489250548754,0.0084355146852,-0.00265058902072,0.741894624316,0.0152827927988,False,1.25,1.12673741983,1.25,0.75,0.75,1.06675504419,0.656672860604,0.98223681054,1,0.666272243683,0.65,0.324429840452,0.804844934007,0.995970507713,10.8126150223,1,0,0,False,False,False,False,False
g556_c000287,g556_c000287,ensemble_disagreement_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.416965774106,True,flow_shield,0.106340775478,0.00969712143613,-0.0111382830101,0.785227494318,-0.00277073001315,False,1.25,1.24300260541,1.25,0.75,0.75,1.24122760202,0.623587587985,0.985577894516,1,0.651191983924,0.65,0.258132517344,0.829966689891,1,10.6277324769,1,0,0,False,False,False,False,False
g556_c000288,g556_c000288,wide_negative_control,g556_surrogate_candidate,negative_control,2.35506846478,True,flow_shield,0.496107907074,0.00467447499959,-0.00118006736984,0.861870514388,-0.203780360448,False,1.08176048972,0.908818826716,1.73331475756,0.486151579045,0.575871304886,1.20520066885,0.594480153432,1,0.996675676973,0.5,0.816409320772,0.0768053073256,1.01510406885,0.92936002192,11.761697535,1,0,0,False,False,False,False,False
g556_c000289,g556_c000289,ftrst_gradient_guided_search,g556_surrogate_candidate,FTRST_or_control_ensemble,0.153133106594,True,flow_shield,0.0556351749732,0.0106771072593,-0.00951747824959,0.91757984726,0.027578883126,False,1.25,1.13920828805,1.25,0.75,0.75,1.09292269368,0.712283158773,0.979621105437,1,0.683602780192,0.65,0.334656108173,0.802780658324,1,10.8196415252,1,0,0,False,False,False,False,False
g556_c000290,g556_c000290,ftrst_acquisition_sampling,g556_surrogate_candidate,FTRST_or_control_ensemble,0.232022413916,True,flow_shield,0.103428359512,0.00974871340487,-0.00365352720947,0.772919031243,-0.00941470098438,False,1.25,1.15172693674,1.25,0.75,0.75,1.07699618546,0.707617731519,0.977564461657,1,0.623495927012,0.65,0.328028557656,0.746320710204,1,10.6834252859,1,0,0,False,False,False,False,False
g556_c000291,g556_c000291,retrieval_neighbor_interpolation,g556_surrogate_candidate,FTRST_or_control_ensemble,0.1559001083,True,flow_shield,0.0959001859794,0.00721796197771,-0.0072936338911,0.810549668351,-0.00012897568106,False,1.25,1.14170522306,1.25,0.75,0.75,1.07643179716,0.695163516382,0.984618894043,1,0.703948789154,0.65,0.287098198047,0.792634691262,1,10.8394432458,1,0,0,False,False,False,False,False
g556_c000292,g556_c000292,candidate_set_pareto_scoring,g556_surrogate_candidate,FTRST_or_control_ensemble,0.473732546298,True,flow_shield,0.107437891835,0.00151224039253,-0.00967564657057,0.871243736269,-0.000481112533727,False,1.25,1.04917616189,1.25,0.75,0.75,1.066232592,0.766695949285,0.98895988887,1,0.739927882716,0.65,0.34726377795,0.896003010532,0.957347732957,10.8610128171,1,0,0,False,False,False,False,False
