plan_row_id,replay_phase,context_id,g566_dataset_row_id,g566_instance_uid,g566_evaluation_uid,g566_identity_digest,g566_scenario_sha256,g566_physical_map_sha256,g566_assignment_sha256,split,map,map_family,agents,agent_count,seed,budget_ms,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,horizon_id,role,candidate_id,theta_id,materialized_method,generated_theta_uid,sampling_policy,model_path,variant_id,actor_training_seed,expected_updateparams_fingerprint,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none
g566_repeatability_single_worker_00000000,repeatability_single_worker,g566_valid_000009,g566_valid_000009,e9372ffa673f824fc7bef823d7ca671f4dfb4974c998b022078649325f75f25c,bfac17f96f1ad52ecfb2fc09dbe683762ffcfe941b0229c30b8346607082248b,0ca4d95991f3c8605457529be96828697a9af5a92ed449579e2027ca31d31a30,cd39ec8045d310eddde3903e52ff7274748230797fc4629dd1421f9e4382d52b,0197b70e303a767a3e4f14a4bd66438add49ea905257d25924a6c1c56b4cf02f,babd4a131330acea06eab4504f4abd0a668dc14b0e23c20649a4ebc828ba56af,CALIBRATION,g566-string-32x24-a-v2,irregular_bottleneck,12,12,566000010,1500,1500,1500,1.5,3,budget1500_ltm3,tierA_additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,force_additive=1|enable_dual_channel=0,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_repeatability_single_worker_00000001,repeatability_single_worker,g566_valid_000009,g566_valid_000009,e9372ffa673f824fc7bef823d7ca671f4dfb4974c998b022078649325f75f25c,bfac17f96f1ad52ecfb2fc09dbe683762ffcfe941b0229c30b8346607082248b,0ba4bc3b89ddaa73631ae44aebf807a7ee7fd66cac3eb6f8bf60693a2d09daa8,cd39ec8045d310eddde3903e52ff7274748230797fc4629dd1421f9e4382d52b,0197b70e303a767a3e4f14a4bd66438add49ea905257d25924a6c1c56b4cf02f,babd4a131330acea06eab4504f4abd0a668dc14b0e23c20649a4ebc828ba56af,CALIBRATION,g566-string-32x24-a-v2,irregular_bottleneck,12,12,566000010,1500,1500,1500,1.5,3,budget1500_ltm3,tierB_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,3f70b7dbc81e79f727fbf08f98e9dd4f5b92c018a9acbdeb519490e676826331,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,False,False,False,False,False,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0
g566_repeatability_single_worker_00000002,repeatability_single_worker,g566_valid_000009,g566_valid_000009,e9372ffa673f824fc7bef823d7ca671f4dfb4974c998b022078649325f75f25c,bfac17f96f1ad52ecfb2fc09dbe683762ffcfe941b0229c30b8346607082248b,583a84e452cd24211aff639c1a1d8e12ab579dc841d2b7f7ff3da51c76b4212c,cd39ec8045d310eddde3903e52ff7274748230797fc4629dd1421f9e4382d52b,0197b70e303a767a3e4f14a4bd66438add49ea905257d25924a6c1c56b4cf02f,babd4a131330acea06eab4504f4abd0a668dc14b0e23c20649a4ebc828ba56af,CALIBRATION,g566-string-32x24-a-v2,irregular_bottleneck,12,12,566000010,1500,1500,1500,1.5,3,budget1500_ltm3,tierC_g556,g556_c063174,g556_c063174,g556_c063174,177c84a2c9a974805c844e549c6a3a56c7c1a7e36278b07599ca9198b3c1ffee,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g566_repeatability_single_worker_00000003,repeatability_single_worker,g566_valid_000018,g566_valid_000018,1dc60b1194268476fb9ceb24ee62028050918cf7b20ee53e55f9608d17fb0524,337e64278e011ac62cf8dc6b3d7f025ac95c9bdc8e33caf170db5abe0f73a8d3,aacd25b926d9fbc858331d58b25ed9e7617cfe910de4f43daaa395ad5922821a,bdde089b37cc529f5520ad7318a3cd2034962d368829055e5b74934499bfac1f,f75108a4c18846c078b1ca449a14a2a1749984ecd7414714470cc8027a0d88ca,df625f9dc4e33e8c56957a5fe888de6db1443cdddd78e4d3698498e9e7e67a79,CALIBRATION,g566-empty-16x16-v3,empty,16,16,566000019,3000,3000,3000,3.0,4,budget3000_ltm4,tierA_additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,force_additive=1|enable_dual_channel=0,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_repeatability_single_worker_00000004,repeatability_single_worker,g566_valid_000018,g566_valid_000018,1dc60b1194268476fb9ceb24ee62028050918cf7b20ee53e55f9608d17fb0524,337e64278e011ac62cf8dc6b3d7f025ac95c9bdc8e33caf170db5abe0f73a8d3,4544a1fecfa4c5d61b1de5410fe4fdd8acf47d01855af55f1e74a59eba155b96,bdde089b37cc529f5520ad7318a3cd2034962d368829055e5b74934499bfac1f,f75108a4c18846c078b1ca449a14a2a1749984ecd7414714470cc8027a0d88ca,df625f9dc4e33e8c56957a5fe888de6db1443cdddd78e4d3698498e9e7e67a79,CALIBRATION,g566-empty-16x16-v3,empty,16,16,566000019,3000,3000,3000,3.0,4,budget3000_ltm4,tierB_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,b47e624dc060254446a969432faf426c65c9b5c258f694f312ae682ca158e4dd,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,False,False,False,False,False,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0
g566_repeatability_single_worker_00000005,repeatability_single_worker,g566_valid_000018,g566_valid_000018,1dc60b1194268476fb9ceb24ee62028050918cf7b20ee53e55f9608d17fb0524,337e64278e011ac62cf8dc6b3d7f025ac95c9bdc8e33caf170db5abe0f73a8d3,63b5806f00d16988b2fde4265f4b139ad5e84c8000eb8a541bc4f082179c97b3,bdde089b37cc529f5520ad7318a3cd2034962d368829055e5b74934499bfac1f,f75108a4c18846c078b1ca449a14a2a1749984ecd7414714470cc8027a0d88ca,df625f9dc4e33e8c56957a5fe888de6db1443cdddd78e4d3698498e9e7e67a79,CALIBRATION,g566-empty-16x16-v3,empty,16,16,566000019,3000,3000,3000,3.0,4,budget3000_ltm4,tierC_g556,g556_c063174,g556_c063174,g556_c063174,45e6fed53c62697392d86310ebb14d55b5f76f96f296898c4108eb1e8b5bb177,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g566_repeatability_single_worker_00000006,repeatability_single_worker,g566_valid_000019,g566_valid_000019,1d69c0c16cd274ae939e7b9fa6c597ce6da4cfbc704e940885bda719135b2120,ca1d6167d11c11421c13dcffd818a05a0e3eb505f56a34a9e18283a996f7bc4f,9a679b6c7333cfdadc1b64220d20eb8c4de2691da87d3b3d2082f436f8eb0ef2,90c9968412c6ab201b0b5d8272606bf97ec5cd6cc46e53bdd4cfe456db116f9a,0e7709c43cdb56767ac1f1c996151587450d6adfa62e1017179929e152a3cb29,fafe2343eb5131925228fd0342de138b4b1c97cedb581cb6715ffed81737ec9a,CALIBRATION,g566-empty-48x32-v0,empty,24,24,566000020,8000,8000,8000,8.0,8,budget8000_ltm8,tierA_additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,force_additive=1|enable_dual_channel=0,False,False,False,False,False,,,,,,,,,,,,,,,,,,
g566_repeatability_single_worker_00000007,repeatability_single_worker,g566_valid_000019,g566_valid_000019,1d69c0c16cd274ae939e7b9fa6c597ce6da4cfbc704e940885bda719135b2120,ca1d6167d11c11421c13dcffd818a05a0e3eb505f56a34a9e18283a996f7bc4f,98e2deceb78aec5bd9d01fa7e000a6b43a7dcc383f03418982cdb337693a6b36,90c9968412c6ab201b0b5d8272606bf97ec5cd6cc46e53bdd4cfe456db116f9a,0e7709c43cdb56767ac1f1c996151587450d6adfa62e1017179929e152a3cb29,fafe2343eb5131925228fd0342de138b4b1c97cedb581cb6715ffed81737ec9a,CALIBRATION,g566-empty-48x32-v0,empty,24,24,566000020,8000,8000,8000,8.0,8,budget8000_ltm8,tierB_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,9cec34ad3e4b0ec6f6c9b7589630051761dc889f72a2f2920db06ebc7927c4d4,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,,,,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.95|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.0|alpha_flow_wait_progress=1.0|rho_cong_decay=0.95|rho_flow_decay=1.0|lambda_cong=1.0|lambda_flow=1.0|min_edge_cost=1.0|max_edge_cost=11.0|goal_projection_mode=flow_shield|flow_shield_beta=0.35|max_flow_shield=0.75,False,False,False,False,False,1.25,1.25,1.25,0.75,0.75,1.0,1.0,0.95,1.0,1.0,1.0,0.35,0.75,1.0,11.0,1,0,0
g566_repeatability_single_worker_00000008,repeatability_single_worker,g566_valid_000019,g566_valid_000019,1d69c0c16cd274ae939e7b9fa6c597ce6da4cfbc704e940885bda719135b2120,ca1d6167d11c11421c13dcffd818a05a0e3eb505f56a34a9e18283a996f7bc4f,c03a4d7c70af201a685cef36987d8a035ba5660649ae4fdb8fe64954f72cd68c,90c9968412c6ab201b0b5d8272606bf97ec5cd6cc46e53bdd4cfe456db116f9a,0e7709c43cdb56767ac1f1c996151587450d6adfa62e1017179929e152a3cb29,fafe2343eb5131925228fd0342de138b4b1c97cedb581cb6715ffed81737ec9a,CALIBRATION,g566-empty-48x32-v0,empty,24,24,566000020,8000,8000,8000,8.0,8,budget8000_ltm8,tierC_g556,g556_c063174,g556_c063174,g556_c063174,f907556574dede68e609a3a3587a82c075490c9e1cfc69642fa1a4dd6bed30e7,g556_c063174,,,,alpha_commit=1.1580041646957397|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.9799358248710632|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1580041646957397|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1.040339708328247|alpha_flow_wait_progress=0.6932658553123474|rho_cong_decay=0.9799358248710632|rho_flow_decay=1.0|lambda_cong=0.6841553449630737|lambda_flow=0.6499999761581421|min_edge_cost=1.0|max_edge_cost=10.79326343536377|goal_projection_mode=flow_shield|flow_shield_beta=0.3355112671852112|max_flow_shield=0.8590060472488403,False,False,False,False,False,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0
g566_repeatability_single_worker_00000009,repeatability_single_worker,g566_valid_000039,g566_valid_000039,d80841f2e7427ea9b2f41b630c597bebb5dc854dcba0abf54ef685dc2c7969ad,323462d5f17adc491e44e108081f9d853c61594786f41c913e0674ffe3870072,78aeaa09a25a9def911542789bb0c63b0294eb321751b8d2b3e04dd780fea6e1,b8553987dcc654ba4716bad95d3f0c4696d634d062201a1f19b4536a61037fba,6d585d0c63d287e2bb131f6a0967c984d549d2591cd4353ef44f7a1c64d3d00a,a7538cad0b7c40e759ab19f16dd37641b36235af9a655064e0550e301e3efc79,CALIBRATION,g566-empty-16x16-v1,empty,80,80,566000041,500,500,500,0.5,2,budget500_ltm2,tierA_additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,repair5g59_additive_fallback,,paper_faithful_additive_ltm,,,,force_additive=1|enable_dual_channel=0,False,False,False,False,False,,,,,,,,,,,,,,,,,,
