acquisition_category,rank,reason,replay_phase,map,map_family,agents,seed,budget_ms,horizon_id,theta_id,method,success_regression,quality_delta_vs_g556,quality_delta_vs_additive,theta_l2_distance_to_g556,candidate_runtime_ms,candidate_expanded_nodes,candidate_low_level_pibt_calls,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
worst_map_family,2,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,48,561000914,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f6_full_goal_aware_dual_channel_actor_82abb9211336,F6_full_goal_aware_dual_channel_actor,False,0.1388601036299999,-0.05906735751000003,0.6606456275279707,4.957045,59,2764,False,False,False,False,False
worst_map_family,3,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v1,irregular_bottleneck,48,561001133,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_6e760fd0a1c0,F7_full_goal_aware_actor_training_critic,False,0.13549832026999997,0.06494960806000005,0.7071603421455235,4.829992,49,2298,False,False,False,False,False
worst_map_family,4,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,24,561001294,1500,g561_dev_irregular_bottleneck_a24_b1500_i3,g561_f6_full_goal_aware_dual_channel_actor_e87349b18ce1,F6_full_goal_aware_dual_channel_actor,False,0.1274509803899999,0.18627450980000004,0.6274670987873013,2.687749,83,1935,False,False,False,False,False
worst_map_family,5,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v1,irregular_bottleneck,24,561000199,1500,g561_dev_irregular_bottleneck_a24_b1500_i3,g561_f6_full_goal_aware_dual_channel_actor_9358147b5ea8,F6_full_goal_aware_dual_channel_actor,False,0.12312312312000007,0.0720720720700001,0.6578645310958564,2.496029,75,1753,False,False,False,False,False
worst_map_family,6,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v1,irregular_bottleneck,48,561001133,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f6_full_goal_aware_dual_channel_actor_f0083c1339a4,F6_full_goal_aware_dual_channel_actor,False,0.11646136619000003,0.04591265398000011,0.6500518372760963,4.799636,48,2250,False,False,False,False,False
worst_map_family,7,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v1,irregular_bottleneck,48,561000841,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f6_full_goal_aware_dual_channel_actor_d699e97d07ca,F6_full_goal_aware_dual_channel_actor,False,0.1117318435800001,-0.16089385474999984,0.6599463110115599,4.880733,52,2444,False,False,False,False,False
worst_map_family,8,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,24,561000418,1500,g561_dev_irregular_bottleneck_a24_b1500_i3,g561_f6_full_goal_aware_dual_channel_actor_0211e8fba113,F6_full_goal_aware_dual_channel_actor,False,0.10028653295,nan,0.6250858329643962,2.543354,91,2135,False,False,False,False,False
worst_map_family,9,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,24,561000418,1500,g561_dev_irregular_bottleneck_a24_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_7543d4c2f417,F7_full_goal_aware_actor_training_critic,False,0.10028653295,nan,0.6963128185693476,2.61158,91,2135,False,False,False,False,False
worst_map_family,10,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,48,561001060,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_e76880a330c6,F7_full_goal_aware_actor_training_critic,False,0.08628841606999993,-0.017730496460000023,0.7286659773452872,4.741335,40,1867,False,False,False,False,False
worst_map_family,11,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,24,561000272,1500,g561_dev_irregular_bottleneck_a24_b1500_i3,g561_f6_full_goal_aware_dual_channel_actor_4b360e157976,F6_full_goal_aware_dual_channel_actor,False,0.07496463932000008,0.019801980200000013,0.6463270803009656,2.43619,58,1356,False,False,False,False,False
worst_map_family,12,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v1,irregular_bottleneck,48,561000111,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_48291741228b,F7_full_goal_aware_actor_training_critic,False,0.07444444444000009,-0.04333333332999989,0.726762522901323,4.956891,68,3188,False,False,False,False,False
worst_map_family,13,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,24,561000564,1500,g561_dev_irregular_bottleneck_a24_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_647601ec17dd,F7_full_goal_aware_actor_training_critic,False,0.07090103398000003,-0.04726735598000009,0.7044153116919196,2.408649,56,1311,False,False,False,False,False
worst_map_family,14,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v1,irregular_bottleneck,48,561000257,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_b13a811874d9,F7_full_goal_aware_actor_training_critic,False,0.06777645660000009,-0.09393579072000002,0.7272061634613131,4.991625,93,4386,False,False,False,False,False
worst_map_family,15,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,24,561001148,1500,g561_dev_irregular_bottleneck_a24_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_f23a011111e0,F7_full_goal_aware_actor_training_critic,False,0.06156156156000003,-0.33633633634000004,0.7251131262551342,2.293303,43,1005,False,False,False,False,False
worst_map_family,16,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,48,561001060,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f6_full_goal_aware_dual_channel_actor_0b8b2de1cdb5,F6_full_goal_aware_dual_channel_actor,False,0.06146572104000003,-0.04255319148999992,0.6611501197407385,4.705468,40,1872,False,False,False,False,False
worst_map_family,17,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,24,561001148,1500,g561_dev_irregular_bottleneck_a24_b1500_i3,g561_f6_full_goal_aware_dual_channel_actor_289d41cb3f44,F6_full_goal_aware_dual_channel_actor,False,0.055555555550000024,-0.34234234235000005,0.654612390537015,2.308634,43,1005,False,False,False,False,False
worst_map_family,18,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,48,561001206,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_483932043f3d,F7_full_goal_aware_actor_training_critic,False,0.05329153605000014,0.028213166140000023,0.7279361691944894,4.999465,60,2805,False,False,False,False,False
worst_map_family,19,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,48,561000768,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_992990b63be5,F7_full_goal_aware_actor_training_critic,False,0.05245153934000002,-0.2018244013699999,0.7264263044433915,4.665869,40,1872,False,False,False,False,False
worst_map_family,20,family=irregular_bottleneck; family_rank=5,development_replay,g561-string-64x32-a-v1,irregular_bottleneck,48,561000111,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f6_full_goal_aware_dual_channel_actor_b41a16acfa9a,F6_full_goal_aware_dual_channel_actor,False,0.05222222221999995,-0.06555555555000003,0.6602492583241087,5.032246,68,3193,False,False,False,False,False
actor_outputs_far_from_support,1,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7512,3000,g561_dev_room_a64_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_dbfd9668c651,F7_full_goal_aware_actor_training_critic,False,0.022975929980000087,-0.27352297592999997,0.7308586815716366,7.154511,62,3902,False,False,False,False,False
actor_outputs_far_from_support,2,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7272,3000,g561_dev_room_a64_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_ff1efef556b4,F7_full_goal_aware_actor_training_critic,False,0.05305367057999999,-0.1573103022800002,0.7304641694069988,7.115381,55,3452,False,False,False,False,False
actor_outputs_far_from_support,3,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7200,8000,g561_dev_room_a64_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_16dbab1ddc24,F7_full_goal_aware_actor_training_critic,False,-0.019453207149999985,-0.1519453207099999,0.7302821599462701,6.961313,59,3712,False,False,False,False,False
actor_outputs_far_from_support,4,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7248,1000,g561_dev_room_a64_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_eebbd5de4b62,F7_full_goal_aware_actor_training_critic,False,0.09859154930000003,-0.08634415185999988,0.7302795941725128,7.206476,65,4095,False,False,False,False,False
actor_outputs_far_from_support,5,largest generated-theta distance from g556 anchor,development_replay,random-32-32-20,random,256,7845,500,g561_dev_random_a256_b500_i2,g561_f7_full_goal_aware_actor_training_critic_92e8034d72b8,F7_full_goal_aware_actor_training_critic,False,0.12115384614999991,-0.20926573427000017,0.7298740017296291,35.391954,74,18673,False,False,False,False,False
actor_outputs_far_from_support,6,largest generated-theta distance from g556 anchor,development_replay,random-32-32-20,random,256,7125,1000,g561_dev_random_a256_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_66b1988315a5,F7_full_goal_aware_actor_training_critic,False,0.19882253994999988,-0.12228763667000009,0.729735096335665,38.382479,97,27359,False,False,False,False,False
actor_outputs_far_from_support,7,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7488,1000,g561_dev_room_a64_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_2475471cbf2e,F7_full_goal_aware_actor_training_critic,False,0.05426356589000014,-0.14082687339,0.729684583327264,6.937862,53,3327,False,False,False,False,False
actor_outputs_far_from_support,8,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7680,8000,g561_dev_room_a64_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_c6e3d4691c2a,F7_full_goal_aware_actor_training_critic,False,0.04821428570999986,-0.08988095239000016,0.729610153673119,6.939224,60,3773,False,False,False,False,False
actor_outputs_far_from_support,9,largest generated-theta distance from g556 anchor,development_replay,random-32-32-20,random,256,7173,3000,g561_dev_random_a256_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_7a3add5f0e26,F7_full_goal_aware_actor_training_critic,False,0.10846286701000007,-0.26994818652999997,0.7294996561867224,36.669826,79,19959,False,False,False,False,False
actor_outputs_far_from_support,10,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7080,1500,g561_dev_room_a64_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_89337d2c1e45,F7_full_goal_aware_actor_training_critic,False,0.07105943152999994,-0.11498708010000014,0.7293795910602222,7.061499,58,3647,False,False,False,False,False
actor_outputs_far_from_support,11,largest generated-theta distance from g556 anchor,development_replay,g561-tree-56x40-a-v0,tree,80,561001030,8000,g561_dev_tree_a80_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_14a98914fdf8,F7_full_goal_aware_actor_training_critic,False,-0.010359869129999977,0.0049073064399998145,0.729313099244093,8.213914,48,3760,False,False,False,False,False
actor_outputs_far_from_support,12,largest generated-theta distance from g556 anchor,development_replay,g561-tree-56x40-a-v1,tree,80,561001395,8000,g561_dev_tree_a80_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_9e5b04389a26,F7_full_goal_aware_actor_training_critic,False,0.09583333332999988,0.03072916667000003,0.7292727258508362,8.696832,55,4320,False,False,False,False,False
actor_outputs_far_from_support,13,largest generated-theta distance from g556 anchor,development_replay,random-32-32-20,random,256,7917,5000,g561_dev_random_a256_b5000_i6,g561_f7_full_goal_aware_actor_training_critic_b5e304e0b6c8,F7_full_goal_aware_actor_training_critic,False,0.1915502440700001,-0.12405318969000012,0.7291134773623558,36.448465,84,21225,False,False,False,False,False
actor_outputs_far_from_support,14,largest generated-theta distance from g556 anchor,development_replay,g561-tree-56x40-a-v1,tree,80,561000811,8000,g561_dev_tree_a80_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_5ea9a5979a2f,F7_full_goal_aware_actor_training_critic,False,-0.027865404839999997,-0.08254468979999996,0.7288831949441317,8.159562,50,4236,False,False,False,False,False
actor_outputs_far_from_support,15,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7128,5000,g561_dev_room_a64_b5000_i6,g561_f7_full_goal_aware_actor_training_critic_ae30702d8a9b,F7_full_goal_aware_actor_training_critic,False,-0.007985257979999938,-0.26781326781000003,0.7288443553269965,7.101214,57,3580,False,False,False,False,False
actor_outputs_far_from_support,16,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v0,tunnel,16,561000984,1000,g561_dev_tunnel_a16_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_e50a5d128ab1,F7_full_goal_aware_actor_training_critic,False,-0.028639618139999934,0.009546539380000052,0.7287455248270057,1.712174,41,655,False,False,False,False,False
actor_outputs_far_from_support,17,largest generated-theta distance from g556 anchor,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,48,561001060,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_e76880a330c6,F7_full_goal_aware_actor_training_critic,False,0.08628841606999993,-0.017730496460000023,0.7286659773452872,4.741335,40,1867,False,False,False,False,False
actor_outputs_far_from_support,18,largest generated-theta distance from g556 anchor,development_replay,random-32-32-20,random,256,7605,5000,g561_dev_random_a256_b5000_i6,g561_f7_full_goal_aware_actor_training_critic_f50f71c69b59,F7_full_goal_aware_actor_training_critic,False,0.19077497033000013,nan,0.7286399623276602,38.412379,99,26601,False,False,False,False,False
actor_outputs_far_from_support,19,largest generated-theta distance from g556 anchor,development_replay,g561-string-64x32-a-v1,irregular_bottleneck,8,561000447,500,g561_dev_irregular_bottleneck_a8_b500_i2,g561_f7_full_goal_aware_actor_training_critic_274e7e1e4181,F7_full_goal_aware_actor_training_critic,False,0.016806722689999942,0.008403361340000082,0.7286292244090139,0.731098,22,168,False,False,False,False,False
actor_outputs_far_from_support,20,largest generated-theta distance from g556 anchor,development_replay,g561-tree-56x40-a-v1,tree,80,561000957,8000,g561_dev_tree_a80_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_544bd83af931,F7_full_goal_aware_actor_training_critic,False,0.07937336814000018,0.020365535240000066,0.7286289023887339,8.403161,52,4080,False,False,False,False,False
actor_outputs_far_from_support,21,largest generated-theta distance from g556 anchor,development_replay,g561-tree-56x40-a-v1,tree,80,561000665,8000,g561_dev_tree_a80_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_52d14d09a915,F7_full_goal_aware_actor_training_critic,False,-0.09324253535000016,-0.09848088004000011,0.7286137176328076,8.223502,48,3760,False,False,False,False,False
actor_outputs_far_from_support,22,largest generated-theta distance from g556 anchor,development_replay,random-32-32-20,random,256,7653,750,g561_dev_random_a256_b750_i2,g561_f7_full_goal_aware_actor_training_critic_be96fc953d05,F7_full_goal_aware_actor_training_critic,False,0.37572661617000014,-0.13334507661999995,0.7284969071338782,38.035466,88,22254,False,False,False,False,False
actor_outputs_far_from_support,23,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7440,8000,g561_dev_room_a64_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_a0e585c7ff22,F7_full_goal_aware_actor_training_critic,False,-0.07097186701000013,-0.38810741688000006,0.7284535992744012,7.242539,52,3264,False,False,False,False,False
actor_outputs_far_from_support,24,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7560,1500,g561_dev_room_a64_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_635ca75699e2,F7_full_goal_aware_actor_training_critic,False,-0.011864406780000003,-0.16101694914999998,0.7283930294789229,6.96666,52,3262,False,False,False,False,False
actor_outputs_far_from_support,25,largest generated-theta distance from g556 anchor,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,48,561000184,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_fc854c703923,F7_full_goal_aware_actor_training_critic,False,-0.038823529420000114,-0.08235294118000014,0.72832925436388,4.767418,43,2011,False,False,False,False,False
actor_outputs_far_from_support,26,largest generated-theta distance from g556 anchor,development_replay,g561-tree-56x40-a-v0,tree,16,561000928,1000,g561_dev_tree_a16_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_9344cf049850,F7_full_goal_aware_actor_training_critic,False,0.02127659573999985,-0.08510638298000006,0.7282611966733225,1.467571,43,672,False,False,False,False,False
actor_outputs_far_from_support,27,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v1,tunnel,48,561000809,3000,g561_dev_tunnel_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_484b8eab5317,F7_full_goal_aware_actor_training_critic,False,0.05807814150000001,-0.07602956705999997,0.728224470234815,4.903244,54,2535,False,False,False,False,False
actor_outputs_far_from_support,28,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v1,tunnel,48,561000517,3000,g561_dev_tunnel_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_b3c118e2699f,F7_full_goal_aware_actor_training_critic,False,0.04143947656000013,-0.13958560522999997,0.7281954169212508,4.925663,44,2064,False,False,False,False,False
actor_outputs_far_from_support,29,largest generated-theta distance from g556 anchor,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,48,561000914,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_4bb81edd537b,F7_full_goal_aware_actor_training_critic,False,0.05181347149999982,-0.1461139896400001,0.7280609408998986,4.791903,42,1965,False,False,False,False,False
actor_outputs_far_from_support,30,largest generated-theta distance from g556 anchor,development_replay,random-32-32-20,random,256,7677,2000,g561_dev_random_a256_b2000_i4,g561_f7_full_goal_aware_actor_training_critic_c73f23ac94ce,F7_full_goal_aware_actor_training_critic,False,0.13403819917999993,-0.46862210095000023,0.7279913408765026,36.422726,68,17142,False,False,False,False,False
actor_outputs_far_from_support,31,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7056,500,g561_dev_room_a64_b500_i2,g561_f7_full_goal_aware_actor_training_critic_0148b2dae4da,F7_full_goal_aware_actor_training_critic,False,0.10773809523,-0.0785714285800001,0.7279859324518869,7.240821,59,3710,False,False,False,False,False
actor_outputs_far_from_support,32,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v0,tunnel,8,561001364,500,g561_dev_tunnel_a8_b500_i2,g561_f7_full_goal_aware_actor_training_critic_04af596eb767,F7_full_goal_aware_actor_training_critic,False,0.02400000000000002,-0.008000000000000007,0.7279706658382055,0.786745,55,432,False,False,False,False,False
actor_outputs_far_from_support,33,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v1,tunnel,16,561000473,1000,g561_dev_tunnel_a16_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_4074cfd60ffb,F7_full_goal_aware_actor_training_critic,False,0.03561643836000017,-0.01643835615999989,0.7279506866172213,1.62952,36,560,False,False,False,False,False
actor_outputs_far_from_support,34,largest generated-theta distance from g556 anchor,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,48,561001206,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_483932043f3d,F7_full_goal_aware_actor_training_critic,False,0.05329153605000014,0.028213166140000023,0.7279361691944894,4.999465,60,2805,False,False,False,False,False
actor_outputs_far_from_support,35,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v1,tunnel,48,561001101,3000,g561_dev_tunnel_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_1d5382e88bd2,F7_full_goal_aware_actor_training_critic,False,0.08250825082999991,-0.033003300330000096,0.7279353146540749,4.952873,50,2351,False,False,False,False,False
actor_outputs_far_from_support,36,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v0,tunnel,8,561000634,500,g561_dev_tunnel_a8_b500_i2,g561_f7_full_goal_aware_actor_training_critic_08b9d256dcde,F7_full_goal_aware_actor_training_critic,False,-0.04347826086999995,-0.06521739130000004,0.7279051100222825,1.073171,50,392,False,False,False,False,False
actor_outputs_far_from_support,37,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v1,tunnel,16,561000911,1000,g561_dev_tunnel_a16_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_b309c5e15751,F7_full_goal_aware_actor_training_critic,False,0.009708737860000038,-0.06553398059000015,0.7278724366071326,1.759405,37,576,False,False,False,False,False
actor_outputs_far_from_support,38,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v1,tunnel,16,561000035,1000,g561_dev_tunnel_a16_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_2b582e7907ca,F7_full_goal_aware_actor_training_critic,False,0.06870229008000006,-0.02544529261999995,0.7278320534839636,1.635451,47,736,False,False,False,False,False
actor_outputs_far_from_support,39,largest generated-theta distance from g556 anchor,development_replay,g561-loop-56x56-a-v0,loop,24,561000328,1500,g561_dev_loop_a24_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_f450abbbead9,F7_full_goal_aware_actor_training_critic,False,0.054890219560000064,-0.022954091819999967,0.7278074272481139,2.636428,62,1463,False,False,False,False,False
actor_outputs_far_from_support,40,largest generated-theta distance from g556 anchor,development_replay,g561-tree-56x40-a-v1,tree,16,561000855,1000,g561_dev_tree_a16_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_d326d523aad8,F7_full_goal_aware_actor_training_critic,False,-0.09313725490000002,-0.09313725490000002,0.7277794390454975,1.520879,38,592,False,False,False,False,False
actor_outputs_far_from_support,41,largest generated-theta distance from g556 anchor,development_replay,g561-tree-56x40-a-v0,tree,16,561001220,1000,g561_dev_tree_a16_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_758288edae72,F7_full_goal_aware_actor_training_critic,False,0.014888337469999957,-0.07692307692,0.7277748945124688,1.537773,35,544,False,False,False,False,False
actor_outputs_far_from_support,42,largest generated-theta distance from g556 anchor,development_replay,g561-tree-56x40-a-v0,tree,80,561000300,8000,g561_dev_tree_a80_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_7329a6239d98,F7_full_goal_aware_actor_training_critic,False,0.0042872454400000315,0.04072883172000008,0.7277684522479402,8.52476,54,4240,False,False,False,False,False
actor_outputs_far_from_support,43,largest generated-theta distance from g556 anchor,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,48,561000038,3000,g561_dev_irregular_bottleneck_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_d8ea907d4a93,F7_full_goal_aware_actor_training_critic,False,0.006849315069999973,-0.18607305936000018,0.7277516340190312,4.85207,63,2963,False,False,False,False,False
actor_outputs_far_from_support,44,largest generated-theta distance from g556 anchor,development_replay,g561-loop-56x56-a-v0,loop,24,561000912,1500,g561_dev_loop_a24_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_ad50856a2f5a,F7_full_goal_aware_actor_training_critic,False,0.007626310770000089,-0.1134413727400001,0.727650834441092,2.886178,84,1980,False,False,False,False,False
actor_outputs_far_from_support,45,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v1,tunnel,48,561000225,3000,g561_dev_tunnel_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_d3191c3896e8,F7_full_goal_aware_actor_training_critic,False,0.04912280702000005,-0.07602339180999995,0.7276105917149966,4.718552,39,1820,False,False,False,False,False
actor_outputs_far_from_support,46,largest generated-theta distance from g556 anchor,development_replay,random-32-32-20,random,256,7197,500,g561_dev_random_a256_b500_i2,g561_f7_full_goal_aware_actor_training_critic_090d1317a7ce,F7_full_goal_aware_actor_training_critic,False,0.2058720112500001,-0.3496835443099999,0.7276020112609253,36.895265,82,20713,False,False,False,False,False
actor_outputs_far_from_support,47,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v1,tunnel,16,561001203,1000,g561_dev_tunnel_a16_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_90b5f5ca8e25,F7_full_goal_aware_actor_training_critic,False,-0.005405405410000119,-0.0297297297300001,0.727601740516804,1.55529,37,576,False,False,False,False,False
actor_outputs_far_from_support,48,largest generated-theta distance from g556 anchor,development_replay,g561-tree-56x40-a-v0,tree,16,561000782,1000,g561_dev_tree_a16_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_74b0a38a43cd,F7_full_goal_aware_actor_training_critic,False,0.03954802260000001,-0.20056497175,0.7275997831608273,1.455252,33,512,False,False,False,False,False
actor_outputs_far_from_support,49,largest generated-theta distance from g556 anchor,development_replay,random-32-32-20,random,256,7533,500,g561_dev_random_a256_b500_i2,g561_f7_full_goal_aware_actor_training_critic_a7e7aaf5bcb8,F7_full_goal_aware_actor_training_critic,False,0.09277065527000006,-0.2248931623999999,0.7275439005740243,36.686942,84,21218,False,False,False,False,False
actor_outputs_far_from_support,50,largest generated-theta distance from g556 anchor,development_replay,g561-tree-56x40-a-v0,tree,80,561000154,8000,g561_dev_tree_a80_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_64a4cf94ab14,F7_full_goal_aware_actor_training_critic,False,-0.004494382019999854,-0.28370786517,0.7275310385296171,7.834111,43,3360,False,False,False,False,False
actor_outputs_far_from_support,51,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v1,tunnel,16,561000619,1000,g561_dev_tunnel_a16_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_de27c859269e,F7_full_goal_aware_actor_training_critic,False,-0.022916666669999808,-0.10833333333999984,0.7275282423015544,1.570087,42,656,False,False,False,False,False
actor_outputs_far_from_support,52,largest generated-theta distance from g556 anchor,development_replay,g561-string-64x32-a-v1,irregular_bottleneck,8,561001031,500,g561_dev_irregular_bottleneck_a8_b500_i2,g561_f7_full_goal_aware_actor_training_critic_4feabf9a6171,F7_full_goal_aware_actor_training_critic,False,-0.013937282229999903,-0.03484320556999987,0.7275112381318579,0.807071,61,480,False,False,False,False,False
actor_outputs_far_from_support,53,largest generated-theta distance from g556 anchor,development_replay,random-32-32-20,random,256,7245,1500,g561_dev_random_a256_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_7989263905ad,F7_full_goal_aware_actor_training_critic,False,0.2719157293300001,-0.3053026245400001,0.7275097867160869,38.957603,94,23796,False,False,False,False,False
actor_outputs_far_from_support,54,largest generated-theta distance from g556 anchor,development_replay,room-32-32-4,room,64,7632,750,g561_dev_room_a64_b750_i2,g561_f7_full_goal_aware_actor_training_critic_bf8614eacc37,F7_full_goal_aware_actor_training_critic,False,-0.045050761419999974,-0.28553299491999984,0.7274816521685233,7.097702,62,3902,False,False,False,False,False
actor_outputs_far_from_support,55,largest generated-theta distance from g556 anchor,development_replay,g561-loop-56x56-a-v1,loop,24,561000693,1500,g561_dev_loop_a24_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_1f3d40dd7190,F7_full_goal_aware_actor_training_critic,False,-0.027726432529999956,-0.08133086875999984,0.7274814613142183,2.740709,85,1993,False,False,False,False,False
actor_outputs_far_from_support,56,largest generated-theta distance from g556 anchor,development_replay,g561-tunnel-64x32-a-v0,tunnel,48,561001028,3000,g561_dev_tunnel_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_bd816ffafdfe,F7_full_goal_aware_actor_training_critic,False,0.015250544659999976,-0.062091503270000015,0.7274380322939256,4.742863,45,2112,False,False,False,False,False
