acquisition_category,rank,reason,replay_phase,map,map_family,agents,seed,budget_ms,horizon_id,theta_id,method,success_regression,quality_delta_vs_g556,quality_delta_vs_additive,theta_l2_distance_to_g556,candidate_runtime_ms,candidate_expanded_nodes,candidate_low_level_pibt_calls,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
success_regression,1,candidate failed where g556 succeeded,development_replay,g561-loop-56x56-a-v0,loop,64,561000080,5000,g561_dev_loop_a64_b5000_i6,g561_f7_full_goal_aware_actor_training_critic_75d5655343d7,F7_full_goal_aware_actor_training_critic,True,nan,nan,0.7183056607908596,5183.696776,15986,7520334,False,False,False,False,False
success_regression,2,candidate failed where g556 succeeded,development_replay,g561-loop-56x56-a-v0,loop,64,561001248,5000,g561_dev_loop_a64_b5000_i6,g561_f6_full_goal_aware_dual_channel_actor_59885ad5a42b,F6_full_goal_aware_dual_channel_actor,True,nan,nan,0.6533191851954403,5968.242607,41935,8803925,False,False,False,False,False
success_regression,3,candidate failed where g556 succeeded,development_replay,g561-loop-56x56-a-v0,loop,64,561001248,5000,g561_dev_loop_a64_b5000_i6,g561_f7_full_goal_aware_actor_training_critic_8e6a5fa7c93d,F7_full_goal_aware_actor_training_critic,True,nan,nan,0.7233594950785893,5979.760163,88351,14379466,False,False,False,False,False
success_regression,4,candidate failed where g556 succeeded,development_replay,g561-loop-56x56-a-v1,loop,64,561001321,5000,g561_dev_loop_a64_b5000_i6,g561_f6_full_goal_aware_dual_channel_actor_8d10a2373ea4,F6_full_goal_aware_dual_channel_actor,True,nan,nan,0.6560858152866336,5416.712166,24455,8304193,False,False,False,False,False
success_regression,5,candidate failed where g556 succeeded,development_replay,g561-string-64x32-a-v0,irregular_bottleneck,24,561000856,1500,g561_dev_irregular_bottleneck_a24_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_ad17e8e7ef26,F7_full_goal_aware_actor_training_critic,True,nan,nan,0.699390253249351,1648.409132,13403,2640821,False,False,False,False,False
success_regression,6,candidate failed where g556 succeeded,development_replay,g561-string-64x32-a-v1,irregular_bottleneck,24,561000783,1500,g561_dev_irregular_bottleneck_a24_b1500_i3,g561_f6_full_goal_aware_dual_channel_actor_e59c62fb74e5,F6_full_goal_aware_dual_channel_actor,True,nan,nan,0.6259895580772676,1621.841465,18252,1574990,False,False,False,False,False
success_regression,7,candidate failed where g556 succeeded,development_replay,g561-string-64x32-a-v1,irregular_bottleneck,24,561000783,1500,g561_dev_irregular_bottleneck_a24_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_fb188eb84104,F7_full_goal_aware_actor_training_critic,True,nan,nan,0.6979357066571251,1630.864863,19811,1729737,False,False,False,False,False
large_positive_quality_delta,1,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,32,561000711,2000,g561_dev_empty_a32_b2000_i4,g561_f7_full_goal_aware_actor_training_critic_6321c5be3c50,F7_full_goal_aware_actor_training_critic,False,5.341346153849999,4.264423076929999,0.7212413099855505,1.739421,136,4726,False,False,False,False,False
large_positive_quality_delta,2,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,32,561000711,2000,g561_dev_empty_a32_b2000_i4,g561_f6_full_goal_aware_dual_channel_actor_a51857ebe6c0,F6_full_goal_aware_dual_channel_actor,False,2.64423076923,1.56730769231,0.6609998986427814,1.269883,94,3231,False,False,False,False,False
large_positive_quality_delta,3,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,32,561000273,2000,g561_dev_empty_a32_b2000_i4,g561_f7_full_goal_aware_actor_training_critic_c2dbf874e21b,F7_full_goal_aware_actor_training_critic,False,2.45502645503,nan,0.7197421997764216,1.005179,60,2004,False,False,False,False,False
large_positive_quality_delta,4,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,32,561000127,2000,g561_dev_empty_a32_b2000_i4,g561_f6_full_goal_aware_dual_channel_actor_a99e20128ec7,F6_full_goal_aware_dual_channel_actor,False,1.1696428571499995,nan,0.660439722894303,2.327353,165,9954,False,False,False,False,False
large_positive_quality_delta,5,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,32,561000273,2000,g561_dev_empty_a32_b2000_i4,g561_f6_full_goal_aware_dual_channel_actor_e75d9bfb3ed8,F6_full_goal_aware_dual_channel_actor,False,0.92063492063,nan,0.6605364860952168,0.699196,42,1490,False,False,False,False,False
large_positive_quality_delta,6,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,32,561001003,2000,g561_dev_empty_a32_b2000_i4,g561_f6_full_goal_aware_dual_channel_actor_1edc76d1a8a5,F6_full_goal_aware_dual_channel_actor,False,0.71,-0.39000000000000057,0.6554122180145541,0.80408,58,1818,False,False,False,False,False
large_positive_quality_delta,7,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,32,561001149,2000,g561_dev_empty_a32_b2000_i4,g561_f6_full_goal_aware_dual_channel_actor_c641a044eb4a,F6_full_goal_aware_dual_channel_actor,False,0.67379679144,nan,0.6592796185923525,0.92028,62,2816,False,False,False,False,False
large_positive_quality_delta,8,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-loop-56x56-a-v0,loop,64,561000664,5000,g561_dev_loop_a64_b5000_i6,g561_f7_full_goal_aware_actor_training_critic_1bb37003378f,F7_full_goal_aware_actor_training_critic,False,0.6246153846100002,0.6853846153800001,0.7197967458270331,289.434491,3330,926871,False,False,False,False,False
large_positive_quality_delta,9,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-tree-56x40-a-v0,tree,32,561000548,2000,g561_dev_tree_a32_b2000_i4,g561_f7_full_goal_aware_actor_training_critic_80e8f4986389,F7_full_goal_aware_actor_training_critic,False,0.5888787602500001,0.7730173199599999,0.7176115778199353,4.621887,188,7463,False,False,False,False,False
large_positive_quality_delta,10,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-24x24-a-v1,random,48,561000363,3000,g561_dev_random_a48_b3000_i4,g561_f6_full_goal_aware_dual_channel_actor_3f1e9b11ea26,F6_full_goal_aware_dual_channel_actor,False,0.5655526992200002,0.24807197943000014,0.6365361664619604,3.76993,64,3023,False,False,False,False,False
large_positive_quality_delta,11,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,32,561001003,2000,g561_dev_empty_a32_b2000_i4,g561_f7_full_goal_aware_actor_training_critic_4876fc219baf,F7_full_goal_aware_actor_training_critic,False,0.5350000000000001,-0.5650000000000004,0.7170009466492672,0.778512,51,1624,False,False,False,False,False
large_positive_quality_delta,12,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7317,750,g561_dev_random_a256_b750_i2,g561_f6_full_goal_aware_dual_channel_actor_05881f5c8266,F6_full_goal_aware_dual_channel_actor,False,0.5132665612400003,-0.02547882621999964,0.6569784132710468,38.972651,101,25574,False,False,False,False,False
large_positive_quality_delta,13,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7653,750,g561_dev_random_a256_b750_i2,g561_f6_full_goal_aware_dual_channel_actor_dc6d8f0d1ec7,F6_full_goal_aware_dual_channel_actor,False,0.4780694028500001,-0.031002289939999983,0.662020868530461,38.63946,92,23278,False,False,False,False,False
large_positive_quality_delta,14,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,32,561001295,2000,g561_dev_empty_a32_b2000_i4,g561_f7_full_goal_aware_actor_training_critic_ef1bd74f8a72,F7_full_goal_aware_actor_training_critic,False,0.4666666666700001,-2.4222222222200003,0.7198137248056222,0.947905,58,2206,False,False,False,False,False
large_positive_quality_delta,15,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-loop-56x56-a-v0,loop,64,561001102,5000,g561_dev_loop_a64_b5000_i6,g561_f7_full_goal_aware_actor_training_critic_af973f12b202,F7_full_goal_aware_actor_training_critic,False,0.4269620728500001,0.24483665039000013,0.7249873762223713,8.838493,176,11346,False,False,False,False,False
large_positive_quality_delta,16,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7317,750,g561_dev_random_a256_b750_i2,g561_f7_full_goal_aware_actor_training_critic_cc20658ac6e6,F7_full_goal_aware_actor_training_critic,False,0.4148655772300003,-0.12387981022999961,0.7258299730431628,38.958898,102,26341,False,False,False,False,False
large_positive_quality_delta,17,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,12,561000521,750,g561_dev_empty_a12_b750_i2,g561_f6_full_goal_aware_dual_channel_actor_a7d6e4868315,F6_full_goal_aware_dual_channel_actor,False,0.3931623931599999,-0.38461538462,0.6285087844492814,0.177993,25,288,False,False,False,False,False
large_positive_quality_delta,18,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7653,750,g561_dev_random_a256_b750_i2,g561_f7_full_goal_aware_actor_training_critic_be96fc953d05,F7_full_goal_aware_actor_training_critic,False,0.37572661617000014,-0.13334507661999995,0.7284969071338782,38.035466,88,22254,False,False,False,False,False
large_positive_quality_delta,19,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-24x24-a-v1,random,48,561000509,3000,g561_dev_random_a48_b3000_i4,g561_f6_full_goal_aware_dual_channel_actor_c8af51e93a5c,F6_full_goal_aware_dual_channel_actor,False,0.3699582753899999,0.006954102919999983,0.6286721008627357,3.655953,56,2638,False,False,False,False,False
large_positive_quality_delta,20,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-24x24-a-v1,random,48,561000509,3000,g561_dev_random_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_ffe43e4a7287,F7_full_goal_aware_actor_training_critic,False,0.35326842838000005,-0.009735744089999887,0.6973066292667589,3.576084,55,2590,False,False,False,False,False
large_positive_quality_delta,21,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7557,1500,g561_dev_random_a256_b1500_i3,g561_f6_full_goal_aware_dual_channel_actor_45728fdd7d6d,F6_full_goal_aware_dual_channel_actor,False,0.3254708678,-0.20436542861999984,0.6572154395804297,38.780133,100,25334,False,False,False,False,False
large_positive_quality_delta,22,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-loop-56x56-a-v0,loop,64,561000226,5000,g561_dev_loop_a64_b5000_i6,g561_f7_full_goal_aware_actor_training_critic_79baf24f204d,F7_full_goal_aware_actor_training_critic,False,0.31712875047,0.058108621339999944,0.7256448610429619,1634.786921,13359,4832167,False,False,False,False,False
large_positive_quality_delta,23,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-24x24-a-v1,random,48,561000363,3000,g561_dev_random_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_25cf46744c64,F7_full_goal_aware_actor_training_critic,False,0.3046272493500002,-0.012853470439999848,0.7030571254249319,3.496356,46,2158,False,False,False,False,False
large_positive_quality_delta,24,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-24x24-a-v1,random,48,561000801,3000,g561_dev_random_a48_b3000_i4,g561_f6_full_goal_aware_dual_channel_actor_3e18a9f22d9b,F6_full_goal_aware_dual_channel_actor,False,0.3039702233199999,-0.02109181142000005,0.6417503855876201,3.681786,63,2976,False,False,False,False,False
large_positive_quality_delta,25,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7725,8000,g561_dev_random_a256_b8000_i8,g561_f6_full_goal_aware_dual_channel_actor_f7a1ba678020,F6_full_goal_aware_dual_channel_actor,False,0.30198722497999997,nan,0.650695441470971,37.445919,89,22502,False,False,False,False,False
large_positive_quality_delta,26,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7005,750,g561_dev_random_a256_b750_i2,g561_f6_full_goal_aware_dual_channel_actor_db8972a81d7f,F6_full_goal_aware_dual_channel_actor,False,0.29531748847000006,nan,0.6438877665119492,37.139852,92,23251,False,False,False,False,False
large_positive_quality_delta,27,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,12,561000813,750,g561_dev_empty_a12_b750_i2,g561_f6_full_goal_aware_dual_channel_actor_306ea263536d,F6_full_goal_aware_dual_channel_actor,False,0.2752293578,-0.41284403670000014,0.632868776559584,0.166468,20,225,False,False,False,False,False
large_positive_quality_delta,28,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,12,561000813,750,g561_dev_empty_a12_b750_i2,g561_f7_full_goal_aware_actor_training_critic_376ecb295e75,F7_full_goal_aware_actor_training_critic,False,0.2752293578,-0.41284403670000014,0.725499238718869,0.1584,20,225,False,False,False,False,False
large_positive_quality_delta,29,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7245,1500,g561_dev_random_a256_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_7989263905ad,F7_full_goal_aware_actor_training_critic,False,0.2719157293300001,-0.3053026245400001,0.7275097867160869,38.957603,94,23796,False,False,False,False,False
large_positive_quality_delta,30,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7557,1500,g561_dev_random_a256_b1500_i3,g561_f7_full_goal_aware_actor_training_critic_fd9878de82cc,F7_full_goal_aware_actor_training_critic,False,0.2717831367700001,-0.25805315964999975,0.7258714171488658,38.058746,86,21996,False,False,False,False,False
large_positive_quality_delta,31,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-32x32-a-v0,random,80,561000276,8000,g561_dev_random_a80_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_7246c4195556,F7_full_goal_aware_actor_training_critic,False,0.25976331361000016,0.11834319527000003,0.7049681010715265,12.060229,84,10036,False,False,False,False,False
large_positive_quality_delta,32,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7077,8000,g561_dev_random_a256_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_58fe4d8bf4cd,F7_full_goal_aware_actor_training_critic,False,0.24918032787,-0.32303710095000016,0.7244877750200593,38.232723,95,26599,False,False,False,False,False
large_positive_quality_delta,33,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,32,561001295,2000,g561_dev_empty_a32_b2000_i4,g561_f6_full_goal_aware_dual_channel_actor_49b56cd707ad,F6_full_goal_aware_dual_channel_actor,False,0.24888888888999983,-2.6400000000000006,0.6603737914435789,0.800443,51,1676,False,False,False,False,False
large_positive_quality_delta,34,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7005,750,g561_dev_random_a256_b750_i2,g561_f7_full_goal_aware_actor_training_critic_e99525ff184e,F7_full_goal_aware_actor_training_critic,False,0.2417523944700002,nan,0.7088556881910456,38.786424,107,27107,False,False,False,False,False
large_positive_quality_delta,35,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-32x32-a-v0,random,80,561000568,8000,g561_dev_random_a80_b8000_i8,g561_f6_full_goal_aware_dual_channel_actor_43a8b1b763a5,F6_full_goal_aware_dual_channel_actor,False,0.23682719546000008,0.04022662888999995,0.620062835946271,11.115069,64,5030,False,False,False,False,False
large_positive_quality_delta,36,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-24x24-a-v1,random,48,561000071,3000,g561_dev_random_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_716b57a6bb45,F7_full_goal_aware_actor_training_critic,False,0.23207301174000006,0.06779661017000005,0.718139208229438,3.939475,73,3487,False,False,False,False,False
large_positive_quality_delta,37,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7365,2000,g561_dev_random_a256_b2000_i4,g561_f6_full_goal_aware_dual_channel_actor_d81b3b5349e5,F6_full_goal_aware_dual_channel_actor,False,0.22856124085999996,-0.08789445534000007,0.6527833087886749,36.957478,84,21229,False,False,False,False,False
large_positive_quality_delta,38,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7365,2000,g561_dev_random_a256_b2000_i4,g561_f7_full_goal_aware_actor_training_critic_d496a5fc1d88,F7_full_goal_aware_actor_training_critic,False,0.22374754858,-0.09270814762000001,0.7201340600428147,36.957352,89,22499,False,False,False,False,False
large_positive_quality_delta,39,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,12,561000375,750,g561_dev_empty_a12_b750_i2,g561_f6_full_goal_aware_dual_channel_actor_dd639b957692,F6_full_goal_aware_dual_channel_actor,False,0.21698113208000014,-1.5754716981099999,0.6325771562092253,0.147109,19,211,False,False,False,False,False
large_positive_quality_delta,40,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,12,561000375,750,g561_dev_empty_a12_b750_i2,g561_f7_full_goal_aware_actor_training_critic_b342db9e1036,F7_full_goal_aware_actor_training_critic,False,0.21698113208000014,-1.5754716981099999,0.7253246142564395,0.144303,19,211,False,False,False,False,False
large_positive_quality_delta,41,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7485,3000,g561_dev_random_a256_b3000_i4,g561_f6_full_goal_aware_dual_channel_actor_3c19e502a539,F6_full_goal_aware_dual_channel_actor,False,0.21671770852000005,-0.09980183750999982,0.6264119725921771,36.42752,80,20206,False,False,False,False,False
large_positive_quality_delta,42,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-32x32-a-v0,random,80,561000276,8000,g561_dev_random_a80_b8000_i8,g561_f6_full_goal_aware_dual_channel_actor_3f85a1586633,F6_full_goal_aware_dual_channel_actor,False,0.21656804733,0.07514792898999989,0.6289169841368064,11.155558,58,4551,False,False,False,False,False
large_positive_quality_delta,43,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7485,3000,g561_dev_random_a256_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_c643af4f1abd,F7_full_goal_aware_actor_training_critic,False,0.21455593587,-0.10196361015999988,0.6972846306355248,37.058061,96,24310,False,False,False,False,False
large_positive_quality_delta,44,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-32x32-a-v0,random,80,561000130,8000,g561_dev_random_a80_b8000_i8,g561_f6_full_goal_aware_dual_channel_actor_ffaa946b1adc,F6_full_goal_aware_dual_channel_actor,False,0.21254946297,-0.3787450536999999,0.619986736904875,11.124548,62,4856,False,False,False,False,False
large_positive_quality_delta,45,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-32x32-a-v0,random,80,561000568,8000,g561_dev_random_a80_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_b02f1b91b847,F7_full_goal_aware_actor_training_critic,False,0.20906515580000007,0.012464589229999934,0.6971746470461071,11.110101,58,4539,False,False,False,False,False
large_positive_quality_delta,46,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7197,500,g561_dev_random_a256_b500_i2,g561_f6_full_goal_aware_dual_channel_actor_81533034e1d2,F6_full_goal_aware_dual_channel_actor,False,0.20639943741,-0.34915611815,0.6625590287920264,37.169578,97,25313,False,False,False,False,False
large_positive_quality_delta,47,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7197,500,g561_dev_random_a256_b500_i2,g561_f7_full_goal_aware_actor_training_critic_090d1317a7ce,F7_full_goal_aware_actor_training_critic,False,0.2058720112500001,-0.3496835443099999,0.7276020112609253,36.895265,82,20713,False,False,False,False,False
large_positive_quality_delta,48,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7917,5000,g561_dev_random_a256_b5000_i6,g561_f6_full_goal_aware_dual_channel_actor_a3afee8c3a39,F6_full_goal_aware_dual_channel_actor,False,0.2050159905700002,-0.11058744319000002,0.6611688559556546,36.351792,83,20969,False,False,False,False,False
large_positive_quality_delta,49,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7245,1500,g561_dev_random_a256_b1500_i3,g561_f6_full_goal_aware_dual_channel_actor_c24190b82e77,F6_full_goal_aware_dual_channel_actor,False,0.20335654346999998,-0.3738618104000002,0.6622680316040069,37.90462,72,18165,False,False,False,False,False
large_positive_quality_delta,50,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-loop-56x56-a-v0,loop,64,561000226,5000,g561_dev_loop_a64_b5000_i6,g561_f6_full_goal_aware_dual_channel_actor_c934e8c9a005,F6_full_goal_aware_dual_channel_actor,False,0.20243068741999992,-0.05658944171000013,0.6549805486499781,8.990142,188,11895,False,False,False,False,False
large_positive_quality_delta,51,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7053,2000,g561_dev_random_a256_b2000_i4,g561_f7_full_goal_aware_actor_training_critic_7c890e584b38,F7_full_goal_aware_actor_training_critic,False,0.20208473437000007,0.11482851379000003,0.7047240103363208,37.176191,98,24813,False,False,False,False,False
large_positive_quality_delta,52,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7125,1000,g561_dev_random_a256_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_66b1988315a5,F7_full_goal_aware_actor_training_critic,False,0.19882253994999988,-0.12228763667000009,0.729735096335665,38.382479,97,27359,False,False,False,False,False
large_positive_quality_delta,53,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-loop-56x56-a-v0,loop,64,561001102,5000,g561_dev_loop_a64_b5000_i6,g561_f6_full_goal_aware_dual_channel_actor_7191c15dd541,F6_full_goal_aware_dual_channel_actor,False,0.19188884716,0.009763424700000023,0.6541411196486091,8.011109,127,8315,False,False,False,False,False
large_positive_quality_delta,54,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7173,3000,g561_dev_random_a256_b3000_i4,g561_f6_full_goal_aware_dual_channel_actor_a5f384b542ea,F6_full_goal_aware_dual_channel_actor,False,0.19188255613000016,-0.18652849740999988,0.6616604649100852,37.42824,87,21983,False,False,False,False,False
large_positive_quality_delta,55,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7917,5000,g561_dev_random_a256_b5000_i6,g561_f7_full_goal_aware_actor_training_critic_b5e304e0b6c8,F7_full_goal_aware_actor_training_critic,False,0.1915502440700001,-0.12405318969000012,0.7291134773623558,36.448465,84,21225,False,False,False,False,False
large_positive_quality_delta,56,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7605,5000,g561_dev_random_a256_b5000_i6,g561_f7_full_goal_aware_actor_training_critic_f50f71c69b59,F7_full_goal_aware_actor_training_critic,False,0.19077497033000013,nan,0.7286399623276602,38.412379,99,26601,False,False,False,False,False
large_positive_quality_delta,57,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-24x24-a-v1,random,48,561001239,3000,g561_dev_random_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_78f9d2322177,F7_full_goal_aware_actor_training_critic,False,0.18972895863000017,-0.2039942938599999,0.7161165181644373,3.455936,42,1962,False,False,False,False,False
large_positive_quality_delta,58,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7077,8000,g561_dev_random_a256_b8000_i8,g561_f6_full_goal_aware_dual_channel_actor_31e970e72151,F6_full_goal_aware_dual_channel_actor,False,0.18895599655000006,-0.3832614322700001,0.6544244602002356,36.902798,86,22758,False,False,False,False,False
large_positive_quality_delta,59,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-24x24-a-v1,random,48,561000801,3000,g561_dev_random_a48_b3000_i4,g561_f7_full_goal_aware_actor_training_critic_c41818d557d2,F7_full_goal_aware_actor_training_critic,False,0.1823821339899998,-0.14267990075000014,0.7028159110343338,3.59441,50,2352,False,False,False,False,False
large_positive_quality_delta,60,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-loop-56x56-a-v0,loop,64,561000518,5000,g561_dev_loop_a64_b5000_i6,g561_f6_full_goal_aware_dual_channel_actor_e6c1cd00d4d5,F6_full_goal_aware_dual_channel_actor,False,0.1819499818699999,nan,0.6545465720183841,35.380176,897,170964,False,False,False,False,False
large_positive_quality_delta,61,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,12,561000959,750,g561_dev_empty_a12_b750_i2,g561_f6_full_goal_aware_dual_channel_actor_000278a67b01,F6_full_goal_aware_dual_channel_actor,False,0.18181818180999998,-0.49090909091000023,0.640173853660674,0.144887,20,225,False,False,False,False,False
large_positive_quality_delta,62,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,12,561000959,750,g561_dev_empty_a12_b750_i2,g561_f7_full_goal_aware_actor_training_critic_23b05e10f562,F7_full_goal_aware_actor_training_critic,False,0.18181818180999998,-0.49090909091000023,0.7253354279406753,0.165648,20,225,False,False,False,False,False
large_positive_quality_delta,63,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7773,1000,g561_dev_random_a256_b1000_i3,g561_f7_full_goal_aware_actor_training_critic_2d79076c1261,F7_full_goal_aware_actor_training_critic,False,0.17969031329000007,-0.14259992797999987,0.7260471121648159,36.72148,84,21235,False,False,False,False,False
large_positive_quality_delta,64,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,12,561001105,750,g561_dev_empty_a12_b750_i2,g561_f7_full_goal_aware_actor_training_critic_aff451a8cc39,F7_full_goal_aware_actor_training_critic,False,0.17500000000000004,-0.21666666667000012,0.7255418120185767,0.46298,25,288,False,False,False,False,False
large_positive_quality_delta,65,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-32x32-a-v0,random,80,561000714,8000,g561_dev_random_a80_b8000_i8,g561_f7_full_goal_aware_actor_training_critic_562773bb2857,F7_full_goal_aware_actor_training_critic,False,0.16931540343000018,0.03056234719000006,0.7005964631651713,11.269175,63,4956,False,False,False,False,False
large_positive_quality_delta,66,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-random-24x24-a-v1,random,48,561001239,3000,g561_dev_random_a48_b3000_i4,g561_f6_full_goal_aware_dual_channel_actor_7482bfdac065,F6_full_goal_aware_dual_channel_actor,False,0.16833095577000012,-0.22539229671999994,0.6490696414480507,3.461065,40,1868,False,False,False,False,False
large_positive_quality_delta,67,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,g561-empty-8x8-v1,empty,32,561001149,2000,g561_dev_empty_a32_b2000_i4,g561_f7_full_goal_aware_actor_training_critic_f7728bf63a10,F7_full_goal_aware_actor_training_critic,False,0.16577540106999944,nan,0.7180226929351591,0.637564,35,1081,False,False,False,False,False
large_positive_quality_delta,68,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7053,2000,g561_dev_random_a256_b2000_i4,g561_f6_full_goal_aware_dual_channel_actor_07103baf1981,F6_full_goal_aware_dual_channel_actor,False,0.16341627438000006,0.07616005380000002,0.6378356420567587,37.04773,90,22763,False,False,False,False,False
large_positive_quality_delta,69,candidate solved but worse than g556 on sum-of-loss ratio,development_replay,random-32-32-20,random,256,7605,5000,g561_dev_random_a256_b5000_i6,g561_f6_full_goal_aware_dual_channel_actor_a6696902ab7c,F6_full_goal_aware_dual_channel_actor,False,0.16245548585000003,nan,0.6606311839996063,39.038672,89,23015,False,False,False,False,False
