case_id,map,map_family,agents,seed,scen,split_bucket,source_feature_available,source_c_method,source_f_method,map_width,map_height,obstacle_ratio,free_cells,density,ltm_iterations,returned_solutions_count_so_far,committed_count,blocked_count,wait_event_count,progress_committed_count,nonprogress_committed_count,blocked_per_committed,wait_per_committed,blocked_per_agent,committed_per_agent,progress_ratio,c_update_count,f_update_count,c_nonzero_edges,f_nonzero_edges,c_flow_update_ratio,cost_min,cost_max,cost_span,cost_bounds_respected,best_ratio_before,has_incumbent_before,improved_last_iteration
maze-32-32-4|a50|s1,maze-32-32-4,maze,50,1,maze-32-32-4-random-1.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,21250.0,1374.0,0.0,9650.0,798.0,0.06465882352941177,0.0,27.48,425.0,0.9236217457886677,13190.0,9650.0,1826.0,1663.0,0.731614859742229,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s2,maze-32-32-4,maze,50,2,maze-32-32-4-random-2.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,22450.0,1025.0,0.0,7664.0,604.0,0.045657015590200446,0.0,20.5,449.0,0.9269472665699081,10230.0,7664.0,1731.0,1606.0,0.749169110459433,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s3,maze-32-32-4,maze,50,3,maze-32-32-4-random-3.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,20150.0,1527.0,0.0,9324.0,688.0,0.07578163771712158,0.0,30.54,403.0,0.931282461046744,13157.0,9324.0,1779.0,1689.0,0.7086721897089002,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s4,maze-32-32-4,maze,50,4,maze-32-32-4-random-4.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,20500.0,1177.0,0.0,8376.0,612.0,0.057414634146341466,0.0,23.54,410.0,0.931909212283044,11293.0,8376.0,1771.0,1651.0,0.7416983972372266,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s5,maze-32-32-4,maze,50,5,maze-32-32-4-random-5.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,21300.0,2167.0,0.0,10761.0,957.0,0.10173708920187793,0.0,43.34,426.0,0.9183307731694829,16556.0,10761.0,1794.0,1696.0,0.6499758395747766,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s6,maze-32-32-4,maze,50,6,maze-32-32-4-random-6.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,21650.0,1638.0,0.0,8722.0,766.0,0.0756581986143187,0.0,32.76,433.0,0.9192664418212478,13272.0,8722.0,1785.0,1608.0,0.6571729957805907,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s7,maze-32-32-4,maze,50,7,maze-32-32-4-random-7.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,19900.0,1401.0,0.0,8834.0,706.0,0.07040201005025126,0.0,28.02,398.0,0.9259958071278827,12373.0,8834.0,1745.0,1641.0,0.7139739755920149,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s8,maze-32-32-4,maze,50,8,maze-32-32-4-random-8.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,19650.0,1321.0,0.0,8857.0,625.0,0.0672264631043257,0.0,26.42,393.0,0.9340856359417844,12430.0,8857.0,1755.0,1615.0,0.7125502815768302,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s9,maze-32-32-4,maze,50,9,maze-32-32-4-random-9.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,20000.0,1030.0,0.0,7707.0,639.0,0.0515,0.0,20.6,400.0,0.9234363767074047,10357.0,7707.0,1787.0,1656.0,0.7441344018538186,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s10,maze-32-32-4,maze,50,10,maze-32-32-4-random-10.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,19900.0,1894.0,0.0,9490.0,998.0,0.09517587939698492,0.0,37.88,398.0,0.9048436308161708,14242.0,9490.0,1742.0,1613.0,0.6663389973318354,1.0,11.0,10.0,1.0,0.0,0.0,0.0
