case_id,map,map_family,agents,seed,scen,split_bucket,source_feature_available,source_c_method,source_f_method,map_width,map_height,obstacle_ratio,free_cells,density,ltm_iterations,returned_solutions_count_so_far,committed_count,blocked_count,wait_event_count,progress_committed_count,nonprogress_committed_count,blocked_per_committed,wait_per_committed,blocked_per_agent,committed_per_agent,progress_ratio,c_update_count,f_update_count,c_nonzero_edges,f_nonzero_edges,c_flow_update_ratio,cost_min,cost_max,cost_span,cost_bounds_respected,best_ratio_before,has_incumbent_before,improved_last_iteration
maze-32-32-4|a50|s11,maze-32-32-4,maze,50,11,maze-32-32-4-random-11.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,23200.0,1702.0,0.0,9834.0,962.0,0.07336206896551724,0.0,34.04,464.0,0.9108929233049278,14116.0,9834.0,1952.0,1804.0,0.6966562765655994,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s12,maze-32-32-4,maze,50,12,maze-32-32-4-random-12.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,20100.0,1809.0,0.0,8782.0,894.0,0.09,0.0,36.18,402.0,0.9076064489458454,13178.0,8782.0,1690.0,1593.0,0.6664137198360904,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s13,maze-32-32-4,maze,50,13,maze-32-32-4-random-13.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,18100.0,1024.0,0.0,8143.0,679.0,0.056574585635359116,0.0,20.48,362.0,0.9230333257764679,10968.0,8143.0,1800.0,1684.0,0.7424325309992706,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s14,maze-32-32-4,maze,50,14,maze-32-32-4-random-14.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,22900.0,1549.0,0.0,9864.0,752.0,0.06764192139737991,0.0,30.98,458.0,0.9291635267520724,14004.0,9864.0,1769.0,1633.0,0.7043701799485861,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s15,maze-32-32-4,maze,50,15,maze-32-32-4-random-15.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,21650.0,1610.0,0.0,8458.0,838.0,0.07436489607390301,0.0,32.2,433.0,0.9098537005163512,12678.0,8458.0,1674.0,1568.0,0.6671399274333492,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s16,maze-32-32-4,maze,50,16,maze-32-32-4-random-16.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,60750.0,1836.0,0.0,9297.0,1297.0,0.030222222222222223,0.0,36.72,1215.0,0.8775722106852936,15453.0,9297.0,1747.0,1639.0,0.6016307513104252,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s17,maze-32-32-4,maze,50,17,maze-32-32-4-random-17.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,25300.0,2513.0,0.0,9127.0,1207.0,0.09932806324110673,0.0,50.26,506.0,0.8832010838010451,15216.0,9127.0,1720.0,1560.0,0.59982912723449,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s18,maze-32-32-4,maze,50,18,maze-32-32-4-random-18.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,22700.0,1414.0,0.0,9132.0,704.0,0.062290748898678416,0.0,28.28,454.0,0.9284261895079301,12861.0,9132.0,1841.0,1694.0,0.7100536505714952,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s19,maze-32-32-4,maze,50,19,maze-32-32-4-random-19.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,18900.0,1480.0,0.0,8544.0,760.0,0.07830687830687831,0.0,29.6,378.0,0.9183147033533964,12362.0,8544.0,1764.0,1667.0,0.6911502993043197,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s20,maze-32-32-4,maze,50,20,maze-32-32-4-random-20.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,20600.0,1328.0,0.0,9289.0,741.0,0.06446601941747573,0.0,26.56,412.0,0.9261216350947159,12768.0,9289.0,1808.0,1669.0,0.7275219298245614,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s21,maze-32-32-4,maze,50,21,maze-32-32-4-random-21.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,24750.0,2219.0,0.0,9460.0,1068.0,0.08965656565656566,0.0,44.38,495.0,0.8985562310030395,14739.0,9460.0,1753.0,1644.0,0.641834588506683,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s22,maze-32-32-4,maze,50,22,maze-32-32-4-random-22.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,19700.0,1595.0,0.0,9236.0,756.0,0.08096446700507615,0.0,31.9,394.0,0.9243394715772618,13273.0,9236.0,1781.0,1672.0,0.695848715437354,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s23,maze-32-32-4,maze,50,23,maze-32-32-4-random-23.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,20750.0,1357.0,0.0,9336.0,724.0,0.06539759036144578,0.0,27.14,415.0,0.9280318091451292,12808.0,9336.0,1794.0,1640.0,0.7289194253591506,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s24,maze-32-32-4,maze,50,24,maze-32-32-4-random-24.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,22600.0,1528.0,0.0,9330.0,762.0,0.06761061946902655,0.0,30.56,452.0,0.9244946492271106,13387.0,9330.0,1738.0,1610.0,0.696944797191305,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a50|s25,maze-32-32-4,maze,50,25,maze-32-32-4-random-25.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.048828125,4.0,1.0,22650.0,1417.0,0.0,8954.0,750.0,0.062560706401766,0.0,28.34,453.0,0.9227122835943941,12442.0,8954.0,1789.0,1700.0,0.7196592187751165,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s1,maze-32-32-4,maze,100,1,maze-32-32-4-random-1.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,46100.0,5587.0,0.0,20024.0,2324.0,0.12119305856832972,0.0,55.87,461.0,0.8960085913728297,33762.0,20024.0,2197.0,2066.0,0.5930928262543688,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s2,maze-32-32-4,maze,100,2,maze-32-32-4-random-2.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,126300.0,6723.0,0.0,18878.0,3192.0,0.05323040380047506,0.0,67.23,1263.0,0.8553692795650204,36656.0,18878.0,2127.0,1979.0,0.5150043649061545,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s3,maze-32-32-4,maze,100,3,maze-32-32-4-random-3.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,41500.0,5537.0,0.0,18868.0,2172.0,0.13342168674698796,0.0,55.37,415.0,0.8967680608365018,32573.0,18868.0,2153.0,2056.0,0.5792527553495226,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s4,maze-32-32-4,maze,100,4,maze-32-32-4-random-4.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,46800.0,5636.0,0.0,18602.0,1910.0,0.12042735042735042,0.0,56.36,468.0,0.906883775351014,33179.0,18602.0,2154.0,2055.0,0.5606558365231019,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s5,maze-32-32-4,maze,100,5,maze-32-32-4-random-5.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,124100.0,8069.0,0.0,21996.0,3418.0,0.06502014504431909,0.0,80.69,1241.0,0.8655072007554891,43543.0,21996.0,2057.0,1977.0,0.5051558229795834,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s6,maze-32-32-4,maze,100,6,maze-32-32-4-random-6.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,41900.0,5723.0,0.0,18217.0,2201.0,0.13658711217183772,0.0,57.23,419.0,0.8922029581741601,32584.0,18217.0,2073.0,1950.0,0.5590780751288976,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s7,maze-32-32-4,maze,100,7,maze-32-32-4-random-7.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,42000.0,5349.0,0.0,18222.0,1838.0,0.12735714285714286,0.0,53.49,420.0,0.9083748753738784,32273.0,18222.0,2176.0,2054.0,0.5646205806711493,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s8,maze-32-32-4,maze,100,8,maze-32-32-4-random-8.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,227300.0,11741.0,0.0,18226.0,2710.0,0.0516542014958205,0.0,117.41,2273.0,0.8705578907145587,52260.0,18226.0,2058.0,1937.0,0.34875621890547265,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s9,maze-32-32-4,maze,100,9,maze-32-32-4-random-9.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,46900.0,5488.0,0.0,18120.0,2180.0,0.11701492537313433,0.0,54.88,469.0,0.8926108374384236,31661.0,18120.0,2134.0,2015.0,0.5723129402103534,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s10,maze-32-32-4,maze,100,10,maze-32-32-4-random-10.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,56700.0,7161.0,0.0,20528.0,2822.0,0.1262962962962963,0.0,71.61,567.0,0.8791434689507495,38527.0,20528.0,2140.0,1990.0,0.5328211384224051,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s11,maze-32-32-4,maze,100,11,maze-32-32-4-random-11.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,52000.0,5908.0,0.0,19557.0,2245.0,0.11361538461538462,0.0,59.08,520.0,0.8970277956150812,34414.0,19557.0,2203.0,2075.0,0.5682861626082408,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s12,maze-32-32-4,maze,100,12,maze-32-32-4-random-12.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,44200.0,5450.0,0.0,18173.0,1901.0,0.12330316742081449,0.0,54.5,442.0,0.9053003885623194,31924.0,18173.0,2158.0,2039.0,0.5692582383160005,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s13,maze-32-32-4,maze,100,13,maze-32-32-4-random-13.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,42200.0,4931.0,0.0,17970.0,2102.0,0.11684834123222748,0.0,49.31,422.0,0.8952770027899561,30544.0,17970.0,2139.0,2020.0,0.5883315872184389,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s14,maze-32-32-4,maze,100,14,maze-32-32-4-random-14.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,52100.0,5950.0,0.0,19929.0,2169.0,0.11420345489443379,0.0,59.5,521.0,0.9018463209340212,34862.0,19929.0,2121.0,1964.0,0.5716539498594458,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s15,maze-32-32-4,maze,100,15,maze-32-32-4-random-15.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,49300.0,5262.0,0.0,17410.0,2246.0,0.1067342799188641,0.0,52.62,493.0,0.8857346357346357,30827.0,17410.0,2041.0,1950.0,0.5647646543614364,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s16,maze-32-32-4,maze,100,16,maze-32-32-4-random-16.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p5,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,44500.0,4912.0,0.0,17740.0,2304.0,0.11038202247191012,0.0,49.12,445.0,0.8850528836559569,30457.0,17740.0,2151.0,2005.0,0.5824605181074958,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s17,maze-32-32-4,maze,100,17,maze-32-32-4-random-17.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,139000.0,7617.0,0.0,15831.0,3631.0,0.05479856115107914,0.0,76.17,1390.0,0.8134313020244579,40267.0,15831.0,2078.0,1883.0,0.39315071895100207,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s18,maze-32-32-4,maze,100,18,maze-32-32-4-random-18.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,52700.0,4966.0,0.0,18693.0,2005.0,0.0942314990512334,0.0,49.66,527.0,0.9031307372693014,31248.0,18693.0,2159.0,2026.0,0.5982142857142857,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s19,maze-32-32-4,maze,100,19,maze-32-32-4-random-19.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,38300.0,5273.0,0.0,17780.0,2084.0,0.13767624020887728,0.0,52.73,383.0,0.8950865888038663,31061.0,17780.0,2086.0,1985.0,0.5724220083062361,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s20,maze-32-32-4,maze,100,20,maze-32-32-4-random-20.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,56600.0,6531.0,0.0,18972.0,2460.0,0.1153886925795053,0.0,65.31,566.0,0.8852183650615901,35423.0,18972.0,2197.0,2043.0,0.5355842249385993,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s21,maze-32-32-4,maze,100,21,maze-32-32-4-random-21.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,49500.0,6700.0,0.0,15834.0,3542.0,0.13535353535353536,0.0,67.0,495.0,0.8171965317919075,35872.0,15834.0,2074.0,1837.0,0.4414027653880464,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s22,maze-32-32-4,maze,100,22,maze-32-32-4-random-22.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,46400.0,5797.0,0.0,19356.0,2104.0,0.12493534482758621,0.0,57.97,464.0,0.9019571295433364,34108.0,19356.0,2156.0,2046.0,0.5674914975958719,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s23,maze-32-32-4,maze,100,23,maze-32-32-4-random-23.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,51300.0,6221.0,0.0,19213.0,2285.0,0.12126705653021443,0.0,62.21,513.0,0.8937110428877105,34790.0,19213.0,2148.0,1965.0,0.5522563955159528,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s24,maze-32-32-4,maze,100,24,maze-32-32-4-random-24.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,181600.0,9210.0,0.0,16099.0,3535.0,0.050715859030837,0.0,92.1,1816.0,0.81995517979016,45910.0,16099.0,1967.0,1791.0,0.3506643432803311,1.0,11.0,10.0,1.0,0.0,0.0,0.0
maze-32-32-4|a100|s25,maze-32-32-4,maze,100,25,maze-32-32-4-random-25.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.0,1024.0,0.09765625,4.0,1.0,46300.0,5836.0,0.0,18443.0,2255.0,0.1260475161987041,0.0,58.36,463.0,0.8910522755821818,33038.0,18443.0,2115.0,2028.0,0.5582359707004056,1.0,11.0,10.0,1.0,0.0,0.0,0.0
random-32-32-20|a50|s1,random-32-32-20,random,50,1,random-32-32-20-random-1.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.2,819.2,0.06103515625,4.0,1.0,8800.0,446.0,0.0,4267.0,335.0,0.05068181818181818,0.0,8.92,176.0,0.9272055627987832,5464.0,4267.0,1932.0,1814.0,0.7809297218155198,1.0,11.0,10.0,1.0,0.0,0.0,0.0
random-32-32-20|a50|s2,random-32-32-20,random,50,2,random-32-32-20-random-2.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.2,819.2,0.06103515625,4.0,1.0,11900.0,522.0,0.0,5260.0,432.0,0.04386554621848739,0.0,10.44,238.0,0.9241040056219255,6744.0,5260.0,2052.0,1912.0,0.7799525504151839,1.0,11.0,10.0,1.0,0.0,0.0,0.0
random-32-32-20|a50|s3,random-32-32-20,random,50,3,random-32-32-20-random-3.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p5,32.0,32.0,0.2,819.2,0.06103515625,4.0,1.0,27000.0,643.0,0.0,4920.0,360.0,0.023814814814814816,0.0,12.86,540.0,0.9318181818181818,7319.0,4920.0,1803.0,1797.0,0.6722229812815959,1.0,11.0,10.0,1.0,0.0,0.0,0.0
random-32-32-20|a50|s4,random-32-32-20,random,50,4,random-32-32-20-random-4.scen,support_ids_1_25,True,repair5g_dual_c_equiv_additive,repair5g1_shield_c125_b125_w075_d095_beta0p05_max0p25,32.0,32.0,0.2,819.2,0.06103515625,4.0,1.0,11350.0,475.0,0.0,4355.0,359.0,0.04185022026431718,0.0,9.5,227.0,0.9238438693254136,5691.0,4355.0,1829.0,1679.0,0.7652433667193815,1.0,11.0,10.0,1.0,0.0,0.0,0.0
