policy_key,map_family,map,agents,budget_ms,iteration_bucket,selected_baseline_role,selected_candidate,rule_granularity,rule_min_contexts,context_support,pair_support,static_flow_weakness_count,rule_status,vs_static_family_pairs,vs_static_family_success_regression_count,vs_static_family_success_gain_count,vs_static_family_both_fail_count,vs_static_family_quality_only_pairs,vs_static_family_quality_only_mean_delta,vs_static_family_quality_only_median_delta,vs_static_family_quality_ci_low,vs_static_family_quality_ci_high,vs_static_family_mean_corrected_delta,vs_static_family_better_count,vs_static_family_equal_count,vs_static_family_worse_count,vs_static_family_safe_high_margin_count,vs_static_family_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
maze|50|500|final,maze,maze-32-32-4,50,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,map_family,60,1788,4859,1,supported_deployable_static_ladder_rule,4859,0,3,828,4028,0.000313121003806,0,0.000313121003806,0.000313121003806,0.000105217411675,519,3031,478,522,71,False,False,False,False,False
maze|50|1000|final,maze,maze-32-32-4,50,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,map_family,60,1788,4859,1,supported_deployable_static_ladder_rule,4859,0,3,828,4028,0.000313121003806,0,0.000313121003806,0.000313121003806,0.000105217411675,519,3031,478,522,71,False,False,False,False,False
maze|50|2000|final,maze,maze-32-32-4,50,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,map_family,60,1788,4859,1,supported_deployable_static_ladder_rule,4859,0,3,828,4028,0.000313121003806,0,0.000313121003806,0.000313121003806,0.000105217411675,519,3031,478,522,71,False,False,False,False,False
maze|100|500|final,maze,maze-32-32-4,100,500,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,map_family,60,1788,4859,1,supported_deployable_static_ladder_rule,4859,0,3,828,4028,0.000313121003806,0,0.000313121003806,0.000313121003806,0.000105217411675,519,3031,478,522,71,False,False,False,False,False
maze|100|1000|final,maze,maze-32-32-4,100,1000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,map_family,60,1788,4859,1,supported_deployable_static_ladder_rule,4859,0,3,828,4028,0.000313121003806,0,0.000313121003806,0.000313121003806,0.000105217411675,519,3031,478,522,71,False,False,False,False,False
maze|100|2000|final,maze,maze-32-32-4,100,2000,final,frozen_family_static_goal_aware,repair5g59_low_beta_high_cap,map_family,60,1788,4859,1,supported_deployable_static_ladder_rule,4859,0,3,828,4028,0.000313121003806,0,0.000313121003806,0.000313121003806,0.000105217411675,519,3031,478,522,71,False,False,False,False,False
random|50|500|final,random,random-32-32-20,50,500,final,static_flow_shield,repair5g59_static_flow_shield,map_family_agents_budget,20,302,815,0,supported_deployable_static_ladder_rule,815,0,0,0,815,0,0,0,0,0,0,815,0,0,0,False,False,False,False,False
random|50|1000|final,random,random-32-32-20,50,1000,final,additive_ltm,repair5g59_additive_fallback,map_family_budget,40,582,1488,0,supported_deployable_static_ladder_rule,1488,0,87,56,1345,0.00176515211458,0,0.00176515211458,0.00176515211458,-0.0130214182835,2,1268,75,89,0,False,False,False,False,False
random|50|2000|final,random,random-32-32-20,50,2000,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,map_family_agents_budget,20,359,972,0,supported_deployable_static_ladder_rule,972,0,2,0,970,-0.00789089526794,0,-0.00789089526794,-0.00789089526794,-0.00838906215011,237,656,77,239,43,False,False,False,False,False
random|100|500|final,random,random-32-32-20,100,500,final,best_fixed_static_goal_aware,repair5g59_high_beta_cap_safe,map_family_agents_budget,20,290,787,25,supported_deployable_static_ladder_rule,787,59,84,292,352,0,0,0,0,-0.0079415501906,0,352,0,84,0,False,False,False,False,False
random|100|1000|final,random,random-32-32-20,100,1000,final,additive_ltm,repair5g59_additive_fallback,map_family_budget,40,582,1488,0,supported_deployable_static_ladder_rule,1488,0,87,56,1345,0.00176515211458,0,0.00176515211458,0.00176515211458,-0.0130214182835,2,1268,75,89,0,False,False,False,False,False
