candidate_id,theta_id,candidate_source,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g559_c00226,g559_c00226,sobol_like_trust_region,1.486149787902832,1.279115915298462,1.1903636455535889,0.6426103115081787,0.8262321949005127,0.9163040518760681,0.7676907181739807,1.0,1.0,0.5,0.6591556668281555,0.22632905840873718,1.0018254518508911,1.0,11.070632934570312,1,0,0,False,False,False,False,False
g559_c00227,g559_c00227,sobol_like_trust_region,1.4456965923309326,1.2025935649871826,1.6739375591278076,0.9475976824760437,0.5844866037368774,1.2386916875839233,0.5189003348350525,0.9917589426040649,1.0,0.5,0.8373757004737854,0.40862634778022766,1.1442683935165405,0.8745789527893066,12.0,1,0,0,False,False,False,False,False
g559_c00228,g559_c00228,sobol_like_trust_region,1.5,1.2300268411636353,0.9000025987625122,0.8659011125564575,1.2158608436584473,1.5,0.7732834219932556,0.9983168840408325,0.9800698757171631,0.8530689477920532,0.8111324906349182,0.08750750124454498,0.7439209818840027,1.0,12.0,1,0,0,False,False,False,False,False
g559_c00229,g559_c00229,sobol_like_trust_region,0.8863396644592285,0.6610605120658875,2.1370484828948975,1.056558609008789,1.5324801206588745,1.4073383808135986,1.1460754871368408,0.9779977202415466,1.0,0.6202422380447388,0.9473533630371094,0.3114509582519531,0.8360031247138977,1.0,11.351685523986816,1,0,0,False,False,False,False,False
g559_c00230,g559_c00230,sobol_like_trust_region,0.575106680393219,0.8209273219108582,1.417726993560791,0.6996172070503235,0.34284427762031555,1.5,0.6279593110084534,0.9947845935821533,1.0,0.5391197800636292,0.3953954577445984,0.48554354906082153,1.5,1.0,10.728581428527832,1,0,0,False,False,False,False,False
g559_c00231,g559_c00231,sobol_like_trust_region,1.474761724472046,1.5562336444854736,1.6079471111297607,0.506745457649231,0.03797489404678345,1.5,0.10471731424331665,0.9428190588951111,1.0,0.5,0.6076155304908752,0.7133042812347412,0.45604419708251953,1.0,10.14236068725586,1,0,0,False,False,False,False,False
g559_c00232,g559_c00232,sobol_like_trust_region,1.5,1.75,0.7688630223274231,0.12879079580307007,1.75,0.8266600370407104,1.25,1.0,1.0,0.5856814384460449,0.024655044078826904,0.5961943864822388,0.9510384798049927,1.0,12.0,1,0,0,False,False,False,False,False
g559_c00233,g559_c00233,sobol_like_trust_region,0.48817920684814453,1.1824545860290527,1.1684657335281372,0.32087382674217224,1.5519740581512451,0.7612897157669067,0.1858997344970703,0.9576697945594788,0.9642450213432312,1.2146148681640625,0.6070857048034668,0.5192939639091492,0.9705618023872375,1.0,11.219945907592773,1,0,0,False,False,False,False,False
g559_c00234,g559_c00234,sobol_like_trust_region,1.2025775909423828,0.8470880389213562,2.1684980392456055,1.0284926891326904,1.2974133491516113,0.7791133522987366,0.564690113067627,0.9644671082496643,1.0,0.9071818590164185,0.3906535506248474,0.6243544816970825,0.8896180987358093,0.9640783667564392,12.0,1,0,0,False,False,False,False,False
g559_c00235,g559_c00235,sobol_like_trust_region,0.5936048030853271,0.9344737529754639,0.5,0.9937188625335693,1.0704944133758545,1.5,0.2207174003124237,0.9904400706291199,1.0,0.5,0.5249837040901184,0.12551434338092804,0.8042138814926147,0.74900221824646,9.69332218170166,1,0,0,False,False,False,False,False
g559_c00236,g559_c00236,sobol_like_trust_region,1.5,0.7080603837966919,0.9593722820281982,0.03372079133987427,0.3195285499095917,0.7986697554588318,1.0796563625335693,1.0,0.9847897291183472,0.8522827625274658,0.0,0.0,1.0355128049850464,0.6603295207023621,11.358771324157715,1,0,0,False,False,False,False,False
g559_c00237,g559_c00237,sobol_like_trust_region,0.9116079211235046,1.5590687990188599,2.25,1.1359219551086426,0.0,1.5,0.5820755958557129,0.9401800036430359,0.9812361001968384,0.6204453706741333,1.3137211799621582,0.800000011920929,0.8451519012451172,1.0,8.995800018310547,1,0,0,False,False,False,False,False
g559_c00238,g559_c00238,sobol_like_trust_region,1.1861515045166016,1.1425907611846924,1.1547719240188599,0.6327215433120728,0.7113212943077087,0.9999964237213135,0.68157958984375,0.9702229499816895,0.9986621141433716,0.6676537990570068,0.717687726020813,0.3611908555030823,0.9266242980957031,0.980774998664856,10.514238357543945,1,0,0,False,False,False,False,False
g559_c00239,g559_c00239,sobol_like_trust_region,1.2152084112167358,1.1648029088974,1.212646484375,0.6742860078811646,0.6450452208518982,0.9219563007354736,0.7151737809181213,0.9783499836921692,0.9986691474914551,0.7759939432144165,0.7027361392974854,0.28869202733039856,0.821282684803009,1.0,10.635136604309082,1,0,0,False,False,False,False,False
g559_c00240,g559_c00240,sobol_like_trust_region,1.1117498874664307,1.209323525428772,1.3586503267288208,0.8147357106208801,1.0883158445358276,0.9477871656417847,0.50507652759552,0.970885694026947,1.0,0.6316147446632385,0.7820216417312622,0.3233638405799866,0.8300483822822571,1.0,10.94963264465332,1,0,0,False,False,False,False,False
g559_c00241,g559_c00241,sobol_like_trust_region,1.2986335754394531,1.3316861391067505,1.2461998462677002,0.7393546104431152,0.7049694061279297,0.6745812892913818,0.5494415760040283,0.9589372277259827,0.9967873096466064,0.6529511213302612,0.6435684561729431,0.2950204312801361,0.9074758291244507,1.0,10.085713386535645,1,0,0,False,False,False,False,False
g559_c00242,g559_c00242,sobol_like_trust_region,1.3866732120513916,1.476596713066101,1.2385227680206299,0.5399011373519897,0.3924283981323242,1.1594558954238892,0.6565385460853577,0.9851183891296387,1.0,0.7825260758399963,0.835329532623291,0.45950227975845337,0.9344478845596313,0.7291509509086609,10.674843788146973,1,0,0,False,False,False,False,False
g559_c00243,g559_c00243,sobol_like_trust_region,1.4642243385314941,0.808645486831665,1.5946853160858154,0.9263426065444946,1.0551072359085083,0.8259036540985107,0.6575205326080322,0.9612377882003784,1.0,0.5910475254058838,0.9793198704719543,0.32711875438690186,1.034144639968872,1.0,11.039138793945312,1,0,0,False,False,False,False,False
g559_c00244,g559_c00244,sobol_like_trust_region,1.3029180765151978,1.4936683177947998,1.3206812143325806,0.5048460960388184,0.6493971943855286,0.6390900611877441,0.7567762732505798,0.9593602418899536,0.9844860434532166,0.539056658744812,0.44579267501831055,0.39679062366485596,0.6345066428184509,0.9723058938980103,11.063835144042969,1,0,0,False,False,False,False,False
g559_c00245,g559_c00245,sobol_like_trust_region,1.4784735441207886,1.216862678527832,1.467543363571167,0.6530875563621521,0.3373771011829376,1.011920690536499,0.4915303587913513,0.9963645935058594,0.9829903841018677,0.8511412143707275,1.3847260475158691,0.3252810835838318,0.7079697847366333,0.9579875469207764,11.182438850402832,1,0,0,False,False,False,False,False
g559_c00246,g559_c00246,sobol_like_trust_region,0.8116530776023865,0.9800657033920288,1.4351156949996948,1.0991908311843872,0.611496090888977,0.735032320022583,0.8521736860275269,0.9922477602958679,0.9778462052345276,0.5,0.45502740144729614,0.2799205780029297,1.2673208713531494,1.0,11.006028175354004,1,0,0,False,False,False,False,False
g559_c00247,g559_c00247,sobol_like_trust_region,1.5,0.9313101768493652,0.6683569550514221,0.3435239791870117,1.2827355861663818,1.2894786596298218,0.8854736089706421,0.9436072707176208,0.9919671416282654,1.2270209789276123,0.28804466128349304,0.6510549783706665,1.5,1.0,10.965460777282715,1,0,0,False,False,False,False,False
g559_c00248,g559_c00248,sobol_like_trust_region,1.5,0.6694813966751099,1.3111653327941895,0.5922116041183472,0.710109531879425,0.8568866848945618,0.4721640944480896,0.9696811437606812,0.9617432355880737,0.5,1.2378363609313965,0.05768457055091858,0.6966692209243774,1.0,11.16012954711914,1,0,0,False,False,False,False,False
g559_c00249,g559_c00249,sobol_like_trust_region,1.1779470443725586,1.5169881582260132,1.8060517311096191,0.8704400658607483,0.026304900646209717,0.7962303161621094,1.0434844493865967,1.0,1.0,0.5,0.9723257422447205,0.7221412062644958,0.25,1.0,11.005975723266602,1,0,0,False,False,False,False,False
g559_c00250,g559_c00250,sobol_like_trust_region,1.1698155403137207,0.7366839647293091,1.4617552757263184,1.0249578952789307,0.1380605697631836,1.168251633644104,0.39406418800354004,0.9645534753799438,0.9315544366836548,1.360865831375122,1.203049659729004,0.0,1.1206117868423462,0.9308086037635803,10.590274810791016,1,0,0,False,False,False,False,False
g559_c00251,g559_c00251,sobol_like_trust_region,0.37789785861968994,1.454315185546875,0.8384957313537598,0.9205138683319092,1.75,1.5,0.3123525381088257,0.9452863931655884,0.9926090836524963,1.3295395374298096,0.9091545343399048,0.3683490455150604,0.25,0.8601701259613037,9.810532569885254,1,0,0,False,False,False,False,False
g559_c00252,g559_c00252,sobol_like_trust_region,0.6011962890625,0.8701232671737671,0.5,0.8858684301376343,0.5488718152046204,0.6886420249938965,1.25,0.962985098361969,1.0,0.5,1.5,0.3354808986186981,0.2578076124191284,1.0,10.589945793151855,1,0,0,False,False,False,False,False
g559_c00253,g559_c00253,sobol_like_trust_region,1.5,0.7078578472137451,2.25,0.07952606678009033,1.3294627666473389,1.353532075881958,1.25,0.964857280254364,0.9596916437149048,1.142042636871338,1.4380985498428345,0.0,0.49924105405807495,0.8937065601348877,12.0,1,0,0,False,False,False,False,False
g559_c00254,g559_c00254,sobol_like_trust_region,1.3849096298217773,0.56661057472229,0.5,0.7019548416137695,1.4722384214401245,0.8528478145599365,0.7500405311584473,0.9642729163169861,0.9564648866653442,1.159397006034851,0.0,0.37302836775779724,1.3755505084991455,0.8603644371032715,9.31120777130127,1,0,0,False,False,False,False,False
g559_c00255,g559_c00255,sobol_like_trust_region,1.2527529001235962,1.211851954460144,1.1446911096572876,0.6952503323554993,0.7744085788726807,1.0641781091690063,0.5831831097602844,0.9827314019203186,1.0,0.6596846580505371,0.6678041815757751,0.28239738941192627,0.9278051257133484,0.9910597801208496,10.962738037109375,1,0,0,False,False,False,False,False
g559_c00256,g559_c00256,sobol_like_trust_region,1.200822114944458,1.1293187141418457,1.3136417865753174,0.7742815017700195,1.0640554428100586,0.9157095551490784,0.730735182762146,0.9715810418128967,1.0,0.745110034942627,0.8546135425567627,0.21186193823814392,0.8904582858085632,0.999964714050293,10.649507522583008,1,0,0,False,False,False,False,False
g559_c00257,g559_c00257,sobol_like_trust_region,1.2361326217651367,1.0420156717300415,1.3764221668243408,0.5991559624671936,0.821017861366272,1.0118895769119263,0.7464426755905151,0.982072114944458,1.0,0.6698983311653137,0.7928463816642761,0.3006637990474701,1.084825873374939,1.0,10.597138404846191,1,0,0,False,False,False,False,False
g559_c00258,g559_c00258,sobol_like_trust_region,1.075864315032959,1.0183734893798828,1.5872548818588257,0.7599503993988037,0.07449275255203247,1.2457339763641357,0.5206695795059204,0.9789937734603882,0.9936487674713135,0.769153892993927,0.6762804388999939,0.19687913358211517,0.7957560420036316,1.0,10.329317092895508,1,0,0,False,False,False,False,False
g559_c00259,g559_c00259,sobol_like_trust_region,1.5,1.0101526975631714,1.351690411567688,0.621509313583374,0.7460846304893494,0.8862910866737366,0.8211532831192017,0.9850336909294128,0.9958998560905457,1.0807263851165771,0.4974045753479004,0.23273204267024994,1.0892302989959717,1.0,10.311071395874023,1,0,0,False,False,False,False,False
g559_c00260,g559_c00260,sobol_like_trust_region,1.0790274143218994,1.118428111076355,1.5211342573165894,0.41067418456077576,1.4351166486740112,0.9099466800689697,0.6610488891601562,0.9830262660980225,1.0,0.5658957362174988,0.901199996471405,0.250966876745224,0.9361333847045898,1.0,9.968594551086426,1,0,0,False,False,False,False,False
g559_c00261,g559_c00261,sobol_like_trust_region,1.153971552848816,1.274523377418518,1.502612590789795,0.7128609418869019,0.7376275658607483,1.4303193092346191,0.37582847476005554,0.9765270948410034,1.0,0.6455716490745544,0.5258710384368896,0.39955583214759827,0.5761808156967163,1.0,10.428747177124023,1,0,0,False,False,False,False,False
g559_c00262,g559_c00262,sobol_like_trust_region,1.1900757551193237,1.1938291788101196,1.4577417373657227,0.5993765592575073,0.7784944176673889,1.4556617736816406,0.6878757476806641,0.9913418889045715,0.9917102456092834,0.5,0.9863439798355103,0.7794549465179443,1.2535221576690674,0.9656946659088135,10.981424331665039,1,0,0,False,False,False,False,False
g559_c00263,g559_c00263,sobol_like_trust_region,1.1311761140823364,0.8402533531188965,1.1506940126419067,0.45661360025405884,0.6705594062805176,1.0575846433639526,1.1641223430633545,1.0,1.0,0.5,0.5303822755813599,0.37751877307891846,1.0042489767074585,1.0,10.621387481689453,1,0,0,False,False,False,False,False
g559_c00264,g559_c00264,sobol_like_trust_region,0.43304312229156494,0.6663171052932739,0.9173966646194458,0.8277856111526489,1.2136821746826172,0.9266098141670227,1.25,1.0,1.0,0.7103903889656067,0.9274688363075256,0.26277846097946167,0.40638044476509094,1.0,11.975330352783203,1,0,0,False,False,False,False,False
g559_c00265,g559_c00265,sobol_like_trust_region,0.9639550447463989,0.9530535340309143,1.6415833234786987,0.6027408242225647,0.0,0.46165937185287476,0.3653157651424408,1.0,1.0,0.5,0.631832480430603,0.6338088512420654,0.32059383392333984,1.0,11.093374252319336,1,0,0,False,False,False,False,False
g559_c00266,g559_c00266,sobol_like_trust_region,1.363867163658142,0.7796680331230164,1.9325740337371826,0.45585066080093384,0.6799445152282715,0.6640188694000244,0.7157390713691711,0.9231574535369873,1.0,0.5,0.0,0.5562861561775208,0.7071224451065063,1.0,9.989450454711914,1,0,0,False,False,False,False,False
g559_c00267,g559_c00267,sobol_like_trust_region,0.7451613545417786,1.75,2.25,1.1135612726211548,0.8537794947624207,1.1348768472671509,0.759001612663269,0.9588967561721802,0.989291250705719,0.7739949226379395,0.45903730392456055,0.6711673140525818,0.7339049577713013,1.0,10.797070503234863,1,0,0,False,False,False,False,False
g559_c00268,g559_c00268,sobol_like_trust_region,0.15812456607818604,1.2159830331802368,1.3367023468017578,0.6317578554153442,1.1024017333984375,1.5,1.077962040901184,0.9956621527671814,1.0,0.5,0.10627520084381104,0.670430600643158,0.25,0.5366390943527222,11.10201644897461,1,0,0,False,False,False,False,False
g559_c00269,g559_c00269,sobol_like_trust_region,1.4830358028411865,1.4988071918487549,0.5,1.25,0.0,1.5,1.25,0.9796514511108398,1.0,0.5,0.5172159075737,0.3677622377872467,0.9876793622970581,0.9743141531944275,11.574173927307129,1,0,0,False,False,False,False,False
g559_c00270,g559_c00270,sobol_like_trust_region,1.5,1.75,1.8246577978134155,0.28303080797195435,0.0,1.1115771532058716,0.4156101942062378,0.9605594873428345,0.9672749042510986,0.5,0.7237335443496704,0.49988096952438354,0.6265529990196228,0.8445459604263306,9.806835174560547,1,0,0,False,False,False,False,False
g559_c00271,g559_c00271,sobol_like_trust_region,1.0095922946929932,1.6785953044891357,1.475950002670288,0.6436752676963806,0.22694391012191772,1.5,0.2927682399749756,0.9928756952285767,1.0,0.6014582514762878,0.0,0.4305790066719055,1.246410608291626,1.0,9.384986877441406,1,0,0,False,False,False,False,False
g559_c00272,g559_c00272,sobol_like_trust_region,1.3367305994033813,1.2170379161834717,1.187290906906128,0.7198260426521301,0.800512969493866,0.9237152934074402,0.525712251663208,0.9794267416000366,0.9943537712097168,0.6025844216346741,0.687816321849823,0.30566030740737915,0.9805910587310791,0.9551769495010376,10.708288192749023,1,0,0,False,False,False,False,False
g559_c00273,g559_c00273,sobol_like_trust_region,1.2624989748001099,1.1539790630340576,1.370558738708496,0.7587011456489563,0.7829111814498901,0.9681448936462402,0.6071741580963135,0.9762488603591919,0.9936256408691406,0.6676685810089111,0.7556397318840027,0.4621383845806122,0.7328913807868958,0.9963754415512085,10.703008651733398,1,0,0,False,False,False,False,False
g559_c00274,g559_c00274,sobol_like_trust_region,1.209804892539978,1.244805097579956,1.3390538692474365,0.7919847965240479,0.9063714742660522,1.1376219987869263,0.4979470670223236,0.9801747798919678,0.9705122709274292,0.5920901298522949,0.8374766707420349,0.16123852133750916,1.0312098264694214,1.0,10.880351066589355,1,0,0,False,False,False,False,False
g559_c00275,g559_c00275,sobol_like_trust_region,1.275970458984375,1.2721041440963745,1.4714399576187134,0.7304205894470215,0.5915073156356812,1.1038503646850586,0.6646968126296997,0.9913430213928223,1.0,0.6645026206970215,0.8510323166847229,0.44653594493865967,0.9054231643676758,1.0,10.724554061889648,1,0,0,False,False,False,False,False
g559_c00276,g559_c00276,sobol_like_trust_region,1.1782066822052002,1.1323370933532715,1.338791012763977,0.6607846021652222,0.8380094170570374,0.8752219080924988,0.6625447869300842,0.9911572933197021,1.0,0.6550683975219727,0.7732067108154297,0.32436317205429077,0.7264277935028076,0.8879053592681885,10.417012214660645,1,0,0,False,False,False,False,False
g559_c00277,g559_c00277,sobol_like_trust_region,1.5,1.2434399127960205,0.9954074621200562,0.5353536009788513,0.7461130023002625,0.8363808393478394,0.8749099969863892,0.9808045029640198,1.0,0.5,0.6450052261352539,0.3160170614719391,1.0047811269760132,0.946582019329071,11.051280975341797,1,0,0,False,False,False,False,False
g559_c00278,g559_c00278,sobol_like_trust_region,1.4906084537506104,1.3804962635040283,0.9665082693099976,0.7167933583259583,1.0584248304367065,1.4555604457855225,0.7645089626312256,0.9665004014968872,1.0,0.7787340879440308,0.976285994052887,0.13172084093093872,0.9670243859291077,0.9964240789413452,10.567075729370117,1,0,0,False,False,False,False,False
g559_c00279,g559_c00279,sobol_like_trust_region,1.2402973175048828,1.1024303436279297,1.4569666385650635,0.8642394542694092,0.0,1.1027469635009766,0.4155515730381012,0.9626913070678711,1.0,0.6187570095062256,0.4777154326438904,0.5160128474235535,0.5512343049049377,0.9837979078292847,9.997784614562988,1,0,0,False,False,False,False,False
g559_c00280,g559_c00280,sobol_like_trust_region,1.2188303470611572,0.7651139497756958,1.3512203693389893,1.1479229927062988,0.5348895192146301,1.1381235122680664,0.5134716033935547,0.9718382954597473,1.0,0.5581912994384766,1.5,0.3817574381828308,0.8155637383460999,1.0,10.566023826599121,1,0,0,False,False,False,False,False
g559_c00281,g559_c00281,sobol_like_trust_region,0.8732312917709351,1.1248412132263184,1.6697497367858887,0.5948089957237244,0.7698754072189331,1.2105056047439575,1.25,0.9806139469146729,0.9699971675872803,0.6185925006866455,0.6553521752357483,0.4222695827484131,1.1621708869934082,0.8994632959365845,12.0,1,0,0,False,False,False,False,False
g559_c00282,g559_c00282,sobol_like_trust_region,0.9432189464569092,0.7275596261024475,0.5,0.8814030289649963,0.7972816824913025,1.1539047956466675,0.7057936191558838,0.9961891770362854,1.0,0.9697728157043457,1.5,0.11395691335201263,0.5788308382034302,1.0,9.545177459716797,1,0,0,False,False,False,False,False
g559_c00283,g559_c00283,sobol_like_trust_region,1.4289543628692627,1.7282941341400146,0.597586989402771,0.6954095363616943,0.12183040380477905,1.2378802299499512,0.8952129483222961,0.9917330145835876,0.9837484359741211,0.6868045926094055,1.4028114080429077,0.10842962563037872,1.3948333263397217,0.902408242225647,12.0,1,0,0,False,False,False,False,False
g559_c00284,g559_c00284,sobol_like_trust_region,0.5665306448936462,0.818503737449646,0.775458812713623,1.25,1.2878897190093994,1.3294817209243774,1.25,0.9475374817848206,1.0,1.2013959884643555,1.0570452213287354,0.17047683894634247,1.5,0.7177689671516418,10.818531036376953,1,0,0,False,False,False,False,False
g559_c00285,g559_c00285,sobol_like_trust_region,1.5,1.75,1.2834115028381348,0.0365602970123291,1.1809059381484985,1.0770809650421143,0.2790812849998474,1.0,1.0,0.5099197030067444,0.22368133068084717,0.5828924179077148,0.7591918706893921,1.0,9.317121505737305,1,0,0,False,False,False,False,False
g559_c00286,g559_c00286,sobol_like_trust_region,1.5,1.397160291671753,0.5,0.2765704095363617,0.1619023084640503,0.7341787219047546,1.25,1.0,0.9741981625556946,0.5809259414672852,0.595720112323761,0.21802756190299988,0.3880154490470886,1.0,11.06711196899414,1,0,0,False,False,False,False,False
g559_c00287,g559_c00287,sobol_like_trust_region,0.652694582939148,1.312398910522461,1.4983315467834473,1.2218486070632935,0.0,1.5,0.7723742723464966,1.0,1.0,0.5,0.0,0.7219727039337158,1.5,1.0,11.008451461791992,1,0,0,False,False,False,False,False
g559_c00288,g559_c00288,sobol_like_trust_region,1.016319990158081,1.5978100299835205,0.8844236135482788,0.5543067455291748,0.47264614701271057,1.0641820430755615,1.25,0.9900989532470703,1.0,0.5,0.8789255619049072,0.31296688318252563,0.8296443223953247,0.918219804763794,10.4874906539917,1,0,0,False,False,False,False,False
g559_c00289,g559_c00289,sobol_like_trust_region,1.3059849739074707,1.0923283100128174,1.1780614852905273,0.7216103672981262,0.7508490085601807,1.0159614086151123,0.6784278750419617,0.9780095219612122,0.9971148371696472,0.6334227919578552,0.47800135612487793,0.35947683453559875,0.9561759829521179,1.0,10.917403221130371,1,0,0,False,False,False,False,False
g559_c00290,g559_c00290,sobol_like_trust_region,1.283029317855835,1.0932022333145142,1.310783863067627,0.799655556678772,0.7294961214065552,1.0984139442443848,0.6607788801193237,0.9908134341239929,0.9896374344825745,0.6769093871116638,0.5874649286270142,0.2927694022655487,0.9115308523178101,1.0,11.041109085083008,1,0,0,False,False,False,False,False
g559_c00291,g559_c00291,sobol_like_trust_region,1.3039096593856812,1.2133259773254395,1.2036489248275757,0.6914440393447876,0.7733787298202515,0.9892815947532654,0.4598327875137329,0.9884738922119141,1.0,0.6239783763885498,0.6079531311988831,0.3840155005455017,0.8148508667945862,0.9589201807975769,10.79097843170166,1,0,0,False,False,False,False,False
g559_c00292,g559_c00292,sobol_like_trust_region,1.259826898574829,1.0951820611953735,1.6127967834472656,0.5977360010147095,0.7210875749588013,1.2451375722885132,0.7706284523010254,1.0,1.0,0.7142789363861084,0.5846483707427979,0.3450281322002411,0.8778061866760254,0.9985199570655823,10.192506790161133,1,0,0,False,False,False,False,False
g559_c00293,g559_c00293,sobol_like_trust_region,1.1224440336227417,1.1633950471878052,0.7473772764205933,0.3102246820926666,0.9462003707885742,0.890933632850647,0.8218134045600891,0.9685214757919312,0.9934688210487366,0.8967920541763306,0.9053645730018616,0.382935106754303,1.1143195629119873,1.0,11.033130645751953,1,0,0,False,False,False,False,False
g559_c00294,g559_c00294,sobol_like_trust_region,0.960496187210083,1.0547813177108765,1.1998869180679321,0.9726239442825317,0.5983938574790955,1.0622828006744385,0.7916048765182495,0.9977061152458191,1.0,0.5114176869392395,0.4875923991203308,0.13304764032363892,0.7857081890106201,1.0,11.64744758605957,1,0,0,False,False,False,False,False
g559_c00295,g559_c00295,sobol_like_trust_region,1.2692326307296753,1.082486867904663,0.7348668575286865,0.19119369983673096,0.9261466264724731,1.0086368322372437,0.844285249710083,0.9861534833908081,0.9887641668319702,0.6988971829414368,0.6582795977592468,0.21093791723251343,1.0509601831436157,1.0,10.709806442260742,1,0,0,False,False,False,False,False
g559_c00296,g559_c00296,sobol_like_trust_region,1.3697606325149536,1.642641305923462,1.5728753805160522,0.836570143699646,0.9463183879852295,0.8549222946166992,0.8071852922439575,0.975558876991272,0.95371013879776,0.553169310092926,0.6179584264755249,0.4055149257183075,1.2766436338424683,1.0,10.615823745727539,1,0,0,False,False,False,False,False
g559_c00297,g559_c00297,sobol_like_trust_region,1.1748353242874146,1.4328744411468506,2.25,0.7736112475395203,0.227206289768219,0.8458491563796997,0.8479436635971069,1.0,1.0,0.5,0.5079423189163208,0.4940754771232605,1.0176234245300293,0.9130439162254333,11.066389083862305,1,0,0,False,False,False,False,False
g559_c00298,g559_c00298,sobol_like_trust_region,0.8995537161827087,1.2686656713485718,1.0090874433517456,0.5174911022186279,0.34193241596221924,1.4148106575012207,0.7049446105957031,0.9446910619735718,0.9794834852218628,0.6883531808853149,0.373636931180954,0.3203582763671875,0.7154017686843872,1.0,12.0,1,0,0,False,False,False,False,False
g559_c00299,g559_c00299,sobol_like_trust_region,1.1175484657287598,1.5978013277053833,1.4660464525222778,0.9427483677864075,1.0007421970367432,1.060624122619629,0.5427473187446594,1.0,1.0,0.5,1.0242432355880737,0.5873852968215942,0.8104001879692078,1.0,9.56128978729248,1,0,0,False,False,False,False,False
g559_c00300,g559_c00300,sobol_like_trust_region,0.8316171169281006,1.123968243598938,1.3128588199615479,0.6946736574172974,1.6685324907302856,0.978961169719696,0.16452556848526,0.9976986050605774,1.0,0.6605091094970703,0.3221987783908844,0.10736849904060364,0.25,0.7663931250572205,8.737161636352539,1,0,0,False,False,False,False,False
g559_c00301,g559_c00301,sobol_like_trust_region,0.16547811031341553,1.75,1.377830147743225,0.8912999629974365,0.5030739307403564,1.0753560066223145,0.4733653962612152,1.0,1.0,0.6716166734695435,0.4754084348678589,0.281352698802948,0.391335666179657,0.9793237447738647,11.651766777038574,1,0,0,False,False,False,False,False
g559_c00302,g559_c00302,sobol_like_trust_region,1.5,0.5784779787063599,1.0275182723999023,0.27468499541282654,1.75,0.7872579097747803,0.4376183748245239,0.9610036611557007,1.0,0.5,0.908613920211792,0.541153609752655,0.5713356733322144,1.0,10.039238929748535,1,0,0,False,False,False,False,False
g559_c00303,g559_c00303,sobol_like_trust_region,0.0,1.0521498918533325,0.5,0.7312291860580444,1.6932322978973389,1.5,0.45154058933258057,0.9636422991752625,0.9914420247077942,0.8559428453445435,1.5,0.3435826897621155,0.6831991076469421,1.0,9.243318557739258,1,0,0,False,False,False,False,False
g559_c00304,g559_c00304,sobol_like_trust_region,1.4771403074264526,1.1071218252182007,0.6508673429489136,1.25,0.8392452001571655,1.0954512357711792,0.9411880373954773,0.9059485197067261,1.0,0.9300642013549805,0.8396235704421997,0.5750547051429749,0.5550862550735474,1.0,8.0,1,0,0,False,False,False,False,False
g559_c00305,g559_c00305,sobol_like_trust_region,0.6974200010299683,1.0927789211273193,0.9980710744857788,1.0733375549316406,1.232461929321289,1.007398009300232,1.25,1.0,0.996465265750885,0.5,0.590289831161499,0.21805337071418762,0.25,0.5900726318359375,12.0,1,0,0,False,False,False,False,False
g559_c00306,g559_c00306,sobol_like_trust_region,1.2838207483291626,1.0396249294281006,1.2661008834838867,0.6588049530982971,0.8821097612380981,0.9848749041557312,0.7197123169898987,0.9798803329467773,1.0,0.6529869437217712,0.6106962561607361,0.35480377078056335,0.8691957592964172,1.0,10.939352989196777,1,0,0,False,False,False,False,False
g559_c00307,g559_c00307,sobol_like_trust_region,1.5,1.2881261110305786,1.2253295183181763,0.7234451174736023,0.559483528137207,1.0078041553497314,0.5729274749755859,0.9642415046691895,1.0,0.7103554010391235,0.48654359579086304,0.27363353967666626,0.9513952732086182,1.0,10.177145004272461,1,0,0,False,False,False,False,False
g559_c00308,g559_c00308,sobol_like_trust_region,1.1757595539093018,1.0933451652526855,0.9485149383544922,0.6499620676040649,0.9370160102844238,1.2292213439941406,0.47975021600723267,0.9989259243011475,0.994952380657196,0.6298234462738037,0.6120388507843018,0.39918607473373413,1.0567768812179565,1.0,10.883038520812988,1,0,0,False,False,False,False,False
g559_c00309,g559_c00309,sobol_like_trust_region,1.1759419441223145,1.1387492418289185,1.0861499309539795,0.544453501701355,0.45212092995643616,0.9928406476974487,0.6319493055343628,0.9671255946159363,1.0,0.6500716209411621,0.5742431879043579,0.31759631633758545,0.9216365814208984,1.0,10.365251541137695,1,0,0,False,False,False,False,False
g559_c00310,g559_c00310,sobol_like_trust_region,1.331419587135315,1.1977989673614502,0.7553243637084961,0.8759205341339111,0.9223480224609375,1.1544067859649658,0.8286793828010559,0.9807957410812378,0.9973992109298706,0.5,0.5688552260398865,0.18775101006031036,1.1624512672424316,1.0,10.720479965209961,1,0,0,False,False,False,False,False
