panel_row_id,g560_evaluation_uid,split,map,map_family,agent_count,seed,budget_ms,alpha_to_real_positive_safe_target,best_observed_positive_quality_delta_vs_g556,source_positive_rows,requires_exact_materialization_before_claim,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g562_alpha_00000977,262415f08e1452a419ce443c6e0ead531407fd87f1c142568bf0c919b9ed0024,train,empty-32-32,empty,64,8178,2000,0.5,-0.027669902910000044,10,True,1.2148957252502441,1.190010905265808,1.3544716835021973,0.7320139408111572,0.7729701995849609,1.0264763832092285,0.749396562576294,0.983834981918335,0.992450475692749,0.6667958498001099,0.7628670930862427,0.40418189764022827,0.9093349575996399,0.9578840136528015,10.817842483520508,1,0,0,False,False,False,False,False
g562_alpha_00000978,262415f08e1452a419ce443c6e0ead531407fd87f1c142568bf0c919b9ed0024,train,empty-32-32,empty,64,8178,2000,0.75,-0.027669902910000044,10,True,1.1973434686660767,1.2060142755508423,1.406707525253296,0.7230208516120911,0.7844552993774414,1.0195447206497192,0.7774619460105896,0.9857845902442932,0.9886757135391235,0.6581161022186279,0.819300651550293,0.4385172128677368,0.9344993829727173,0.9368259906768799,10.830131530761719,1,0,0,False,False,False,False,False
g562_alpha_00000979,262415f08e1452a419ce443c6e0ead531407fd87f1c142568bf0c919b9ed0024,train,empty-32-32,empty,64,8178,2000,1.0,-0.027669902910000044,10,True,1.1797913312911987,1.2220176458358765,1.4589433670043945,0.7140278220176697,0.7959403991699219,1.01261305809021,0.8055272698402405,0.9877341389656067,0.984900951385498,0.6494362950325012,0.8757341504096985,0.47285255789756775,0.9596638679504395,0.915768027305603,10.842421531677246,1,0,0,False,False,False,False,False
g562_alpha_00000980,26564b448c2f9855d3cf3433e6d8c7b63b080189fb7a85be9df1d6faa7b721ce,validation,g559-synth-warehouse-a-32,warehouse,128,8162,2000,0.0,-0.0575284090899999,3,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000981,26564b448c2f9855d3cf3433e6d8c7b63b080189fb7a85be9df1d6faa7b721ce,validation,g559-synth-warehouse-a-32,warehouse,128,8162,2000,0.25,-0.0575284090899999,3,True,1.249281406402588,1.1136806011199951,1.2543679475784302,0.764806866645813,0.6422056555747986,1.0428500175476074,0.6777592897415161,0.9770916700363159,1.0,0.6663826107978821,0.5918320417404175,0.3390173316001892,0.8565611839294434,0.9889039397239685,10.644047737121582,1,0,0,False,False,False,False,False
g562_alpha_00000982,26564b448c2f9855d3cf3433e6d8c7b63b080189fb7a85be9df1d6faa7b721ce,validation,g559-synth-warehouse-a-32,warehouse,128,8162,2000,0.5,-0.0575284090899999,3,True,1.2485628128051758,1.06935715675354,1.2587358951568604,0.7796137928962708,0.5344113111495972,1.0453603267669678,0.6622527837753296,0.9742475748062134,1.0,0.6486098766326904,0.5336640477180481,0.34252336621284485,0.8541163206100464,0.977807879447937,10.494831085205078,1,0,0,False,False,False,False,False
g562_alpha_00000983,26564b448c2f9855d3cf3433e6d8c7b63b080189fb7a85be9df1d6faa7b721ce,validation,g559-synth-warehouse-a-32,warehouse,128,8162,2000,0.75,-0.0575284090899999,3,True,1.2478443384170532,1.025033712387085,1.2631038427352905,0.7944207191467285,0.426616907119751,1.0478706359863281,0.6467462778091431,0.9714034199714661,1.0,0.6308372020721436,0.4754961133003235,0.3460294008255005,0.8516714572906494,0.9667118191719055,10.34561538696289,1,0,0,False,False,False,False,False
g562_alpha_00000984,26564b448c2f9855d3cf3433e6d8c7b63b080189fb7a85be9df1d6faa7b721ce,validation,g559-synth-warehouse-a-32,warehouse,128,8162,2000,1.0,-0.0575284090899999,3,True,1.2471257448196411,0.9807102084159851,1.2674717903137207,0.8092275857925415,0.31882256269454956,1.0503809452056885,0.6312397122383118,0.9685592651367188,1.0,0.6130644679069519,0.4173281490802765,0.3495354652404785,0.8492265939712524,0.955615758895874,10.196399688720703,1,0,0,False,False,False,False,False
g562_alpha_00000985,2718c5f7280097d48ee418039c78e4fe1b22d95b107f46a51b2069fc6c794f8f,train,empty-8-8,empty,16,8440,500,0.0,-0.17307692308,47,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000986,2718c5f7280097d48ee418039c78e4fe1b22d95b107f46a51b2069fc6c794f8f,train,empty-8-8,empty,16,8440,500,0.25,-0.17307692308,47,True,1.2319612503051758,1.1668286323547363,1.2334976196289062,0.7605488300323486,0.7489487528800964,1.021371603012085,0.6918113231658936,0.9795176982879639,0.998069167137146,0.6777417659759521,0.6487007141113281,0.33022961020469666,0.831792950630188,0.9912123084068298,10.738340377807617,1,0,0,False,False,False,False,False
g562_alpha_00000987,2718c5f7280097d48ee418039c78e4fe1b22d95b107f46a51b2069fc6c794f8f,train,empty-8-8,empty,16,8440,500,0.5,-0.17307692308,47,True,1.2139225006103516,1.1756532192230225,1.2169952392578125,0.7710976600646973,0.7478975057601929,1.0024034976959229,0.6903567910194397,0.9790995717048645,0.996138334274292,0.6713283061981201,0.6474014520645142,0.32494789361953735,0.8045797944068909,0.9824246168136597,10.683418273925781,1,0,0,False,False,False,False,False
g562_alpha_00000988,2718c5f7280097d48ee418039c78e4fe1b22d95b107f46a51b2069fc6c794f8f,train,empty-8-8,empty,16,8440,500,0.75,-0.17307692308,47,True,1.1958837509155273,1.1844778060913086,1.2004927396774292,0.7816464304924011,0.7468462586402893,0.9834353923797607,0.6889022588729858,0.9786814451217651,0.9942075610160828,0.6649147868156433,0.6461021900177002,0.31966620683670044,0.7773666381835938,0.9736368656158447,10.628495216369629,1,0,0,False,False,False,False,False
g562_alpha_00000989,2718c5f7280097d48ee418039c78e4fe1b22d95b107f46a51b2069fc6c794f8f,train,empty-8-8,empty,16,8440,500,1.0,-0.17307692308,47,True,1.1778450012207031,1.1933022737503052,1.1839903593063354,0.7921952605247498,0.7457950115203857,0.9644672870635986,0.687447726726532,0.9782633185386658,0.9922767281532288,0.6585012674331665,0.644802987575531,0.3143845498561859,0.7501535415649414,0.9648491740226746,10.573572158813477,1,0,0,False,False,False,False,False
g562_alpha_00000990,272b109295354401c20527af9c3b723f9dfb7a1d60e065646995bc6a89fe7ba3,train,g559-synth-connector-32,irregular_bottleneck,16,7060,500,0.0,-0.017006802720000103,11,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000991,272b109295354401c20527af9c3b723f9dfb7a1d60e065646995bc6a89fe7ba3,train,g559-synth-connector-32,irregular_bottleneck,16,7060,500,0.25,-0.017006802720000103,11,True,1.2485630512237549,1.1452727317810059,1.2430078983306885,0.747357189655304,0.7836597561836243,1.0211578607559204,0.7163540124893188,0.9819084405899048,0.9976409673690796,0.6605000495910645,0.6593255400657654,0.3501010239124298,0.8882144689559937,0.982026219367981,10.836396217346191,1,0,0,False,False,False,False,False
g562_alpha_00000992,272b109295354401c20527af9c3b723f9dfb7a1d60e065646995bc6a89fe7ba3,train,g559-synth-connector-32,irregular_bottleneck,16,7060,500,0.5,-0.017006802720000103,11,True,1.2471259832382202,1.1325411796569824,1.2360159158706665,0.7447143793106079,0.8173195123672485,1.0019758939743042,0.7394422292709351,0.9838811159133911,0.9952819347381592,0.6368448138237,0.6686511039733887,0.36469078063964844,0.9174228310585022,0.9640524387359619,10.879528045654297,1,0,0,False,False,False,False,False
g562_alpha_00000993,272b109295354401c20527af9c3b723f9dfb7a1d60e065646995bc6a89fe7ba3,train,g559-synth-connector-32,irregular_bottleneck,16,7060,500,0.75,-0.017006802720000103,11,True,1.2456889152526855,1.1198097467422485,1.2290239334106445,0.7420715689659119,0.8509792685508728,0.9827940464019775,0.7625304460525513,0.9858537316322327,0.9929229617118835,0.6131895780563354,0.6779767274856567,0.3792805075645447,0.9466311931610107,0.9460787177085876,10.922659873962402,1,0,0,False,False,False,False,False
g562_alpha_00000994,272b109295354401c20527af9c3b723f9dfb7a1d60e065646995bc6a89fe7ba3,train,g559-synth-connector-32,irregular_bottleneck,16,7060,500,1.0,-0.017006802720000103,11,True,1.2442519664764404,1.1070783138275146,1.222031831741333,0.7394287586212158,0.8846390247344971,0.9636121392250061,0.7856186032295227,0.9878263473510742,0.9905639290809631,0.5895342826843262,0.6873022317886353,0.3938702642917633,0.9758396148681641,0.9281049370765686,10.965792655944824,1,0,0,False,False,False,False,False
g562_alpha_00000995,275018efa3a04710192f99af9b9b1042b07781c5be89da891db155609e38658d,train,empty-8-8,empty,16,8296,500,0.0,-0.2857142857099999,21,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00000996,275018efa3a04710192f99af9b9b1042b07781c5be89da891db155609e38658d,train,empty-8-8,empty,16,8296,500,0.25,-0.2857142857099999,21,True,1.2340514659881592,1.1695449352264404,1.2817738056182861,0.7419940829277039,0.7967760562896729,1.0613901615142822,0.6783056259155273,0.9800234436988831,0.998169481754303,0.6844802498817444,0.6706348657608032,0.34201136231422424,0.8929159641265869,0.9896228313446045,10.732902526855469,1,0,0,False,False,False,False,False
g562_alpha_00000997,275018efa3a04710192f99af9b9b1042b07781c5be89da891db155609e38658d,train,empty-8-8,empty,16,8296,500,0.5,-0.2857142857099999,21,True,1.2181029319763184,1.1810858249664307,1.3135477304458618,0.7339881658554077,0.8435521125793457,1.0824406147003174,0.6633453369140625,0.9801111221313477,0.996338963508606,0.684805154800415,0.6912696957588196,0.34851139783859253,0.9268258810043335,0.9792456030845642,10.672540664672852,1,0,0,False,False,False,False,False
g562_alpha_00000998,275018efa3a04710192f99af9b9b1042b07781c5be89da891db155609e38658d,train,empty-8-8,empty,16,8296,500,0.75,-0.2857142857099999,21,True,1.202154517173767,1.192626714706421,1.3453216552734375,0.7259822487831116,0.8903281092643738,1.1034910678863525,0.6483851075172424,0.9801987409591675,0.9945084452629089,0.6851301193237305,0.7119045257568359,0.3550114631652832,0.9607357978820801,0.9688683748245239,10.612178802490234,1,0,0,False,False,False,False,False
g562_alpha_00000999,275018efa3a04710192f99af9b9b1042b07781c5be89da891db155609e38658d,train,empty-8-8,empty,16,8296,500,1.0,-0.2857142857099999,21,True,1.1862059831619263,1.2041674852371216,1.3770954608917236,0.7179763317108154,0.9371041655540466,1.1245416402816772,0.6334248781204224,0.9802863597869873,0.9926779270172119,0.6854550242424011,0.7325394153594971,0.36151155829429626,0.9946456551551819,0.9584912061691284,10.551817893981934,1,0,0,False,False,False,False,False
g562_alpha_00001000,2757519178522689bfee5808df279576065e549bd4e1e713105d74aa8e947375,validation,random-32-32-20,random,256,7917,1000,0.0,-2.1799670433200005,21,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00001001,2757519178522689bfee5808df279576065e549bd4e1e713105d74aa8e947375,validation,random-32-32-20,random,256,7917,1000,0.25,-2.1799670433200005,21,True,1.2517577409744263,1.1348121166229248,1.281408429145813,0.7707098126411438,0.7439680099487305,1.036974310874939,0.7250432372093201,0.980675995349884,0.996549129486084,0.6908861398696899,0.6418471336364746,0.3507726788520813,0.8880608081817627,0.9912955164909363,10.751876831054688,1,0,0,False,False,False,False,False
g562_alpha_00001002,2757519178522689bfee5808df279576065e549bd4e1e713105d74aa8e947375,validation,random-32-32-20,random,256,7917,1000,0.5,-2.1799670433200005,21,True,1.2535154819488525,1.1116201877593994,1.312816858291626,0.7914196252822876,0.7379360198974609,1.0336089134216309,0.7568206787109375,0.9814162254333496,0.993098258972168,0.6976169347763062,0.6336942911148071,0.3660340905189514,0.9171155095100403,0.9825910329818726,10.710489273071289,1,0,0,False,False,False,False,False
g562_alpha_00001003,2757519178522689bfee5808df279576065e549bd4e1e713105d74aa8e947375,validation,random-32-32-20,random,256,7917,1000,0.75,-2.1799670433200005,21,True,1.2552731037139893,1.088428258895874,1.344225287437439,0.8121294379234314,0.7319040894508362,1.0302433967590332,0.7885980606079102,0.9821563959121704,0.9896474480628967,0.7043477296829224,0.6255414485931396,0.38129550218582153,0.9461702108383179,0.9738864898681641,10.669102668762207,1,0,0,False,False,False,False,False
g562_alpha_00001004,2757519178522689bfee5808df279576065e549bd4e1e713105d74aa8e947375,validation,random-32-32-20,random,256,7917,1000,1.0,-2.1799670433200005,21,True,1.2570308446884155,1.065236210823059,1.375633716583252,0.8328392505645752,0.7258720993995667,1.026877999305725,0.8203754425048828,0.9828965663909912,0.9861965775489807,0.7110785245895386,0.6173886060714722,0.39655691385269165,0.9752249717712402,0.9651820063591003,10.627716064453125,1,0,0,False,False,False,False,False
g562_alpha_00001005,2764371bb6d219a80b21bcde5eb8dd59a62129702028015285569949cd6d91c3,validation,empty-16-16,empty,32,8657,1000,0.0,-0.022403258650000035,14,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00001006,2764371bb6d219a80b21bcde5eb8dd59a62129702028015285569949cd6d91c3,validation,empty-16-16,empty,32,8657,1000,0.25,-0.022403258650000035,14,True,1.21921706199646,1.1607173681259155,1.3049349784851074,0.750811755657196,0.7251962423324585,1.0327080488204956,0.6911826729774475,0.9799562692642212,0.9983171224594116,0.6797001957893372,0.6540277004241943,0.34494319558143616,0.843589186668396,0.9893842339515686,10.780269622802734,1,0,0,False,False,False,False,False
g562_alpha_00001007,2764371bb6d219a80b21bcde5eb8dd59a62129702028015285569949cd6d91c3,validation,empty-16-16,empty,32,8657,1000,0.5,-0.022403258650000035,14,True,1.18843412399292,1.1634305715560913,1.3598698377609253,0.7516235113143921,0.700392484664917,1.0250763893127441,0.6890994906425476,0.9799767732620239,0.9966342449188232,0.6752450466156006,0.6580554246902466,0.35437512397766113,0.8281722068786621,0.9787684679031372,10.7672758102417,1,0,0,False,False,False,False,False
g562_alpha_00001008,2764371bb6d219a80b21bcde5eb8dd59a62129702028015285569949cd6d91c3,validation,empty-16-16,empty,32,8657,1000,0.75,-0.022403258650000035,14,True,1.1576513051986694,1.166143774986267,1.4148046970367432,0.7524352669715881,0.6755886673927307,1.0174447298049927,0.6870163083076477,0.9799973368644714,0.9949513077735901,0.6707899570465088,0.6620831489562988,0.3638070225715637,0.8127553462982178,0.9681527614593506,10.754281997680664,1,0,0,False,False,False,False,False
g562_alpha_00001009,2764371bb6d219a80b21bcde5eb8dd59a62129702028015285569949cd6d91c3,validation,empty-16-16,empty,32,8657,1000,1.0,-0.022403258650000035,14,True,1.1268683671951294,1.1688569784164429,1.4697396755218506,0.7532470226287842,0.6507849097251892,1.0098130702972412,0.6849331259727478,0.9800177812576294,0.9932684302330017,0.6663348078727722,0.6661108136177063,0.3732389509677887,0.7973384261131287,0.9575369954109192,10.741288185119629,1,0,0,False,False,False,False,False
g562_alpha_00001010,2773892813798b5ad8732c27632406aff5b27151c7f9f9118ee67c1e222209eb,train,room-40-32-8,room,96,8593,1000,0.0,-0.04970230390999997,21,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00001011,2773892813798b5ad8732c27632406aff5b27151c7f9f9118ee67c1e222209eb,train,room-40-32-8,room,96,8593,1000,0.25,-0.04970230390999997,21,True,1.2308226823806763,1.142751693725586,1.253960132598877,0.741862416267395,0.7539940476417542,1.0584813356399536,0.7044038772583008,0.9789136648178101,0.9981076717376709,0.6879170536994934,0.6144049763679504,0.3420458436012268,0.8401603698730469,0.9738553762435913,10.740106582641602,1,0,0,False,False,False,False,False
g562_alpha_00001012,2773892813798b5ad8732c27632406aff5b27151c7f9f9118ee67c1e222209eb,train,room-40-32-8,room,96,8593,1000,0.5,-0.04970230390999997,21,True,1.2116453647613525,1.1274992227554321,1.2579201459884644,0.7337247729301453,0.7579880952835083,1.0766229629516602,0.7155418992042542,0.9778915643692017,0.9962154030799866,0.6916788816452026,0.5788099765777588,0.34858036041259766,0.8213145732879639,0.9477106928825378,10.686949729919434,1,0,0,False,False,False,False,False
g562_alpha_00001013,2773892813798b5ad8732c27632406aff5b27151c7f9f9118ee67c1e222209eb,train,room-40-32-8,room,96,8593,1000,0.75,-0.04970230390999997,21,True,1.1924680471420288,1.1122467517852783,1.2618801593780518,0.7255871295928955,0.7619820833206177,1.0947645902633667,0.7266799211502075,0.9768694043159485,0.9943231344223022,0.6954406499862671,0.5432149767875671,0.3551149368286133,0.8024688959121704,0.9215660095214844,10.633792877197266,1,0,0,False,False,False,False,False
g562_alpha_00001014,2773892813798b5ad8732c27632406aff5b27151c7f9f9118ee67c1e222209eb,train,room-40-32-8,room,96,8593,1000,1.0,-0.04970230390999997,21,True,1.173290729522705,1.0969942808151245,1.2658402919769287,0.7174495458602905,0.7659761309623718,1.1129062175750732,0.7378179430961609,0.9758472442626953,0.9924308061599731,0.6992023587226868,0.5076199769973755,0.3616494834423065,0.7836231589317322,0.8954213857650757,10.580636024475098,1,0,0,False,False,False,False,False
g562_alpha_00001015,27b2ef91e15f652fb5904c27d99bd51511c431b6855d1d21aed39bf5a8c404e3,validation,g559-synth-game-den-32,game,16,8746,2000,0.0,-0.03553299492000006,34,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00001016,27b2ef91e15f652fb5904c27d99bd51511c431b6855d1d21aed39bf5a8c404e3,validation,g559-synth-game-den-32,game,16,8746,2000,0.25,-0.03553299492000006,34,True,1.2172975540161133,1.1417386531829834,1.2779896259307861,0.7486279606819153,0.7734019756317139,1.0381027460098267,0.6944476366043091,0.9794940948486328,0.9979473352432251,0.6912298202514648,0.6438730955123901,0.35343825817108154,0.9003785848617554,0.9884877800941467,10.778718948364258,1,0,0,False,False,False,False,False
g562_alpha_00001017,27b2ef91e15f652fb5904c27d99bd51511c431b6855d1d21aed39bf5a8c404e3,validation,g559-synth-game-den-32,game,16,8746,2000,0.5,-0.03553299492000006,34,True,1.1845951080322266,1.1254730224609375,1.3059792518615723,0.7472559213638306,0.7968040108680725,1.0358657836914062,0.6956294178962708,0.9790524244308472,0.995894730091095,0.6983043551445007,0.6377462148666382,0.3713652491569519,0.9417510628700256,0.9769755601882935,10.76417350769043,1,0,0,False,False,False,False,False
g562_alpha_00001018,27b2ef91e15f652fb5904c27d99bd51511c431b6855d1d21aed39bf5a8c404e3,validation,g559-synth-game-den-32,game,16,8746,2000,0.75,-0.03553299492000006,34,True,1.1518927812576294,1.1092075109481812,1.3339687585830688,0.7458838224411011,0.8202060461044312,1.0336289405822754,0.6968111991882324,0.9786107540130615,0.9938421249389648,0.7053788900375366,0.6316193342208862,0.38929224014282227,0.9831235408782959,0.965463399887085,10.749629020690918,1,0,0,False,False,False,False,False
g562_alpha_00001019,27b2ef91e15f652fb5904c27d99bd51511c431b6855d1d21aed39bf5a8c404e3,validation,g559-synth-game-den-32,game,16,8746,2000,1.0,-0.03553299492000006,34,True,1.1191903352737427,1.0929419994354248,1.361958384513855,0.7445117831230164,0.843608021736145,1.031391978263855,0.6979929804801941,0.9781690239906311,0.9917894601821899,0.7124533653259277,0.625492513179779,0.4072192311286926,1.024496078491211,0.9539511799812317,10.735084533691406,1,0,0,False,False,False,False,False
g562_alpha_00001020,27b472d41e733d01ddc90cf85c980f430241f6f9e7867ab11b17a28361be94dc,train,g559-synth-connector-32,irregular_bottleneck,16,7444,500,0.0,-0.050561797749999915,27,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00001021,27b472d41e733d01ddc90cf85c980f430241f6f9e7867ab11b17a28361be94dc,train,g559-synth-connector-32,irregular_bottleneck,16,7444,500,0.25,-0.050561797749999915,27,True,1.221811056137085,1.1416819095611572,1.2579350471496582,0.7510789632797241,0.7342925667762756,1.0208489894866943,0.7152652740478516,0.9798405170440674,0.9977806806564331,0.6642806529998779,0.6418852210044861,0.3366304039955139,0.8752255439758301,0.9928423762321472,10.748743057250977,1,0,0,False,False,False,False,False
g562_alpha_00001022,27b472d41e733d01ddc90cf85c980f430241f6f9e7867ab11b17a28361be94dc,train,g559-synth-connector-32,irregular_bottleneck,16,7444,500,0.5,-0.050561797749999915,27,True,1.19362211227417,1.1253597736358643,1.2658700942993164,0.7521578669548035,0.7185851335525513,1.0013582706451416,0.7372646331787109,0.9797452688217163,0.9955613613128662,0.6444059610366821,0.6337704658508301,0.33774954080581665,0.8914449214935303,0.9856847524642944,10.704221725463867,1,0,0,False,False,False,False,False
g562_alpha_00001023,27b472d41e733d01ddc90cf85c980f430241f6f9e7867ab11b17a28361be94dc,train,g559-synth-connector-32,irregular_bottleneck,16,7444,500,0.75,-0.050561797749999915,27,True,1.1654330492019653,1.1090376377105713,1.2738051414489746,0.7532367706298828,0.7028776407241821,0.9818676114082336,0.7592641115188599,0.9796499609947205,0.9933419823646545,0.6245312690734863,0.6256557106971741,0.3388686776161194,0.90766441822052,0.9785271286964417,10.659700393676758,1,0,0,False,False,False,False,False
g562_alpha_00001024,27b472d41e733d01ddc90cf85c980f430241f6f9e7867ab11b17a28361be94dc,train,g559-synth-connector-32,irregular_bottleneck,16,7444,500,1.0,-0.050561797749999915,27,True,1.1372441053390503,1.0927153825759888,1.2817401885986328,0.7543157339096069,0.6871702075004578,0.9623769521713257,0.7812634706497192,0.9795546531677246,0.9911226630210876,0.6046565771102905,0.6175409555435181,0.3399878144264221,0.923883855342865,0.9713695049285889,10.615179061889648,1,0,0,False,False,False,False,False
g562_alpha_00001025,27cb317ad2a02b26d8003e34153ae6817a1b212adcd2171bf64051d1e1ad400a,train,random-8-8-20,random,32,7795,5000,0.0,-0.6767676767699999,7,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00001026,27cb317ad2a02b26d8003e34153ae6817a1b212adcd2171bf64051d1e1ad400a,train,random-8-8-20,random,32,7795,5000,0.25,-0.6767676767699999,7,True,1.2223538160324097,1.180525302886963,1.1875613927841187,0.7529353499412537,0.7493947148323059,1.0213935375213623,0.6734450459480286,0.980730414390564,0.9958802461624146,0.7228450775146484,0.5862447619438171,0.32111674547195435,0.8736111521720886,0.9654049277305603,10.670873641967773,1,0,0,False,False,False,False,False
g562_alpha_00001027,27cb317ad2a02b26d8003e34153ae6817a1b212adcd2171bf64051d1e1ad400a,train,random-8-8-20,random,32,7795,5000,0.5,-0.6767676767699999,7,True,1.1947076320648193,1.2030463218688965,1.1251227855682373,0.7558706998825073,0.7487894296646118,1.002447485923767,0.6536242961883545,0.9815249443054199,0.9917604327201843,0.7615348696708679,0.5224895477294922,0.3067222237586975,0.8882161378860474,0.9308098554611206,10.548484802246094,1,0,0,False,False,False,False,False
g562_alpha_00001028,27cb317ad2a02b26d8003e34153ae6817a1b212adcd2171bf64051d1e1ad400a,train,random-8-8-20,random,32,7795,5000,0.75,-0.6767676767699999,7,True,1.1670615673065186,1.2255674600601196,1.0626840591430664,0.758806049823761,0.7481841444969177,0.9835013151168823,0.6338035464286804,0.9823195338249207,0.9876406192779541,0.8002246618270874,0.45873430371284485,0.2923277020454407,0.9028211832046509,0.8962147235870361,10.426095008850098,1,0,0,False,False,False,False,False
g562_alpha_00001029,27cb317ad2a02b26d8003e34153ae6817a1b212adcd2171bf64051d1e1ad400a,train,random-8-8-20,random,32,7795,5000,1.0,-0.6767676767699999,7,True,1.1394153833389282,1.2480885982513428,1.000245451927185,0.7617413997650146,0.7475788593292236,0.9645552039146423,0.6139827370643616,0.9831141233444214,0.9835208654403687,0.8389143943786621,0.3949790596961975,0.27793315052986145,0.9174262881278992,0.8616196513175964,10.303705215454102,1,0,0,False,False,False,False,False
g562_alpha_00001030,27dea93e8e6d38765a24f631cbc979485ada17f74a9c948718fb0ce75416f3a4,validation,maze-36-32-4,maze,32,8663,5000,0.0,-0.0369415807600002,12,True,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False
g562_alpha_00001031,27dea93e8e6d38765a24f631cbc979485ada17f74a9c948718fb0ce75416f3a4,validation,maze-36-32-4,maze,32,8663,5000,0.25,-0.0369415807600002,12,True,1.2371721267700195,1.1518889665603638,1.2608641386032104,0.7638318538665771,0.7579423189163208,1.0557794570922852,0.7055232524871826,0.9801560640335083,0.9996883273124695,0.6744111776351929,0.6476392149925232,0.34673309326171875,0.8886749744415283,0.9915739297866821,10.852554321289062,1,0,0,False,False,False,False,False
g562_alpha_00001032,27dea93e8e6d38765a24f631cbc979485ada17f74a9c948718fb0ce75416f3a4,validation,maze-36-32-4,maze,32,8663,5000,0.5,-0.0369415807600002,12,True,1.224344253540039,1.1457738876342773,1.271728277206421,0.7776637077331543,0.7658845782279968,1.0712193250656128,0.7177807092666626,0.9803762435913086,0.999376654624939,0.6646671295166016,0.6452784538269043,0.35795485973358154,0.9183439016342163,0.9831477999687195,10.911844253540039,1,0,0,False,False,False,False,False
g562_alpha_00001033,27dea93e8e6d38765a24f631cbc979485ada17f74a9c948718fb0ce75416f3a4,validation,maze-36-32-4,maze,32,8663,5000,0.75,-0.0369415807600002,12,True,1.211516261100769,1.139658808708191,1.282592535018921,0.7914955019950867,0.7738268375396729,1.0866591930389404,0.7300381660461426,0.9805964827537537,0.9990649223327637,0.6549229621887207,0.6429176926612854,0.3691766858100891,0.9480128288269043,0.9747216701507568,10.971135139465332,1,0,0,False,False,False,False,False
